actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
350,PT10M14.00S,2026-03-27T00:29:17.9Z,3,REGULAR,steal,,[],1642269,,,1610612758,70,59,2026-03-27T00:29:20Z,3470000,False,,,0,,D. Carter STEAL (1 STL),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT10M10.00S,2026-03-27T00:29:22.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201942,9.674770039421814,49.26470588235294,1610612758,70,61,2026-03-27T00:30:53Z,3480000,False,4.0,38.0,1,left,D. DeRozan running DUNK (23 PTS) (M. Monk 4 AST),"[201942, 1628370]",1610612758.0,SAC,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,3.86,Made,,,,,,,23.0,M. Monk,1628370.0,4.0,,,,,,
352,PT10M01.00S,2026-03-27T00:29:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,90.62089356110381,48.03921568627451,1610612753,70,61,2026-03-27T00:31:26Z,3490000,False,-10.0,36.0,1,right,MISS P. Banchero driving Layup - blocked,"[1631094, 1630173]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,3.7,Missed,Achiuwa,1630173.0,,,,,,,,,,,,,,
353,PT10M01.00S,2026-03-27T00:29:35.2Z,3,REGULAR,block,,[],1630173,,,1610612753,70,61,2026-03-27T00:29:39Z,3500000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
354,PT10M00.00S,2026-03-27T00:29:36.2Z,3,REGULAR,rebound,offensive,[],1631094,,,1610612753,70,61,2026-03-27T00:31:26Z,3510000,False,,,0,,P. Banchero REBOUND (Off:3 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,352.0,6.0,3.0,3.0,,,,,,,,,,
355,PT09M59.00S,2026-03-27T00:29:41.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631094,93.51182654402102,48.77450980392157,1610612753,72,61,2026-03-27T00:31:33Z,3520000,False,-6.0,8.0,1,right,P. Banchero putback DUNK (20 PTS),[1631094],1610612753.0,ORL,putback,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,1.05,Made,,,,,,,20.0,,,,,,,,,
356,PT09M40.00S,2026-03-27T00:30:01.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642269,8.360709592641262,49.754901960784316,1610612758,72,63,2026-03-27T00:32:05Z,3530000,False,1.0,26.0,1,left,D. Carter driving Layup (11 PTS),[1642269],1610612758.0,SAC,driving,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,,,2.61,Made,,,,,,,11.0,,,,,,,,,
358,PT09M24.00S,2026-03-27T00:30:24.9Z,3,REGULAR,foul,personal,['2freethrow'],201942,,,1610612753,72,63,2026-03-27T00:30:31Z,3540000,False,,,0,,D. DeRozan shooting personal FOUL (3 PF) (Bane 2 FT),"[201942, 1630217]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,,,,,,,,3.0,0.0,Bane,1630217.0,,
360,PT09M24.00S,2026-03-27T00:30:48.7Z,3,REGULAR,freethrow,1 of 2,[],1630217,,,1610612753,73,63,2026-03-27T00:30:48Z,3560000,False,,,0,,D. Bane Free Throw 1 of 2 (11 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,
361,PT09M24.00S,2026-03-27T00:31:06.4Z,3,REGULAR,freethrow,2 of 2,[],1630217,,,1610612753,74,63,2026-03-27T00:31:06Z,3570000,False,,,0,,D. Bane Free Throw 2 of 2 (12 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,
362,PT09M02.00S,2026-03-27T00:31:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,6.389618922470433,48.77450980392157,1610612758,74,65,2026-03-27T00:31:35Z,3580000,False,6.0,8.0,1,left,P. Achiuwa Layup (10 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,0.97,Made,,,,,,,10.0,,,,,,,,,
363,PT08M51.00S,2026-03-27T00:31:41.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,92.59198423127464,49.01960784313725,1610612753,74,65,2026-03-27T00:31:48Z,3590000,False,-5.0,17.0,1,right,MISS W. Carter Jr. driving Layup - blocked,"[1628976, 1630173]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,1.78,Missed,Achiuwa,1630173.0,,,,,,,,,,,,,,
364,PT08M51.00S,2026-03-27T00:31:41.7Z,3,REGULAR,block,,[],1630173,,,1610612753,74,65,2026-03-27T00:31:44Z,3600000,False,,,0,,P. Achiuwa BLOCK (2 BLK),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
365,PT08M48.00S,2026-03-27T00:31:44.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612758,74,65,2026-03-27T00:31:48Z,3610000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:3),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,363.0,6.0,3.0,3.0,,,,,,,,,,
366,PT08M45.00S,2026-03-27T00:31:48.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,10.85742444152431,42.64705882352941,1610612758,74,67,2026-03-27T00:32:00Z,3620000,False,37.0,50.0,1,left,P. Achiuwa 6' running Layup (12 PTS),[1630173],1610612758.0,SAC,running,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,6.18,Made,,,,,,,12.0,,,,,,,,,
367,PT08M31.00S,2026-03-27T00:32:06.3Z,3,REGULAR,2pt,Jump Shot,[],1631094,82.86793692509855,71.32352941176471,1610612753,74,67,2026-03-27T00:34:39Z,3630000,False,107.0,109.0,1,right,MISS P. Banchero 15' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,15.21,Missed,,,,,,,,,,,,,,,,
368,PT08M29.00S,2026-03-27T00:32:08.3Z,3,REGULAR,rebound,defensive,[],1642875,,,1610612758,74,67,2026-03-27T00:34:39Z,3640000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Right,,,,,,,367.0,6.0,5.0,1.0,,,,,,,,,,
369,PT08M18.00S,2026-03-27T00:32:14.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,24.655059132720105,81.37254901960785,1610612758,74,70,2026-03-27T00:34:56Z,3650000,False,-157.0,179.0,1,left,M. Monk 3PT running pullup (9 PTS),[1628370],1610612758.0,SAC,running pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,23.83,Made,,,,,,,9.0,,,,,,,,,
370,PT07M59.00S,2026-03-27T00:32:33.7Z,3,REGULAR,3pt,Jump Shot,[],1630591,92.72339027595268,95.09803921568627,1610612753,74,70,2026-03-27T00:32:38Z,3660000,False,225.0,16.0,1,right,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,22.61,Missed,,,,,,,,,,,,,,,,
371,PT07M57.00S,2026-03-27T00:32:35.7Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,74,70,2026-03-27T00:32:38Z,3670000,False,,,0,,M. Monk REBOUND (Off:1 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,,,,,,,370.0,2.0,1.0,1.0,,,,,,,,,,
372,PT07M54.00S,2026-03-27T00:32:39.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,6.389618922470433,50.73529411764706,1610612758,74,72,2026-03-27T00:32:49Z,3680000,False,-4.0,8.0,1,left,D. DeRozan running Layup (25 PTS) (M. Monk 5 AST),"[201942, 1628370]",1610612758.0,SAC,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,0.85,Made,,,,,,,25.0,M. Monk,1628370.0,5.0,,,,,,
374,PT07M54.00S,2026-03-27T00:32:51.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,74,72,2026-03-27T00:32:51Z,3700000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M42.00S,2026-03-27T00:35:53.5Z,3,REGULAR,3pt,Jump Shot,[],1641783,67.36202365308804,58.08823529411765,1610612753,77,72,2026-03-27T00:36:24Z,3710000,False,40.0,254.0,1,right,T. da Silva 25' 3PT  (14 PTS) (P. Banchero 5 AST),"[1641783, 1631094]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Center,,,25.75,Made,,,,,,,14.0,P. Banchero,1631094.0,5.0,,,,,,
377,PT07M12.00S,2026-03-27T00:36:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.863994743758213,56.127450980392155,1610612758,77,74,2026-03-27T00:37:04Z,3730000,False,-31.0,3.0,1,left,M. Monk driving Layup (11 PTS),[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,3.07,Made,,,,,,,11.0,,,,,,,,,
378,PT06M59.00S,2026-03-27T00:36:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.01511169513797,47.549019607843135,1610612753,77,74,2026-03-27T00:37:42Z,3740000,False,-12.0,32.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,3.43,Missed,,,,,,,,,,,,,,,,
379,PT06M57.00S,2026-03-27T00:36:39.4Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,77,74,2026-03-27T00:37:42Z,3750000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:10),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,378.0,11.0,10.0,1.0,,,,,,,,,,
380,PT06M56.00S,2026-03-27T00:36:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,91.80354796320631,53.18627450980392,1610612753,77,74,2026-03-27T00:37:50Z,3760000,False,16.0,25.0,1,right,MISS W. Carter Jr. putback Layup,[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,2.92,Missed,,,,,,,,,,,,,,,,
381,PT06M55.00S,2026-03-27T00:36:40.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,77,74,2026-03-27T00:37:50Z,3770000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:5),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,380.0,5.0,5.0,0.0,,,,,,,,,,
382,PT06M50.00S,2026-03-27T00:36:46.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642269,32.53942181340342,37.00980392156863,1610612758,77,74,2026-03-27T00:38:24Z,3780000,False,65.0,253.0,1,left,MISS D. Carter 26' running 3PT,[1642269],1610612758.0,SAC,running,,,Carter,D. Carter,,,,,Above the Break 3,24+ Center,,,26.16,Missed,,,,,,,,,,,,,,,,
383,PT06M48.00S,2026-03-27T00:36:48.4Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,77,74,2026-03-27T00:38:24Z,3790000,False,,,0,,J. Suggs REBOUND (Off:1 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,382.0,3.0,2.0,1.0,,,,,,,,,,
384,PT06M40.00S,2026-03-27T00:36:53.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,71.96123521681997,12.990196078431374,1610612753,77,74,2026-03-27T00:38:56Z,3800000,False,-185.0,211.0,1,right,MISS D. Bane 28' running pullup 3PT,[1630217],1610612753.0,ORL,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,28.07,Missed,,,,,,,,,,,,,,,,
385,PT06M37.00S,2026-03-27T00:36:56.6Z,3,REGULAR,rebound,defensive,[],1642269,,,1610612758,77,74,2026-03-27T00:37:06Z,3810000,False,,,0,,D. Carter REBOUND (Off:0 Def:2),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,384.0,2.0,2.0,0.0,,,,,,,,,,
386,PT06M22.00S,2026-03-27T00:37:11.1Z,3,REGULAR,3pt,Jump Shot,[],1642269,33.196452036793694,29.901960784313726,1610612758,77,74,2026-03-27T00:37:15Z,3820000,False,100.0,260.0,1,left,MISS D. Carter 27' 3PT,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Right Center,,,27.83,Missed,,,,,,,,,,,,,,,,
387,PT06M20.00S,2026-03-27T00:37:13.1Z,3,REGULAR,rebound,defensive,[],1641783,,,1610612753,77,74,2026-03-27T00:37:15Z,3830000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,,,,,,,386.0,1.0,1.0,0.0,,,,,,,,,,
388,PT06M02.00S,2026-03-27T00:37:31.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,88.25558475689881,64.4607843137255,1610612753,79,74,2026-03-27T00:37:38Z,3840000,False,72.0,58.0,1,right,J. Suggs 9' driving floating bank Jump Shot (5 PTS),[1630591],1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Right,,,9.26,Made,,,,,,,5.0,,,,,,,,,
389,PT05M37.00S,2026-03-27T00:37:59.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612758,79,74,2026-03-27T00:38:45Z,3850000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,1193.0,,,,,,,,,,,,,,,,,,,
390,PT05M36.00S,2026-03-27T00:38:08.5Z,3,REGULAR,substitution,out,[],1630217,,,1610612753,79,74,2026-03-27T00:38:23Z,3860000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M36.00S,2026-03-27T00:38:08.5Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,79,74,2026-03-27T00:38:23Z,3870000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M36.00S,2026-03-27T00:38:08.5Z,3,REGULAR,substitution,out,[],1642269,,,1610612753,79,74,2026-03-27T00:38:23Z,3880000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M36.00S,2026-03-27T00:38:08.5Z,3,REGULAR,substitution,in,[],1629048,,,1610612753,79,74,2026-03-27T00:38:23Z,3890000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M36.00S,2026-03-27T00:38:08.5Z,3,REGULAR,substitution,in,[],1631288,,,1610612753,79,74,2026-03-27T00:38:23Z,3900000,False,,,0,,SUB in: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M36.00S,2026-03-27T00:38:08.5Z,3,REGULAR,substitution,in,[],1631342,,,1610612753,79,74,2026-03-27T00:38:23Z,3910000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M08.00S,2026-03-27T00:38:48.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,92.72339027595268,48.77450980392157,1610612753,81,74,2026-03-27T00:39:01Z,3920000,False,-6.0,16.0,1,right,P. Banchero driving Layup (22 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,1.7,Made,,,,,,,22.0,,,,,,,,,
397,PT05M03.00S,2026-03-27T00:38:58.7Z,3,REGULAR,foul,personal,['2freethrow'],1631288,,,1610612758,81,74,2026-03-27T00:39:08Z,3930000,False,,,0,,J. Cain shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1631288, 201942]",1610612753.0,ORL,shooting,,,Cain,J. Cain,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,
399,PT05M03.00S,2026-03-27T00:39:26.1Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,81,75,2026-03-27T00:39:26Z,3950000,False,,,0,,D. DeRozan Free Throw 1 of 2 (26 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,26.0,,,,,,,,,
400,PT05M03.00S,2026-03-27T00:39:26.9Z,3,REGULAR,substitution,out,[],1630591,,,1610612758,81,75,2026-03-27T00:39:35Z,3960000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M03.00S,2026-03-27T00:39:26.9Z,3,REGULAR,substitution,out,[],1642875,,,1610612758,81,75,2026-03-27T00:39:35Z,3970000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M03.00S,2026-03-27T00:39:26.9Z,3,REGULAR,substitution,in,[],1628975,,,1610612758,81,75,2026-03-27T00:39:35Z,3980000,False,,,0,,SUB in: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M03.00S,2026-03-27T00:39:26.9Z,3,REGULAR,substitution,in,[],1642928,,,1610612758,81,75,2026-03-27T00:39:35Z,3990000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M03.00S,2026-03-27T00:39:51.2Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,81,76,2026-03-27T00:39:51Z,4000000,False,,,0,,D. DeRozan Free Throw 2 of 2 (27 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,27.0,,,,,,,,,
405,PT04M44.00S,2026-03-27T00:40:11.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,84.57621550591328,52.450980392156865,1610612753,81,76,2026-03-27T00:40:37Z,4010000,False,12.0,92.0,1,right,MISS P. Banchero 9' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,9.33,Missed,,,,,,,,,,,,,,,,
406,PT04M42.00S,2026-03-27T00:40:13.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612758,81,76,2026-03-27T00:40:37Z,4020000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:4),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,405.0,7.0,4.0,3.0,,,,,,,,,,
407,PT04M27.00S,2026-03-27T00:40:28.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642928,7.046649145860711,49.754901960784316,1610612758,81,78,2026-03-27T00:41:47Z,4030000,False,1.0,14.0,1,left,D. Cardwell alley-oop DUNK (2 PTS) (P. Achiuwa 1 AST),"[1642928, 1630173]",1610612758.0,SAC,alley-oop,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,1.38,Made,,,,,,,2.0,P. Achiuwa,1630173.0,1.0,,,,,,
409,PT04M07.00S,2026-03-27T00:40:48.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,93.38042049934296,54.90196078431373,1610612753,83,78,2026-03-27T00:40:53Z,4050000,False,25.0,10.0,1,right,G. Bitadze alley-oop DUNK (4 PTS) (T. da Silva 1 AST),"[1629048, 1641783]",1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,2.64,Made,,,,,,,4.0,T. da Silva,1641783.0,1.0,,,,,,
411,PT03M50.00S,2026-03-27T00:41:05.8Z,3,REGULAR,3pt,Jump Shot,[],1628370,8.492115637319317,98.2843137254902,1610612758,83,78,2026-03-27T00:41:11Z,4070000,False,-241.0,27.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,,,24.29,Missed,,,,,,,,,,,,,,,,
412,PT03M48.00S,2026-03-27T00:41:07.8Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,83,78,2026-03-27T00:41:11Z,4080000,False,,,0,,P. Banchero REBOUND (Off:3 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,,,,411.0,7.0,4.0,3.0,,,,,,,,,,
415,PT03M44.00S,2026-03-27T00:41:36.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,83,78,2026-03-27T00:41:47Z,4110000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M44.00S,2026-03-27T00:43:15.9Z,3,REGULAR,foul,offensive,[],1631094,,,1610612753,83,78,2026-03-27T00:44:07Z,4130000,False,,,0,,P. Banchero offensive FOUL (1 PF),"[1631094, 1628370]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Monk,1628370.0,,
419,PT03M44.00S,2026-03-27T00:43:15.9Z,3,REGULAR,turnover,offensive foul,[],1631094,,,1610612753,83,78,2026-03-27T00:43:15Z,4150000,False,,,0,,P. Banchero offensive foul TURNOVER (1 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,1148.0,1.0,,,,,,,,,,,,,,,,,,
420,PT03M22.00S,2026-03-27T00:44:51.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,24.26084099868594,61.274509803921575,1610612758,83,78,2026-03-27T00:45:23Z,4160000,False,-56.0,176.0,1,left,MISS D. DeRozan 18' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,18.44,Missed,,,,,,,,,,,,,,,,
421,PT03M21.00S,2026-03-27T00:44:52.1Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612753,83,78,2026-03-27T00:45:23Z,4170000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,420.0,2.0,2.0,0.0,,,,,,,,,,
422,PT02M59.00S,2026-03-27T00:45:17.5Z,3,REGULAR,3pt,Jump Shot,[],1631094,67.09921156373193,61.029411764705884,1610612753,83,78,2026-03-27T00:46:00Z,4180000,False,55.0,257.0,1,right,MISS P. Banchero 26' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,26.26,Missed,,,,,,,,,,,,,,,,
423,PT02M58.00S,2026-03-27T00:45:18.5Z,3,REGULAR,rebound,offensive,[],1631288,,,1610612753,83,78,2026-03-27T00:46:00Z,4190000,False,,,0,,J. Cain REBOUND (Off:1 Def:3),[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Center,,,,,,,422.0,4.0,3.0,1.0,,,,,,,,,,
424,PT02M56.00S,2026-03-27T00:45:21.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631288,90.75229960578186,47.794117647058826,1610612753,85,78,2026-03-27T00:46:06Z,4200000,False,-11.0,34.0,1,right,J. Cain putback Layup (7 PTS),[1631288],1610612753.0,ORL,putback,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,,,3.61,Made,,,,,,,7.0,,,,,,,,,
425,PT02M38.00S,2026-03-27T00:45:40.5Z,3,REGULAR,3pt,Jump Shot,[],1631342,32.802233902759525,65.44117647058823,1610612758,85,81,2026-03-27T00:46:28Z,4210000,False,-77.0,256.0,1,left,D. Plowden 26' 3PT  (5 PTS) (D. DeRozan 6 AST),"[1631342, 201942]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Center,,,26.72,Made,,,,,,,5.0,D. DeRozan,201942.0,6.0,,,,,,
427,PT02M16.00S,2026-03-27T00:45:56.2Z,3,REGULAR,3pt,Jump Shot,[],1641783,75.24638633377135,85.7843137254902,1610612753,88,81,2026-03-27T00:46:00Z,4230000,False,179.0,180.0,1,right,T. da Silva 25' 3PT  (17 PTS) (J. Cain 2 AST),"[1641783, 1631288]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,,,25.39,Made,,,,,,,17.0,J. Cain,1631288.0,2.0,,,,,,
429,PT02M07.00S,2026-03-27T00:46:08.4Z,3,REGULAR,foul,personal,[],1629048,,,1610612758,88,81,2026-03-27T00:46:22Z,4250000,False,,,0,,G. Bitadze personal FOUL (3 PF),"[1629048, 1642928]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,3.0,0.0,Cardwell,1642928.0,,
431,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,out,[],1628370,,,1610612758,88,81,2026-03-27T00:46:47Z,4270000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
