actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-06T00:13:14.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-06T00:13:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-06T00:13:16.6Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2026-02-06T00:13:16Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. N. Claxton: Tip to J. Suggs,"[1630591, 1628976, 1629651]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-02-06T00:13:32.8Z,1,REGULAR,2pt,Jump Shot,[],1628976,6.258212877792378,70.58823529411765,1610612753,0,0,2026-02-06T00:13:40Z,70000,False,-103.0,6.0,1,left,MISS W. Carter Jr. 10' turnaround Shot,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,10.31,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-02-06T00:13:35.8Z,1,REGULAR,rebound,defensive,[],1642849,,,1610612751,0,0,2026-02-06T00:13:40Z,80000,False,,,0,,N. Traore REBOUND (Off:0 Def:1),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2026-02-06T00:13:53.2Z,1,REGULAR,3pt,Jump Shot,[],1641730,88.64980289093299,95.09803921568627,1610612751,0,0,2026-02-06T00:13:59Z,90000,False,225.0,54.0,1,right,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2026-02-06T00:13:57.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,0,2026-02-06T00:13:59Z,100000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M08.00S,2026-02-06T00:14:05.5Z,1,REGULAR,3pt,Jump Shot,[],1630591,30.699737187910642,71.81372549019608,1610612753,3,0,2026-02-06T00:14:44Z,110000,False,-109.0,236.0,1,left,J. Suggs 26' 3PT  (3 PTS) (D. Bane 1 AST),"[1630591, 1630217]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,26.01,Made,,,,,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,
13,PT10M41.00S,2026-02-06T00:14:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,66.5735873850197,65.44117647058823,1610612751,3,0,2026-02-06T00:15:05Z,130000,False,77.0,262.0,1,right,MISS M. Porter Jr. 27' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
14,PT10M38.00S,2026-02-06T00:14:35.2Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,0,2026-02-06T00:14:36Z,140000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M32.00S,2026-02-06T00:14:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.57030223390276,51.49356617647059,1610612753,5,0,2026-02-06T00:14:54Z,150000,False,-7.0,9.0,1,left,P. Banchero cutting Layup (2 PTS) (D. Bane 2 AST),"[1631094, 1630217]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,2.0,D. Bane,1630217.0,2.0,,,,,,,,,,
17,PT10M20.00S,2026-02-06T00:14:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,93.11760840998686,43.38235294117647,1610612751,5,2,2026-02-06T00:15:48Z,170000,False,-33.0,12.0,1,right,N. Claxton alley-oop Layup (2 PTS) (N. Traore 1 AST),"[1629651, 1642849]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.53,Made,,,,,2.0,N. Traore,1642849.0,1.0,,,,,,,,,,
19,PT10M02.00S,2026-02-06T00:15:11.8Z,1,REGULAR,3pt,Jump Shot,[],1641710,9.017739816031538,3.431372549019608,1610612753,5,2,2026-02-06T00:15:17Z,190000,False,233.0,32.0,1,left,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
20,PT09M57.00S,2026-02-06T00:15:16.8Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,5,2,2026-02-06T00:15:17Z,200000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT09M50.00S,2026-02-06T00:15:23.5Z,1,REGULAR,3pt,Jump Shot,[],1642849,70.90998685939553,73.52941176470588,1610612751,5,2,2026-02-06T00:15:27Z,210000,False,118.0,221.0,1,right,MISS N. Traore 25' 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
22,PT09M46.00S,2026-02-06T00:15:27.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,5,2,2026-02-06T00:15:27Z,220000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
