actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
17,PT10M29.00S,2025-11-15T00:13:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,10.5946123521682,48.529411764705884,1610612753,0,2,2025-11-15T00:13:21Z,170000,False,7.0,47.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 1629651]",1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,4.77,Missed,,,,,,,,,,,Claxton,1629651.0,,,,,,
18,PT10M29.00S,2025-11-15T00:13:14.5Z,1,REGULAR,block,,[],1629651,,,1610612753,0,2,2025-11-15T00:13:17Z,180000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M25.00S,2025-11-15T00:13:18.5Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,0,2,2025-11-15T00:22:04Z,190000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M23.00S,2025-11-15T00:13:20.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,71.82982917214193,18.872549019607842,1610612751,0,5,2025-11-15T00:13:30Z,200000,False,-156.0,212.0,1,right,T. Mann 26' 3PT running (3 PTS) (M. Porter Jr. 1 AST),"[1629611, 1629008]",1610612751.0,BKN,running,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,26.32,Made,,,,,,,3.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,
22,PT10M04.00S,2025-11-15T00:13:40.9Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,0,5,2025-11-15T01:56:26Z,220000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,,
23,PT09M45.00S,2025-11-15T00:14:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,91.67214191852825,47.549019607843135,1610612751,0,5,2025-11-15T00:19:16Z,230000,False,-12.0,26.0,1,right,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
24,PT09M42.00S,2025-11-15T00:14:08.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,5,2025-11-15T00:14:08Z,240000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT09M36.00S,2025-11-15T00:14:20.3Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612753,0,5,2025-11-15T00:14:29Z,260000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1629008, 1628976]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Carter Jr.,1628976.0,,
28,PT09M36.00S,2025-11-15T00:14:58.0Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,1,5,2025-11-15T00:14:58Z,280000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
29,PT09M36.00S,2025-11-15T00:15:22.8Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,2,5,2025-11-15T00:15:22Z,290000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
30,PT09M24.00S,2025-11-15T00:15:36.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,66.83639947437582,52.69607843137255,1610612751,2,5,2025-11-15T00:15:41Z,300000,False,13.0,259.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2025-11-15T00:15:39.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,5,2025-11-15T00:15:41Z,310000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,
32,PT09M15.00S,2025-11-15T00:15:46.3Z,1,REGULAR,turnover,bad pass,[],1641783,,,1610612753,2,5,2025-11-15T00:15:51Z,320000,False,,,0,,T. da Silva bad pass TURNOVER (1 TO),"[1641783, 1629008]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,,,Porter Jr.,1629008.0
33,PT09M15.00S,2025-11-15T00:15:46.3Z,1,REGULAR,steal,,[],1629008,,,1610612751,2,5,2025-11-15T00:15:48Z,330000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M09.00S,2025-11-15T00:15:52.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629611,86.02168199737189,62.99019607843137,1610612751,2,7,2025-11-15T01:00:36Z,340000,False,65.0,79.0,1,right,T. Mann 10' driving floating bank Jump Shot (5 PTS) (M. Porter Jr. 2 AST),"[1629611, 1629008]",1610612751.0,BKN,driving floating bank,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Right,10.22,Made,,,,,,,5.0,M. Porter Jr.,1629008.0,2.0,,,,,,,,
36,PT08M56.00S,2025-11-15T00:16:04.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,30.042706964520367,73.0392156862745,1610612753,5,7,2025-11-15T00:16:10Z,360000,False,-115.0,230.0,1,left,J. Suggs 25' 3PT pullup (3 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,25.71,Made,,,,,,,3.0,,,,,,,,,,,
37,PT08M42.00S,2025-11-15T00:16:19.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,91.5407358738502,5.147058823529411,1610612751,5,10,2025-11-15T00:16:25Z,370000,False,-224.0,27.0,1,right,M. Porter Jr. 3PT  (5 PTS) (E. Dëmin 1 AST),"[1629008, 1642856]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.59,Made,,,,,,,5.0,E. Dëmin,1642856.0,1.0,,,,,,,,
39,PT08M34.00S,2025-11-15T00:16:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.178055190538765,48.77450980392157,1610612753,7,10,2025-11-15T00:16:36Z,390000,False,6.0,15.0,1,left,F. Wagner cutting Layup (2 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,2.0,J. Suggs,1630591.0,1.0,,,,,,,,
41,PT08M23.00S,2025-11-15T00:16:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642856,92.32917214191852,45.83333333333333,1610612751,7,12,2025-11-15T00:16:44Z,410000,False,-21.0,20.0,1,right,E. Dëmin driving Layup (2 PTS),[1642856],1610612751.0,BKN,driving,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,2.0,,,,,,,,,,,
42,PT08M07.00S,2025-11-15T00:16:53.7Z,1,REGULAR,3pt,Jump Shot,[],1641783,22.683968462549277,11.519607843137255,1610612753,10,12,2025-11-15T00:16:59Z,420000,False,192.0,161.0,1,left,T. da Silva 25' 3PT step back (3 PTS) (W. Carter Jr. 1 AST),"[1641783, 1628976]",1610612753.0,ORL,step back,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,25.07,Made,,,,,,,3.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,
43,PT08M00.00S,2025-11-15T00:17:02.3Z,1,REGULAR,foul,personal,['3freethrow'],1630591,,,1610612751,10,12,2025-11-15T00:20:21Z,430000,False,,,0,,J. Suggs flagrant-type-1 personal FOUL (1 PF) (Dëmin 3 FT),"[1630591, 1642856]",1610612753.0,ORL,flagrant-type-1,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,1148.0,,,,,,,,1.0,0.0,Dëmin,1642856.0,,
46,PT08M00.00S,2025-11-15T00:19:13.4Z,1,REGULAR,freethrow,1 of 3,[],1642856,,,1610612751,10,13,2025-11-15T00:20:42Z,460000,False,,,0,,E. Dëmin flagrant Free Throw 1 of 3 (3 PTS),[1642856],1610612751.0,BKN,flagrant,,,Dëmin,E. Dëmin,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
47,PT08M00.00S,2025-11-15T00:19:13.4Z,1,REGULAR,freethrow,2 of 3,[],1642856,,,1610612751,10,14,2025-11-15T00:20:42Z,470000,False,,,0,,E. Dëmin flagrant Free Throw 2 of 3 (4 PTS),[1642856],1610612751.0,BKN,flagrant,,,Dëmin,E. Dëmin,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
48,PT08M00.00S,2025-11-15T00:19:13.4Z,1,REGULAR,freethrow,3 of 3,[],1642856,,,1610612751,10,15,2025-11-15T00:20:42Z,480000,False,,,0,,E. Dëmin flagrant Free Throw 3 of 3 (5 PTS),[1642856],1610612751.0,BKN,flagrant,,,Dëmin,E. Dëmin,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
50,PT07M52.00S,2025-11-15T00:19:47.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.11760840998686,51.9607843137255,1610612751,10,17,2025-11-15T00:25:37Z,490000,False,10.0,12.0,1,right,N. Claxton alley-oop DUNK (2 PTS) (M. Porter Jr. 3 AST),"[1629651, 1629008]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,2.0,M. Porter Jr.,1629008.0,3.0,,,,,,,,
52,PT07M31.00S,2025-11-15T00:20:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,14.273981603153747,4.411764705882353,1610612753,13,17,2025-11-15T00:20:14Z,510000,False,228.0,82.0,1,left,J. Suggs 24' 3PT  (6 PTS) (F. Wagner 1 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,24.21,Made,,,,,,,6.0,F. Wagner,1630532.0,1.0,,,,,,,,
53,PT07M15.00S,2025-11-15T00:20:25.0Z,1,REGULAR,2pt,Jump Shot,[],1629008,74.72076215505913,53.92156862745098,1610612751,13,17,2025-11-15T00:20:30Z,520000,False,20.0,185.0,1,right,MISS M. Porter Jr. 18' step back Shot,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,18.61,Missed,,,,,,,,,,,,,,,,,,
54,PT07M14.00S,2025-11-15T00:20:26.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,13,17,2025-11-15T00:20:30Z,530000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,53.0,4.0,3.0,1.0,,,,,,,,,,,,,,
55,PT07M03.00S,2025-11-15T00:20:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,5.995400788436268,53.92156862745098,1610612753,15,17,2025-11-15T00:20:47Z,540000,False,-20.0,4.0,1,left,D. Bane driving Layup (2 PTS),[1630217],1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,2.0,,,,,,,,,,,
56,PT06M48.00S,2025-11-15T00:20:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,82.21090670170827,53.67647058823529,1610612751,15,17,2025-11-15T00:21:02Z,550000,False,18.0,115.0,1,right,MISS T. Mann 11' pullup Shot,[1629611],1610612751.0,BKN,pullup,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,11.62,Missed,,,,,,,,,,,,,,,,,,
57,PT06M43.00S,2025-11-15T00:20:57.1Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,15,17,2025-11-15T00:21:02Z,560000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT06M37.00S,2025-11-15T00:21:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.440867279894875,51.225490196078425,1610612753,17,17,2025-11-15T01:01:20Z,570000,False,-6.0,17.0,1,left,D. Bane driving Layup (4 PTS),[1630217],1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,4.0,,,,,,,,,,,
59,PT06M37.00S,2025-11-15T00:21:08.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,17,17,2025-11-15T00:21:08Z,580000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M37.00S,2025-11-15T00:23:38.0Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,17,17,2025-11-15T00:24:03Z,590000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M37.00S,2025-11-15T00:23:38.0Z,1,REGULAR,substitution,out,[],1629611,,,1610612751,17,17,2025-11-15T00:24:03Z,600000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M37.00S,2025-11-15T00:23:38.0Z,1,REGULAR,substitution,in,[],1642962,,,1610612751,17,17,2025-11-15T00:24:03Z,610000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M37.00S,2025-11-15T00:23:38.0Z,1,REGULAR,substitution,in,[],1630533,,,1610612751,17,17,2025-11-15T00:24:03Z,620000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT06M37.00S,2025-11-15T00:23:38.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612751,17,17,2025-11-15T00:37:10Z,625000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT06M37.00S,2025-11-15T00:23:38.0Z,1,REGULAR,substitution,in,[],1629048,,,1610612751,17,17,2025-11-15T00:37:10Z,627500,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M22.00S,2025-11-15T00:24:24.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.11760840998686,50.98039215686274,1610612751,17,19,2025-11-15T00:24:32Z,630000,False,5.0,12.0,1,right,N. Claxton alley-oop DUNK (4 PTS) (M. Porter Jr. 4 AST),"[1629651, 1629008]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.31,Made,,,,,,,4.0,M. Porter Jr.,1629008.0,4.0,,,,,,,,
66,PT06M05.00S,2025-11-15T00:24:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1642856,,,1610612753,17,19,2025-11-15T00:24:58Z,650000,False,,,0,,E. Dëmin shooting personal FOUL (1 PF) (Wagner 2 FT),"[1642856, 1630532]",1610612751.0,BKN,shooting,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1155.0,,,,,,,,1.0,0.0,Wagner,1630532.0,,
68,PT06M05.00S,2025-11-15T00:25:16.9Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,18,19,2025-11-15T00:25:16Z,670000,False,,,0,,F. Wagner Free Throw 1 of 2 (3 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
69,PT06M05.00S,2025-11-15T00:25:36.2Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,19,19,2025-11-15T00:25:36Z,680000,False,,,0,,F. Wagner Free Throw 2 of 2 (4 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
70,PT05M46.00S,2025-11-15T00:25:56.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,86.5473061760841,95.83333333333334,1610612751,19,22,2025-11-15T00:26:02Z,690000,False,229.0,74.0,1,right,M. Porter Jr. 24' 3PT pullup (8 PTS) (D. Powell 1 AST),"[1629008, 1642962]",1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,24.08,Made,,,,,,,8.0,D. Powell,1642962.0,1.0,,,,,,,,
72,PT05M37.00S,2025-11-15T00:26:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.521024967148489,47.05882352941176,1610612753,21,22,2025-11-15T00:26:12Z,710000,False,15.0,9.0,1,left,J. Suggs driving Layup (8 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,8.0,,,,,,,,,,,
73,PT05M25.00S,2025-11-15T00:26:16.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.24901445466492,52.20588235294118,1610612751,21,24,2025-11-15T00:26:22Z,720000,False,11.0,11.0,1,right,N. Claxton alley-oop DUNK (6 PTS) (M. Porter Jr. 5 AST),"[1629651, 1629008]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,6.0,M. Porter Jr.,1629008.0,5.0,,,,,,,,
75,PT05M03.00S,2025-11-15T00:26:39.4Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,21,24,2025-11-15T00:26:49Z,740000,False,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 1630533]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,,,,,,,,,,,Williams,1630533.0
76,PT05M03.00S,2025-11-15T00:26:39.4Z,1,REGULAR,steal,,[],1630533,,,1610612751,21,24,2025-11-15T00:26:41Z,750000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
77,PT04M59.00S,2025-11-15T00:26:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612751,21,24,2025-11-15T00:26:54Z,760000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Williams 2 FT),"[1630532, 1630533]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,,,,,,,,1.0,0.0,Williams,1630533.0,,
79,PT04M59.00S,2025-11-15T00:27:20.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,21,24,2025-11-15T00:27:46Z,780000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,1627539.0,,,,,,,,,,,,,
80,PT04M59.00S,2025-11-15T00:27:31.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630533,,,1610612751,21,24,2025-11-15T00:27:31Z,790000,False,,,0,,MISS Z. Williams Free Throw 1 of 2,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT04M59.00S,2025-11-15T00:27:31.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,21,24,2025-11-15T00:27:31Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,
82,PT04M59.00S,2025-11-15T00:27:32.7Z,1,REGULAR,substitution,out,[],1630217,,,1610612751,21,24,2025-11-15T00:27:53Z,810000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M59.00S,2025-11-15T00:27:32.7Z,1,REGULAR,substitution,out,[],1641783,,,1610612751,21,24,2025-11-15T00:27:53Z,820000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M59.00S,2025-11-15T00:27:32.7Z,1,REGULAR,substitution,out,[],1642856,,,1610612751,21,24,2025-11-15T00:27:53Z,830000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2025-11-15T00:27:32.7Z,1,REGULAR,substitution,in,[],1641724,,,1610612751,21,24,2025-11-15T00:27:53Z,840000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
