actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
83,PT05M45.00S,2026-02-10T00:57:10.7Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,9,8,2026-02-10T00:57:37Z,820000,False,,,0,,A. Black REBOUND (Off:1 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,82.0,2.0,1.0,1.0,,,,,,,,,,,,,,
84,PT05M44.00S,2026-02-10T00:57:12.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641783,26.62614980289093,18.38235294117647,1610612753,9,8,2026-02-10T00:57:28Z,830000,False,158.0,198.0,1,left,MISS T. da Silva 25' 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2026-02-10T00:57:14.2Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,9,8,2026-02-10T00:57:28Z,840000,False,,,0,,A. Green REBOUND (Off:1 Def:2),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,,
86,PT05M33.00S,2026-02-10T00:57:23.8Z,1,REGULAR,3pt,Jump Shot,[],1629645,71.30420499342969,75.24509803921569,1610612749,9,8,2026-02-10T00:57:30Z,850000,False,126.0,217.0,1,right,MISS K. Porter Jr. 25' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
87,PT05M30.00S,2026-02-10T00:57:26.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,9,8,2026-02-10T00:57:30Z,860000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT05M15.00S,2026-02-10T00:57:41.2Z,1,REGULAR,3pt,Jump Shot,[],1641710,9.411957950065702,3.6764705882352944,1610612753,9,8,2026-02-10T00:57:58Z,870000,False,232.0,36.0,1,left,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
89,PT05M12.00S,2026-02-10T00:57:44.2Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,9,8,2026-02-10T00:57:58Z,880000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
90,PT05M03.00S,2026-02-10T00:57:53.1Z,1,REGULAR,2pt,Jump Shot,[],1629645,79.188567674113,36.27450980392157,1610612749,9,10,2026-02-10T00:58:02Z,890000,False,-69.0,143.0,1,right,K. Porter Jr. 15' pullup Jump Shot (4 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Center,15.87,Made,,,,,,,,,,,,,,,4.0,,,
91,PT04M47.00S,2026-02-10T00:58:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,20.318659658344284,63.725490196078425,1610612753,9,10,2026-02-10T00:59:38Z,900000,False,-69.0,138.0,1,left,MISS P. Banchero 15' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,15.46,Missed,,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2026-02-10T00:58:12.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,9,10,2026-02-10T00:59:51Z,910000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,
93,PT04M28.00S,2026-02-10T00:58:28.1Z,1,REGULAR,3pt,Jump Shot,[],1631260,82.07950065703022,3.431372549019608,1610612749,9,10,2026-02-10T01:00:08Z,920000,False,-233.0,116.0,1,right,MISS A. Green 26' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
94,PT04M25.00S,2026-02-10T00:58:31.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,9,10,2026-02-10T00:59:54Z,930000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
95,PT04M22.00S,2026-02-10T00:58:37.4Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612753,9,10,2026-02-10T00:58:48Z,940000,False,,,0,,R. Rollins shooting personal FOUL (2 PF) (Black 2 FT),"[1631157, 1641710]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627963.0,2.0,1.0,Black,1641710.0,,,,,,
97,PT04M22.00S,2026-02-10T00:59:01.8Z,1,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,10,10,2026-02-10T00:59:01Z,960000,False,,,0,,A. Black Free Throw 1 of 2 (2 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
98,PT04M22.00S,2026-02-10T00:59:03.9Z,1,REGULAR,substitution,out,[],1626167,,,1610612753,10,10,2026-02-10T00:59:17Z,970000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M22.00S,2026-02-10T00:59:03.9Z,1,REGULAR,substitution,out,[],1631157,,,1610612753,10,10,2026-02-10T00:59:17Z,980000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M22.00S,2026-02-10T00:59:03.9Z,1,REGULAR,substitution,in,[],1626171,,,1610612753,10,10,2026-02-10T00:59:17Z,990000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M22.00S,2026-02-10T00:59:03.9Z,1,REGULAR,substitution,in,[],203914,,,1610612753,10,10,2026-02-10T00:59:17Z,1000000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M22.00S,2026-02-10T00:59:30.3Z,1,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,11,10,2026-02-10T00:59:30Z,1010000,False,,,0,,A. Black Free Throw 2 of 2 (3 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
103,PT04M11.00S,2026-02-10T00:59:47.8Z,1,REGULAR,foul,technical,['1freethrow'],1628976,,,1610612749,11,10,2026-02-10T01:00:06Z,1020000,False,,,0,,W. Carter Jr. defensive-3-second technical FOUL (1 Tech),[1628976],1610612753.0,ORL,defensive-3-second,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,2530.0,1.0,1.0,,,,,,,,
104,PT04M11.00S,2026-02-10T01:00:07.3Z,1,REGULAR,freethrow,1 of 1,[],1631260,,,1610612749,11,11,2026-02-10T01:00:07Z,1030000,False,,,0,,A. Green technical Free Throw 1 of 1 (4 PTS),[1631260],1610612749.0,MIL,technical,,,Green,A. Green,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
105,PT04M11.00S,2026-02-10T01:00:08.7Z,1,REGULAR,substitution,out,[],1641710,,,1610612749,11,11,2026-02-10T01:00:14Z,1040000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M11.00S,2026-02-10T01:00:08.7Z,1,REGULAR,substitution,in,[],1630532,,,1610612749,11,11,2026-02-10T01:00:14Z,1050000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M04.00S,2026-02-10T01:00:30.1Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612749,11,11,2026-02-10T01:00:38Z,1060000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1630532, 1629645]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628951.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,
109,PT04M04.00S,2026-02-10T01:01:02.5Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,11,12,2026-02-10T01:01:02Z,1080000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (5 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
110,PT04M04.00S,2026-02-10T01:01:04.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612749,11,12,2026-02-10T01:01:07Z,1090000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M04.00S,2026-02-10T01:01:04.0Z,1,REGULAR,substitution,in,[],1629021,,,1610612749,11,12,2026-02-10T01:01:07Z,1100000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M04.00S,2026-02-10T01:01:30.8Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,11,13,2026-02-10T01:01:30Z,1110000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (6 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
113,PT03M47.00S,2026-02-10T01:01:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641783,16.245072273324574,42.40196078431372,1610612753,11,13,2026-02-10T01:01:54Z,1120000,False,38.0,100.0,1,left,MISS T. da Silva 10' driving floating Shot,[1641783],1610612753.0,ORL,driving floating,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,10.72,Missed,,,,,,,,,,,,,,,,,,
114,PT03M44.00S,2026-02-10T01:01:51.8Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,11,13,2026-02-10T01:01:54Z,1130000,False,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,,
115,PT03M43.00S,2026-02-10T01:01:52.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,7.30946123521682,47.549019607843135,1610612753,13,13,2026-02-10T01:01:58Z,1140000,False,12.0,16.0,1,left,M. Wagner putback Layup (2 PTS),[1629021],1610612753.0,ORL,putback,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,,,,,,,2.0,,,
116,PT03M23.00S,2026-02-10T01:02:13.0Z,1,REGULAR,2pt,Jump Shot,[],1626171,90.48948751642575,87.00980392156863,1610612749,13,13,2026-02-10T01:02:54Z,1150000,False,185.0,37.0,1,right,MISS B. Portis 18' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right,18.86,Missed,,,,,,,,,,,,,,,,,,
117,PT03M20.00S,2026-02-10T01:02:16.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,13,13,2026-02-10T01:02:47Z,1160000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Right,,,116.0,,,,,,,,,,,,,,,,,
119,PT03M20.00S,2026-02-10T01:02:29.7Z,1,REGULAR,substitution,out,[],1631260,,,1610612753,13,13,2026-02-10T01:02:33Z,1180000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M20.00S,2026-02-10T01:02:29.7Z,1,REGULAR,substitution,in,[],1631250,,,1610612753,13,13,2026-02-10T01:02:33Z,1190000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M10.00S,2026-02-10T01:02:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642859,15.588042049934298,45.83333333333333,1610612753,13,13,2026-02-10T01:02:56Z,1200000,False,21.0,94.0,1,left,MISS J. Richardson 9' driving floating Shot,[1642859],1610612753.0,ORL,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,9.63,Missed,,,,,,,,,,,,,,,,,,
122,PT03M06.00S,2026-02-10T01:02:54.0Z,1,REGULAR,rebound,offensive,[],1642859,,,1610612753,13,13,2026-02-10T01:02:54Z,1210000,False,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,,,121.0,1.0,0.0,1.0,,,,,,,,,,,,,,
123,PT03M04.00S,2026-02-10T01:02:57.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642859,9.674770039421814,38.48039215686275,1610612753,15,13,2026-02-10T01:03:37Z,1220000,False,58.0,38.0,1,left,J. Richardson 6' floating Jump Shot (2 PTS),[1642859],1610612753.0,ORL,floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,,,,,,,,,,,,,,,2.0,,,
124,PT02M58.00S,2026-02-10T01:03:05.1Z,1,REGULAR,foul,personal,[],1642859,,,1610612749,15,13,2026-02-10T01:06:54Z,1230000,False,,,0,,J. Richardson personal FOUL (1 PF),"[1642859, 1630579]",1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627963.0,1.0,0.0,Sims,1630579.0,,,,,,
126,PT02M58.00S,2026-02-10T01:03:13.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,15,13,2026-02-10T01:03:13Z,1250000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M58.00S,2026-02-10T01:03:17.7Z,1,REGULAR,substitution,out,[],1631094,,,1610612749,15,13,2026-02-10T01:06:43Z,1260000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M58.00S,2026-02-10T01:03:17.7Z,1,REGULAR,substitution,out,[],1642859,,,1610612749,15,13,2026-02-10T01:06:43Z,1270000,False,,,0,,SUB out: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M58.00S,2026-02-10T01:03:17.7Z,1,REGULAR,substitution,in,[],1630217,,,1610612749,15,13,2026-02-10T01:06:43Z,1280000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M58.00S,2026-02-10T01:03:17.7Z,1,REGULAR,substitution,in,[],1630591,,,1610612749,15,13,2026-02-10T01:06:43Z,1290000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M50.00S,2026-02-10T01:06:52.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,87.59855453350855,94.36274509803921,1610612749,15,16,2026-02-10T01:08:42Z,1300000,False,222.0,64.0,1,right,B. Portis 3PT  (3 PTS) (K. Porter Jr. 2 AST),"[1626171, 1629645]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,23.09,Made,,,,,,,,,,,,,,,3.0,K. Porter Jr.,1629645.0,2.0
134,PT02M22.00S,2026-02-10T01:07:33.9Z,1,REGULAR,3pt,Jump Shot,[],1641783,14.273981603153747,97.05882352941177,1610612753,18,16,2026-02-10T01:07:40Z,1330000,False,-235.0,82.0,1,left,T. da Silva 24' 3PT  (3 PTS) (J. Suggs 2 AST),"[1641783, 1630591]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,24.91,Made,,,,,,,,,,,,,,,3.0,J. Suggs,1630591.0,2.0
136,PT02M06.00S,2026-02-10T01:07:51.0Z,1,REGULAR,turnover,bad pass,[],1631250,,,1610612749,18,16,2026-02-10T01:07:55Z,1350000,False,,,0,,P. Nance bad pass TURNOVER (1 TO),"[1631250, 1641783]",1610612749.0,MIL,,,,Nance,P. Nance,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,da Silva,1641783.0,,,,,,,,,,,
137,PT02M06.00S,2026-02-10T01:07:51.0Z,1,REGULAR,steal,,[],1641783,,,1610612753,18,16,2026-02-10T01:08:44Z,1360000,False,,,0,,T. da Silva STEAL (1 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
138,PT02M01.00S,2026-02-10T01:07:57.6Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612753,18,16,2026-02-10T01:08:18Z,1370000,False,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629645, 1629021]",1610612749.0,MIL,shooting,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627963.0,1.0,0.0,Wagner,1629021.0,,,,,,
140,PT02M01.00S,2026-02-10T01:08:26.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629021,,,1610612753,19,16,2026-02-10T01:09:14Z,1390000,False,,,0,,M. Wagner Free Throw 1 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
141,PT02M01.00S,2026-02-10T01:08:26.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629021,,,1610612753,19,16,2026-02-10T01:09:14Z,1400000,False,,,0,,MISS M. Wagner Free Throw 2 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M58.00S,2026-02-10T01:08:29.1Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,19,16,2026-02-10T01:09:14Z,1410000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,,,
143,PT01M40.00S,2026-02-10T01:09:09.4Z,1,REGULAR,3pt,Jump Shot,[],203914,71.17279894875165,76.9607843137255,1610612749,19,16,2026-02-10T01:09:15Z,1420000,False,135.0,218.0,1,right,MISS G. Harris 25' 3PT,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
144,PT01M35.00S,2026-02-10T01:09:14.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,19,16,2026-02-10T01:09:14Z,1430000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT01M30.00S,2026-02-10T01:09:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,7.30946123521682,55.88235294117647,1610612753,21,16,2026-02-10T01:09:38Z,1440000,False,-29.0,16.0,1,left,F. Wagner running Layup (2 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.36,Made,,,,,,,,,,,,,,,2.0,,,
146,PT01M18.00S,2026-02-10T01:09:31.0Z,1,REGULAR,2pt,Jump Shot,[],1629645,75.1149802890933,53.431372549019606,1610612749,21,18,2026-02-10T01:11:49Z,1450000,False,17.0,181.0,1,right,K. Porter Jr. 18' step back Jump Shot (8 PTS),[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,18.22,Made,,,,,,,,,,,,,,,8.0,,,
147,PT01M10.00S,2026-02-10T01:09:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.521024967148489,47.05882352941176,1610612753,23,18,2026-02-10T01:09:46Z,1460000,False,15.0,9.0,1,left,F. Wagner driving reverse Layup (4 PTS) (J. Suggs 3 AST),"[1630532, 1630591]",1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,,,,,,,,,4.0,J. Suggs,1630591.0,3.0
149,PT01M00.00S,2026-02-10T01:09:49.4Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612749,23,18,2026-02-10T01:10:21Z,1480000,False,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 1629021]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,2.0,Wagner,1629021.0,,,,,,,,,,,
150,PT01M00.00S,2026-02-10T01:09:49.4Z,1,REGULAR,steal,,[],1629021,,,1610612753,23,18,2026-02-10T01:09:52Z,1490000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
151,PT00M50.80S,2026-02-10T01:10:00.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629021,5.995400788436268,49.50980392156863,1610612753,25,18,2026-02-10T01:10:05Z,1500000,False,2.0,4.0,1,left,M. Wagner cutting DUNK (5 PTS) (J. Suggs 4 AST),"[1629021, 1630591]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,,,,,,,,,,,5.0,J. Suggs,1630591.0,4.0
153,PT00M35.20S,2026-02-10T01:10:21.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612749,25,18,2026-02-10T01:10:31Z,1520000,False,,,0,,F. Wagner shooting personal FOUL (2 PF) (Sims 2 FT),"[1630532, 1630579]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,2.0,0.0,Sims,1630579.0,,,,,,
155,PT00M35.20S,2026-02-10T01:10:54.6Z,1,REGULAR,freethrow,1 of 2,[],1630579,,,1610612749,25,19,2026-02-10T01:11:22Z,1540000,False,,,0,,J. Sims Free Throw 1 of 2 (1 PTS),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
156,PT00M35.20S,2026-02-10T01:10:54.6Z,1,REGULAR,freethrow,2 of 2,[],1630579,,,1610612749,25,19,2026-02-10T01:11:22Z,1550000,False,,,0,,MISS J. Sims Free Throw 2 of 2,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT00M33.10S,2026-02-10T01:10:56.7Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,25,19,2026-02-10T01:11:22Z,1560000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,
158,PT00M29.60S,2026-02-10T01:11:25.9Z,1,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,25,19,2026-02-10T01:13:30Z,1570000,False,,,0,,F. Wagner bad pass out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,bad pass,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,1627963.0,,,,,,,,,,
159,PT00M29.60S,2026-02-10T01:11:33.7Z,1,REGULAR,substitution,out,[],1630532,,,1610612749,25,19,2026-02-10T01:11:42Z,1580000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M29.60S,2026-02-10T01:11:33.7Z,1,REGULAR,substitution,in,[],1642869,,,1610612749,25,19,2026-02-10T01:11:42Z,1590000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M29.60S,2026-02-10T01:11:47.2Z,1,REGULAR,substitution,out,[],1629021,,,1610612749,25,19,2026-02-10T01:11:50Z,1600000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M29.60S,2026-02-10T01:11:47.2Z,1,REGULAR,substitution,in,[],1628371,,,1610612749,25,19,2026-02-10T01:11:50Z,1610000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M08.90S,2026-02-10T01:12:21.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629645,92.85479632063075,49.26470588235294,1610612749,25,19,2026-02-10T01:12:28Z,1620000,False,-4.0,15.0,1,right,MISS K. Porter Jr. driving DUNK,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
164,PT00M06.40S,2026-02-10T01:12:23.7Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,25,19,2026-02-10T01:12:23Z,1630000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
