actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-01T23:11:23.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-01T23:11:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-01T23:11:25.7Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2026-04-01T23:11:25Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. O. Okongwu: Tip to J. Suggs,"[1630591, 1628976, 1630168]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2026-04-01T23:11:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,10.5946123521682,59.31372549019608,1610612753,0,0,2026-04-01T23:12:21Z,70000,False,-47.0,47.0,1,left,MISS F. Wagner 6' driving floating bank Shot,[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-04-01T23:11:46.6Z,1,REGULAR,rebound,defensive,[],203468,,,1610612737,0,0,2026-04-01T23:11:55Z,80000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-04-01T23:11:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,93.38042049934296,54.90196078431373,1610612737,0,0,2026-04-01T23:12:59Z,90000,False,25.0,10.0,1,right,MISS C. McCollum running Layup,[203468],1610612737.0,ATL,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2026-04-01T23:11:53.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,0,2026-04-01T23:11:59Z,100000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M23.00S,2026-04-01T23:11:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,9.280551905387648,58.333333333333336,1610612753,0,0,2026-04-01T23:12:05Z,110000,False,-42.0,35.0,1,left,MISS P. Banchero driving Layup - blocked,"[1631094, 1630168]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.42,Missed,,,,,Okongwu,1630168.0,,,,,,,,,,,,
12,PT11M23.00S,2026-04-01T23:11:59.5Z,1,REGULAR,block,,[],1630168,,,1610612753,0,0,2026-04-01T23:12:02Z,120000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M19.00S,2026-04-01T23:12:03.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,0,2026-04-01T23:15:17Z,130000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M16.00S,2026-04-01T23:12:06.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630168,65.39093298291722,43.627450980392155,1610612737,0,3,2026-04-01T23:15:17Z,140000,False,-32.0,273.0,1,right,O. Okongwu 27' 3PT running (3 PTS) (D. Daniels 1 AST),"[1630168, 1630700]",1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,27.47,Made,,,,,,,3.0,D. Daniels,1630700.0,1.0,,,,,,,,
16,PT11M10.00S,2026-04-01T23:12:16.3Z,1,REGULAR,2pt,Jump Shot,[],1630217,9.674770039421814,69.85294117647058,1610612753,2,3,2026-04-01T23:12:30Z,160000,False,-99.0,38.0,1,left,D. Bane 10' driving bank Jump Shot (2 PTS) (J. Suggs 1 AST),"[1630217, 1630591]",1610612753.0,ORL,driving bank,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,10.65,Made,,,,,,,2.0,J. Suggs,1630591.0,1.0,,,,,,,,
18,PT11M10.00S,2026-04-01T23:12:21.2Z,1,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612753,2,3,2026-04-01T23:12:36Z,180000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Bane 1 FT),"[1629638, 1630217]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202027.0,1.0,0.0,Bane,1630217.0,,,
20,PT11M10.00S,2026-04-01T23:12:42.5Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612753,3,3,2026-04-01T23:12:42Z,200000,False,,,0,,D. Bane Free Throw 1 of 1 (3 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
21,PT10M53.00S,2026-04-01T23:13:04.7Z,1,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612737,3,3,2026-04-01T23:13:19Z,210000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612737.0,ATL,bad pass,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202027.0,,,,,1.0,,
22,PT10M45.00S,2026-04-01T23:13:19.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,20.97568988173456,10.049019607843137,1610612753,6,3,2026-04-01T23:13:34Z,220000,False,200.0,145.0,1,left,D. Bane 24' 3PT  (6 PTS) (J. Suggs 2 AST),"[1630217, 1630591]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,24.67,Made,,,,,,,6.0,J. Suggs,1630591.0,2.0,,,,,,,,
23,PT10M31.00S,2026-04-01T23:13:32.5Z,1,REGULAR,3pt,Jump Shot,[],1630552,67.88764783180025,24.509803921568626,1610612737,6,3,2026-04-01T23:16:44Z,230000,False,-127.0,249.0,1,right,MISS J. Johnson 28' pullup 3PT,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,28.01,Missed,,,,,,,,,,,,,,,,,,
