actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-12T00:10:35.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-12T00:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-12T00:10:39.5Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2026-02-12T00:10:39Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. M. Turner: Tip to J. Suggs,"[1630591, 1628976, 1626167]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2026-02-12T00:10:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,14.668199737187912,47.794117647058826,1610612753,0,0,2026-02-12T00:11:06Z,70000,False,11.0,85.0,1,left,MISS W. Carter Jr. 8' turnaround Shot,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2026-02-12T00:11:00.7Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,0,0,2026-02-12T00:11:06Z,80000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M13.00S,2026-02-12T00:11:22.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,93.9060446780552,48.28431372549019,1610612749,0,2,2026-02-12T00:11:30Z,90000,False,-9.0,5.0,1,right,J. Sims cutting DUNK (2 PTS) (K. Porter Jr. 1 AST),"[1630579, 1629645]",1610612749.0,MIL,cutting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,
11,PT11M04.00S,2026-02-12T00:11:32.5Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612753,0,2,2026-02-12T00:11:46Z,110000,False,,,0,,D. Bane lost ball out-of-bounds TURNOVER (1 TO),[1630217],1610612753.0,ORL,lost ball,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628172.0,1.0,,,,,,,,
12,PT10M49.00S,2026-02-12T00:11:53.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,87.99277266754271,61.274509803921575,1610612749,0,4,2026-02-12T00:12:32Z,120000,False,56.0,60.0,1,right,K. Kuzma 8' driving floating bank Jump Shot (2 PTS) (K. Porter Jr. 2 AST),"[1628398, 1629645]",1610612749.0,MIL,driving floating bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,8.26,Made,,,,,2.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,
13,PT10M39.00S,2026-02-12T00:12:05.8Z,1,REGULAR,foul,personal,[],1629645,,,1610612753,0,4,2026-02-12T00:12:20Z,130000,False,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 1641710]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626302.0,,1.0,0.0,Black,1641710.0,,,,
16,PT10M31.00S,2026-02-12T00:12:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,30.042706964520367,24.509803921568626,1610612753,3,4,2026-02-12T00:12:57Z,150000,False,127.0,230.0,1,left,D. Bane 26' 3PT pullup (3 PTS) (W. Carter Jr. 1 AST),"[1630217, 1628976]",1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,26.29,Made,,,,,3.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,
18,PT10M15.00S,2026-02-12T00:12:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,83.65637319316689,57.84313725490197,1610612749,3,4,2026-02-12T00:13:38Z,170000,False,39.0,101.0,1,right,MISS K. Kuzma 10' driving floating Shot,[1628398],1610612749.0,MIL,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,10.84,Missed,,,,,,,,,,,,,,,,,,
