actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT04M40.00S,2026-01-11T20:24:57.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,21,11,2026-01-11T20:24:57Z,850000,False,,,0,,Z. Williamson Free Throw 2 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
91,PT04M24.00S,2026-01-11T20:25:22.8Z,1,REGULAR,substitution,out,[],1642869,,,1610612753,21,11,2026-01-11T20:25:31Z,870000,False,,,0,,SUB out: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2026-01-11T20:25:22.8Z,1,REGULAR,substitution,out,[],1629627,,,1610612753,21,11,2026-01-11T20:25:31Z,880000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2026-01-11T20:25:22.8Z,1,REGULAR,substitution,in,[],1642859,,,1610612753,21,11,2026-01-11T20:25:31Z,890000,False,,,0,,SUB in: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2026-01-11T20:25:22.8Z,1,REGULAR,substitution,in,[],1631255,,,1610612753,21,11,2026-01-11T20:25:31Z,900000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M18.00S,2026-01-11T20:25:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642859,10.200394218134035,55.63725490196079,1610612753,21,11,2026-01-11T20:32:47Z,910000,False,-28.0,43.0,1,left,MISS J. Richardson driving floating Shot,[1642859],1610612753.0,ORL,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2026-01-11T20:25:45.0Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,21,11,2026-01-11T20:25:47Z,920000,False,,,0,,J. Fears REBOUND (Off:1 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,95.0,2.0,1.0,1.0,,,,,,,,,
97,PT04M08.00S,2026-01-11T20:25:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,92.06636005256242,45.34313725490196,1610612740,21,13,2026-01-11T20:25:56Z,930000,False,-23.0,22.0,1,right,J. Fears driving Layup (4 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,3.21,Made,4.0,,,,,,,,,,,,,,,,,
98,PT04M02.00S,2026-01-11T20:26:03.0Z,1,REGULAR,foul,personal,[],1630530,,,1610612753,21,13,2026-01-11T20:26:15Z,940000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1641710]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,2002.0,,,,,,,,,,1.0,0.0,Black,1641710.0
100,PT03M55.00S,2026-01-11T20:26:29.2Z,1,REGULAR,3pt,Jump Shot,[],1631094,29.517082785808146,73.2843137254902,1610612753,21,13,2026-01-11T20:26:36Z,960000,False,-116.0,225.0,1,left,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
101,PT03M52.00S,2026-01-11T20:26:32.2Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,21,13,2026-01-11T20:26:36Z,970000,False,,,0,,A. Black REBOUND (Off:1 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,100.0,2.0,1.0,1.0,,,,,,,,,
102,PT03M46.00S,2026-01-11T20:26:38.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642859,9.149145860709593,3.1862745098039214,1610612753,21,13,2026-01-11T20:26:42Z,980000,False,234.0,34.0,1,left,MISS J. Richardson 3PT,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
103,PT03M42.00S,2026-01-11T20:26:42.4Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,21,13,2026-01-11T20:26:42Z,990000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,
104,PT03M20.00S,2026-01-11T20:27:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,93.11760840998686,40.44117647058824,1610612740,21,13,2026-01-11T20:34:10Z,1000000,False,-48.0,12.0,1,right,MISS T. Murphy III driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,,
105,PT03M20.00S,2026-01-11T20:27:05.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,21,13,2026-01-11T20:28:37Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,104.0,,,,,,,,,,,,
106,PT03M20.00S,2026-01-11T20:27:11.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612740,21,13,2026-01-11T20:27:17Z,1020000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,203054.0,,,,,,,,,,,,,
107,PT03M03.00S,2026-01-11T20:28:03.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628371,7.835085413929041,32.1078431372549,1610612753,21,13,2026-01-11T20:34:34Z,1030000,False,89.0,21.0,1,left,MISS J. Isaac 9' turnaround fadeaway Shot,[1628371],1610612753.0,ORL,turnaround fadeaway,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Right,9.2,Missed,,,,,,,,,,,,,,,,,,
108,PT03M02.00S,2026-01-11T20:28:04.3Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,21,13,2026-01-11T20:28:07Z,1040000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,,,107.0,3.0,3.0,0.0,,,,,,,,,
109,PT02M52.00S,2026-01-11T20:28:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.38042049934296,46.07843137254902,1610612740,21,15,2026-01-11T20:28:18Z,1050000,False,-20.0,10.0,1,right,T. Murphy III driving Layup (6 PTS),[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.19,Made,6.0,,,,,,,,,,,,,,,,,
110,PT02M43.00S,2026-01-11T20:28:44.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,21,15,2026-01-11T20:28:44Z,1060000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M43.00S,2026-01-11T20:31:13.2Z,1,REGULAR,substitution,out,[],1641710,,,1610612753,21,15,2026-01-11T20:31:30Z,1070000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M43.00S,2026-01-11T20:31:13.2Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,21,15,2026-01-11T20:31:30Z,1080000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M43.00S,2026-01-11T20:31:13.2Z,1,REGULAR,substitution,out,[],1642847,,,1610612753,21,15,2026-01-11T20:31:30Z,1090000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M43.00S,2026-01-11T20:31:13.2Z,1,REGULAR,substitution,in,[],1626145,,,1610612753,21,15,2026-01-11T20:31:30Z,1100000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M43.00S,2026-01-11T20:31:13.2Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,21,15,2026-01-11T20:31:30Z,1110000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M43.00S,2026-01-11T20:31:13.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612753,21,15,2026-01-11T20:31:30Z,1120000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M28.00S,2026-01-11T20:32:02.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,21,15,2026-01-11T20:32:07Z,1130000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,203054.0,,,,,,,,,,,,,
118,PT02M12.00S,2026-01-11T20:32:28.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,67.36202365308804,56.127450980392155,1610612740,21,18,2026-01-11T20:32:33Z,1140000,False,31.0,254.0,1,right,J. Poole 25' 3PT step back (3 PTS),[1629673],1610612740.0,NOP,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,25.61,Made,3.0,,,,,,,,,,,,,,,,,
119,PT01M52.00S,2026-01-11T20:32:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.492115637319317,52.94117647058824,1610612753,21,18,2026-01-11T20:32:52Z,1150000,False,-15.0,27.0,1,left,MISS M. Wagner driving Layup - blocked,"[1629021, 1642274]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,Missi,1642274.0,,,,,,,
120,PT01M52.00S,2026-01-11T20:32:48.2Z,1,REGULAR,block,,[],1642274,,,1610612753,21,18,2026-01-11T20:33:54Z,1160000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT01M49.00S,2026-01-11T20:32:51.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,21,18,2026-01-11T20:33:29Z,1170000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,119.0,4.0,4.0,0.0,,,,,,,,,
122,PT01M45.00S,2026-01-11T20:32:54.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631255,94.43166885676742,49.50980392156863,1610612740,21,20,2026-01-11T20:33:02Z,1180000,False,-2.0,0.0,1,right,K. Matković running DUNK (2 PTS) (M. Peavy 1 AST),"[1631255, 1642877]",1610612740.0,NOP,running,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,0.25,Made,2.0,M. Peavy,1642877.0,1.0,,,,,,,,,,,,,,
124,PT01M33.00S,2026-01-11T20:33:12.9Z,1,REGULAR,3pt,Jump Shot,[],1642859,28.07161629434954,77.94117647058823,1610612753,24,20,2026-01-11T23:24:58Z,1200000,False,-140.0,211.0,1,left,J. Richardson 25' 3PT pullup (3 PTS) (J. Isaac 1 AST),"[1642859, 1628371]",1610612753.0,ORL,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.34,Made,3.0,J. Isaac,1628371.0,1.0,,,,,,,,,,,,,,
126,PT01M14.00S,2026-01-11T20:33:31.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,94.43166885676742,49.754901960784316,1610612740,24,22,2026-01-11T20:36:04Z,1220000,False,-1.0,0.0,1,right,Y. Missi cutting DUNK (2 PTS) (K. Matković 1 AST),"[1642274, 1631255]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,K. Matković,1631255.0,1.0,,,,,,,,,,,,,,
128,PT00M58.30S,2026-01-11T20:33:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,17.559132720105126,60.049019607843135,1610612753,24,22,2026-01-11T20:36:48Z,1240000,False,-50.0,113.0,1,left,MISS T. Jones 12' pullup Shot,[1626145],1610612753.0,ORL,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.33,Missed,,,,,,,,,,,,,,,,,,
129,PT00M55.00S,2026-01-11T20:33:52.0Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,24,22,2026-01-11T20:33:58Z,1250000,False,,,0,,Y. Missi REBOUND (Off:1 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,128.0,2.0,1.0,1.0,,,,,,,,,
130,PT00M39.80S,2026-01-11T20:34:08.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,93.9060446780552,49.754901960784316,1610612740,24,24,2026-01-11T20:34:25Z,1260000,False,-1.0,5.0,1,right,Y. Missi cutting DUNK (4 PTS) (M. Peavy 2 AST),"[1642274, 1642877]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.49,Made,4.0,M. Peavy,1642877.0,2.0,,,,,,,,,,,,,,
133,PT00M19.60S,2026-01-11T20:34:37.6Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,24,24,2026-01-11T20:34:42Z,1290000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M19.60S,2026-01-11T20:34:37.6Z,1,REGULAR,substitution,in,[],1630217,,,1610612753,24,24,2026-01-11T20:34:42Z,1300000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M18.10S,2026-01-11T20:34:55.9Z,1,REGULAR,foul,personal,['2freethrow'],1642877,,,1610612753,24,24,2026-01-11T20:35:12Z,1310000,False,,,0,,M. Peavy shooting personal FOUL (1 PF) (Bane 2 FT),"[1642877, 1630217]",1610612740.0,NOP,shooting,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Bane,1630217.0
137,PT00M18.10S,2026-01-11T20:35:28.6Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612753,25,24,2026-01-11T20:35:28Z,1330000,False,,,0,,D. Bane Free Throw 1 of 2 (6 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
138,PT00M18.10S,2026-01-11T20:35:30.1Z,1,REGULAR,substitution,out,[],1626145,,,1610612753,25,24,2026-01-11T20:35:37Z,1340000,False,,,0,,SUB out: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M18.10S,2026-01-11T20:35:30.1Z,1,REGULAR,substitution,out,[],1642859,,,1610612753,25,24,2026-01-11T20:35:37Z,1350000,False,,,0,,SUB out: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M18.10S,2026-01-11T20:35:30.1Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,25,24,2026-01-11T20:35:37Z,1360000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M18.10S,2026-01-11T20:35:30.1Z,1,REGULAR,substitution,in,[],1642869,,,1610612753,25,24,2026-01-11T20:35:37Z,1370000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M18.10S,2026-01-11T20:35:54.4Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612753,26,24,2026-01-11T20:35:54Z,1380000,False,,,0,,D. Bane Free Throw 2 of 2 (7 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
143,PT00M03.60S,2026-01-11T20:36:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631255,93.9060446780552,47.549019607843135,1610612740,26,26,2026-01-11T20:38:17Z,1390000,False,-12.0,5.0,1,right,K. Matković cutting Layup (4 PTS) (J. Poole 1 AST),"[1631255, 1629673]",1610612740.0,NOP,cutting,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,1.32,Made,4.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,
145,PT00M00.00S,2026-01-11T20:36:20.5Z,1,REGULAR,3pt,Jump Shot,[],1642869,37.66425755584757,9.803921568627452,1610612753,26,26,2026-01-11T20:39:22Z,1410000,False,201.0,302.0,1,left,MISS N. Penda 36' pullup 3PT,[1642869],1610612753.0,ORL,pullup,,,Penda,N. Penda,,,,,Above the Break 3,24+ Right Center,36.24,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2026-01-11T20:36:20.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,26,26,2026-01-11T20:36:48Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,145.0,,,,,,,,,,,,
147,PT00M00.00S,2026-01-11T20:36:32.0Z,1,REGULAR,period,end,[],0,,,1610612753,26,26,2026-01-11T20:36:32Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,out,['startperiod'],1641710,,,1610612753,26,26,2026-01-11T20:39:10Z,1450000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,out,['startperiod'],1631255,,,1610612753,26,26,2026-01-11T20:39:10Z,1460000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612753,26,26,2026-01-11T20:39:10Z,1470000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,in,['startperiod'],1626145,,,1610612753,26,26,2026-01-11T20:39:10Z,1480000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,in,['startperiod'],1642859,,,1610612753,26,26,2026-01-11T20:39:10Z,1490000,False,,,0,,SUB in: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,in,['startperiod'],1641722,,,1610612753,26,26,2026-01-11T20:39:10Z,1500000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,in,['startperiod'],1629627,,,1610612753,26,26,2026-01-11T20:39:10Z,1510000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-01-11T20:38:38.5Z,2,REGULAR,substitution,out,['startperiod'],1628371,,,1610612753,26,26,2026-01-11T20:39:25Z,1515000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-01-11T20:39:22.3Z,2,REGULAR,period,start,[],0,,,1610612740,26,26,2026-01-11T20:39:22Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-01-11T20:39:28.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,26,26,2026-01-11T20:39:44Z,1530000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,
159,PT11M38.00S,2026-01-11T20:39:43.4Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612740,26,26,2026-01-11T20:39:48Z,1540000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1630217]",1610612740.0,NOP,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Bane,1630217.0,,,,
160,PT11M38.00S,2026-01-11T20:39:43.4Z,2,REGULAR,steal,,[],1630217,,,1610612753,26,26,2026-01-11T20:48:24Z,1550000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
161,PT11M23.00S,2026-01-11T20:39:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,6.389618922470433,48.28431372549019,1610612753,28,26,2026-01-11T20:40:14Z,1560000,False,9.0,8.0,1,left,D. Bane reverse Layup (9 PTS) (M. Wagner 1 AST),"[1630217, 1629021]",1610612753.0,ORL,reverse,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.15,Made,9.0,M. Wagner,1629021.0,1.0,,,,,,,,,,,,,,
163,PT11M06.00S,2026-01-11T20:40:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.77463863337714,53.67647058823529,1610612740,28,28,2026-01-11T20:40:19Z,1580000,False,18.0,6.0,1,right,Z. Williamson driving Layup (5 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.94,Made,5.0,,,,,,,,,,,,,,,,,
164,PT10M59.00S,2026-01-11T20:40:25.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,11.645860709592641,48.77450980392157,1610612753,30,28,2026-01-11T20:40:33Z,1590000,False,6.0,57.0,1,left,M. Wagner driving Layup (2 PTS) (D. Bane 2 AST),"[1629021, 1630217]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,2.0,D. Bane,1630217.0,2.0,,,,,,,,,,,,,,
166,PT10M59.00S,2026-01-11T20:40:30.1Z,2,REGULAR,foul,personal,['1freethrow'],1629627,,,1610612753,30,28,2026-01-11T20:40:37Z,1610000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (Wagner 1 FT),"[1629627, 1629021]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203054.0,,,,,,,,,,2.0,0.0,Wagner,1629021.0
168,PT10M59.00S,2026-01-11T20:40:57.1Z,2,REGULAR,freethrow,1 of 1,[],1629021,,,1610612753,31,28,2026-01-11T20:40:57Z,1630000,False,,,0,,M. Wagner Free Throw 1 of 1 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
169,PT10M39.00S,2026-01-11T20:41:18.8Z,2,REGULAR,2pt,Jump Shot,[],1641722,76.5604467805519,42.64705882352941,1610612740,31,28,2026-01-11T20:41:28Z,1640000,False,-37.0,168.0,1,right,MISS J. Hawkins 17' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Center,17.18,Missed,,,,,,,,,,,,,,,,,,
170,PT10M34.00S,2026-01-11T20:41:23.8Z,2,REGULAR,rebound,defensive,[],1642869,,,1610612753,31,28,2026-01-11T20:48:47Z,1650000,False,,,0,,N. Penda REBOUND (Off:1 Def:3),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Mid-Range,16-24 Center,,,,,,,,169.0,4.0,3.0,1.0,,,,,,,,,
171,PT10M30.00S,2026-01-11T20:41:27.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629021,18.873193166885677,5.88235294117647,1610612753,31,28,2026-01-11T20:42:24Z,1660000,False,221.0,125.0,1,left,MISS M. Wagner 25' running 3PT,[1629021],1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
172,PT10M26.00S,2026-01-11T20:41:31.9Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,31,28,2026-01-11T20:41:32Z,1670000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,
173,PT10M16.00S,2026-01-11T20:41:42.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,69.72733245729303,13.480392156862745,1610612740,31,31,2026-01-11T20:41:46Z,1680000,False,-183.0,232.0,1,right,J. Poole 29' 3PT  (6 PTS) (M. Peavy 3 AST),"[1629673, 1642877]",1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,29.53,Made,6.0,M. Peavy,1642877.0,3.0,,,,,,,,,,,,,,
175,PT09M58.00S,2026-01-11T20:42:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,8.09789750328515,46.81372549019608,1610612753,31,31,2026-01-11T20:42:05Z,1700000,False,16.0,24.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 1642274]",1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,Missi,1642274.0,,,,,,,
