actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT11M01.00S,2025-10-24T23:12:52.1Z,1,REGULAR,violation,kicked ball,[],1630591,,,1610612737,3,0,2025-10-24T23:13:01Z,170000,False,,,0,,J. Suggs kicked ball VIOLATION,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,
18,PT10M52.00S,2025-10-24T23:13:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,86.94152431011827,53.431372549019606,1610612737,3,2,2025-10-24T23:13:21Z,180000,False,17.0,70.0,1,right,D. Daniels 7' driving floating Jump Shot (2 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,,,,7.23,2.0,,,,,,,,
19,PT10M32.00S,2025-10-24T23:13:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,7.703679369250986,46.32352941176471,1610612753,5,2,2025-10-24T23:13:41Z,190000,False,18.0,20.0,1,left,F. Wagner driving floating Jump Shot (5 PTS) (D. Bane 1 AST),"[1630532, 1630217]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,2.71,5.0,D. Bane,1630217.0,1.0,,,,,
21,PT10M24.00S,2025-10-24T23:13:45.3Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,5,2,2025-10-24T23:13:51Z,210000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630532]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Wagner,1630532.0,,
22,PT10M24.00S,2025-10-24T23:13:45.3Z,1,REGULAR,steal,,[],1630532,,,1610612753,5,2,2025-10-24T23:13:48Z,220000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2025-10-24T23:13:54.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630217,6.783837056504599,50.49019607843137,1610612753,7,2,2025-10-24T23:15:10Z,230000,False,-2.0,11.0,1,left,D. Bane running Layup (2 PTS),[1630217],1610612753.0,ORL,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.16,2.0,,,,,,,,
24,PT10M19.00S,2025-10-24T23:13:58.3Z,1,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612753,7,2,2025-10-24T23:14:12Z,240000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Bane 1 FT),"[1630168, 1630217]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1628951.0,2.0,0.0,Bane,1630217.0,,,,,,,,,,,,,,,
26,PT10M19.00S,2025-10-24T23:14:13.9Z,1,REGULAR,substitution,out,[],1630168,,,1610612753,7,2,2025-10-24T23:15:10Z,260000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M19.00S,2025-10-24T23:14:13.9Z,1,REGULAR,substitution,in,[],1631243,,,1610612753,7,2,2025-10-24T23:15:10Z,270000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M19.00S,2025-10-24T23:14:30.2Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630217,,,1610612753,8,2,2025-10-24T23:14:30Z,280000,False,,,0,,D. Bane Free Throw 1 of 1 (3 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,
29,PT10M04.00S,2025-10-24T23:14:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.14651773981603,51.9607843137255,1610612737,8,4,2025-10-24T23:14:50Z,290000,False,10.0,31.0,1,right,T. Young driving Layup (2 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,3.22,2.0,,,,,,,,
126,PT10M01.00S,2025-10-24T23:14:59.7Z,1,REGULAR,turnover,lost ball,[],1630591,,,1610612753,8,4,2025-10-24T23:29:52Z,305000,False,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 1629027]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Young,1629027.0,,
127,PT10M01.00S,2025-10-24T23:14:59.7Z,1,REGULAR,steal,,[],1629027,,,1610612737,8,4,2025-10-24T23:29:52Z,312500,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M55.00S,2025-10-24T23:15:14.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630552,92.59198423127464,53.18627450980392,1610612737,8,6,2025-10-24T23:30:22Z,320000,False,16.0,17.0,1,right,J. Johnson running DUNK (2 PTS) (N. Alexander-Walker 1 AST),"[1630552, 1629638]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,2.33,2.0,N. Alexander-Walker,1629638.0,1.0,,,,,
33,PT09M49.00S,2025-10-24T23:15:22.1Z,1,REGULAR,foul,offensive,[],1630591,,,1610612753,8,6,2025-10-24T23:30:29Z,330000,False,,,0,,J. Suggs charge offensive FOUL (1 PF),"[1630591, 1630552]",1610612753.0,ORL,charge,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,1628487.0,1.0,0.0,Johnson,1630552.0,,,,,,,,,,,,,,,
36,PT09M49.00S,2025-10-24T23:15:22.1Z,1,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,8,6,2025-10-24T23:30:29Z,350000,False,,,0,,J. Suggs offensive foul TURNOVER (2 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,1628487.0,,,,,,,,,,,,,,,2.0,,,,
37,PT09M33.00S,2025-10-24T23:15:35.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,73.27529566360053,15.931372549019606,1610612737,8,6,2025-10-24T23:24:19Z,360000,False,-170.0,199.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,26.17,,,,,,,,,
38,PT09M33.00S,2025-10-24T23:15:35.5Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,8,6,2025-10-24T23:15:44Z,370000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
118,PT09M33.00S,2025-10-24T23:15:48.4Z,1,REGULAR,turnover,traveling,[],1630217,,,1610612753,8,6,2025-10-24T23:28:46Z,375000,False,,,0,,D. Bane traveling TURNOVER (1 TO),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,1628951.0,,,,,,,,,,,,,,,1.0,,,,
39,PT09M14.00S,2025-10-24T23:16:01.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631243,94.56307490144546,73.52941176470588,1610612737,8,6,2025-10-24T23:28:46Z,380000,False,118.0,-1.0,1,right,MISS M. Gueye 11' turnaround Shot,[1631243],1610612737.0,ATL,turnaround,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,11.76,,,,,,,,,
40,PT09M12.00S,2025-10-24T23:16:03.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,8,6,2025-10-24T23:16:05Z,390000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,
41,PT08M59.00S,2025-10-24T23:16:16.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,28.07161629434954,19.852941176470587,1610612753,11,6,2025-10-24T23:16:21Z,400000,False,151.0,211.0,1,left,J. Suggs 25' 3PT  (3 PTS) (D. Bane 2 AST),"[1630591, 1630217]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,,,,25.96,3.0,D. Bane,1630217.0,2.0,,,,,
43,PT08M43.00S,2025-10-24T23:16:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,77.21747700394218,92.15686274509804,1610612737,11,6,2025-10-24T23:16:38Z,420000,False,211.0,162.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.57,,,,,,,,,
44,PT08M40.00S,2025-10-24T23:16:35.2Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,11,6,2025-10-24T23:16:38Z,430000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
45,PT08M33.00S,2025-10-24T23:16:47.7Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612753,11,6,2025-10-24T23:35:08Z,440000,False,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 1629027]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,1628951.0,,,,,,,,,,,,,,,2.0,Young,1629027.0,,
151,PT08M33.00S,2025-10-24T23:16:47.7Z,1,REGULAR,steal,,[],1629027,,,1610612737,11,6,2025-10-24T23:35:08Z,445000,False,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
46,PT08M33.00S,2025-10-24T23:16:51.0Z,1,REGULAR,foul,personal,[],1630217,,,1610612737,11,6,2025-10-24T23:16:55Z,450000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 1629027]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,1628951.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
48,PT08M20.00S,2025-10-24T23:17:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630700,89.56964520367937,47.05882352941176,1610612737,11,8,2025-10-24T23:17:18Z,470000,False,-15.0,46.0,1,right,D. Daniels cutting Layup (4 PTS) (N. Alexander-Walker 2 AST),"[1630700, 1629638]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,,,,4.78,4.0,N. Alexander-Walker,1629638.0,2.0,,,,,
50,PT08M08.00S,2025-10-24T23:17:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.30946123521682,48.28431372549019,1610612753,13,8,2025-10-24T23:17:31Z,490000,False,9.0,16.0,1,left,P. Banchero driving Layup (2 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.83,2.0,,,,,,,,
51,PT07M58.00S,2025-10-24T23:17:37.6Z,1,REGULAR,foul,offensive,[],1630552,,,1610612737,13,8,2025-10-24T23:17:48Z,500000,False,,,0,,J. Johnson offensive FOUL (1 PF),"[1630552, 1630591]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,2530.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,,,,,,,
53,PT07M58.00S,2025-10-24T23:17:37.6Z,1,REGULAR,turnover,offensive foul,[],1630552,,,1610612737,13,8,2025-10-24T23:17:37Z,520000,False,,,0,,J. Johnson offensive foul TURNOVER (1 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,2530.0,,,,,,,,,,,,,,,1.0,,,,
54,PT07M48.00S,2025-10-24T23:18:07.0Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,13,8,2025-10-24T23:18:15Z,530000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,1628487.0,,,,,,,,,,,,,,,1.0,,,,
55,PT07M37.00S,2025-10-24T23:18:19.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629638,81.42247043363994,52.69607843137255,1610612737,13,10,2025-10-24T23:18:25Z,540000,False,13.0,122.0,1,right,N. Alexander-Walker 12' pullup Jump Shot (2 PTS) (J. Johnson 1 AST),"[1629638, 1630552]",1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,,,,12.28,2.0,J. Johnson,1630552.0,1.0,,,,,
57,PT07M17.00S,2025-10-24T23:18:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,32.276609724047304,53.67647058823529,1610612753,13,10,2025-10-24T23:18:44Z,560000,False,-18.0,251.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.16,,,,,,,,,
58,PT07M17.00S,2025-10-24T23:18:39.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,13,10,2025-10-24T23:18:44Z,570000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,57.0,,,,,,,,,,,,,
60,PT07M17.00S,2025-10-24T23:18:50.1Z,1,REGULAR,substitution,out,[],1630591,,,1610612737,13,10,2025-10-24T23:18:54Z,590000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M17.00S,2025-10-24T23:18:50.1Z,1,REGULAR,substitution,in,[],1641710,,,1610612737,13,10,2025-10-24T23:18:54Z,600000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M00.00S,2025-10-24T23:19:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629638,92.72339027595268,5.637254901960785,1610612737,13,10,2025-10-24T23:20:00Z,610000,False,-222.0,16.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,22.24,,,,,,,,,
63,PT06M57.00S,2025-10-24T23:19:15.0Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,13,10,2025-10-24T23:19:16Z,620000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
64,PT06M50.00S,2025-10-24T23:19:25.7Z,1,REGULAR,foul,offensive,[],1641710,,,1610612753,13,10,2025-10-24T23:19:38Z,630000,False,,,0,,A. Black offensive FOUL (1 PF),"[1641710, 1629027]",1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Center,2530.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
66,PT06M50.00S,2025-10-24T23:19:25.7Z,1,REGULAR,turnover,offensive foul,[],1641710,,,1610612753,13,10,2025-10-24T23:19:25Z,650000,False,,,0,,A. Black offensive foul TURNOVER (1 TO),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Center,2530.0,,,,,,,,,,,,,,,1.0,,,,
67,PT06M50.00S,2025-10-24T23:19:44.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,13,10,2025-10-24T23:19:44Z,660000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2025-10-24T23:22:07.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612737,13,10,2025-10-24T23:22:28Z,670000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M50.00S,2025-10-24T23:22:07.1Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,13,10,2025-10-24T23:22:28Z,680000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2025-10-24T23:22:07.1Z,1,REGULAR,substitution,in,[],1641783,,,1610612737,13,10,2025-10-24T23:22:28Z,690000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M50.00S,2025-10-24T23:22:07.1Z,1,REGULAR,substitution,in,[],1628379,,,1610612737,13,10,2025-10-24T23:22:28Z,700000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M33.00S,2025-10-24T23:22:47.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630700,86.15308804204993,51.71568627450981,1610612737,13,10,2025-10-24T23:22:56Z,710000,False,9.0,78.0,1,right,MISS D. Daniels 7' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,7.82,,,,,,,,,
75,PT06M31.00S,2025-10-24T23:22:50.1Z,1,REGULAR,rebound,offensive,[],1628379,,,1610612737,13,10,2025-10-24T23:22:50Z,720000,False,,,0,,L. Kennard REBOUND (Off:1 Def:0),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,74.0,1.0,0.0,1.0,,,,,,,,,,
76,PT06M29.00S,2025-10-24T23:22:52.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631243,92.72339027595268,5.392156862745098,1610612737,13,10,2025-10-24T23:23:00Z,730000,False,-223.0,16.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,22.36,,,,,,,,,
77,PT06M29.00S,2025-10-24T23:22:52.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,13,10,2025-10-24T23:23:00Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,76.0,,,,,,,,,,,,,
79,PT06M27.00S,2025-10-24T23:23:15.9Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612737,13,10,2025-10-24T23:23:25Z,760000,False,,,0,,N. Alexander-Walker step out-of-bounds TURNOVER (1 TO),[1629638],1610612737.0,ATL,step,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,1628951.0,,,,,,,,,,,,,,,1.0,,,,
80,PT06M10.00S,2025-10-24T23:23:43.3Z,1,REGULAR,foul,offensive,[],1631094,,,1610612753,13,10,2025-10-24T23:24:09Z,770000,False,,,0,,P. Banchero offensive FOUL (1 PF),"[1631094, 1630552]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,1.0,0.0,Johnson,1630552.0,,,,,,,,,,,,,,,
82,PT06M10.00S,2025-10-24T23:23:43.3Z,1,REGULAR,turnover,offensive foul,[],1631094,,,1610612753,13,10,2025-10-24T23:23:43Z,790000,False,,,0,,P. Banchero offensive foul TURNOVER (2 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,,,,,,,,,,,,,,,2.0,,,,
83,PT05M56.00S,2025-10-24T23:24:14.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,89.96386333771353,53.92156862745098,1610612737,13,10,2025-10-24T23:24:19Z,800000,False,20.0,42.0,1,right,MISS J. Johnson turnaround Shot,[1630552],1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,4.62,,,,,,,,,
84,PT05M55.00S,2025-10-24T23:24:15.3Z,1,REGULAR,rebound,offensive,[],1631243,,,1610612737,13,10,2025-10-24T23:24:19Z,810000,False,,,0,,M. Gueye REBOUND (Off:1 Def:0),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,,,
85,PT05M55.00S,2025-10-24T23:24:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612737,13,10,2025-10-24T23:24:27Z,820000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Gueye 2 FT),"[1628976, 1631243]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1628487.0,1.0,0.0,Gueye,1631243.0,,,,,,,,,,,,,,,
87,PT05M55.00S,2025-10-24T23:24:45.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631243,,,1610612737,13,10,2025-10-24T23:25:07Z,840000,False,,,0,,MISS M. Gueye Free Throw 1 of 2,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
88,PT05M55.00S,2025-10-24T23:24:45.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,13,10,2025-10-24T23:25:07Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,
