actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-27T00:11:59.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-27T00:11:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-12-27T00:12:02.5Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612753,0,0,2025-12-27T00:12:02Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. M. Diabaté: Tip to T. Jones,"[1626145, 1628976, 1631217]",1610612753.0,ORL,startperiod,T. Jones,1626145.0,Jones,T. Jones,Carter Jr.,1628976.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-12-27T00:12:13.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,90.48948751642575,97.05882352941177,1610612753,3,0,2025-12-27T00:12:22Z,70000,False,235.0,37.0,1,right,T. Jones 3PT  (3 PTS) (D. Bane 1 AST),"[1626145, 1630217]",1610612753.0,ORL,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.82,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-12-27T00:12:28.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641706,6.521024967148489,49.754901960784316,1610612766,3,2,2025-12-27T00:13:30Z,90000,False,1.0,9.0,1,left,B. Miller cutting DUNK (2 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,cutting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
11,PT11M13.00S,2025-12-27T00:12:44.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,92.19776609724047,53.18627450980392,1610612753,3,2,2025-12-27T00:13:13Z,110000,False,16.0,21.0,1,right,MISS P. Banchero cutting DUNK - blocked,"[1631094, 1628970]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,Bridges,1628970.0,,,,,,,,,,,,
12,PT11M13.00S,2025-12-27T00:12:44.9Z,1,REGULAR,block,,[],1628970,,,1610612753,3,2,2025-12-27T00:12:48Z,120000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2025-12-27T00:12:48.9Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,3,2,2025-12-27T00:12:55Z,130000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
14,PT11M04.00S,2025-12-27T00:12:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,11.645860709592641,55.14705882352941,1610612766,3,4,2025-12-27T00:14:59Z,140000,False,-26.0,57.0,1,left,K. Knueppel 6' fadeaway bank Jump Shot (2 PTS),[1642851],1610612766.0,CHA,fadeaway bank,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,6.25,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M48.00S,2025-12-27T00:13:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630217,70.64717477003943,80.14705882352942,1610612753,3,4,2025-12-27T00:13:15Z,150000,False,151.0,223.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2025-12-27T00:13:12.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,3,4,2025-12-27T00:13:15Z,160000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
