actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-04T00:11:39.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-04T00:11:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-04T00:11:42.5Z,1,REGULAR,jumpball,recovered,[],1641731,,,1610612764,0,0,2026-03-04T00:11:42Z,40000,False,,,0,,Jump Ball J. Reese vs. G. Bitadze: Tip to B. Coulibaly,"[1641731, 1642882, 1629048]",1610612764.0,WAS,startperiod,B. Coulibaly,1641731.0,Coulibaly,B. Coulibaly,Reese,1642882.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-03-04T00:12:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,81.553876478318,51.225490196078425,1610612764,0,0,2026-03-04T00:13:02Z,80000,False,6.0,121.0,1,right,MISS B. Carrington 12' turnaround fadeaway Shot,[1642267],1610612764.0,WAS,turnaround fadeaway,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,12.11,Missed,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2026-03-04T00:12:20.0Z,1,REGULAR,rebound,offensive,[],1642882,,,1610612764,0,0,2026-03-04T00:12:26Z,90000,False,,,0,,J. Reese REBOUND (Off:1 Def:0),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,In The Paint (Non-RA),8-16 Center,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,,,
10,PT11M35.00S,2026-03-04T00:12:25.7Z,1,REGULAR,turnover,out-of-bounds,[],1642882,,,1610612764,0,0,2026-03-04T00:12:34Z,100000,False,,,0,,J. Reese bad pass out-of-bounds TURNOVER (1 TO),[1642882],1610612764.0,WAS,bad pass,,,Reese,J. Reese,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202053.0,1.0,,,,,,,,,,,,
11,PT11M12.00S,2026-03-04T00:12:51.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630591,18.74178712220762,51.9607843137255,1610612753,2,0,2026-03-04T00:13:23Z,110000,False,-10.0,124.0,1,left,J. Suggs 12' driving floating Jump Shot (2 PTS) (G. Bitadze 1 AST),"[1630591, 1629048]",1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,,,2.0,G. Bitadze,1629048.0,1.0,,,,,,,,
13,PT11M06.00S,2026-03-04T00:12:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,93.64323258869908,49.754901960784316,1610612764,2,2,2026-03-04T00:14:10Z,130000,False,-1.0,7.0,1,right,B. Coulibaly cutting Layup (2 PTS) (B. Carrington 1 AST),"[1641731, 1642267]",1610612764.0,WAS,cutting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,2.0,B. Carrington,1642267.0,1.0,,,,,,,,
15,PT10M51.00S,2026-03-04T00:13:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612753,2,2,2026-03-04T00:13:32Z,150000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Bitadze 2 FT),"[1641731, 1629048]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2715.0,,,,,,1.0,0.0,Bitadze,1629048.0,,,,
17,PT10M51.00S,2026-03-04T00:13:42.7Z,1,REGULAR,freethrow,1 of 2,[],1629048,,,1610612753,3,2,2026-03-04T00:13:42Z,170000,False,,,0,,G. Bitadze Free Throw 1 of 2 (1 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
18,PT10M51.00S,2026-03-04T00:13:42.7Z,1,REGULAR,freethrow,2 of 2,[],1629048,,,1610612753,3,2,2026-03-04T00:13:57Z,180000,False,,,0,,MISS G. Bitadze Free Throw 2 of 2,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
