actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-04-08T23:13:23.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-08T23:13:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-08T23:13:26.2Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2026-04-08T23:13:26Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. N. Reid: Tip to J. Suggs,"[1630591, 1628976, 1629675]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Reid,1629675.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-04-08T23:13:37.5Z,1,REGULAR,turnover,bad pass,[],1630532,,,1610612753,0,0,2026-04-08T23:13:42Z,70000,False,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 204060]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,1.0,Ingles,204060.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2026-04-08T23:13:37.5Z,1,REGULAR,steal,,[],204060,,,1610612750,0,0,2026-04-08T23:13:39Z,80000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612750.0,MIN,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2026-04-08T23:13:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,90.09526938239159,48.77450980392157,1610612750,0,0,2026-04-08T23:13:56Z,90000,False,-6.0,41.0,1,right,MISS N. Reid driving Layup - blocked,"[1629675, 1628976]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,4.11,Missed,Carter Jr.,1628976.0,,,,,,,,,,,,,
10,PT11M31.00S,2026-04-08T23:13:51.6Z,1,REGULAR,block,,[],1628976,,,1610612750,0,0,2026-04-08T23:13:54Z,100000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M31.00S,2026-04-08T23:13:51.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,0,0,2026-04-08T23:13:56Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,9.0,,,,,,,,,,,,
13,PT11M23.00S,2026-04-08T23:14:12.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630183,69.72733245729303,26.715686274509803,1610612750,0,0,2026-04-08T23:14:18Z,130000,False,-116.0,232.0,1,right,MISS J. McDaniels 25' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,25.97,Missed,,,,,,,,,,,,,,,
14,PT11M20.00S,2026-04-08T23:14:15.7Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,0,0,2026-04-08T23:14:18Z,140000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,
15,PT11M16.00S,2026-04-08T23:14:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630183,92.19776609724047,45.83333333333333,1610612750,0,2,2026-04-08T23:14:25Z,150000,False,-21.0,21.0,1,right,J. McDaniels cutting Layup (2 PTS) (K. Anderson 1 AST),"[1630183, 203937]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,2.94,Made,,,,,,,2.0,K. Anderson,203937.0,1.0,,,,,
