actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-10-25T23:11:05.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-25T23:11:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-25T23:11:07.3Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612753,0,0,2025-10-25T23:11:07Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. N. Vučević: Tip to T. Jones,"[1626145, 1628976, 202696]",1610612753.0,ORL,startperiod,T. Jones,1626145.0,Jones,T. Jones,Carter Jr.,1628976.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-10-25T23:11:21.3Z,1,REGULAR,3pt,Jump Shot,[],1628976,94.03745072273325,95.83333333333334,1610612753,0,0,2025-10-26T00:15:41Z,70000,False,229.0,4.0,1,right,MISS W. Carter Jr. pullup 3PT,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-10-25T23:11:24.3Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,0,0,2025-10-25T23:11:39Z,80000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-10-25T23:11:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,6.389618922470433,49.754901960784316,1610612741,0,2,2025-10-25T23:32:18Z,90000,False,1.0,8.0,1,left,J. Giddey running Layup (2 PTS) (T. Jones 1 AST),"[1630581, 1630200]",1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,T. Jones,1630200.0,1.0,,,,,,,,,,
11,PT11M21.00S,2025-10-25T23:11:48.2Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,0,2,2025-10-25T23:34:56Z,110000,False,,,0,,P. Banchero step out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,step,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1627541.0,1.0,,,,,,,,
12,PT11M07.00S,2025-10-25T23:12:10.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202696,22.026938239159,50.73529411764706,1610612741,0,2,2025-10-25T23:12:26Z,120000,False,-4.0,155.0,1,left,MISS N. Vučević 15' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Center,15.46,Missed,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2025-10-25T23:12:13.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,2,2025-10-25T23:12:26Z,130000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M50.00S,2025-10-25T23:12:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,88.12417871222075,52.450980392156865,1610612753,0,2,2025-10-25T23:32:29Z,140000,False,12.0,59.0,1,right,MISS T. Jones 6' driving floating Shot,[1626145],1610612753.0,ORL,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,,,,,
15,PT10M47.00S,2025-10-25T23:12:30.7Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,0,2,2025-10-25T23:32:29Z,150000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
