actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-11T23:42:56.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-11T23:42:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-11T23:42:59.2Z,1,REGULAR,jumpball,recovered,[],1631094,,,1610612753,0,0,2026-03-11T23:42:59Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. E. Mobley: Tip to P. Banchero,"[1631094, 1628976, 1630596]",1610612753.0,ORL,startperiod,P. Banchero,1631094.0,Banchero,P. Banchero,Carter Jr.,1628976.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-03-11T23:43:14.5Z,1,REGULAR,2pt,Jump Shot,[],1630217,88.78120893561103,68.38235294117648,1610612753,2,0,2026-03-11T23:43:23Z,70000,False,92.0,53.0,1,right,D. Bane 10' driving floating bank Jump Shot (2 PTS) (J. Suggs 1 AST),"[1630217, 1630591]",1610612753.0,ORL,driving floating bank,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,10.61,Made,2.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2026-03-11T23:43:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,10.726018396846255,52.94117647058824,1610612739,2,2,2026-03-11T23:43:46Z,90000,False,-15.0,48.0,1,left,E. Mobley cutting Layup (2 PTS) (S. Merrill 1 AST),"[1630596, 1630241]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,2.0,S. Merrill,1630241.0,1.0,,,,,,,,,,,,,,
11,PT11M19.00S,2026-03-11T23:43:41.4Z,1,REGULAR,foul,personal,['1freethrow'],1641783,,,1610612739,2,2,2026-03-11T23:43:53Z,110000,False,,,0,,T. da Silva shooting personal FOUL (1 PF) (Mobley 1 FT),"[1641783, 1630596]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,
13,PT11M19.00S,2026-03-11T23:44:07.5Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,2,2,2026-03-11T23:44:10Z,130000,False,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M17.00S,2026-03-11T23:44:09.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,2,2026-03-11T23:44:10Z,140000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT11M08.00S,2026-03-11T23:44:17.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,92.19776609724047,46.81372549019608,1610612753,4,2,2026-03-11T23:44:23Z,150000,False,-16.0,21.0,1,right,W. Carter Jr. cutting DUNK (2 PTS) (D. Bane 1 AST),"[1628976, 1630217]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
17,PT10M47.00S,2026-03-11T23:44:38.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,27.808804204993432,76.22549019607843,1610612739,4,2,2026-03-11T23:45:37Z,170000,False,-131.0,209.0,1,left,MISS D. Mitchell 24' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,24.66,Missed,,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2026-03-11T23:44:41.2Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,4,2,2026-03-11T23:44:44Z,180000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
