actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-01-24T03:15:58.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-24T03:15:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-24T03:16:00.8Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2025-01-24T03:16:00Z,40000,False,,,0,,Jump Ball A. Davis vs. K. Porziņģis: Tip to L. James,"[2544, 203076, 204001]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Porziņģis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-01-24T03:16:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630559,66.992444152431,51.447610294117645,1610612747,0,0,2025-01-24T03:16:19Z,70000,False,7.0,258.0,1,right,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-01-24T03:16:16.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2025-01-24T03:16:19Z,80000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-01-24T03:16:24.1Z,1,REGULAR,3pt,Jump Shot,[],201950,7.358738501971089,95.56525735294117,1610612738,0,0,2025-01-24T03:16:29Z,90000,False,-228.0,17.0,1,left,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,22.84,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2025-01-24T03:16:28.1Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,0,0,2025-01-24T03:16:29Z,100000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2025-01-24T03:16:40.2Z,1,REGULAR,3pt,Jump Shot,[],1631108,93.61038107752957,4.656862745098039,1610612747,3,0,2025-01-24T03:16:45Z,110000,False,-227.0,8.0,1,right,M. Christie 3PT  (3 PTS) (L. James 1 AST),"[1631108, 2544]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,3.0,L. James,2544.0,1.0,,,,,,,,,,
13,PT11M02.00S,2025-01-24T03:16:55.2Z,1,REGULAR,3pt,Jump Shot,[],204001,28.170170827858072,22.303921568627445,1610612738,3,3,2025-01-24T03:16:59Z,130000,False,138.0,212.0,1,left,K. Porziņģis 25' 3PT  (3 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,25.35,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
16,PT10M48.00S,2025-01-24T03:17:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,89.22470433639947,57.65165441176471,1610612747,3,3,2025-01-24T03:17:14Z,160000,False,38.0,49.0,1,right,MISS L. James 6' turnaround Shot,[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
17,PT10M46.00S,2025-01-24T03:17:10.9Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,3,3,2025-01-24T03:17:14Z,170000,False,,,0,,L. James REBOUND (Off:1 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
