actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-29T03:41:12.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-29T03:41:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-29T03:41:15.3Z,1,REGULAR,jumpball,recovered,[],1629216,,,1610612747,0,0,2024-12-29T03:41:15Z,40000,False,,,0,,Jump Ball A. Davis vs. D. Sabonis: Tip to G. Vincent,"[1629216, 203076, 1627734]",1610612747.0,LAL,startperiod,G. Vincent,1629216.0,Vincent,G. Vincent,Davis,203076.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-12-29T03:41:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,93.74178712220763,5.392156862745097,1610612747,3,0,2024-12-29T03:41:29Z,70000,False,-223.0,6.0,1,right,A. Reaves 3PT  (3 PTS) (M. Christie 1 AST),"[1630559, 1631108]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,22.31,Made,3.0,M. Christie,1631108.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-12-29T03:41:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.218791064388967,63.23529411764706,1610612758,3,2,2024-12-29T03:41:46Z,90000,False,-66.0,53.0,1,left,D. Fox 8' turnaround Jump Shot (2 PTS) (M. Monk 1 AST),"[1628368, 1628370]",1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,8.48,Made,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2024-12-29T03:41:59.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,70.61432325886992,80.3921568627451,1610612747,3,2,2024-12-29T03:42:03Z,110000,False,152.0,224.0,1,right,MISS G. Vincent 27' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2024-12-29T03:42:02.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,2,2024-12-29T03:42:03Z,120000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M58.00S,2024-12-29T03:42:13.6Z,1,REGULAR,3pt,Jump Shot,[],1628368,35.134691195795014,39.70588235294118,1610612758,3,2,2024-12-29T03:42:18Z,130000,False,51.0,278.0,1,left,MISS D. Fox 28' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,28.25,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2024-12-29T03:42:18.6Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612747,3,2,2024-12-29T03:42:18Z,140000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M47.00S,2024-12-29T03:42:24.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630559,92.95335085413929,49.50980392156863,1610612747,5,2,2024-12-29T03:42:57Z,150000,False,-2.0,14.0,1,right,A. Reaves running finger roll Layup (5 PTS),[1630559],1610612747.0,LAL,running finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.39,Made,5.0,,,,,,,,,,,,,,,,,
16,PT10M30.00S,2024-12-29T03:42:44.8Z,1,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612758,5,2,2024-12-29T03:42:51Z,160000,False,,,0,,M. Monk bad pass out-of-bounds TURNOVER (1 TO),[1628370],1610612758.0,SAC,bad pass,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202901.0,1.0,,,,,,,,
