actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-18T02:40:52.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-18T02:40:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-18T02:40:54.8Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2025-03-18T02:40:54Z,40000,False,,,0,,Jump Ball B. Biyombo vs. J. Hayes: Tip to H. Barnes,"[203084, 202687, 1629637]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Biyombo,202687.0,Hayes,1629637.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-03-18T02:41:05.0Z,1,REGULAR,2pt,Jump Shot,[],1630170,93.74178712220763,16.666666666666657,1610612759,0,2,2025-03-18T02:41:39Z,70000,False,-167.0,6.0,1,right,D. Vassell 16' Jump Shot (2 PTS) (B. Biyombo 1 AST),"[1630170, 202687]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,16.68,Made,2.0,B. Biyombo,202687.0,1.0,,,,,,,,,,,,,,
10,PT11M21.00S,2025-03-18T02:41:36.8Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612747,0,2,2025-03-18T02:41:45Z,100000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Hayes 2 FT),"[202687, 1629637]",1610612759.0,SAS,shooting,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101283.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,
12,PT11M21.00S,2025-03-18T02:41:58.9Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,0,2,2025-03-18T02:41:58Z,120000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
13,PT11M21.00S,2025-03-18T02:41:58.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,0,2,2025-03-18T02:41:58Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
14,PT11M21.00S,2025-03-18T02:42:19.7Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,1,2,2025-03-18T02:42:19Z,140000,False,,,0,,J. Hayes Free Throw 2 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT11M06.00S,2025-03-18T02:42:35.0Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,1,2,2025-03-18T02:42:48Z,150000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1630692]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Goodwin,1630692.0,,,,,
16,PT11M06.00S,2025-03-18T02:42:35.0Z,1,REGULAR,steal,,[],1630692,,,1610612747,1,2,2025-03-18T02:42:36Z,160000,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M45.00S,2025-03-18T02:42:55.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,14.50394218134035,55.3921568627451,1610612747,1,2,2025-03-18T02:43:01Z,170000,False,-27.0,84.0,1,left,MISS L. Dončić 8' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
