actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT06M21.00S,2025-01-01T02:26:34.7Z,1,REGULAR,substitution,out,[],2544,,,1610612739,14,22,2025-01-01T02:26:38Z,910000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M21.00S,2025-01-01T02:26:34.7Z,1,REGULAR,substitution,in,[],1642261,,,1610612739,14,22,2025-01-01T02:26:38Z,920000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M21.00S,2025-01-01T02:26:50.1Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,14,23,2025-01-01T02:26:50Z,930000,False,,,0,,J. Allen Free Throw 2 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
94,PT06M09.00S,2025-01-01T02:27:11.3Z,1,REGULAR,violation,kicked ball,[],1629622,,,1610612747,14,23,2025-01-01T02:27:16Z,940000,False,,,0,,M. Strus kicked ball VIOLATION,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,202056.0,,,,,,,,,,,,,,,
95,PT05M56.00S,2025-01-01T02:27:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,9.379106438896187,57.84313725490196,1610612747,14,23,2025-01-01T02:27:40Z,950000,False,-39.0,36.0,1,left,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,5.3,Missed,,,,,,,,,,,,,,,,,,
96,PT05M55.00S,2025-01-01T02:27:36.4Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,14,23,2025-01-01T02:27:36Z,960000,False,,,0,,A. Reaves REBOUND (Off:1 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,95.0,,,,,,,,,3.0,2.0,1.0,,,,,
97,PT05M55.00S,2025-01-01T02:27:36.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630559,5.590000152587891,50.0,1610612747,14,23,2025-01-01T02:27:44Z,970000,False,0.0,0.0,1,left,MISS A. Reaves tip Layup,[1630559],1610612747.0,LAL,tip,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
98,PT05M55.00S,2025-01-01T02:27:36.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,14,23,2025-01-01T02:27:44Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,97.0,,,,,,,,,,,,,,,,
100,PT05M54.00S,2025-01-01T02:27:59.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,14,23,2025-01-01T02:28:09Z,1000000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,204059.0,,,,,,,,,,,,,,,
101,PT05M46.00S,2025-01-01T02:28:17.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,70.74572930354796,87.5,1610612739,14,23,2025-01-01T02:28:37Z,1010000,False,188.0,222.0,1,right,MISS C. LeVert 29' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,29.1,Missed,,,,,,,,,,,,,,,,,,
102,PT05M43.00S,2025-01-01T02:28:26.4Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,14,23,2025-01-01T02:28:26Z,1020000,False,,,0,,A. Reaves REBOUND (Off:1 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,101.0,,,,,,,,,4.0,3.0,1.0,,,,,
103,PT05M43.00S,2025-01-01T02:28:27.5Z,1,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,14,23,2025-01-01T02:29:30Z,1030000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (2 TO),[1630559],1610612747.0,LAL,bad pass,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,,,,
106,PT05M38.00S,2025-01-01T02:28:45.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,68.24901445466492,82.35294117647058,1610612739,14,26,2025-01-01T02:28:52Z,1060000,False,162.0,246.0,1,right,M. Strus 29' 3PT  (3 PTS) (J. Allen 1 AST),"[1629622, 1628386]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,29.44,Made,3.0,,,,,,,J. Allen,1628386.0,1.0,,,,,,,,
108,PT05M38.00S,2025-01-01T02:28:51.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630559,,,1610612739,14,26,2025-01-01T02:28:58Z,1080000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Strus 1 FT),"[1630559, 1629622]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,202056.0,1.0,0.0,Strus,1629622.0,,,,,,,,,,,
110,PT05M38.00S,2025-01-01T02:28:59.1Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,14,26,2025-01-01T02:29:27Z,1100000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M38.00S,2025-01-01T02:28:59.1Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,14,26,2025-01-01T02:29:27Z,1110000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M38.00S,2025-01-01T02:29:19.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629622,,,1610612739,14,27,2025-01-01T02:29:19Z,1120000,False,,,0,,M. Strus Free Throw 1 of 1 (4 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
113,PT05M21.00S,2025-01-01T02:29:37.4Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,14,27,2025-01-01T02:29:42Z,1130000,False,,,0,,A. Reaves bad pass TURNOVER (3 TO),"[1630559, 1627747]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,3.0,LeVert,1627747.0,,
114,PT05M21.00S,2025-01-01T02:29:37.4Z,1,REGULAR,steal,,[],1627747,,,1610612739,14,27,2025-01-01T02:29:39Z,1140000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
115,PT05M19.00S,2025-01-01T02:29:40.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630559,,,1610612739,14,27,2025-01-01T02:30:04Z,1150000,False,,,0,,A. Reaves shooting personal FOUL (2 PF) (Garland 2 FT),"[1630559, 1629636]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,1627529.0,2.0,0.0,Garland,1629636.0,,,,,,,,,,,
117,PT05M19.00S,2025-01-01T02:30:53.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629636,,,1610612739,14,28,2025-01-01T02:30:53Z,1170000,False,,,0,,D. Garland Free Throw 1 of 2 (3 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
118,PT05M19.00S,2025-01-01T02:31:06.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629636,,,1610612739,14,29,2025-01-01T02:31:06Z,1180000,False,,,0,,D. Garland Free Throw 2 of 2 (4 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
119,PT05M00.00S,2025-01-01T02:31:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,13.715505913272011,48.0392156862745,1610612747,16,29,2025-01-01T02:34:50Z,1190000,False,10.0,76.0,1,left,A. Reaves 7' driving floating Jump Shot (2 PTS) (M. Christie 2 AST),"[1630559, 1631108]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,2.0,,,,,,,M. Christie,1631108.0,2.0,,,,,,,,
121,PT04M45.00S,2025-01-01T02:31:40.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,68.24901445466492,65.93137254901961,1610612739,16,29,2025-01-01T02:31:47Z,1210000,False,80.0,246.0,1,right,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
122,PT04M43.00S,2025-01-01T02:31:42.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,29,2025-01-01T02:31:47Z,1220000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,121.0,,,,,,,,,2.0,2.0,0.0,,,,,
123,PT04M35.00S,2025-01-01T02:31:52.0Z,1,REGULAR,3pt,Jump Shot,[],1642261,33.952036793692514,58.82352941176471,1610612747,16,29,2025-01-01T02:35:31Z,1230000,False,-44.0,267.0,1,left,MISS D. Knecht 27' pullup 3PT,[1642261],1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,27.02,Missed,,,,,,,,,,,,,,,,,,
124,PT04M33.00S,2025-01-01T02:31:54.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,16,29,2025-01-01T02:31:56Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,123.0,,,,,,,,,,,,,,,,
126,PT04M24.00S,2025-01-01T02:32:15.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203076,7.933639947437584,44.11764705882353,1610612747,16,29,2025-01-01T03:20:48Z,1260000,False,29.0,22.0,1,left,MISS A. Davis floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
127,PT04M20.00S,2025-01-01T02:32:20.2Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612747,16,29,2025-01-01T02:32:20Z,1270000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,126.0,,,,,,,,,1.0,0.0,1.0,,,,,
128,PT04M20.00S,2025-01-01T02:32:20.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627827,5.590000152587891,50.0,1610612747,18,29,2025-01-01T02:32:24Z,1280000,False,0.0,0.0,1,left,D. Finney-Smith tip DUNK (2 PTS),[1627827],1610612747.0,LAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
129,PT04M18.00S,2025-01-01T02:32:24.0Z,1,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612739,18,29,2025-01-01T02:32:29Z,1290000,False,,,0,,C. LeVert lost ball out-of-bounds TURNOVER (1 TO),[1627747],1610612739.0,CLE,lost ball,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,1627529.0,,,,,,,,,,,1.0,,,,
130,PT03M58.00S,2025-01-01T02:32:48.4Z,1,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612747,18,29,2025-01-01T02:33:54Z,1300000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Reaves 2 FT),"[1629622, 1630559]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,202056.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,
133,PT03M58.00S,2025-01-01T02:33:15.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612747,18,29,2025-01-01T02:33:26Z,1315000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M58.00S,2025-01-01T02:33:15.2Z,1,REGULAR,substitution,out,[],1628386,,,1610612747,18,29,2025-01-01T02:33:26Z,1317500,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M58.00S,2025-01-01T02:33:15.2Z,1,REGULAR,substitution,in,[],1630596,,,1610612747,18,29,2025-01-01T02:33:26Z,1318750,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M58.00S,2025-01-01T02:33:15.2Z,1,REGULAR,substitution,in,[],1628378,,,1610612747,18,29,2025-01-01T02:33:26Z,1319375,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M58.00S,2025-01-01T02:33:15.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630559,,,1610612747,19,29,2025-01-01T02:34:24Z,1320000,False,,,0,,A. Reaves Free Throw 1 of 2 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
137,PT03M58.00S,2025-01-01T02:33:15.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630559,,,1610612747,20,29,2025-01-01T02:34:24Z,1370000,False,,,0,,A. Reaves Free Throw 2 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
138,PT03M42.00S,2025-01-01T02:33:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,91.37647831800263,54.90196078431372,1610612739,20,31,2025-01-01T02:34:03Z,1380000,False,25.0,29.0,1,right,E. Mobley cutting Layup (9 PTS) (M. Strus 1 AST),"[1630596, 1629622]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.77,Made,9.0,,,,,,,M. Strus,1629622.0,1.0,,,,,,,,
140,PT03M23.00S,2025-01-01T02:34:13.5Z,1,REGULAR,foul,personal,[],1627747,,,1610612747,20,31,2025-01-01T02:34:26Z,1400000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 203076]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,204059.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,
142,PT03M16.00S,2025-01-01T02:34:37.9Z,1,REGULAR,2pt,Jump Shot,[],1630559,23.176741130091983,45.09803921568627,1610612747,22,31,2025-01-01T02:37:09Z,1420000,False,25.0,165.0,1,left,A. Reaves 16' driving floating Jump Shot (6 PTS),[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,16.72,Made,6.0,,,,,,,,,,,,,,,,,
143,PT03M06.00S,2025-01-01T02:34:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630596,73.11103810775296,14.950980392156865,1610612739,22,31,2025-01-01T02:34:52Z,1430000,False,-175.0,200.0,1,right,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
144,PT03M03.00S,2025-01-01T02:34:50.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,22,31,2025-01-01T02:34:52Z,1440000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,143.0,,,,,,,,,3.0,3.0,0.0,,,,,
145,PT02M56.00S,2025-01-01T02:34:58.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.013797634691201,48.28431372549019,1610612747,24,31,2025-01-01T02:37:40Z,1450000,False,9.0,13.0,1,left,A. Reaves driving Layup (8 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.59,Made,8.0,,,,,,,,,,,,,,,,,
146,PT02M44.00S,2025-01-01T02:35:10.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.74572930354796,22.303921568627445,1610612739,24,31,2025-01-01T02:35:16Z,1460000,False,-138.0,222.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
147,PT02M42.00S,2025-01-01T02:35:12.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,24,31,2025-01-01T02:35:16Z,1470000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,146.0,,,,,,,,,4.0,4.0,0.0,,,,,
148,PT02M35.00S,2025-01-01T02:35:18.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,28.695795006570307,82.1078431372549,1610612747,24,31,2025-01-01T02:35:32Z,1480000,False,-161.0,217.0,1,left,MISS D. Finney-Smith 27' 3PT,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
149,PT02M32.00S,2025-01-01T02:35:21.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,24,31,2025-01-01T02:44:06Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,148.0,,,,,,,,,,,,,,,,
151,PT02M32.00S,2025-01-01T02:35:37.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612747,24,31,2025-01-01T02:35:47Z,1510000,False,,,0,,C. LeVert loose ball personal FOUL (2 PF) (Reaves 2 FT),"[1627747, 1630559]",1610612739.0,CLE,loose ball,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,204059.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,,,
153,PT02M32.00S,2025-01-01T02:35:51.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,24,31,2025-01-01T02:35:51Z,1530000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M32.00S,2025-01-01T02:38:17.5Z,1,REGULAR,substitution,out,[],1631108,,,1610612747,24,31,2025-01-01T02:38:36Z,1540000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M32.00S,2025-01-01T02:38:17.5Z,1,REGULAR,substitution,in,[],2544,,,1610612747,24,31,2025-01-01T02:38:36Z,1550000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M32.00S,2025-01-01T02:38:42.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630559,,,1610612747,25,31,2025-01-01T02:44:08Z,1560000,False,,,0,,A. Reaves Free Throw 1 of 2 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
157,PT02M32.00S,2025-01-01T02:38:42.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630559,,,1610612747,25,31,2025-01-01T02:44:08Z,1570000,False,,,0,,MISS A. Reaves Free Throw 2 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
158,PT02M30.00S,2025-01-01T02:38:44.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,25,31,2025-01-01T02:38:59Z,1580000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,157.0,,,,,,,,,1.0,1.0,0.0,,,,,
159,PT02M17.00S,2025-01-01T02:39:14.9Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,25,31,2025-01-01T02:39:20Z,1590000,False,,,0,,E. Mobley lost ball out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,lost ball,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,204059.0,,,,,,,,,,,1.0,,,,
160,PT02M17.00S,2025-01-01T02:39:18.7Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,25,31,2025-01-01T02:39:24Z,1600000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M17.00S,2025-01-01T02:39:18.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612747,25,31,2025-01-01T02:39:24Z,1610000,False,,,0,,SUB in: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT02M02.00S,2025-01-01T02:39:43.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,12.13863337713535,50.245098039215684,1610612747,25,31,2025-01-01T02:40:28Z,1620000,False,-1.0,62.0,1,left,MISS A. Davis 6' driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
163,PT02M00.00S,2025-01-01T02:39:45.3Z,1,REGULAR,rebound,offensive,[],1642261,,,1610612747,25,31,2025-01-01T02:40:28Z,1630000,False,,,0,,D. Knecht REBOUND (Off:1 Def:0),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,162.0,,,,,,,,,1.0,0.0,1.0,,,,,
164,PT01M57.00S,2025-01-01T02:39:46.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629003,7.933639947437584,95.83333333333333,1610612747,28,31,2025-01-01T02:39:51Z,1640000,False,-229.0,22.0,1,left,S. Milton 3PT  (3 PTS) (D. Knecht 1 AST),"[1629003, 1642261]",1610612747.0,LAL,,,,Milton,S. Milton,,,,,Left Corner 3,24+ Left,23.03,Made,3.0,,,,,,,D. Knecht,1642261.0,1.0,,,,,,,,
166,PT01M36.00S,2025-01-01T02:40:08.0Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612739,28,31,2025-01-01T02:40:11Z,1660000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 203076]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Davis,203076.0,,
167,PT01M36.00S,2025-01-01T02:40:08.0Z,1,REGULAR,steal,,[],203076,,,1610612747,28,31,2025-01-01T02:40:10Z,1670000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
168,PT01M32.00S,2025-01-01T02:40:14.6Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,28,31,2025-01-01T02:40:19Z,1680000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,204059.0,,,,,,,,,,,2.0,,,,
169,PT01M32.00S,2025-01-01T02:40:17.4Z,1,REGULAR,substitution,out,[],203076,,,1610612739,28,31,2025-01-01T02:40:30Z,1690000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M32.00S,2025-01-01T02:40:17.4Z,1,REGULAR,substitution,in,[],1629060,,,1610612739,28,31,2025-01-01T02:40:30Z,1700000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT01M16.00S,2025-01-01T02:40:49.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,87.69710906701708,42.892156862745104,1610612739,28,31,2025-01-01T02:41:55Z,1710000,False,-36.0,63.0,1,right,MISS E. Mobley 7' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
172,PT01M13.00S,2025-01-01T02:40:51.5Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612747,28,31,2025-01-01T02:40:51Z,1720000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,171.0,,,,,,,,,1.0,1.0,0.0,,,,,
173,PT01M07.00S,2025-01-01T02:40:57.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,25.410643889618925,12.25490196078431,1610612747,28,31,2025-01-01T02:41:05Z,1730000,False,189.0,186.0,1,left,MISS R. Hachimura 26' running 3PT,[1629060],1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
174,PT01M04.00S,2025-01-01T02:41:00.2Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,28,31,2025-01-01T02:41:05Z,1740000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,173.0,,,,,,,,,1.0,1.0,0.0,,,,,
175,PT00M56.20S,2025-01-01T02:41:08.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,75.34494086727989,60.049019607843135,1610612739,28,33,2025-01-01T02:41:36Z,1750000,False,50.0,179.0,1,right,D. Mitchell 18' step back Jump Shot (9 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,18.62,Made,9.0,,,,,,,,,,,,,,,,,
