actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
42,PT08M58.00S,2024-11-22T03:46:13.9Z,1,REGULAR,steal,,[],1630591,,,1610612753,12,7,2024-11-22T03:46:16Z,410000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M53.00S,2024-11-22T03:46:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630591,7.276609724047319,48.0392156862745,1610612753,12,9,2024-11-22T03:46:29Z,420000,False,10.0,16.0,1,left,J. Suggs driving Layup (5 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.87,Made,5.0,,,,,,,,,,,,,,,,,
44,PT08M53.00S,2024-11-22T03:46:25.5Z,1,REGULAR,foul,personal,['1freethrow'],1642261,,,1610612753,12,9,2024-11-22T03:46:34Z,430000,False,,,0,,D. Knecht shooting personal FOUL (1 PF) (Suggs 1 FT),"[1642261, 1630591]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,,,,,2005.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,
46,PT08M53.00S,2024-11-22T03:46:55.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630591,,,1610612753,12,10,2024-11-22T03:46:55Z,450000,False,,,0,,J. Suggs Free Throw 1 of 1 (6 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
47,PT08M38.00S,2024-11-22T03:47:11.9Z,1,REGULAR,3pt,Jump Shot,[],1630559,68.24901445466492,31.372549019607845,1610612747,15,10,2024-11-22T03:47:19Z,460000,False,-93.0,246.0,1,right,A. Reaves 26' 3PT step back (6 PTS),[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.3,Made,6.0,,,,,,,,,,,,,,,,,
48,PT08M21.00S,2024-11-22T03:47:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,11.95795006570303,50.896139705882355,1610612753,15,12,2024-11-22T03:49:37Z,470000,False,-4.0,60.0,1,left,F. Wagner 6' floating Jump Shot (4 PTS),[1630532],1610612753.0,ORL,floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.01,Made,4.0,,,,,,,,,,,,,,,,,
49,PT08M03.00S,2024-11-22T03:47:46.3Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,15,12,2024-11-22T03:47:52Z,480000,False,,,0,,A. Davis bad pass TURNOVER (2 TO),"[203076, 1630591]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Suggs,1630591.0
50,PT08M03.00S,2024-11-22T03:47:46.3Z,1,REGULAR,steal,,[],1630591,,,1610612753,15,12,2024-11-22T03:47:48Z,490000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
51,PT08M00.00S,2024-11-22T03:47:49.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,4.911300919842304,47.549019607843135,1610612753,15,14,2024-11-22T03:47:56Z,500000,False,12.0,-6.0,1,left,F. Wagner running DUNK (6 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.38,Made,6.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,,
53,PT07M41.00S,2024-11-22T03:48:08.5Z,1,REGULAR,3pt,Jump Shot,[],2544,73.63666228646518,88.97058823529412,1610612747,18,14,2024-11-22T03:48:13Z,520000,False,195.0,195.0,1,right,L. James 27' 3PT  (5 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,27.59,Made,5.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
55,PT07M25.00S,2024-11-22T03:48:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,9.247700394218143,51.470588235294116,1610612753,18,16,2024-11-22T03:48:31Z,540000,False,-7.0,34.0,1,left,F. Wagner cutting Layup (8 PTS) (G. Bitadze 1 AST),"[1630532, 1629048]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.52,Made,8.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,
57,PT07M25.00S,2024-11-22T03:48:29.8Z,1,REGULAR,foul,personal,['1freethrow'],1629629,,,1610612753,18,16,2024-11-22T03:48:37Z,560000,False,,,0,,C. Reddish shooting personal FOUL (2 PF) (Wagner 1 FT),"[1629629, 1630532]",1610612747.0,LAL,shooting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,
59,PT07M25.00S,2024-11-22T03:48:49.2Z,1,REGULAR,substitution,out,[],1629629,,,1610612753,18,16,2024-11-22T03:49:12Z,580000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M25.00S,2024-11-22T03:48:49.2Z,1,REGULAR,substitution,in,[],1631108,,,1610612753,18,16,2024-11-22T03:49:12Z,590000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M25.00S,2024-11-22T03:49:11.1Z,1,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,18,16,2024-11-22T03:49:14Z,600000,False,,,0,,MISS F. Wagner Free Throw 1 of 1,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT07M22.00S,2024-11-22T03:49:14.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,18,16,2024-11-22T03:49:14Z,610000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,
63,PT07M13.00S,2024-11-22T03:49:27.3Z,1,REGULAR,foul,personal,[],1629048,,,1610612747,18,16,2024-11-22T03:50:06Z,620000,False,,,0,,G. Bitadze personal FOUL (2 PF),"[1629048, 1630559]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202026.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,
65,PT07M05.00S,2024-11-22T03:49:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,85.06898817345598,52.450980392156865,1610612747,18,16,2024-11-22T03:50:01Z,640000,False,12.0,88.0,1,right,MISS A. Reaves 8' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2024-11-22T03:49:58.2Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,18,16,2024-11-22T03:49:58Z,650000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,
67,PT07M02.00S,2024-11-22T03:50:03.5Z,1,REGULAR,turnover,traveling,[],1630532,,,1610612753,18,16,2024-11-22T03:50:09Z,660000,False,,,0,,F. Wagner traveling TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202026.0,,,,,,,,,,,1.0,,
68,PT06M50.00S,2024-11-22T03:50:24.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642261,89.79960578186596,96.56862745098039,1610612747,18,16,2024-11-22T03:50:32Z,670000,False,233.0,43.0,1,right,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2024-11-22T03:50:28.8Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,18,16,2024-11-22T03:50:32Z,680000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,
70,PT06M35.00S,2024-11-22T03:50:39.5Z,1,REGULAR,3pt,Jump Shot,[],203914,35.134691195795014,66.66666666666667,1610612753,18,19,2024-11-22T03:50:48Z,690000,False,-83.0,278.0,1,left,G. Harris 29' 3PT  (3 PTS) (T. da Silva 1 AST),"[203914, 1641783]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,29.0,Made,3.0,T. da Silva,1641783.0,1.0,,,,,,,,,,,,,,
72,PT06M25.00S,2024-11-22T03:50:49.8Z,1,REGULAR,3pt,Jump Shot,[],1631108,83.22930354796321,5.882352941176478,1610612747,18,19,2024-11-22T03:50:57Z,710000,False,-221.0,105.0,1,right,MISS M. Christie 24' 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,24.44,Missed,,,,,,,,,,,,,,,,,,
73,PT06M21.00S,2024-11-22T03:50:53.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,18,19,2024-11-22T03:50:53Z,720000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,72.0,2.0,1.0,1.0,,,,,
74,PT06M19.00S,2024-11-22T03:50:55.8Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,18,19,2024-11-22T03:50:59Z,730000,False,,,0,,A. Davis lost ball TURNOVER (3 TO),"[203076, 1630532]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,3.0,Wagner,1630532.0
75,PT06M19.00S,2024-11-22T03:50:55.8Z,1,REGULAR,steal,,[],1630532,,,1610612753,18,19,2024-11-22T04:14:46Z,740000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2024-11-22T03:51:01.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203914,33.820630749014455,48.0392156862745,1610612753,18,19,2024-11-22T03:51:13Z,750000,False,10.0,265.0,1,left,MISS G. Harris 26' running 3PT,[203914],1610612753.0,ORL,running,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,,,,,
77,PT06M08.00S,2024-11-22T03:51:05.8Z,1,REGULAR,rebound,defensive,[],1642261,,,1610612747,18,19,2024-11-22T03:51:13Z,760000,False,,,0,,D. Knecht REBOUND (Off:0 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,
78,PT06M03.00S,2024-11-22T03:51:11.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642261,93.08475689881735,50.49019607843137,1610612747,20,19,2024-11-22T03:51:20Z,770000,False,2.0,13.0,1,right,D. Knecht running Layup (2 PTS),[1642261],1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,1.27,Made,2.0,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2024-11-22T03:51:29.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,20,19,2024-11-22T03:51:37Z,780000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,1155.0,,,,,,,,,,,,,
82,PT05M39.00S,2024-11-22T03:53:50.3Z,1,REGULAR,3pt,Jump Shot,[],203914,21.468462549277262,5.392156862745097,1610612753,20,22,2024-11-22T03:53:55Z,810000,False,223.0,149.0,1,left,G. Harris 26' 3PT  (6 PTS) (J. Suggs 2 AST),"[203914, 1630591]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,26.84,Made,6.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,,
84,PT05M15.00S,2024-11-22T03:54:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612747,20,22,2024-11-22T03:57:30Z,830000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Christie 2 FT),"[1630591, 1631108]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,1.0,0.0,Christie,1631108.0,,,,,,,,,
86,PT05M15.00S,2024-11-22T03:54:25.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,20,22,2024-11-22T03:54:25Z,850000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M15.00S,2024-11-22T03:54:29.2Z,1,REGULAR,substitution,out,[],2544,,,1610612747,20,22,2024-11-22T03:57:28Z,860000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M15.00S,2024-11-22T03:54:29.2Z,1,REGULAR,substitution,out,[],1629048,,,1610612747,20,22,2024-11-22T03:57:28Z,870000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M15.00S,2024-11-22T03:54:29.2Z,1,REGULAR,substitution,in,[],1626156,,,1610612747,20,22,2024-11-22T03:57:28Z,880000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
