actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-08T21:15:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-08T21:15:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-08T21:15:55.3Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2025-02-08T21:15:55Z,40000,False,,,0,,Jump Ball T. Bryant vs. J. Hayes: Tip to T. Haliburton,"[1630169, 1628418, 1629637]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Bryant,1628418.0,Hayes,1629637.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M56.00S,2025-02-08T21:16:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,7.670827858081481,43.872549019607845,1610612754,0,2,2025-02-08T21:16:54Z,70000,False,31.0,20.0,1,left,B. Mathurin driving Layup (2 PTS) (T. Bryant 1 AST),"[1631097, 1628418]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.63,Made,2.0,T. Bryant,1628418.0,1.0,,,,,,,,,,,,,,
9,PT11M41.00S,2025-02-08T21:16:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,93.61038107752957,45.34313725490197,1610612747,2,2,2025-02-08T21:16:59Z,90000,False,-23.0,8.0,1,right,A. Reaves driving reverse Layup (2 PTS) (D. Finney-Smith 1 AST),"[1630559, 1627827]",1610612747.0,LAL,driving reverse,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,,,,
11,PT11M33.00S,2025-02-08T21:16:39.5Z,1,REGULAR,2pt,Jump Shot,[],1627783,13.584099868593952,67.40196078431373,1610612754,2,2,2025-02-08T21:17:10Z,110000,False,-87.0,75.0,1,left,MISS P. Siakam 11' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,11.5,Missed,,,,,,,,,,,,,,,,,,
12,PT11M33.00S,2025-02-08T21:16:39.5Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,2,2,2025-02-08T21:17:10Z,120000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M20.00S,2025-02-08T21:16:55.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,92.55913272010513,58.57843137254902,1610612747,2,2,2025-02-08T21:18:42Z,130000,False,43.0,17.0,1,right,MISS R. Hachimura driving DUNK - blocked,"[1629060, 1630169]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,Haliburton,1630169.0,,,,,,,,
14,PT11M20.00S,2025-02-08T21:16:55.2Z,1,REGULAR,block,,[],1630169,,,1610612747,2,2,2025-02-08T21:16:58Z,140000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M19.00S,2025-02-08T21:16:56.2Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,2,2,2025-02-08T21:18:42Z,150000,False,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,2.0,1.0,1.0,,,,,,,,,,
16,PT11M18.00S,2025-02-08T21:17:03.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612747,4,2,2025-02-08T21:18:49Z,160000,False,0.0,0.0,1,right,J. Hayes putback DUNK (2 PTS),[1629637],1610612747.0,LAL,putback,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
17,PT11M09.00S,2025-02-08T21:17:05.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631097,34.21484888304862,52.450980392156865,1610612754,4,5,2025-02-08T21:26:12Z,170000,False,-12.0,269.0,1,left,B. Mathurin 26' 3PT running pullup (5 PTS) (P. Siakam 1 AST),"[1631097, 1627783]",1610612754.0,IND,running pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,26.94,Made,5.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
