actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT05M19.00S,2025-01-22T03:52:26.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630559,91.37647831800263,58.82352941176471,1610612747,15,14,2025-01-22T03:54:39Z,800000,False,44.0,29.0,1,right,MISS A. Reaves running Layup,[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.26,Missed,,,,,,,,,,,,,,
82,PT05M17.00S,2025-01-22T03:52:28.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,15,14,2025-01-22T03:52:32Z,810000,False,,,0,,K. Kuzma REBOUND (Off:2 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,81.0,4.0,2.0,2.0,,,,,,,,
83,PT05M14.00S,2025-01-22T03:52:33.6Z,1,REGULAR,foul,personal,['2freethrow'],203076,,,1610612764,15,14,2025-01-22T03:52:42Z,820000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Kuzma 2 FT),"[203076, 1628398]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,,,,,,,1.0,0.0,Kuzma,1628398.0
85,PT05M14.00S,2025-01-22T03:53:13.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628398,,,1610612764,15,15,2025-01-22T03:53:47Z,840000,False,,,0,,K. Kuzma Free Throw 1 of 2 (5 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
86,PT05M14.00S,2025-01-22T03:53:14.4Z,1,REGULAR,substitution,out,[],2544,,,1610612764,15,15,2025-01-22T03:53:39Z,850000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M14.00S,2025-01-22T03:53:14.4Z,1,REGULAR,substitution,out,[],1630559,,,1610612764,15,15,2025-01-22T03:53:39Z,860000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M14.00S,2025-01-22T03:53:14.4Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,15,15,2025-01-22T03:53:39Z,870000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M14.00S,2025-01-22T03:53:14.4Z,1,REGULAR,substitution,in,[],1627827,,,1610612764,15,15,2025-01-22T03:53:39Z,880000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M14.00S,2025-01-22T03:53:14.4Z,1,REGULAR,substitution,in,[],1629216,,,1610612764,15,15,2025-01-22T03:53:39Z,890000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M14.00S,2025-01-22T03:53:14.4Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,15,15,2025-01-22T03:53:39Z,900000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M14.00S,2025-01-22T03:53:13.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628398,,,1610612764,15,15,2025-01-22T03:53:47Z,910000,False,,,0,,MISS K. Kuzma Free Throw 2 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
93,PT05M11.00S,2025-01-22T03:53:16.1Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,15,15,2025-01-22T03:53:47Z,920000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,92.0,4.0,4.0,0.0,,,,,,,,
94,PT04M59.00S,2025-01-22T03:53:57.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,88.87976346911958,43.872549019607845,1610612747,15,15,2025-01-22T03:54:06Z,930000,False,-31.0,52.0,1,right,MISS A. Davis 6' turnaround bank Hook,[203076],1610612747.0,LAL,turnaround bank,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.03,Missed,,,,,,,,,,,,,,
95,PT04M55.00S,2025-01-22T03:54:01.7Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,15,15,2025-01-22T03:57:21Z,940000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,94.0,3.0,2.0,1.0,,,,,,,,
96,PT04M51.00S,2025-01-22T03:54:05.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630557,10.561760840998687,56.86274509803921,1610612764,15,15,2025-01-22T03:56:36Z,950000,False,-34.0,47.0,1,left,MISS C. Kispert running Layup - blocked,"[1630557, 203076]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.8,Missed,Davis,203076.0,,,,,,,,,,,,
97,PT04M51.00S,2025-01-22T03:54:05.3Z,1,REGULAR,block,,[],203076,,,1610612764,15,15,2025-01-22T03:54:07Z,960000,False,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
98,PT04M47.00S,2025-01-22T03:54:09.3Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612747,15,15,2025-01-22T03:54:14Z,970000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,
99,PT04M28.00S,2025-01-22T03:54:27.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,93.74178712220763,5.392156862745097,1610612747,18,15,2025-01-22T03:54:32Z,980000,False,-223.0,6.0,1,right,D. Finney-Smith 3PT  (3 PTS) (A. Davis 2 AST),"[1627827, 203076]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,22.31,Made,,,,,,,3.0,A. Davis,203076.0,2.0,,,,
101,PT04M16.00S,2025-01-22T03:54:40.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,25.804862023653087,90.68627450980392,1610612764,18,15,2025-01-22T03:54:46Z,1000000,False,-203.0,190.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,27.84,Missed,,,,,,,,,,,,,,
102,PT04M11.00S,2025-01-22T03:54:45.2Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612764,18,15,2025-01-22T03:54:45Z,1010000,False,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,101.0,2.0,1.0,1.0,,,,,,,,
103,PT04M09.00S,2025-01-22T03:54:46.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,7.276609724047319,97.30392156862744,1610612764,18,15,2025-01-22T03:57:12Z,1020000,False,-237.0,16.0,1,left,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,,23.7,Missed,,,,,,,,,,,,,,
104,PT04M07.00S,2025-01-22T03:54:48.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,18,15,2025-01-22T03:54:52Z,1030000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,103.0,3.0,2.0,1.0,,,,,,,,
105,PT04M03.00S,2025-01-22T03:54:52.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629060,91.77069645203679,56.86274509803921,1610612747,18,15,2025-01-22T03:55:01Z,1040000,False,34.0,25.0,1,right,MISS R. Hachimura running Layup - blocked,"[1629060, 1641731]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,4.24,Missed,Coulibaly,1641731.0,,,,,,,,,,,,
106,PT04M03.00S,2025-01-22T03:54:52.8Z,1,REGULAR,block,,[],1641731,,,1610612747,18,15,2025-01-22T03:54:54Z,1050000,False,,,0,,B. Coulibaly BLOCK (2 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT04M00.00S,2025-01-22T03:54:55.8Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,18,15,2025-01-22T03:55:01Z,1060000,False,,,0,,A. Sarr REBOUND (Off:1 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,105.0,4.0,3.0,1.0,,,,,,,,
108,PT03M53.00S,2025-01-22T03:55:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,10.82457293035479,51.96078431372549,1610612764,18,15,2025-01-22T03:55:08Z,1070000,False,-10.0,49.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.03,Missed,,,,,,,,,,,,,,
109,PT03M51.00S,2025-01-22T03:55:04.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,18,15,2025-01-22T03:55:08Z,1080000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,108.0,4.0,3.0,1.0,,,,,,,,
110,PT03M34.00S,2025-01-22T03:55:21.9Z,1,REGULAR,3pt,Jump Shot,[],1631108,91.63929040735874,96.56862745098039,1610612747,18,15,2025-01-22T03:55:25Z,1090000,False,233.0,26.0,1,right,MISS M. Christie 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,,23.43,Missed,,,,,,,,,,,,,,
111,PT03M31.00S,2025-01-22T03:55:24.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,18,15,2025-01-22T03:55:25Z,1100000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,
112,PT03M31.00S,2025-01-22T03:55:29.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,15,2025-01-22T03:55:29Z,1110000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M31.00S,2025-01-22T03:58:06.4Z,1,REGULAR,substitution,out,[],1629060,,,1610612764,18,15,2025-01-22T03:58:25Z,1120000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M31.00S,2025-01-22T03:58:06.4Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,18,15,2025-01-22T03:58:25Z,1130000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2025-01-22T03:58:06.4Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,18,15,2025-01-22T03:58:25Z,1140000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M31.00S,2025-01-22T03:58:06.4Z,1,REGULAR,substitution,in,[],1629637,,,1610612764,18,15,2025-01-22T03:58:25Z,1150000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M31.00S,2025-01-22T03:58:06.4Z,1,REGULAR,substitution,in,[],202685,,,1610612764,18,15,2025-01-22T03:58:25Z,1160000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M31.00S,2025-01-22T03:58:06.4Z,1,REGULAR,substitution,in,[],1642273,,,1610612764,18,15,2025-01-22T03:58:25Z,1170000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2025-01-22T03:58:38.9Z,1,REGULAR,3pt,Jump Shot,[],1642273,10.693166885676746,96.56862745098039,1610612764,18,15,2025-01-22T03:58:44Z,1180000,False,-233.0,48.0,1,left,MISS K. George 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,,,23.77,Missed,,,,,,,,,,,,,,
120,PT03M13.00S,2025-01-22T03:58:41.9Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612747,18,15,2025-01-22T03:58:44Z,1190000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,
121,PT03M03.00S,2025-01-22T03:58:51.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,90.01314060446781,94.58486519607843,1610612747,21,15,2025-01-22T03:58:58Z,1200000,False,223.0,41.0,1,right,D. Finney-Smith 3PT  (6 PTS) (G. Vincent 1 AST),"[1627827, 1629216]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,,22.67,Made,,,,,,,6.0,G. Vincent,1629216.0,1.0,,,,
123,PT02M50.00S,2025-01-22T03:59:05.6Z,1,REGULAR,3pt,Jump Shot,[],1641731,26.19908015768725,86.51960784313725,1610612764,21,15,2025-01-22T03:59:11Z,1220000,False,-183.0,194.0,1,left,MISS B. Coulibaly 26' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,26.63,Missed,,,,,,,,,,,,,,
124,PT02M45.00S,2025-01-22T03:59:10.6Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612747,21,15,2025-01-22T03:59:11Z,1230000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,
125,PT02M36.00S,2025-01-22T03:59:18.9Z,1,REGULAR,3pt,Jump Shot,[],203076,85.80814717477004,96.05545343137256,1610612747,21,15,2025-01-22T03:59:25Z,1240000,False,230.0,81.0,1,right,MISS A. Davis 24' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,24.41,Missed,,,,,,,,,,,,,,
126,PT02M33.00S,2025-01-22T03:59:21.9Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,21,15,2025-01-22T03:59:25Z,1250000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,
128,PT02M29.00S,2025-01-22T03:59:30.9Z,1,REGULAR,substitution,out,[],1631108,,,1610612764,21,15,2025-01-22T03:59:41Z,1270000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M29.00S,2025-01-22T03:59:30.9Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,21,15,2025-01-22T03:59:41Z,1280000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M29.00S,2025-01-22T03:59:30.9Z,1,REGULAR,substitution,in,[],2544,,,1610612764,21,15,2025-01-22T03:59:41Z,1290000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M29.00S,2025-01-22T03:59:30.9Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,21,15,2025-01-22T03:59:41Z,1300000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M19.00S,2025-01-22T04:00:02.5Z,1,REGULAR,3pt,Jump Shot,[],1642267,25.804862023653087,86.27450980392157,1610612764,21,18,2025-01-22T04:00:08Z,1310000,False,-181.0,190.0,1,left,B. Carrington 26' 3PT step back (3 PTS) (C. Kispert 1 AST),"[1642267, 1630557]",1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,26.28,Made,,,,,,,3.0,C. Kispert,1630557.0,1.0,,,,
134,PT02M05.00S,2025-01-22T04:00:17.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,94.53022339027595,50.73529411764706,1610612747,23,18,2025-01-22T04:00:22Z,1330000,False,4.0,-1.0,1,right,A. Davis driving DUNK (9 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,0.39,Made,,,,,,,9.0,,,,,,,
135,PT01M53.00S,2025-01-22T04:00:29.1Z,1,REGULAR,3pt,Jump Shot,[],1642267,34.74047306176085,53.92156862745098,1610612764,23,18,2025-01-22T04:00:49Z,1340000,False,-20.0,274.0,1,left,MISS B. Carrington 27' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,27.48,Missed,,,,,,,,,,,,,,
136,PT01M50.00S,2025-01-22T04:00:32.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,23,18,2025-01-22T04:00:34Z,1350000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,135.0,5.0,4.0,1.0,,,,,,,,
137,PT01M45.00S,2025-01-22T04:00:37.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629637,93.47897503285151,50.73529411764706,1610612747,25,18,2025-01-22T04:01:02Z,1360000,False,4.0,9.0,1,right,J. Hayes running alley-oop DUNK (2 PTS) (L. James 3 AST),"[1629637, 2544]",1610612747.0,LAL,running alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,0.95,Made,,,,,,,2.0,L. James,2544.0,3.0,,,,
139,PT01M45.00S,2025-01-22T04:00:43.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,25,18,2025-01-22T04:00:43Z,1380000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M45.00S,2025-01-22T04:02:01.9Z,1,REGULAR,substitution,out,[],203076,,,1610612764,25,18,2025-01-22T04:02:27Z,1390000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M45.00S,2025-01-22T04:02:01.9Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,25,18,2025-01-22T04:02:27Z,1400000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M45.00S,2025-01-22T04:02:01.9Z,1,REGULAR,substitution,in,[],1630559,,,1610612764,25,18,2025-01-22T04:02:27Z,1410000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M45.00S,2025-01-22T04:02:01.9Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,25,18,2025-01-22T04:02:27Z,1420000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M26.00S,2025-01-22T04:02:39.0Z,1,REGULAR,3pt,Jump Shot,[],1642273,9.59264126149803,5.369178921568633,1610612764,25,18,2025-01-22T04:02:57Z,1430000,False,223.0,38.0,1,left,MISS K. George pullup 3PT,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,22.64,Missed,,,,,,,,,,,,,,
145,PT01M23.00S,2025-01-22T04:02:42.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,25,18,2025-01-22T04:02:45Z,1440000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,,,144.0,4.0,4.0,0.0,,,,,,,,
146,PT01M16.00S,2025-01-22T04:02:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,89.4053876478318,43.13725490196079,1610612747,27,18,2025-01-22T04:03:01Z,1450000,False,-34.0,47.0,1,right,L. James turnaround bank Jump Shot (4 PTS),[2544],1610612747.0,LAL,turnaround bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.83,Made,,,,,,,4.0,,,,,,,
147,PT00M55.10S,2025-01-22T04:03:11.1Z,1,REGULAR,3pt,Jump Shot,[],1630557,14.241130091984232,96.07843137254902,1610612764,27,21,2025-01-22T04:03:18Z,1460000,False,-230.0,81.0,1,left,C. Kispert 24' 3PT step back bank (3 PTS) (K. Kuzma 1 AST),"[1630557, 1628398]",1610612764.0,WAS,step back bank,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,,,24.44,Made,,,,,,,3.0,K. Kuzma,1628398.0,1.0,,,,
149,PT00M44.50S,2025-01-22T04:03:26.6Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,27,21,2025-01-22T04:03:30Z,1480000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1630557]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,2.0,Kispert,1630557.0,,,,,,,,,,,,,,,,,
150,PT00M44.50S,2025-01-22T04:03:26.6Z,1,REGULAR,steal,,[],1630557,,,1610612764,27,21,2025-01-22T04:03:28Z,1490000,False,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
151,PT00M40.10S,2025-01-22T04:03:31.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630557,7.013797634691201,49.50980392156863,1610612764,27,23,2025-01-22T04:03:40Z,1500000,False,2.0,13.0,1,left,C. Kispert running alley-oop Layup (5 PTS) (B. Carrington 1 AST),"[1630557, 1642267]",1610612764.0,WAS,running alley-oop,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,1.36,Made,,,,,,,5.0,B. Carrington,1642267.0,1.0,,,,
153,PT00M29.30S,2025-01-22T04:03:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,87.64783180026281,63.28890931372549,1610612747,29,23,2025-01-22T04:04:05Z,1520000,False,66.0,64.0,1,right,A. Reaves 9' driving floating bank Jump Shot (4 PTS),[1630559],1610612747.0,LAL,driving floating bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,9.19,Made,,,,,,,4.0,,,,,,,
154,PT00M05.50S,2025-01-22T04:04:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,9.773324572930349,55.63725490196079,1610612764,29,23,2025-01-22T04:04:15Z,1530000,False,-28.0,39.0,1,left,MISS B. Carrington driving Layup - blocked,"[1642267, 1629637]",1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.85,Missed,Hayes,1629637.0,,,,,,,,,,,,
155,PT00M05.50S,2025-01-22T04:04:11.3Z,1,REGULAR,block,,[],1629637,,,1610612764,29,23,2025-01-22T04:04:13Z,1540000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT00M05.50S,2025-01-22T04:04:11.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,29,23,2025-01-22T04:04:15Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,154.0,,,,,,,,,,,
158,PT00M05.30S,2025-01-22T04:04:25.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,29,23,2025-01-22T04:04:30Z,1570000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Left,,,,2882.0,,,,,,,,,,,,,,,,
159,PT00M05.30S,2025-01-22T04:04:40.2Z,1,REGULAR,substitution,out,[],1630557,,,1610612747,29,23,2025-01-22T04:04:50Z,1580000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M05.30S,2025-01-22T04:04:40.2Z,1,REGULAR,substitution,in,[],1641731,,,1610612747,29,23,2025-01-22T04:04:50Z,1590000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M01.00S,2025-01-22T04:05:04.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,68.9060446780552,27.696078431372555,1610612747,29,23,2025-01-22T04:08:27Z,1605000,False,-112.0,240.0,1,right,MISS A. Reaves 26' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,26.45,Missed,,,,,,,,,,,,,,
