actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
350,PT11M08.00S,2025-02-28T04:55:31.5Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,60,47,2025-02-28T04:55:38Z,3420000,False,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,348.0,4.0,3.0,1.0,,,,,,,,,
352,PT10M54.00S,2025-02-28T04:56:04.3Z,3,REGULAR,3pt,Jump Shot,[],1629060,74.68791064388962,18.627450980392155,1610612747,60,47,2025-02-28T04:56:09Z,3440000,False,-157.0,185.0,1,right,MISS R. Hachimura 24' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,24.29,Missed,,,,,,,,,,,,,,,,,,
353,PT10M52.00S,2025-02-28T04:56:06.3Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,60,47,2025-02-28T04:57:06Z,3450000,False,,,0,,N. Reid REBOUND (Off:2 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,352.0,5.0,3.0,2.0,,,,,,,,,
354,PT10M37.00S,2025-02-28T04:56:20.7Z,3,REGULAR,3pt,Jump Shot,[],1630162,31.192509855453352,77.45098039215686,1610612750,60,47,2025-02-28T04:57:17Z,3460000,False,-137.0,241.0,1,left,MISS A. Edwards 27' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
355,PT10M33.00S,2025-02-28T04:56:24.7Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,60,47,2025-02-28T04:56:29Z,3470000,False,,,0,,A. Reaves REBOUND (Off:2 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,354.0,5.0,3.0,2.0,,,,,,,,,
356,PT10M33.00S,2025-02-28T04:56:25.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629060,91.77069645203679,51.71568627450981,1610612747,62,47,2025-02-28T04:56:43Z,3480000,False,9.0,25.0,1,right,R. Hachimura running DUNK (5 PTS) (A. Reaves 3 AST),"[1629060, 1630559]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.63,Made,5.0,A. Reaves,1630559.0,3.0,,,,,,,,,,,,,,
358,PT10M32.00S,2025-02-28T04:56:31.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,62,47,2025-02-28T04:56:31Z,3500000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M32.00S,2025-02-28T04:59:13.7Z,3,REGULAR,substitution,out,[],1629060,,,1610612750,62,47,2025-02-28T04:59:35Z,3510000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT10M32.00S,2025-02-28T04:59:13.7Z,3,REGULAR,substitution,out,[],1629675,,,1610612750,62,47,2025-02-28T04:59:35Z,3520000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M32.00S,2025-02-28T04:59:13.7Z,3,REGULAR,substitution,in,[],1627827,,,1610612750,62,47,2025-02-28T04:59:35Z,3530000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT10M32.00S,2025-02-28T04:59:13.7Z,3,REGULAR,substitution,in,[],1641740,,,1610612750,62,47,2025-02-28T04:59:35Z,3540000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT10M12.00S,2025-02-28T05:00:03.7Z,3,REGULAR,3pt,Jump Shot,[],1630183,12.532851511169525,97.54901960784314,1610612750,62,47,2025-02-28T05:00:10Z,3550000,False,-238.0,65.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,24.65,Missed,,,,,,,,,,,,,,,,,,
364,PT10M09.00S,2025-02-28T05:00:06.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612747,62,47,2025-02-28T05:00:10Z,3560000,False,,,0,,L. Dončić REBOUND (Off:1 Def:7),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,,,,,,363.0,8.0,7.0,1.0,,,,,,,,,
365,PT10M04.00S,2025-02-28T05:00:12.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,93.61038107752957,51.470588235294116,1610612747,64,47,2025-02-28T05:00:45Z,3570000,False,7.0,8.0,1,right,L. James running Layup (21 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.06,Made,21.0,,,,,,,,,,,,,,,,,
367,PT09M49.00S,2025-02-28T05:00:49.0Z,3,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612750,64,47,2025-02-28T05:00:54Z,3590000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1629637, 1629638]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627961.0,1.0,0.0,Alexander-Walker,1629638.0,,,,
369,PT09M49.00S,2025-02-28T05:01:12.8Z,3,REGULAR,freethrow,1 of 2,[],1629638,,,1610612750,64,48,2025-02-28T05:01:12Z,3610000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (6 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
370,PT09M49.00S,2025-02-28T05:01:28.7Z,3,REGULAR,freethrow,2 of 2,[],1629638,,,1610612750,64,49,2025-02-28T05:01:28Z,3620000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (7 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
371,PT09M36.00S,2025-02-28T05:01:45.1Z,3,REGULAR,3pt,Jump Shot,[],1627827,88.48554533508542,3.9215686274509807,1610612747,67,49,2025-02-28T05:01:50Z,3630000,False,-230.0,56.0,1,right,D. Finney-Smith 3PT  (3 PTS) (A. Reaves 4 AST),"[1627827, 1630559]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,23.7,Made,3.0,A. Reaves,1630559.0,4.0,,,,,,,,,,,,,,
373,PT09M10.00S,2025-02-28T05:02:10.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,9.904730617608408,49.50980392156863,1610612750,67,49,2025-02-28T05:02:13Z,3650000,False,2.0,41.0,1,left,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
374,PT09M10.00S,2025-02-28T05:02:10.0Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,67,49,2025-02-28T05:05:02Z,3660000,False,,,0,,L. James REBOUND (Off:1 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,373.0,6.0,5.0,1.0,,,,,,,,,
375,PT09M08.00S,2025-02-28T05:02:17.3Z,3,REGULAR,foul,personal,['2freethrow'],1641740,,,1610612747,67,49,2025-02-28T05:02:22Z,3670000,False,,,0,,J. Clark shooting personal FOUL (4 PF) (James 2 FT),"[1641740, 2544]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1627961.0,4.0,0.0,James,2544.0,,,,
377,PT09M08.00S,2025-02-28T05:02:47.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],2544,,,1610612747,68,49,2025-02-28T05:03:04Z,3690000,False,,,0,,L. James Free Throw 1 of 2 (22 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
378,PT09M08.00S,2025-02-28T05:02:47.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],2544,,,1610612747,68,49,2025-02-28T05:03:04Z,3700000,False,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
379,PT09M06.00S,2025-02-28T05:02:49.1Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,68,49,2025-02-28T05:03:12Z,3710000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,378.0,2.0,2.0,0.0,,,,,,,,,
380,PT08M44.00S,2025-02-28T05:03:24.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.5703022339027655,44.87591911764706,1610612750,68,49,2025-02-28T05:28:08Z,3720000,False,26.0,9.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
381,PT08M42.00S,2025-02-28T05:03:26.0Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,68,49,2025-02-28T05:28:08Z,3730000,False,,,0,,L. James REBOUND (Off:1 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,380.0,7.0,6.0,1.0,,,,,,,,,
382,PT08M36.00S,2025-02-28T05:03:30.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612747,68,49,2025-02-28T05:03:41Z,3740000,False,,,0,,L. Dončić bad pass TURNOVER (2 TO),"[1629029, 1630183]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,,,,,,,McDaniels,1630183.0,,
383,PT08M36.00S,2025-02-28T05:03:30.4Z,3,REGULAR,steal,,[],1630183,,,1610612750,68,49,2025-02-28T05:20:00Z,3750000,False,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT08M28.00S,2025-02-28T05:03:37.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629638,25.016425755584763,17.15686274509804,1610612750,68,52,2025-02-28T05:03:46Z,3760000,False,164.0,183.0,1,left,N. Alexander-Walker 24' 3PT running (10 PTS) (A. Edwards 4 AST),"[1629638, 1630162]",1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,24.56,Made,10.0,A. Edwards,1630162.0,4.0,,,,,,,,,,,,,,
387,PT08M08.00S,2025-02-28T05:04:02.7Z,3,REGULAR,substitution,out,[],1641740,,,1610612747,68,52,2025-02-28T05:04:08Z,3790000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M08.00S,2025-02-28T05:04:02.7Z,3,REGULAR,substitution,in,[],1629675,,,1610612747,68,52,2025-02-28T05:04:08Z,3800000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M03.00S,2025-02-28T05:04:21.2Z,3,REGULAR,3pt,Jump Shot,[],1630559,68.11760840998686,84.06862745098039,1610612747,68,52,2025-02-28T05:05:19Z,3810000,False,170.0,247.0,1,right,MISS A. Reaves 30' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,30.02,Missed,,,,,,,,,,,,,,,,,,
390,PT08M01.00S,2025-02-28T05:04:23.2Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,68,52,2025-02-28T05:04:30Z,3820000,False,,,0,,N. Reid REBOUND (Off:2 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,389.0,6.0,4.0,2.0,,,,,,,,,
391,PT07M56.00S,2025-02-28T05:04:30.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,7.933639947437584,57.84313725490196,1610612750,68,54,2025-02-28T05:05:42Z,3830000,False,-39.0,22.0,1,left,A. Edwards driving floating Jump Shot (15 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,15.0,,,,,,,,,,,,,,,,,
392,PT07M56.00S,2025-02-28T05:04:34.7Z,3,REGULAR,foul,personal,['1freethrow'],1630559,,,1610612750,68,54,2025-02-28T05:04:43Z,3840000,False,,,0,,A. Reaves shooting personal FOUL (2 PF) (Edwards 1 FT),"[1630559, 1630162]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627961.0,2.0,0.0,Edwards,1630162.0,,,,
394,PT07M56.00S,2025-02-28T05:04:55.3Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,68,55,2025-02-28T05:04:55Z,3860000,False,,,0,,A. Edwards Free Throw 1 of 1 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
395,PT07M41.00S,2025-02-28T05:05:10.8Z,3,REGULAR,3pt,Jump Shot,[],1630559,72.45400788436268,20.09803921568627,1610612747,71,55,2025-02-28T05:05:16Z,3870000,False,-150.0,206.0,1,right,A. Reaves 25' 3PT  (14 PTS) (L. James 4 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.49,Made,14.0,L. James,2544.0,4.0,,,,,,,,,,,,,,
397,PT07M28.00S,2025-02-28T05:05:25.1Z,3,REGULAR,3pt,Jump Shot,[],1630162,30.929697766097235,25.490196078431367,1610612750,71,55,2025-02-28T05:06:27Z,3890000,False,123.0,238.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
398,PT07M27.00S,2025-02-28T05:05:26.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,71,55,2025-02-28T05:06:20Z,3900000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,397.0,,,,,,,,,,,,
399,PT07M27.00S,2025-02-28T05:05:29.9Z,3,REGULAR,foul,personal,[],1630183,,,1610612747,71,55,2025-02-28T05:05:42Z,3910000,False,,,0,,J. McDaniels loose ball personal FOUL (2 PF),"[1630183, 1629637]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,2.0,1.0,Hayes,1629637.0,,,,
401,PT07M27.00S,2025-02-28T05:05:36.9Z,3,REGULAR,substitution,out,[],1629637,,,1610612747,71,55,2025-02-28T05:05:44Z,3930000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M27.00S,2025-02-28T05:05:36.9Z,3,REGULAR,substitution,in,[],1629216,,,1610612747,71,55,2025-02-28T05:05:44Z,3940000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M15.00S,2025-02-28T05:05:59.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612747,71,55,2025-02-28T05:06:04Z,3950000,False,,,0,,L. Dončić bad pass TURNOVER (3 TO),"[1629029, 1630162]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,,3.0,,,,,,,,,,Edwards,1630162.0,,
404,PT07M15.00S,2025-02-28T05:05:59.4Z,3,REGULAR,steal,,[],1630162,,,1610612750,71,55,2025-02-28T05:06:01Z,3960000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
405,PT07M13.00S,2025-02-28T05:06:02.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,7.276609724047319,52.69607843137255,1610612750,71,57,2025-02-28T05:06:49Z,3970000,False,-13.0,16.0,1,left,A. Edwards running DUNK (18 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.09,Made,18.0,,,,,,,,,,,,,,,,,
406,PT06M57.00S,2025-02-28T05:06:17.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,84.28055190538765,65.19607843137254,1610612747,71,57,2025-02-28T05:07:13Z,3980000,False,76.0,95.0,1,right,MISS A. Reaves 12' driving Layup - blocked,"[1630559, 201144]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,12.19,Missed,,,,,,,,,,,,,,,,,Conley,201144.0
407,PT06M57.00S,2025-02-28T05:06:17.5Z,3,REGULAR,block,,[],201144,,,1610612747,71,57,2025-02-28T05:06:20Z,3990000,False,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
408,PT06M57.00S,2025-02-28T05:06:17.5Z,3,REGULAR,rebound,offensive,[],1630559,,,1610612747,71,57,2025-02-28T05:06:23Z,4000000,False,,,0,,A. Reaves REBOUND (Off:3 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,406.0,6.0,3.0,3.0,,,,,,,,,
409,PT06M55.00S,2025-02-28T05:06:23.6Z,3,REGULAR,foul,personal,[],1630162,,,1610612747,71,57,2025-02-28T05:06:35Z,4010000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1629029]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,201638.0,1.0,1.0,Dončić,1629029.0,,,,
411,PT06M46.00S,2025-02-28T05:06:47.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],2544,65.75229960578187,56.86274509803921,1610612747,71,57,2025-02-28T05:07:34Z,4030000,False,34.0,269.0,1,right,MISS L. James 27' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,27.16,Missed,,,,,,,,,,,,,,,,,,
412,PT06M44.00S,2025-02-28T05:06:49.2Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,71,57,2025-02-28T05:06:52Z,4040000,False,,,0,,A. Edwards REBOUND (Off:0 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,411.0,6.0,6.0,0.0,,,,,,,,,
413,PT06M27.00S,2025-02-28T05:07:06.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,12.66425755584757,52.205882352941174,1610612750,71,59,2025-02-28T05:07:14Z,4050000,False,-11.0,67.0,1,left,M. Conley 6' driving floating Jump Shot (8 PTS) (A. Edwards 5 AST),"[201144, 1630162]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,8.0,A. Edwards,1630162.0,5.0,,,,,,,,,,,,,,
416,PT06M10.00S,2025-02-28T05:07:34.5Z,3,REGULAR,3pt,Jump Shot,[],1629216,73.242444152431,84.80392156862746,1610612747,71,59,2025-02-28T05:07:41Z,4080000,False,174.0,199.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
417,PT06M05.00S,2025-02-28T05:07:39.5Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612750,71,59,2025-02-28T05:07:41Z,4090000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,416.0,1.0,1.0,0.0,,,,,,,,,
418,PT05M52.00S,2025-02-28T05:07:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,9.904730617608408,50.73529411764706,1610612750,71,59,2025-02-28T05:14:05Z,4100000,False,-4.0,41.0,1,left,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
419,PT05M50.00S,2025-02-28T05:07:56.0Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,71,59,2025-02-28T05:14:05Z,4110000,False,,,0,,L. James REBOUND (Off:1 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,418.0,8.0,7.0,1.0,,,,,,,,,
420,PT05M32.00S,2025-02-28T05:08:15.3Z,3,REGULAR,foul,personal,['3freethrow'],201144,,,1610612747,71,59,2025-02-28T05:08:21Z,4120000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Reaves 3 FT),"[201144, 1630559]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,201638.0,1.0,0.0,Reaves,1630559.0,,,,
422,PT05M32.00S,2025-02-28T05:08:47.3Z,3,REGULAR,freethrow,1 of 3,[],1630559,,,1610612747,72,59,2025-02-28T05:08:47Z,4140000,False,,,0,,A. Reaves Free Throw 1 of 3 (15 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
423,PT05M32.00S,2025-02-28T05:09:04.0Z,3,REGULAR,freethrow,2 of 3,[],1630559,,,1610612747,73,59,2025-02-28T05:09:04Z,4150000,False,,,0,,A. Reaves Free Throw 2 of 3 (16 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
424,PT05M32.00S,2025-02-28T05:09:05.5Z,3,REGULAR,substitution,out,[],2544,,,1610612747,73,59,2025-02-28T05:09:12Z,4160000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M32.00S,2025-02-28T05:09:05.5Z,3,REGULAR,substitution,out,[],201144,,,1610612747,73,59,2025-02-28T05:09:12Z,4170000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M32.00S,2025-02-28T05:09:05.5Z,3,REGULAR,substitution,in,[],1629020,,,1610612747,73,59,2025-02-28T05:09:12Z,4180000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M32.00S,2025-02-28T05:09:05.5Z,3,REGULAR,substitution,in,[],1628978,,,1610612747,73,59,2025-02-28T05:09:12Z,4190000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M32.00S,2025-02-28T05:09:38.4Z,3,REGULAR,freethrow,3 of 3,[],1630559,,,1610612747,74,59,2025-02-28T05:09:38Z,4200000,False,,,0,,A. Reaves Free Throw 3 of 3 (17 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
429,PT05M21.00S,2025-02-28T05:09:56.1Z,3,REGULAR,foul,technical,['1freethrow'],1630162,,,1610612750,74,59,2025-02-28T05:10:40Z,4210000,False,,,0,,A. Edwards technical FOUL (2 Tech),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,201638.0,1.0,2.0,,,,,,
431,PT05M21.00S,2025-02-28T05:11:07.4Z,3,REGULAR,freethrow,1 of 1,[],1630559,,,1610612750,74,59,2025-02-28T05:11:33Z,4230000,False,,,0,,MISS A. Reaves technical Free Throw 1 of 1,[1630559],1610612747.0,LAL,technical,,,Reaves,A. Reaves,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
432,PT05M21.00S,2025-02-28T05:11:07.4Z,3,REGULAR,rebound,defensive,"['team', 'deadball']",0,,,1610612750,74,59,2025-02-28T05:11:33Z,4240000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,431.0,,,,,,,,,,,,
433,PT05M21.00S,2025-02-28T05:11:19.0Z,3,REGULAR,ejection,other,[],1630162,,,1610612750,74,59,2025-02-28T05:12:32Z,4250000,False,,,0,,Ejection A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,201638.0,,,,,,,,
434,PT05M21.00S,2025-02-28T05:11:23.9Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,74,59,2025-02-28T05:11:27Z,4260000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M21.00S,2025-02-28T05:11:23.9Z,3,REGULAR,substitution,in,[],1630545,,,1610612750,74,59,2025-02-28T05:11:27Z,4270000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M21.00S,2025-02-28T05:11:29.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,74,59,2025-02-28T05:19:08Z,4280000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,
