actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
252,PT04M55.00S,2024-12-09T03:26:16.8Z,2,REGULAR,substitution,out,[],1642261,,,1610612747,43,39,2024-12-09T03:26:22Z,2520000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M55.00S,2024-12-09T03:26:16.8Z,2,REGULAR,substitution,out,[],1630166,,,1610612747,43,39,2024-12-09T03:26:22Z,2530000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M55.00S,2024-12-09T03:26:16.8Z,2,REGULAR,substitution,in,[],1631108,,,1610612747,43,39,2024-12-09T03:26:22Z,2540000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M55.00S,2024-12-09T03:26:16.8Z,2,REGULAR,substitution,in,[],1631101,,,1610612747,43,39,2024-12-09T03:26:22Z,2550000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M55.00S,2024-12-09T03:26:43.2Z,2,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,44,39,2024-12-09T03:26:43Z,2560000,False,,,0,,A. Davis Free Throw 2 of 2 (16 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,16.0,,,,,,,,
257,PT04M44.00S,2024-12-09T03:26:55.6Z,2,REGULAR,2pt,Jump Shot,[],1631101,22.913929040735866,66.42156862745098,1610612757,44,41,2024-12-09T03:26:59Z,2570000,False,-82.0,163.0,1,left,S. Sharpe 18' pullup Jump Shot (12 PTS) (A. Simons 2 AST),"[1631101, 1629014]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,18.24,Made,,,,,,,,,,12.0,,A. Simons,1629014.0,2.0,,,,
259,PT04M22.00S,2024-12-09T03:27:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,90.71944809461235,35.049019607843135,1610612747,44,41,2024-12-09T03:27:20Z,2590000,False,-75.0,35.0,1,right,MISS A. Davis 8' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,8.25,Missed,,,,,,,,,,,,,,,,,,
260,PT04M20.00S,2024-12-09T03:27:19.2Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,44,41,2024-12-09T03:27:20Z,2600000,False,,,0,,T. Camara REBOUND (Off:1 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Left,,,259.0,4.0,3.0,1.0,,,,,,,,,,,,,,
261,PT04M15.00S,2024-12-09T03:27:23.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203924,7.408015768725363,56.372549019607845,1610612757,44,41,2024-12-09T03:28:07Z,2610000,False,-32.0,17.0,1,left,MISS J. Grant running Layup,[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
262,PT04M13.00S,2024-12-09T03:27:25.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,44,41,2024-12-09T03:27:30Z,2620000,False,,,0,,A. Davis REBOUND (Off:2 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,261.0,7.0,5.0,2.0,,,,,,,,,,,,,,
263,PT04M08.00S,2024-12-09T03:27:31.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,93.47897503285151,50.245098039215684,1610612747,46,41,2024-12-09T03:27:39Z,2630000,False,1.0,9.0,1,right,R. Hachimura driving finger roll Layup (16 PTS) (D. Russell 3 AST),"[1629060, 1626156]",1610612747.0,LAL,driving finger roll,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,,16.0,,D. Russell,1626156.0,3.0,,,,
265,PT04M01.00S,2024-12-09T03:27:39.0Z,2,REGULAR,2pt,Jump Shot,[],1629028,7.539421813403408,71.56862745098039,1610612757,46,41,2024-12-09T03:27:43Z,2650000,False,-108.0,18.0,1,left,MISS D. Ayton 10' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,10.94,Missed,,,,,,,,,,,,,,,,,,
266,PT03M58.00S,2024-12-09T03:27:42.0Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,46,41,2024-12-09T03:27:43Z,2660000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,265.0,4.0,3.0,1.0,,,,,,,,,,,,,,
267,PT03M38.00S,2024-12-09T03:28:02.0Z,2,REGULAR,3pt,Jump Shot,[],1631108,79.94415243101183,93.87254901960785,1610612747,46,41,2024-12-09T03:28:45Z,2670000,False,219.0,136.0,1,right,MISS M. Christie 25' 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
273,PT03M38.00S,2024-12-09T03:28:02.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,46,41,2024-12-09T03:28:45Z,2675000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,267.0,,,,,,,,,,,,,,,,,
268,PT03M37.00S,2024-12-09T03:28:14.9Z,2,REGULAR,substitution,out,[],1629629,,,1610612747,46,41,2024-12-09T03:28:19Z,2680000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M37.00S,2024-12-09T03:28:14.9Z,2,REGULAR,substitution,in,[],1629216,,,1610612747,46,41,2024-12-09T03:28:19Z,2690000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M33.00S,2024-12-09T03:28:43.9Z,2,REGULAR,jumpball,recovered,[],1629060,,,1610612747,46,41,2024-12-09T03:28:43Z,2700000,False,,,0,,Jump Ball A. Davis vs. D. Ayton: Tip to R. Hachimura,"[1629060, 203076, 1629028]",1610612747.0,LAL,lodgedball,R. Hachimura,1629060.0,Hachimura,R. Hachimura,Davis,203076.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
274,PT03M25.00S,2024-12-09T03:28:52.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,67.9862023653088,24.509803921568633,1610612747,49,41,2024-12-09T03:28:56Z,2730000,False,-127.0,248.0,1,right,D. Russell 27' 3PT pullup (7 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,27.92,Made,,,,,,,,,,7.0,,,,,,,,
275,PT03M06.00S,2024-12-09T03:29:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,9.773324572930349,41.666666666666664,1610612757,49,41,2024-12-09T03:29:15Z,2740000,False,42.0,39.0,1,left,MISS S. Sharpe driving Layup - blocked,"[1631101, 203076]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,Davis,203076.0,,,,,,,,,,,,
276,PT03M06.00S,2024-12-09T03:29:11.7Z,2,REGULAR,block,,[],203076,,,1610612757,49,41,2024-12-09T03:29:13Z,2750000,False,,,0,,A. Davis BLOCK (4 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT03M03.00S,2024-12-09T03:29:14.7Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612747,49,41,2024-12-09T03:29:15Z,2760000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,275.0,1.0,1.0,0.0,,,,,,,,,,,,,,
278,PT03M02.00S,2024-12-09T03:29:15.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,66.01511169513799,57.1078431372549,1610612747,49,41,2024-12-09T03:29:22Z,2770000,False,36.0,267.0,1,right,MISS D. Russell 26' running pullup 3PT,[1626156],1610612747.0,LAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
279,PT02M56.00S,2024-12-09T03:29:21.2Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,49,41,2024-12-09T03:29:21Z,2780000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,278.0,1.0,1.0,0.0,,,,,,,,,,,,,,
280,PT02M53.00S,2024-12-09T03:29:24.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629014,7.276609724047319,47.549019607843135,1610612757,49,43,2024-12-09T03:32:54Z,2790000,False,12.0,16.0,1,left,A. Simons running Layup (7 PTS),[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,,,,7.0,,,,,,,,
281,PT02M45.00S,2024-12-09T03:29:34.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612747,49,43,2024-12-09T03:29:38Z,2800000,False,,,0,,D. Ayton shooting personal FOUL (2 PF) (Davis 2 FT),"[1629028, 203076]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,,,2.0,0.0,Davis,203076.0
283,PT02M45.00S,2024-12-09T03:30:04.7Z,2,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,50,43,2024-12-09T03:30:04Z,2820000,False,,,0,,A. Davis Free Throw 1 of 2 (17 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,17.0,,,,,,,,
284,PT02M45.00S,2024-12-09T03:30:25.3Z,2,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,51,43,2024-12-09T03:30:25Z,2830000,False,,,0,,A. Davis Free Throw 2 of 2 (18 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
285,PT02M31.00S,2024-12-09T03:30:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,8.196452036793687,42.892156862745104,1610612757,51,43,2024-12-09T03:30:58Z,2840000,False,36.0,25.0,1,left,MISS A. Simons driving Layup - blocked,"[1629014, 203076]",1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,Davis,203076.0,,,,,,,,,,,,
286,PT02M31.00S,2024-12-09T03:30:44.2Z,2,REGULAR,block,,[],203076,,,1610612757,51,43,2024-12-09T03:30:46Z,2850000,False,,,0,,A. Davis BLOCK (5 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
287,PT02M30.00S,2024-12-09T03:30:45.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,51,43,2024-12-09T03:30:58Z,2860000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,285.0,,,,,,,,,,,,,,,,,
289,PT02M11.00S,2024-12-09T03:31:14.5Z,2,REGULAR,3pt,Jump Shot,[],1631108,65.3580814717477,47.79411764705882,1610612747,54,43,2024-12-09T03:31:19Z,2880000,False,-11.0,273.0,1,right,M. Christie 27' 3PT  (3 PTS) (R. Hachimura 1 AST),"[1631108, 1629060]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,27.33,Made,,,,,,,,,,3.0,,R. Hachimura,1629060.0,1.0,,,,
291,PT01M50.00S,2024-12-09T03:31:35.1Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,54,43,2024-12-09T03:31:39Z,2900000,False,,,0,,S. Sharpe bad pass TURNOVER (2 TO),"[1631101, 1629060]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Hachimura,1629060.0,,,,,,,,,
292,PT01M50.00S,2024-12-09T03:31:35.1Z,2,REGULAR,steal,,[],1629060,,,1610612747,54,43,2024-12-09T03:31:36Z,2910000,False,,,0,,R. Hachimura STEAL (3 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
293,PT01M32.00S,2024-12-09T03:31:53.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,94.13600525624179,4.411764705882348,1610612747,57,43,2024-12-09T03:31:58Z,2920000,False,-228.0,3.0,1,right,G. Vincent 3PT  (3 PTS) (M. Christie 2 AST),"[1629216, 1631108]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,22.79,Made,,,,,,,,,,3.0,,M. Christie,1631108.0,2.0,,,,
295,PT01M13.00S,2024-12-09T03:32:11.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,32.24375821287779,24.019607843137265,1610612757,57,43,2024-12-09T03:32:17Z,2940000,False,130.0,251.0,1,left,MISS A. Simons 28' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,28.23,Missed,,,,,,,,,,,,,,,,,,
296,PT01M09.00S,2024-12-09T03:32:15.4Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612757,57,43,2024-12-09T03:32:17Z,2950000,False,,,0,,D. Ayton REBOUND (Off:4 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,295.0,9.0,5.0,4.0,,,,,,,,,,,,,,
297,PT01M09.00S,2024-12-09T03:32:16.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629028,5.590000152587891,50.0,1610612757,57,45,2024-12-09T03:32:18Z,2960000,False,0.0,0.0,1,left,D. Ayton putback Layup (10 PTS),[1629028],1610612757.0,POR,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,10.0,,,,,,,,
298,PT00M50.60S,2024-12-09T03:32:35.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,93.08475689881735,53.18627450980392,1610612747,59,45,2024-12-09T03:32:39Z,2970000,False,16.0,13.0,1,right,D. Russell driving Layup (9 PTS),[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,9.0,,,,,,,,
299,PT00M32.00S,2024-12-09T03:32:59.5Z,2,REGULAR,3pt,Jump Shot,[],1629028,7.408015768725363,4.901960784313729,1610612757,59,45,2024-12-09T03:33:04Z,2980000,False,225.0,17.0,1,left,MISS D. Ayton 3PT,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,,
300,PT00M28.70S,2024-12-09T03:33:02.8Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,59,45,2024-12-09T03:33:04Z,2990000,False,,,0,,M. Christie REBOUND (Off:0 Def:4),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,299.0,4.0,4.0,0.0,,,,,,,,,,,,,,
301,PT00M14.30S,2024-12-09T03:33:17.1Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612747,59,45,2024-12-09T03:33:22Z,3000000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1641739]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Camara,1641739.0,,,,,,,,,
302,PT00M14.30S,2024-12-09T03:33:17.1Z,2,REGULAR,steal,,[],1641739,,,1610612757,59,45,2024-12-09T03:33:20Z,3010000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
303,PT00M06.00S,2024-12-09T03:33:26.7Z,2,REGULAR,foul,personal,[],1626156,,,1610612757,59,45,2024-12-09T03:33:40Z,3020000,False,,,0,,D. Russell take personal FOUL (2 PF),"[1626156, 1629014]",1610612747.0,LAL,take,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1662.0,,,,2.0,0.0,Simons,1629014.0
305,PT00M06.00S,2024-12-09T03:33:37.7Z,2,REGULAR,substitution,out,[],1626156,,,1610612757,59,45,2024-12-09T03:33:42Z,3040000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M06.00S,2024-12-09T03:33:37.7Z,2,REGULAR,substitution,in,[],1629629,,,1610612757,59,45,2024-12-09T03:33:42Z,3050000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M00.90S,2024-12-09T03:33:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,9.309296977660978,46.34650735294118,1610612757,59,45,2024-12-09T03:37:56Z,3060000,False,18.0,35.0,1,left,MISS A. Simons driving finger roll Layup,[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,,,,
308,PT00M00.90S,2024-12-09T03:33:57.0Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,59,45,2024-12-09T03:34:04Z,3070000,False,,,0,,A. Davis REBOUND (Off:2 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,307.0,8.0,6.0,2.0,,,,,,,,,,,,,,
309,PT00M00.00S,2024-12-09T03:34:00.6Z,2,REGULAR,period,end,[],0,,,1610612747,59,45,2024-12-09T03:34:00Z,3080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2024-12-09T03:48:39.3Z,3,REGULAR,substitution,out,['startperiod'],1629629,,,1610612747,59,45,2024-12-09T03:49:11Z,3090000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2024-12-09T03:48:39.3Z,3,REGULAR,substitution,in,['startperiod'],1642261,,,1610612747,59,45,2024-12-09T03:49:11Z,3100000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2024-12-09T03:49:14.5Z,3,REGULAR,period,start,[],0,,,1610612757,59,45,2024-12-09T03:49:14Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT11M40.00S,2024-12-09T03:49:34.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,85.06898817345598,56.86274509803921,1610612757,59,47,2024-12-09T03:49:42Z,3120000,False,34.0,88.0,1,right,D. Ayton 9' Hook (12 PTS) (A. Simons 3 AST),"[1629028, 1629014]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,9.44,Made,,,,,,,,,,12.0,,A. Simons,1629014.0,3.0,,,,
315,PT11M21.00S,2024-12-09T03:49:51.9Z,3,REGULAR,3pt,Jump Shot,[],1642261,7.145203679369246,96.07843137254902,1610612747,59,47,2024-12-09T03:49:57Z,3140000,False,-230.0,15.0,1,left,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
316,PT11M17.00S,2024-12-09T03:49:55.9Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,59,47,2024-12-09T03:49:57Z,3150000,False,,,0,,D. Ayton REBOUND (Off:4 Def:6),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,315.0,10.0,6.0,4.0,,,,,,,,,,,,,,
317,PT11M13.00S,2024-12-09T03:50:00.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,91.24507227332458,3.67647058823529,1610612757,59,50,2024-12-09T03:50:48Z,3160000,False,-232.0,30.0,1,right,T. Camara 3PT running (7 PTS) (J. Grant 1 AST),"[1641739, 203924]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.35,Made,,,,,,,,,,7.0,,J. Grant,203924.0,1.0,,,,
319,PT11M13.00S,2024-12-09T03:50:06.9Z,3,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612757,59,50,2024-12-09T03:50:11Z,3180000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Camara 1 FT),"[1629060, 1641739]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1662.0,,,,1.0,0.0,Camara,1641739.0
321,PT11M13.00S,2024-12-09T03:50:30.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1641739,,,1610612757,59,51,2024-12-09T03:50:30Z,3200000,False,,,0,,T. Camara Free Throw 1 of 1 (8 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
322,PT10M49.00S,2024-12-09T03:50:56.9Z,3,REGULAR,3pt,Jump Shot,[],1629216,31.980946123521676,26.225490196078425,1610612747,59,51,2024-12-09T03:51:02Z,3210000,False,119.0,248.0,1,left,MISS G. Vincent 27' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,27.51,Missed,,,,,,,,,,,,,,,,,,
323,PT10M47.00S,2024-12-09T03:50:58.9Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,59,51,2024-12-09T03:51:02Z,3220000,False,,,0,,D. Ayton REBOUND (Off:4 Def:7),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,322.0,11.0,7.0,4.0,,,,,,,,,,,,,,
324,PT10M38.00S,2024-12-09T03:51:08.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,93.74178712220763,44.607843137254896,1610612757,59,51,2024-12-09T03:51:25Z,3230000,False,-27.0,6.0,1,right,MISS J. Grant Layup,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
325,PT10M32.00S,2024-12-09T03:51:14.5Z,3,REGULAR,rebound,defensive,[],1642261,,,1610612747,59,51,2024-12-09T03:52:40Z,3240000,False,,,0,,D. Knecht REBOUND (Off:1 Def:5),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,324.0,6.0,5.0,1.0,,,,,,,,,,,,,,
326,PT10M24.00S,2024-12-09T03:51:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,10.561760840998687,49.26470588235294,1610612747,59,51,2024-12-09T03:51:29Z,3250000,False,4.0,47.0,1,left,MISS M. Christie driving Layup,[1631108],1610612747.0,LAL,driving,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
327,PT10M22.00S,2024-12-09T03:51:23.6Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,59,51,2024-12-09T03:51:23Z,3260000,False,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,326.0,2.0,2.0,0.0,,,,,,,,,,,,,,
328,PT10M19.00S,2024-12-09T03:51:30.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,92.42772667542707,50.98039215686275,1610612757,59,53,2024-12-09T03:54:56Z,3270000,False,5.0,19.0,1,right,A. Simons running Layup (9 PTS),[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,9.0,,,,,,,,
329,PT10M19.00S,2024-12-09T03:51:34.8Z,3,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612757,59,53,2024-12-09T03:51:39Z,3280000,False,,,0,,G. Vincent shooting personal FOUL (3 PF) (Simons 1 FT),"[1629216, 1629014]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,,,,3.0,0.0,Simons,1629014.0
331,PT10M19.00S,2024-12-09T03:51:55.7Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629014,,,1610612757,59,54,2024-12-09T03:51:55Z,3300000,False,,,0,,A. Simons Free Throw 1 of 1 (10 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
332,PT09M54.00S,2024-12-09T03:52:23.7Z,3,REGULAR,3pt,Jump Shot,[],1629060,29.878449408672807,19.85294117647058,1610612747,59,54,2024-12-09T03:52:28Z,3310000,False,151.0,228.0,1,left,MISS R. Hachimura 27' bank 3PT,[1629060],1610612747.0,LAL,bank,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
333,PT09M52.00S,2024-12-09T03:52:26.4Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,59,54,2024-12-09T03:52:26Z,3320000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:4),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,332.0,4.0,4.0,0.0,,,,,,,,,,,,,,
334,PT09M41.00S,2024-12-09T03:52:36.8Z,3,REGULAR,3pt,Jump Shot,[],1631101,66.01511169513799,33.82352941176471,1610612757,59,54,2024-12-09T03:55:51Z,3330000,False,-81.0,267.0,1,right,MISS S. Sharpe 27' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,27.9,Missed,,,,,,,,,,,,,,,,,,
