actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-05T03:40:54.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-05T03:40:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-05T03:40:56.8Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612747,0,0,2025-03-05T03:40:56Z,40000,False,,,0,,Jump Ball J. Hayes vs. Y. Missi: Tip to L. Dončić,"[1629029, 1629637, 1642274]",1610612747.0,LAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Hayes,1629637.0,Missi,1642274.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-03-05T03:41:07.9Z,1,REGULAR,turnover,bad pass,[],1629637,,,1610612747,0,0,2025-03-05T03:41:13Z,70000,False,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1629627]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Center,1.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2025-03-05T03:41:07.9Z,1,REGULAR,steal,,[],1629627,,,1610612740,0,0,2025-03-05T03:41:10Z,80000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2025-03-05T03:41:10.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629627,94.79303547963207,50.0,1610612740,0,2,2025-03-05T03:41:28Z,90000,False,0.0,-4.0,1,right,Z. Williamson running DUNK (2 PTS),[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,0.36,Made,2.0,,,,,,,,,,,,,,
10,PT11M36.00S,2025-03-05T03:41:16.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,8.984888304862025,48.774509803921575,1610612747,2,2,2025-03-05T03:41:20Z,100000,False,6.0,32.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (L. James 1 AST),"[1629637, 2544]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,3.26,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,
12,PT11M18.00S,2025-03-05T03:41:34.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,89.79960578186596,4.411764705882348,1610612740,2,2,2025-03-05T03:41:39Z,120000,False,-228.0,43.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,,23.2,Missed,,,,,,,,,,,,,,,
13,PT11M15.00S,2025-03-05T03:41:37.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612747,2,2,2025-03-05T03:41:39Z,130000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,
14,PT11M08.00S,2025-03-05T03:41:44.7Z,1,REGULAR,3pt,Jump Shot,[],1627827,31.586727989487514,30.637254901960787,1610612747,5,2,2025-03-05T03:41:49Z,140000,False,97.0,244.0,1,left,D. Finney-Smith 26' 3PT  (3 PTS) (L. Dončić 1 AST),"[1627827, 1629029]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,26.29,Made,3.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,
16,PT10M55.00S,2025-03-05T03:41:57.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,89.27398160315374,57.35294117647059,1610612740,5,2,2025-03-05T03:58:57Z,160000,False,37.0,48.0,1,right,MISS Y. Missi 6' driving bank Hook,[1642274],1610612740.0,NOP,driving bank,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Missed,,,,,,,,,,,,,,,
17,PT10M51.00S,2025-03-05T03:42:01.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,5,2,2025-03-05T03:42:03Z,170000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,
