actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M07.00S,2025-03-16T19:58:27.1Z,1,REGULAR,3pt,Jump Shot,[],201142,93.47897503285151,3.9215686274509807,1610612756,20,9,2025-03-16T19:58:38Z,880000,False,-230.0,9.0,1,right,MISS K. Durant 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2025-03-16T19:58:28.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,20,9,2025-03-16T19:58:38Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Left Corner 3,24+ Left,,,89.0,,,,,,,,,,,,,,,,,
91,PT05M06.00S,2025-03-16T19:58:34.0Z,1,REGULAR,foul,personal,[],1629637,,,1610612756,20,9,2025-03-16T19:58:44Z,900000,False,,,0,,J. Hayes loose ball personal FOUL (1 PF),"[1629637, 203486]",1610612747.0,LAL,loose ball,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,1.0,0.0,Plumlee,203486.0,,,,
93,PT05M06.00S,2025-03-16T19:58:41.3Z,1,REGULAR,substitution,out,[],1629637,,,1610612756,20,9,2025-03-16T19:58:50Z,920000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M06.00S,2025-03-16T19:58:41.3Z,1,REGULAR,substitution,out,[],203078,,,1610612756,20,9,2025-03-16T19:58:50Z,930000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M06.00S,2025-03-16T19:58:41.3Z,1,REGULAR,substitution,in,[],1631132,,,1610612756,20,9,2025-03-16T19:58:50Z,940000,False,,,0,,SUB in: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M06.00S,2025-03-16T19:58:41.3Z,1,REGULAR,substitution,in,[],1631221,,,1610612756,20,9,2025-03-16T19:58:50Z,950000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M59.00S,2025-03-16T19:59:05.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,75.08212877792378,83.08823529411765,1610612756,20,9,2025-03-16T19:59:12Z,960000,False,165.0,182.0,1,right,MISS R. O'Neale 24' step back 3PT,[1626220],1610612756.0,PHX,step back,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
98,PT04M54.00S,2025-03-16T19:59:10.3Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612747,20,9,2025-03-16T19:59:12Z,970000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT04M46.00S,2025-03-16T19:59:18.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,7.145203679369246,52.205882352941174,1610612747,20,9,2025-03-16T20:01:17Z,980000,False,-11.0,15.0,1,left,MISS C. Koloko alley-oop DUNK,[1631132],1610612747.0,LAL,alley-oop,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
100,PT04M42.00S,2025-03-16T19:59:22.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,20,9,2025-03-16T19:59:22Z,990000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT04M30.00S,2025-03-16T19:59:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.70367936925098,35.5392156862745,1610612756,20,11,2025-03-16T19:59:38Z,1000000,False,-72.0,110.0,1,right,D. Booker 13' step back Jump Shot (2 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,13.17,Made,,,,,2.0,,,,,,,,,,,,,
102,PT04M17.00S,2025-03-16T19:59:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,13.452693823915894,49.26470588235294,1610612747,20,11,2025-03-16T19:59:53Z,1010000,False,4.0,74.0,1,left,MISS A. Reaves 7' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
103,PT04M14.00S,2025-03-16T19:59:48.9Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,20,11,2025-03-16T19:59:53Z,1020000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,,,
104,PT04M01.00S,2025-03-16T20:00:02.4Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,20,11,2025-03-16T20:00:05Z,1030000,False,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 1629029]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,2.0,,,,,,,,Dončić,1629029.0,,
105,PT04M01.00S,2025-03-16T20:00:02.4Z,1,REGULAR,steal,,[],1629029,,,1610612747,20,11,2025-03-16T20:00:04Z,1040000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
106,PT03M50.00S,2025-03-16T20:00:14.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612747,20,11,2025-03-16T20:00:37Z,1050000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Dončić 2 FT),"[1626220, 1629029]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202007.0,,,,,1.0,0.0,Dončić,1629029.0,,,,
108,PT03M50.00S,2025-03-16T20:00:47.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612747,21,11,2025-03-16T20:00:47Z,1070000,False,,,0,,L. Dončić Free Throw 1 of 2 (6 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
109,PT03M50.00S,2025-03-16T20:00:48.3Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,21,11,2025-03-16T20:01:04Z,1080000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M50.00S,2025-03-16T20:00:48.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612747,21,11,2025-03-16T20:01:04Z,1090000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M50.00S,2025-03-16T20:00:48.3Z,1,REGULAR,substitution,out,[],1626164,,,1610612747,21,11,2025-03-16T20:01:04Z,1100000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M50.00S,2025-03-16T20:00:48.3Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,21,11,2025-03-16T20:01:04Z,1110000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2025-03-16T20:00:48.3Z,1,REGULAR,substitution,in,[],1642261,,,1610612747,21,11,2025-03-16T20:01:04Z,1120000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2025-03-16T20:00:48.3Z,1,REGULAR,substitution,in,[],1626145,,,1610612747,21,11,2025-03-16T20:01:04Z,1130000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M50.00S,2025-03-16T20:01:17.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612747,22,11,2025-03-16T20:01:17Z,1140000,False,,,0,,L. Dončić Free Throw 2 of 2 (7 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
116,PT03M27.00S,2025-03-16T20:01:45.7Z,1,REGULAR,3pt,Jump Shot,[],1631221,73.37385019710908,80.14705882352942,1610612756,22,11,2025-03-16T20:01:50Z,1150000,False,151.0,198.0,1,right,MISS C. Gillespie 24' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
117,PT03M24.00S,2025-03-16T20:01:48.7Z,1,REGULAR,rebound,defensive,[],1642261,,,1610612747,22,11,2025-03-16T20:01:50Z,1160000,False,,,0,,D. Knecht REBOUND (Off:0 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT03M09.00S,2025-03-16T20:02:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,7.539421813403408,45.58823529411765,1610612747,22,11,2025-03-16T20:02:09Z,1170000,False,22.0,18.0,1,left,MISS L. Dončić driving Layup,[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
119,PT03M04.00S,2025-03-16T20:02:09.6Z,1,REGULAR,rebound,offensive,[],1629216,,,1610612747,22,11,2025-03-16T20:02:09Z,1180000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,118.0,1.0,0.0,1.0,,,,,,,,,,,,,,
120,PT03M02.00S,2025-03-16T20:02:18.4Z,1,REGULAR,turnover,offensive goaltending,[],1631132,,,1610612747,22,11,2025-03-16T20:02:24Z,1190000,False,,,0,,C. Koloko offensive goaltending TURNOVER (1 TO),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,1.0,,,,,,,,,,,
121,PT02M46.00S,2025-03-16T20:02:45.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,86.33377135348226,60.40517769607843,1610612756,22,11,2025-03-16T20:03:25Z,1200000,False,52.0,76.0,1,right,MISS K. Durant 9' driving floating Shot,[201142],1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,9.21,Missed,,,,,,,,,,,,,,,,,,
122,PT02M42.00S,2025-03-16T20:02:49.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,22,11,2025-03-16T20:02:52Z,1210000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Right,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT02M35.00S,2025-03-16T20:02:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,26.461892247043366,86.02941176470588,1610612747,25,11,2025-03-16T20:03:04Z,1220000,False,-180.0,196.0,1,left,L. Dončić 26' 3PT  (10 PTS) (G. Vincent 1 AST),"[1629029, 1629216]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,26.63,Made,,,,,10.0,,,G. Vincent,1629216.0,1.0,,,,,,,,
125,PT02M33.00S,2025-03-16T20:03:02.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,25,11,2025-03-16T20:03:02Z,1240000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M08.00S,2025-03-16T20:06:45.7Z,1,REGULAR,2pt,Jump Shot,[],1626220,78.36727989487517,58.088235294117645,1610612756,25,11,2025-03-16T20:06:50Z,1250000,False,40.0,151.0,1,right,MISS R. O'Neale 15' driving floating Shot,[1626220],1610612756.0,PHX,driving floating,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Center,15.61,Missed,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2025-03-16T20:06:48.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,25,11,2025-03-16T20:06:48Z,1260000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Center,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT01M59.00S,2025-03-16T20:06:54.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,27.77595269382391,84.80392156862746,1610612747,28,11,2025-03-16T20:07:00Z,1270000,False,-174.0,209.0,1,left,L. Dončić 27' 3PT pullup (13 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,27.16,Made,,,,,13.0,,,,,,,,,,,,,
129,PT01M40.00S,2025-03-16T20:07:13.3Z,1,REGULAR,3pt,Jump Shot,[],201142,78.89290407358739,10.294117647058826,1610612756,28,11,2025-03-16T20:07:18Z,1280000,False,-199.0,146.0,1,right,MISS K. Durant 24' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,24.64,Missed,,,,,,,,,,,,,,,,,,
130,PT01M37.00S,2025-03-16T20:07:17.0Z,1,REGULAR,rebound,offensive,[],203486,,,1610612756,28,11,2025-03-16T20:07:17Z,1290000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,129.0,3.0,2.0,1.0,,,,,,,,,,,,,,
131,PT01M35.00S,2025-03-16T20:07:18.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,69.4316688567674,71.32352941176471,1610612756,28,11,2025-03-16T20:07:23Z,1300000,False,107.0,235.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
132,PT01M32.00S,2025-03-16T20:07:21.2Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612747,28,11,2025-03-16T20:07:23Z,1310000,False,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,
133,PT01M21.00S,2025-03-16T20:07:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629216,28.695795006570307,23.529411764705884,1610612747,31,11,2025-03-16T20:07:37Z,1320000,False,132.0,217.0,1,left,G. Vincent 25' 3PT  (3 PTS) (L. Dončić 3 AST),"[1629216, 1629029]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,25.44,Made,,,,,3.0,,,L. Dončić,1629029.0,3.0,,,,,,,,
135,PT01M11.00S,2025-03-16T20:07:46.8Z,1,REGULAR,foul,personal,[],1629020,,,1610612756,31,11,2025-03-16T20:07:55Z,1340000,False,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 201142]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Center,,,,,,,,1627961.0,,,,,1.0,0.0,Durant,201142.0,,,,
137,PT01M11.00S,2025-03-16T20:07:54.7Z,1,REGULAR,substitution,out,[],203486,,,1610612756,31,11,2025-03-16T20:08:00Z,1360000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M11.00S,2025-03-16T20:07:54.7Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,31,11,2025-03-16T20:08:00Z,1370000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M00.00S,2025-03-16T20:08:24.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642345,94.00459921156373,44.607843137254896,1610612756,31,13,2025-03-16T20:08:32Z,1380000,False,-27.0,4.0,1,right,O. Ighodaro driving bank Hook (2 PTS) (T. Jones 1 AST),"[1642345, 1626145]",1610612756.0,PHX,driving bank,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,2.0,,,T. Jones,1626145.0,1.0,,,,,,,,
141,PT00M38.40S,2025-03-16T20:08:47.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,16.737844940867276,95.09803921568627,1610612747,31,13,2025-03-16T20:09:20Z,1400000,False,-225.0,105.0,1,left,MISS L. Dončić 24' fadeaway 3PT,[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
142,PT00M36.20S,2025-03-16T20:08:49.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,31,13,2025-03-16T20:08:59Z,1410000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,141.0,3.0,3.0,0.0,,,,,,,,,,,,,,
143,PT00M36.20S,2025-03-16T20:08:58.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642261,,,1610612756,31,13,2025-03-16T20:09:16Z,1420000,False,,,0,,D. Knecht personal FOUL (1 PF) (Durant 2 FT),"[1642261, 201142]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202007.0,,,,,1.0,0.0,Durant,201142.0,,,,
145,PT00M36.20S,2025-03-16T20:09:27.1Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,31,14,2025-03-16T20:09:27Z,1440000,False,,,0,,K. Durant Free Throw 1 of 2 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
146,PT00M36.20S,2025-03-16T20:09:45.2Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,31,15,2025-03-16T20:09:45Z,1450000,False,,,0,,K. Durant Free Throw 2 of 2 (4 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
147,PT00M25.30S,2025-03-16T20:09:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,6.356767411300922,45.833333333333336,1610612747,31,15,2025-03-16T20:10:04Z,1460000,False,21.0,7.0,1,left,MISS C. Koloko reverse Layup,[1631132],1610612747.0,LAL,reverse,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
148,PT00M21.70S,2025-03-16T20:10:01.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,31,15,2025-03-16T20:10:01Z,1470000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,147.0,4.0,4.0,0.0,,,,,,,,,,,,,,
149,PT00M08.50S,2025-03-16T20:10:14.3Z,1,REGULAR,3pt,Jump Shot,[],201142,68.24901445466492,59.068627450980394,1610612756,31,15,2025-03-16T20:10:53Z,1480000,False,45.0,246.0,1,right,MISS K. Durant 25' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
150,PT00M04.70S,2025-03-16T20:10:18.2Z,1,REGULAR,rebound,defensive,[],1642261,,,1610612747,31,15,2025-03-16T20:10:18Z,1490000,False,,,0,,D. Knecht REBOUND (Off:0 Def:2),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
151,PT00M01.10S,2025-03-16T20:10:22.6Z,1,REGULAR,3pt,Jump Shot,[],1642261,32.37516425755584,27.696078431372555,1610612747,31,15,2025-03-16T20:10:49Z,1500000,False,112.0,252.0,1,left,MISS D. Knecht 27' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,27.54,Missed,,,,,,,,,,,,,,,,,,
152,PT00M01.10S,2025-03-16T20:10:22.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,31,15,2025-03-16T20:10:49Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,151.0,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2025-03-16T20:10:27.9Z,1,REGULAR,period,end,[],0,,,1610612747,31,15,2025-03-16T20:10:27Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,out,['startperiod'],1629216,,,1610612747,31,15,2025-03-16T20:14:02Z,1530000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612747,31,15,2025-03-16T20:14:02Z,1540000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,out,['startperiod'],1631221,,,1610612747,31,15,2025-03-16T20:14:02Z,1550000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612747,31,15,2025-03-16T20:14:02Z,1560000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,31,15,2025-03-16T20:14:02Z,1570000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,in,['startperiod'],1630692,,,1610612747,31,15,2025-03-16T20:14:02Z,1580000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612747,31,15,2025-03-16T20:14:02Z,1590000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-03-16T20:13:34.9Z,2,REGULAR,substitution,in,['startperiod'],203078,,,1610612747,31,15,2025-03-16T20:14:02Z,1600000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-03-16T20:14:03.6Z,2,REGULAR,period,start,[],0,,,1610612756,31,15,2025-03-16T20:14:03Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M38.00S,2025-03-16T20:14:25.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,90.98226018396846,42.15686274509803,1610612756,31,17,2025-03-16T20:14:31Z,1620000,False,-39.0,32.0,1,right,R. O'Neale bank Jump Shot (2 PTS) (T. Jones 2 AST),"[1626220, 1626145]",1610612756.0,PHX,bank,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,2.0,,,T. Jones,1626145.0,2.0,,,,,,,,
165,PT11M21.00S,2025-03-16T20:14:45.1Z,2,REGULAR,foul,personal,[],1642345,,,1610612747,31,17,2025-03-16T20:14:57Z,1640000,False,,,0,,O. Ighodaro loose ball personal FOUL (1 PF),"[1642345, 1631132]",1610612756.0,PHX,loose ball,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,1.0,0.0,Koloko,1631132.0,,,,
167,PT11M07.00S,2025-03-16T20:15:12.7Z,2,REGULAR,2pt,Jump Shot,[],1642261,25.279237844940866,49.50980392156863,1610612747,31,17,2025-03-16T20:15:17Z,1660000,False,2.0,185.0,1,left,MISS D. Knecht 18' pullup Shot,[1642261],1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Center,18.51,Missed,,,,,,,,,,,,,,,,,,
168,PT11M03.00S,2025-03-16T20:15:16.7Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,31,17,2025-03-16T20:15:17Z,1670000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Center,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
169,PT10M44.00S,2025-03-16T20:15:36.0Z,2,REGULAR,3pt,Jump Shot,[],203078,76.13337713534823,85.29411764705883,1610612756,31,17,2025-03-16T20:15:41Z,1680000,False,176.0,172.0,1,right,MISS B. Beal 24' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,24.63,Missed,,,,,,,,,,,,,,,,,,
