actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-11T02:42:05.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-11T02:42:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PT12M00.00S,2024-11-11T02:42:22.6Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2024-11-11T02:43:03Z,35000,False,,,0,,Jump Ball A. Davis vs. J. Pöltl: Tip to L. James,"[2544, 203076, 1627751]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Pöltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
4,PT11M39.00S,2024-11-11T02:42:39.6Z,1,REGULAR,foul,personal,[],1630534,,,1610612747,0,0,2024-11-11T02:43:11Z,40000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 203076]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1146.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
10,PT11M30.00S,2024-11-11T02:43:09.2Z,1,REGULAR,3pt,Jump Shot,[],1629060,26.72470433639947,14.705882352941174,1610612747,0,0,2024-11-11T02:43:14Z,60000,False,176.0,199.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,26.58,Missed,,,,,,,,,,,,,
11,PT11M26.00S,2024-11-11T02:43:13.2Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,0,0,2024-11-11T02:43:14Z,70000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,
12,PT11M22.00S,2024-11-11T02:43:16.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,90.98226018396846,5.14705882352942,1610612761,0,0,2024-11-11T02:44:43Z,80000,False,-224.0,32.0,1,right,MISS R. Barrett running 3PT,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,22.66,Missed,,,,,,,,,,,,,
13,PT11M21.00S,2024-11-11T02:43:23.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,0,0,2024-11-11T02:43:23Z,90000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,12.0,,,,,,,,,,,,
15,PT11M18.00S,2024-11-11T02:43:37.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641711,88.96189224704337,33.80055147058823,1610612761,0,2,2024-11-11T02:43:46Z,110000,False,-81.0,51.0,1,right,G. Dick 9' driving floating bank Jump Shot (2 PTS) (I. Quickley 1 AST),"[1641711, 1630193]",1610612761.0,TOR,driving floating bank,,,Dick,G. Dick,,,,,Mid-Range,8-16 Left,,,,,,9.59,Made,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,
17,PT10M54.00S,2024-11-11T02:44:00.5Z,1,REGULAR,3pt,Jump Shot,[],203076,27.513140604467807,80.3921568627451,1610612747,3,2,2024-11-11T02:44:05Z,130000,False,-152.0,206.0,1,left,A. Davis 25' 3PT  (3 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,25.61,Made,,,,,3.0,L. James,2544.0,1.0,,,,,
19,PT10M27.00S,2024-11-11T02:44:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630534,69.77455650459922,72.28094362745098,1610612761,3,5,2024-11-11T02:44:32Z,150000,False,111.0,232.0,1,right,O. Agbaji 25' 3PT  (3 PTS) (I. Quickley 2 AST),"[1630534, 1630193]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,25.7,Made,,,,,3.0,I. Quickley,1630193.0,2.0,,,,,
21,PT10M08.00S,2024-11-11T02:44:45.8Z,1,REGULAR,3pt,Jump Shot,[],2544,7.276609724047319,97.30392156862744,1610612747,3,5,2024-11-11T02:44:51Z,170000,False,-237.0,16.0,1,left,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,23.7,Missed,,,,,,,,,,,,,
22,PT10M05.00S,2024-11-11T02:44:48.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,3,5,2024-11-11T02:44:51Z,180000,False,,,0,,J. Pöltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,Left Corner 3,24+ Left,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,
23,PT10M00.00S,2024-11-11T02:44:55.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641711,92.42772667542707,52.205882352941174,1610612761,3,5,2024-11-11T02:45:01Z,190000,False,11.0,19.0,1,right,MISS G. Dick driving DUNK,[1641711],1610612761.0,TOR,driving,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,2.17,Missed,,,,,,,,,,,,,
24,PT09M57.00S,2024-11-11T02:44:58.1Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612747,3,5,2024-11-11T02:45:01Z,200000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT09M46.00S,2024-11-11T02:45:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,7.408015768725363,52.450980392156865,1610612747,5,5,2024-11-11T02:46:31Z,210000,False,-12.0,17.0,1,left,R. Hachimura driving Layup (2 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,2.11,Made,,,,,2.0,A. Reaves,1630559.0,1.0,,,,,
27,PT09M40.00S,2024-11-11T02:45:18.2Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612761,5,5,2024-11-11T02:45:25Z,230000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Agbaji 2 FT),"[1630559, 1630534]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1628951.0,1.0,0.0,Agbaji,1630534.0,,,,,,,,,,,,,,,
29,PT09M40.00S,2024-11-11T02:45:44.8Z,1,REGULAR,freethrow,1 of 2,[],1630534,,,1610612761,5,6,2024-11-11T02:45:44Z,250000,False,,,0,,O. Agbaji Free Throw 1 of 2 (4 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
30,PT09M40.00S,2024-11-11T02:46:02.3Z,1,REGULAR,freethrow,2 of 2,[],1630534,,,1610612761,5,7,2024-11-11T02:46:02Z,260000,False,,,0,,O. Agbaji Free Throw 2 of 2 (5 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
31,PT09M22.00S,2024-11-11T02:46:22.3Z,1,REGULAR,2pt,Jump Shot,[],203076,16.557161629434958,71.84819240196079,1610612747,5,7,2024-11-11T02:46:27Z,270000,False,-109.0,103.0,1,left,MISS A. Davis 15' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,15.02,Missed,,,,,,,,,,,,,
32,PT09M20.00S,2024-11-11T02:46:24.3Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,5,7,2024-11-11T02:46:27Z,280000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,
33,PT09M17.00S,2024-11-11T02:46:27.5Z,1,REGULAR,turnover,bad pass,[],1630193,,,1610612761,5,7,2024-11-11T02:46:31Z,290000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1629060]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Hachimura,1629060.0,,
34,PT09M17.00S,2024-11-11T02:46:27.5Z,1,REGULAR,steal,,[],1629060,,,1610612747,5,7,2024-11-11T02:46:29Z,300000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
35,PT09M14.00S,2024-11-11T02:46:31.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629629,32.11235216819975,71.32352941176471,1610612747,5,7,2024-11-11T02:46:37Z,310000,False,-107.0,249.0,1,left,MISS C. Reddish 27' 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,,,,,,27.12,Missed,,,,,,,,,,,,,
36,PT09M10.00S,2024-11-11T02:46:34.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,5,7,2024-11-11T02:46:34Z,320000,False,,,0,,J. Pöltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,
37,PT09M07.00S,2024-11-11T02:46:37.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,71.13994743758212,23.529411764705884,1610612761,5,10,2024-11-11T02:46:46Z,330000,False,-132.0,219.0,1,right,R. Barrett 25' 3PT running (3 PTS) (I. Quickley 3 AST),"[1629628, 1630193]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,25.57,Made,,,,,3.0,I. Quickley,1630193.0,3.0,,,,,
