actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-10-27T02:40:35.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-27T02:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-10-27T02:40:39.2Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612747,0,0,2024-10-27T02:40:39Z,40000,False,,,0,,Jump Ball A. Davis vs. D. Sabonis: Tip to D. Russell,"[1626156, 203076, 1627734]",1610612747.0,LAL,startperiod,D. Russell,1626156.0,Russell,D. Russell,Davis,203076.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-10-27T02:40:55.0Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,0,0,2024-10-27T02:40:59Z,70000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628368]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,1.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-10-27T02:40:55.0Z,1,REGULAR,steal,,[],1628368,,,1610612758,0,0,2024-10-27T02:40:57Z,80000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M24.00S,2024-10-27T02:41:11.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201942,17.394875164257556,96.07843137254902,1610612758,0,0,2024-10-27T02:41:15Z,90000,False,-230.0,111.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,25.57,Missed,,,,,,,,,,,,,,,
10,PT11M21.00S,2024-10-27T02:41:14.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,0,2024-10-27T02:41:15Z,100000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M08.00S,2024-10-27T02:41:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,84.4119579500657,49.01960784313726,1610612747,0,0,2024-10-27T02:41:42Z,120000,False,-5.0,94.0,1,right,MISS A. Reaves 9' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,9.41,Missed,,,,,,,,,,,,,,,
13,PT11M05.00S,2024-10-27T02:41:41.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2024-10-27T02:41:42Z,130000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT11M01.00S,2024-10-27T02:41:45.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627734,7.276609724047319,49.50980392156863,1610612758,0,2,2024-10-27T02:42:46Z,140000,False,2.0,16.0,1,left,D. Sabonis running DUNK (2 PTS) (D. Fox 1 AST),"[1627734, 1628368]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.61,Made,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,
16,PT10M38.00S,2024-10-27T02:42:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,91.37647831800263,50.245098039215684,1610612747,2,2,2024-10-27T02:42:19Z,160000,False,1.0,29.0,1,right,A. Davis driving bank Jump Shot (2 PTS),[203076],1610612747.0,LAL,driving bank,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,2.86,Made,,,,,2.0,,,,,,,,,,
