actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
346,PT00M32.70S,2025-01-04T04:37:03.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,65,57,2025-01-04T04:37:03Z,3360000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,345.0,3.0,3.0,0.0,,,,,,,,,,,,
347,PT00M27.40S,2025-01-04T04:37:08.2Z,2,REGULAR,2pt,Jump Shot,[],1629027,8.590670170827863,33.33333333333334,1610612737,65,57,2025-01-04T04:37:17Z,3370000,False,83.0,28.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,8.8,Missed,,,,,,,,,,,,,,,,
348,PT00M23.80S,2025-01-04T04:37:11.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,65,57,2025-01-04T04:37:17Z,3380000,False,,,0,,A. Davis REBOUND (Off:3 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,347.0,11.0,8.0,3.0,,,,,,,,,,,,
349,PT00M04.20S,2025-01-04T04:37:34.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,88.61695137976346,54.16666666666667,1610612747,65,57,2025-01-04T04:39:38Z,3390000,False,21.0,55.0,1,right,MISS A. Reaves driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,5.83,Missed,,,,,,,,,,,,,,,,
350,PT00M03.10S,2025-01-04T04:37:35.3Z,2,REGULAR,rebound,offensive,[],1630559,,,1610612747,65,57,2025-01-04T04:39:38Z,3400000,False,,,0,,A. Reaves REBOUND (Off:2 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,349.0,2.0,0.0,2.0,,,,,,,,,,,,
351,PT00M03.10S,2025-01-04T04:37:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630559,94.40999984741211,50.0,1610612747,65,57,2025-01-04T04:39:56Z,3402500,False,0.0,0.0,1,right,MISS A. Reaves tip Layup,[1630559],1610612747.0,LAL,tip,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
352,PT00M01.70S,2025-01-04T04:37:39.6Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,65,57,2025-01-04T04:39:56Z,3403750,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,351.0,2.0,2.0,0.0,,,,,,,,,,,,
355,PT00M00.50S,2025-01-04T04:37:38.9Z,2,REGULAR,3pt,Jump Shot,[],1630700,85.28252299605782,61.220894607843135,1610612737,65,57,2025-01-04T04:40:11Z,3405000,False,-56.0,749.0,1,left,MISS D. Daniels 75' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,75.13,Missed,,,,,,,,,,,,,,,,
356,PT00M00.10S,2025-01-04T04:37:39.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,65,57,2025-01-04T04:40:11Z,3407500,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,355.0,,,,,,,,,,,,,,,
353,PT00M00.00S,2025-01-04T04:37:39.7Z,2,REGULAR,period,end,[],0,,,1610612737,65,57,2025-01-04T04:37:39Z,3430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-01-04T04:52:43.2Z,3,REGULAR,substitution,out,['startperiod'],1627827,,,1610612737,65,57,2025-01-04T04:53:00Z,3440000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-01-04T04:52:43.2Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,65,57,2025-01-04T04:53:00Z,3450000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-01-04T04:52:43.2Z,3,REGULAR,substitution,in,['startperiod'],1629060,,,1610612737,65,57,2025-01-04T04:53:00Z,3460000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-01-04T04:52:43.2Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,65,57,2025-01-04T04:53:00Z,3470000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-01-04T04:53:05.3Z,3,REGULAR,period,start,[],0,,,1610612737,65,57,2025-01-04T04:53:05Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M42.00S,2025-01-04T04:53:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629027,73.11103810775296,89.70588235294117,1610612737,65,57,2025-01-04T04:53:36Z,3490000,False,199.0,200.0,1,right,MISS T. Young 28' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,28.2,Missed,,,,,,,,,,,,,,,,
363,PT11M42.00S,2025-01-04T04:53:22.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,65,57,2025-01-04T04:53:36Z,3500000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,362.0,,,,,,,,,,,,,,,
365,PT11M25.00S,2025-01-04T04:53:48.5Z,3,REGULAR,3pt,Jump Shot,[],1630559,28.95860709592641,83.82352941176471,1610612747,68,57,2025-01-04T04:53:54Z,3520000,False,-169.0,220.0,1,left,A. Reaves 27' 3PT  (7 PTS) (L. James 6 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,27.72,Made,,,,,7.0,,,L. James,2544.0,6.0,,,,,,
367,PT11M15.00S,2025-01-04T04:53:58.1Z,3,REGULAR,3pt,Jump Shot,[],1630552,67.9862023653088,36.51960784313726,1610612737,68,57,2025-01-04T04:54:04Z,3540000,False,-67.0,248.0,1,right,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,25.74,Missed,,,,,,,,,,,,,,,,
368,PT11M12.00S,2025-01-04T04:54:01.1Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,68,57,2025-01-04T04:54:04Z,3550000,False,,,0,,A. Reaves REBOUND (Off:2 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,367.0,3.0,1.0,2.0,,,,,,,,,,,,
369,PT11M10.00S,2025-01-04T04:54:07.6Z,3,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612747,68,57,2025-01-04T04:54:14Z,3560000,False,,,0,,Z. Risacher shooting personal FOUL (2 PF) (Reaves 2 FT),"[1642258, 1630559]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,202027.0,,,,,,,,,,,,,,2.0,0.0,Reaves,1630559.0,,
371,PT11M10.00S,2025-01-04T04:54:32.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630559,,,1610612747,69,57,2025-01-04T04:54:32Z,3580000,False,,,0,,A. Reaves Free Throw 1 of 2 (8 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
372,PT11M10.00S,2025-01-04T04:54:45.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630559,,,1610612747,70,57,2025-01-04T04:54:45Z,3590000,False,,,0,,A. Reaves Free Throw 2 of 2 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
373,PT10M57.00S,2025-01-04T04:55:00.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.95335085413929,53.92156862745098,1610612737,70,59,2025-01-04T04:55:03Z,3600000,False,20.0,14.0,1,right,T. Young driving Layup (11 PTS) (D. Daniels 3 AST),"[1629027, 1630700]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,2.39,Made,,,,,11.0,,,D. Daniels,1630700.0,3.0,,,,,,
375,PT10M44.00S,2025-01-04T04:55:13.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,10.82457293035479,51.22549019607843,1610612747,72,59,2025-01-04T04:55:17Z,3620000,False,-6.0,49.0,1,left,R. Hachimura cutting DUNK (8 PTS) (L. James 7 AST),"[1629060, 2544]",1610612747.0,LAL,cutting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,4.97,Made,,,,,8.0,,,L. James,2544.0,7.0,,,,,,
377,PT10M24.00S,2025-01-04T04:55:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,89.93101182654402,52.69607843137255,1610612737,72,61,2025-01-04T04:55:38Z,3640000,False,13.0,42.0,1,right,D. Daniels driving floating Jump Shot (11 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,4.42,Made,,,,,11.0,,,,,,,,,,,
378,PT10M15.00S,2025-01-04T04:55:46.3Z,3,REGULAR,foul,offensive,[],2544,,,1610612747,72,61,2025-01-04T04:56:00Z,3650000,False,,,0,,L. James offensive FOUL (2 PF),"[2544, 1630700]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,2530.0,,,,,,,,,,,,,,2.0,0.0,Daniels,1630700.0,,
380,PT10M15.00S,2025-01-04T04:55:46.3Z,3,REGULAR,turnover,offensive foul,[],2544,,,1610612747,72,61,2025-01-04T04:55:46Z,3670000,False,,,0,,L. James offensive foul TURNOVER (2 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,2530.0,2.0,,,,,,,,,,,,,,,,,,
381,PT10M01.00S,2025-01-04T04:56:17.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,90.8508541392904,46.07843137254902,1610612737,72,63,2025-01-04T04:56:21Z,3680000,False,-20.0,34.0,1,right,T. Young driving Layup (13 PTS) (C. Capela 2 AST),"[1629027, 203991]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,3.88,Made,,,,,13.0,,,C. Capela,203991.0,2.0,,,,,,
383,PT10M01.00S,2025-01-04T04:56:23.2Z,3,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612737,72,63,2025-01-04T04:56:31Z,3700000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Young 1 FT),"[1629060, 1629027]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0,,
385,PT10M01.00S,2025-01-04T04:56:48.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629027,,,1610612737,72,64,2025-01-04T04:56:48Z,3720000,False,,,0,,T. Young Free Throw 1 of 1 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
387,PT09M37.00S,2025-01-04T04:57:27.9Z,3,REGULAR,turnover,lost ball,[],1631108,,,1610612747,72,64,2025-01-04T04:57:31Z,3740000,False,,,0,,M. Christie lost ball TURNOVER (1 TO),"[1631108, 1629027]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,Young,1629027.0,,,,,,,,,
388,PT09M37.00S,2025-01-04T04:57:27.9Z,3,REGULAR,steal,,[],1629027,,,1610612737,72,64,2025-01-04T04:57:29Z,3750000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
389,PT09M32.00S,2025-01-04T04:57:35.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,87.9599211563732,52.205882352941174,1610612737,72,64,2025-01-04T04:59:20Z,3760000,False,11.0,61.0,1,right,MISS J. Johnson 6' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,6.17,Missed,,,,,,,,,,,,,,,,
391,PT09M31.00S,2025-01-04T04:57:36.3Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,72,64,2025-01-04T04:59:20Z,3780000,False,,,0,,A. Davis REBOUND (Off:3 Def:9),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,389.0,12.0,9.0,3.0,,,,,,,,,,,,
392,PT09M30.00S,2025-01-04T04:57:39.9Z,3,REGULAR,turnover,bad pass,[],203076,,,1610612747,72,64,2025-01-04T04:59:25Z,3790000,False,,,0,,A. Davis bad pass TURNOVER (3 TO),"[203076, 1630700]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,3.0,,,,,,,,Daniels,1630700.0,,,,,,,,,
393,PT09M30.00S,2025-01-04T04:57:39.9Z,3,REGULAR,steal,,[],1630700,,,1610612737,72,64,2025-01-04T04:57:41Z,3800000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
394,PT09M27.00S,2025-01-04T04:57:42.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,87.56570302233902,48.0392156862745,1610612737,72,64,2025-01-04T04:59:40Z,3810000,False,-10.0,64.0,1,right,MISS J. Johnson 6' cutting Layup - blocked,"[1630552, 203076]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,6.51,Missed,,,,,,,,,,,,,,,Davis,203076.0
395,PT09M27.00S,2025-01-04T04:57:42.6Z,3,REGULAR,block,,[],203076,,,1610612737,72,64,2025-01-04T04:57:45Z,3820000,False,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT09M26.00S,2025-01-04T04:57:43.6Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,72,64,2025-01-04T04:59:40Z,3830000,False,,,0,,A. Davis REBOUND (Off:3 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,394.0,13.0,10.0,3.0,,,,,,,,,,,,
397,PT09M17.00S,2025-01-04T04:57:49.0Z,3,REGULAR,3pt,Jump Shot,[],1629060,27.90735873850197,78.43137254901961,1610612747,72,64,2025-01-04T04:59:59Z,3840000,False,-142.0,210.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,25.34,Missed,,,,,,,,,,,,,,,,
398,PT09M17.00S,2025-01-04T04:57:49.0Z,3,REGULAR,rebound,offensive,[],1631108,,,1610612747,72,64,2025-01-04T05:00:24Z,3850000,False,,,0,,M. Christie REBOUND (Off:1 Def:3),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,397.0,4.0,3.0,1.0,,,,,,,,,,,,
399,PT09M14.00S,2025-01-04T04:57:52.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],2544,35.66031537450722,57.35294117647059,1610612747,75,64,2025-01-04T05:00:11Z,3860000,False,-37.0,283.0,1,left,L. James 28' 3PT  (17 PTS) (R. Hachimura 1 AST),"[2544, 1629060]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,28.51,Made,,,,,17.0,,,R. Hachimura,1629060.0,1.0,,,,,,
401,PT09M01.00S,2025-01-04T04:58:05.1Z,3,REGULAR,3pt,Jump Shot,[],1629027,67.46057818659658,48.28431372549019,1610612737,75,67,2025-01-04T05:00:52Z,3880000,False,-9.0,253.0,1,right,T. Young 25' 3PT step back (17 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,25.35,Made,,,,,17.0,,,,,,,,,,,
402,PT08M42.00S,2025-01-04T04:58:22.0Z,3,REGULAR,2pt,Jump Shot,[],2544,29.82917214191852,52.38204656862745,1610612747,77,67,2025-01-04T05:01:41Z,3890000,False,-12.0,228.0,1,left,L. James 22' Jump Shot (19 PTS) (A. Reaves 5 AST),"[2544, 1630559]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,,,22.82,Made,,,,,19.0,,,A. Reaves,1630559.0,5.0,,,,,,
404,PT08M30.00S,2025-01-04T04:58:38.9Z,3,REGULAR,foul,personal,['3freethrow'],1631108,,,1610612737,77,67,2025-01-04T04:59:03Z,3910000,False,,,0,,M. Christie shooting personal FOUL (2 PF) (Young 3 FT),"[1631108, 1629027]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,202027.0,,,,,,,,,,,,,,2.0,0.0,Young,1629027.0,,
406,PT08M30.00S,2025-01-04T04:59:14.0Z,3,REGULAR,freethrow,1 of 3,[],1629027,,,1610612737,77,68,2025-01-04T04:59:14Z,3930000,False,,,0,,T. Young Free Throw 1 of 3 (18 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,
407,PT08M30.00S,2025-01-04T04:59:28.5Z,3,REGULAR,freethrow,2 of 3,[],1629027,,,1610612737,77,69,2025-01-04T04:59:28Z,3940000,False,,,0,,T. Young Free Throw 2 of 3 (19 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,
408,PT08M30.00S,2025-01-04T04:59:45.1Z,3,REGULAR,freethrow,3 of 3,[],1629027,,,1610612737,77,70,2025-01-04T04:59:45Z,3950000,False,,,0,,T. Young Free Throw 3 of 3 (20 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,
409,PT08M12.00S,2025-01-04T05:00:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,7.539421813403408,47.79411764705882,1610612747,79,70,2025-01-04T05:03:48Z,3960000,False,11.0,18.0,1,left,R. Hachimura cutting Layup (10 PTS) (A. Reaves 6 AST),"[1629060, 1630559]",1610612747.0,LAL,cutting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,2.14,Made,,,,,10.0,,,A. Reaves,1630559.0,6.0,,,,,,
411,PT07M59.00S,2025-01-04T05:00:19.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.16491458607096,50.0,1610612737,79,72,2025-01-04T05:04:31Z,3980000,False,0.0,21.0,1,right,J. Johnson cutting Layup (16 PTS) (T. Young 7 AST),"[1630552, 1629027]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,2.11,Made,,,,,16.0,,,T. Young,1629027.0,7.0,,,,,,
413,PT07M59.00S,2025-01-04T05:00:24.9Z,3,REGULAR,foul,personal,['1freethrow'],2544,,,1610612737,79,72,2025-01-04T05:01:02Z,4000000,False,,,0,,L. James shooting personal FOUL (3 PF) (Johnson 1 FT),"[2544, 1630552]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Restricted Area,0-8 Center,2530.0,,,,,,,,,,,,,,3.0,0.0,Johnson,1630552.0,,
415,PT07M59.00S,2025-01-04T05:01:17.0Z,3,REGULAR,freethrow,1 of 1,[],1630552,,,1610612737,79,73,2025-01-04T05:01:17Z,4020000,False,,,0,,J. Johnson Free Throw 1 of 1 (17 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
417,PT07M44.00S,2025-01-04T05:01:32.4Z,3,REGULAR,turnover,bad pass,[],1630559,,,1610612747,79,73,2025-01-04T05:02:03Z,4030000,False,,,0,,A. Reaves bad pass TURNOVER (4 TO),"[1630559, 1630700]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,4.0,,,,,,,,Daniels,1630700.0,,,,,,,,,
418,PT07M44.00S,2025-01-04T05:01:32.4Z,3,REGULAR,steal,,[],1630700,,,1610612737,79,73,2025-01-04T05:01:34Z,4040000,False,,,0,,D. Daniels STEAL (3 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
419,PT07M42.00S,2025-01-04T05:01:36.5Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629027,71.7969776609724,87.99019607843137,1610612737,79,73,2025-01-04T05:02:30Z,4050000,False,190.0,213.0,1,right,MISS T. Young 28' running 3PT,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,28.51,Missed,,,,,,,,,,,,,,,,
420,PT07M38.00S,2025-01-04T05:01:40.5Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,79,73,2025-01-04T05:02:30Z,4060000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,419.0,5.0,2.0,3.0,,,,,,,,,,,,
421,PT07M21.00S,2025-01-04T05:01:55.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629027,74.68791064388962,15.686274509803923,1610612737,79,73,2025-01-04T05:06:18Z,4070000,False,-172.0,185.0,1,right,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,25.26,Missed,,,,,,,,,,,,,,,,
422,PT07M18.00S,2025-01-04T05:01:58.4Z,3,REGULAR,rebound,offensive,[],1630552,,,1610612737,79,73,2025-01-04T05:01:59Z,4080000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,421.0,4.0,3.0,1.0,,,,,,,,,,,,
423,PT07M15.00S,2025-01-04T05:02:01.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642258,91.24507227332458,50.0,1610612737,79,73,2025-01-04T05:02:07Z,4090000,False,0.0,30.0,1,right,MISS Z. Risacher driving floating Shot,[1642258],1610612737.0,ATL,driving floating,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,2.98,Missed,,,,,,,,,,,,,,,,
424,PT07M12.00S,2025-01-04T05:02:04.9Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,79,73,2025-01-04T05:02:07Z,4100000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,423.0,1.0,1.0,0.0,,,,,,,,,,,,
425,PT07M08.00S,2025-01-04T05:02:12.4Z,3,REGULAR,foul,personal,[],1642258,,,1610612747,79,73,2025-01-04T05:02:34Z,4110000,False,,,0,,Z. Risacher personal FOUL (3 PF),"[1642258, 2544]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,,,,,,3.0,0.0,James,2544.0,,
427,PT07M08.00S,2025-01-04T05:02:31.5Z,3,REGULAR,substitution,out,[],1630552,,,1610612747,79,73,2025-01-04T05:02:46Z,4130000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT07M08.00S,2025-01-04T05:02:31.5Z,3,REGULAR,substitution,out,[],1629027,,,1610612747,79,73,2025-01-04T05:02:46Z,4140000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT07M08.00S,2025-01-04T05:02:31.5Z,3,REGULAR,substitution,in,[],1629631,,,1610612747,79,73,2025-01-04T05:02:46Z,4150000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT07M08.00S,2025-01-04T05:02:31.5Z,3,REGULAR,substitution,in,[],203992,,,1610612747,79,73,2025-01-04T05:02:46Z,4160000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT07M03.00S,2025-01-04T05:03:00.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631108,7.539421813403408,51.22549019607843,1610612747,81,73,2025-01-04T05:03:05Z,4170000,False,-6.0,18.0,1,left,M. Christie cutting DUNK (7 PTS) (A. Davis 2 AST),"[1631108, 203076]",1610612747.0,LAL,cutting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,1.94,Made,,,,,7.0,,,A. Davis,203076.0,2.0,,,,,,
433,PT06M44.00S,2025-01-04T05:03:19.0Z,3,REGULAR,3pt,Jump Shot,[],1629631,69.68626806833115,66.49816176470588,1610612737,81,73,2025-01-04T05:03:25Z,4190000,False,82.0,232.0,1,right,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,24.66,Missed,,,,,,,,,,,,,,,,
434,PT06M42.00S,2025-01-04T05:03:21.0Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,81,73,2025-01-04T05:03:25Z,4200000,False,,,0,,A. Reaves REBOUND (Off:2 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,433.0,4.0,2.0,2.0,,,,,,,,,,,,
