actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-04-04T02:11:07.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-04T02:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-04-04T02:11:09.1Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2025-04-04T02:11:09Z,40000,False,,,0,,Jump Ball J. Hayes vs. D. Green: Tip to L. James,"[2544, 1629637, 203110]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Hayes,1629637.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-04-04T02:11:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,3.860052562417877,95.34313725490196,1610612747,3,0,2025-04-04T02:11:32Z,70000,False,-227.0,-16.0,1,left,A. Reaves 3PT  (3 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,22.73,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2025-04-04T02:11:46.8Z,1,REGULAR,3pt,Jump Shot,[],1641764,68.9060446780552,30.637254901960787,1610612744,3,3,2025-04-04T02:11:50Z,90000,False,-97.0,240.0,1,right,B. Podziemski 25' 3PT  (3 PTS) (S. Curry 1 AST),"[1641764, 201939]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.86,Made,3.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
11,PT10M57.00S,2025-04-04T02:12:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,5.568331143232584,4.901960784313729,1610612747,6,3,2025-04-04T02:12:13Z,110000,False,225.0,0.0,1,left,A. Reaves 3PT  (6 PTS) (R. Hachimura 1 AST),"[1630559, 1629060]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,22.55,Made,6.0,R. Hachimura,1629060.0,1.0,,,,,,,,,,,,,,
13,PT10M37.00S,2025-04-04T02:12:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,91.24507227332458,55.3921568627451,1610612744,6,3,2025-04-04T02:12:33Z,130000,False,27.0,30.0,1,right,MISS M. Moody driving Layup - blocked,"[1630541, 1629029]",1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,Dončić,1629029.0,,,,,,,,,,,,
27,PT10M37.00S,2025-04-04T02:12:29.7Z,1,REGULAR,block,,[],1629029,,,1610612744,6,3,2025-04-04T02:14:10Z,135000,False,,,0,,L. Dončić BLOCK (1 BLK),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M34.00S,2025-04-04T02:12:32.7Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,6,3,2025-04-04T02:12:33Z,140000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M29.00S,2025-04-04T02:12:37.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629029,6.8823915900131425,50.73529411764706,1610612747,8,3,2025-04-04T02:12:44Z,150000,False,-4.0,12.0,1,left,L. Dončić running finger roll Layup (2 PTS) (L. James 2 AST),"[1629029, 2544]",1610612747.0,LAL,running finger roll,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,1.27,Made,2.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
17,PT10M20.00S,2025-04-04T02:12:46.1Z,1,REGULAR,3pt,Jump Shot,[],1641764,73.50525624178712,16.42156862745098,1610612744,8,6,2025-04-04T02:12:51Z,170000,False,-168.0,197.0,1,right,B. Podziemski 25' 3PT  (6 PTS) (S. Curry 2 AST),"[1641764, 201939]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.85,Made,6.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
