actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-14T03:43:08.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-14T03:43:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-14T03:43:11.8Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2025-01-14T03:43:11Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. A. Davis: Tip to H. Barnes,"[203084, 1641705, 203076]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-01-14T03:43:23.7Z,1,REGULAR,foul,personal,[],203076,,,1610612759,0,0,2025-01-14T03:43:30Z,70000,False,,,0,,A. Davis personal FOUL (1 PF),"[203076, 1630170]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,202049.0,1.0,0.0,Vassell,1630170.0,,,,,,,,,,,,,,,
9,PT11M37.00S,2025-01-14T03:43:46.8Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,0,0,2025-01-14T03:43:54Z,90000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 203076]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,Davis,203076.0,,,,,,,,,,,,
10,PT11M37.00S,2025-01-14T03:43:46.8Z,1,REGULAR,steal,,[],203076,,,1610612747,0,0,2025-01-14T03:43:50Z,100000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2025-01-14T03:44:05.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,0,0,2025-01-14T03:44:10Z,110000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1630170]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,1.0,Vassell,1630170.0,,,,,,,,,,,,
12,PT11M19.00S,2025-01-14T03:44:05.2Z,1,REGULAR,steal,,[],1630170,,,1610612759,0,0,2025-01-14T03:44:07Z,120000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
13,PT11M14.00S,2025-01-14T03:44:10.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642264,93.47897503285151,49.26470588235294,1610612759,0,0,2025-01-14T03:44:24Z,130000,False,-4.0,9.0,1,right,MISS S. Castle running Layup,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,0.95,Missed,,,,,,,,,,
14,PT11M14.00S,2025-01-14T03:44:10.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,0,2025-01-14T03:44:24Z,140000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,
15,PT11M01.00S,2025-01-14T03:44:26.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629060,11.350197109067011,61.51960784313725,1610612747,0,0,2025-01-14T04:12:53Z,150000,False,-58.0,54.0,1,left,MISS R. Hachimura 7' bank Hook,[1629060],1610612747.0,LAL,bank,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.91,Missed,,,,,,,,,,
17,PT10M59.00S,2025-01-14T03:44:28.6Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,0,0,2025-01-14T04:12:53Z,170000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,,
18,PT10M59.00S,2025-01-14T03:44:32.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,2,0,2025-01-14T04:13:01Z,180000,False,0.0,0.0,1,left,A. Davis tip DUNK (2 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,0.0,Made,,,,,2.0,,,,,
19,PT10M33.00S,2025-01-14T03:44:50.7Z,1,REGULAR,turnover,lost ball,[],1642264,,,1610612759,2,0,2025-01-14T03:44:54Z,190000,False,,,0,,S. Castle lost ball TURNOVER (1 TO),"[1642264, 203076]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,1.0,Davis,203076.0,,,,,,,,,,,,
20,PT10M33.00S,2025-01-14T03:44:50.7Z,1,REGULAR,steal,,[],203076,,,1610612747,2,0,2025-01-14T03:44:52Z,200000,False,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2025-01-14T03:45:03.8Z,1,REGULAR,foul,personal,[],101108,,,1610612747,2,0,2025-01-14T03:45:42Z,210000,False,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1629060]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,1.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,,,,
