actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-17T19:11:43.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-17T19:11:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-17T19:11:46.2Z,1,REGULAR,jumpball,recovered,[],1627788,,,1610612755,0,0,2022-01-17T19:11:46Z,40000,,,0,,Jump Ball J. Embiid vs. D. Gafford: Tip to F. Korkmaz,"[1627788, 203954, 1629655]",1610612755.0,PHI,startperiod,F. Korkmaz,1627788.0,Korkmaz,F. Korkmaz,Embiid,203954.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-01-17T19:11:58.3Z,1,REGULAR,2pt,Jump Shot,[],203552,16.63929040735874,27.696078431372552,1610612755,0,2,2022-01-17T19:12:03Z,70000,112.0,104.0,1,left,S. Curry 15' pullup Jump Shot (2 PTS),[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,15.24,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M27.00S,2022-01-17T19:12:16.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,94.30026281208936,53.92156862745098,1610612764,2,2,2022-01-17T19:12:20Z,80000,20.0,1.0,1,right,D. Gafford alley-oop DUNK (2 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,1.96,Made,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,,
10,PT11M02.00S,2022-01-17T19:12:40.6Z,1,REGULAR,2pt,Jump Shot,[],203552,22.28975032851511,69.11764705882352,1610612755,2,2,2022-01-17T19:12:44Z,100000,-96.0,157.0,1,left,MISS S. Curry 18' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,18.38,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M00.00S,2022-01-17T19:12:42.6Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,2,2,2022-01-17T19:12:44Z,110000,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,
12,PT10M54.00S,2022-01-17T19:12:48.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203954,8.886333771353483,71.56862745098039,1610612755,2,2,2022-01-17T19:12:53Z,120000,-108.0,31.0,1,left,MISS J. Embiid 11' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,11.22,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M52.00S,2022-01-17T19:12:50.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,2,2,2022-01-17T19:12:53Z,130000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M43.00S,2022-01-17T19:13:00.4Z,1,REGULAR,3pt,Jump Shot,[],203078,67.7562417871222,25.49019607843137,1610612764,5,2,2022-01-17T19:13:05Z,140000,-123.0,251.0,1,right,B. Beal 27' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[203078, 203915]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,27.89,Made,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,,
16,PT10M23.00S,2022-01-17T19:13:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,11.645860709592641,51.71568627450981,1610612755,5,2,2022-01-17T19:13:40Z,160000,-9.0,57.0,1,left,MISS J. Embiid pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,5.76,Missed,,,,,,,,,,,,,,,,,,,
