actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT03M42.00S,2022-01-12T00:25:23.4Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,19,20,2022-01-12T00:25:49Z,880000,,,0,,K. Kuzma Free Throw 1 of 2 (12 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
92,PT03M42.00S,2022-01-12T00:25:24.3Z,1,REGULAR,substitution,out,[],1630526,,,1610612764,19,20,2022-01-12T00:25:27Z,890000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M42.00S,2022-01-12T00:25:24.3Z,1,REGULAR,substitution,in,[],203488,,,1610612764,19,20,2022-01-12T00:25:27Z,900000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M42.00S,2022-01-12T00:25:23.4Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,19,20,2022-01-12T00:25:49Z,910000,,,0,,MISS K. Kuzma Free Throw 2 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Missed,,,,,,,,,,,,,,,,,,
96,PT03M42.00S,2022-01-12T00:25:23.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,19,20,2022-01-12T00:25:49Z,920000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,
97,PT03M42.00S,2022-01-12T00:25:45.8Z,1,REGULAR,violation,lane,[],1628398,,,1610612760,19,20,2022-01-12T00:25:53Z,930000,,,0,,K. Kuzma lane VIOLATION,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,204058.0,,,,,,,,,,,,,
98,PT03M35.00S,2022-01-12T00:26:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612760,19,20,2022-01-12T00:26:08Z,940000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630166, 1628983]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,202026.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
100,PT03M35.00S,2022-01-12T00:26:24.8Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,19,21,2022-01-12T00:26:24Z,960000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
101,PT03M35.00S,2022-01-12T00:26:38.0Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,19,22,2022-01-12T00:26:38Z,970000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
102,PT03M22.00S,2022-01-12T00:26:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,80.50262812089356,38.970588235294116,1610612764,19,22,2022-01-12T00:26:57Z,980000,-55.0,131.0,1,right,MISS R. Neto 14' driving floating Shot,[203526],1610612764.0,WAS,driving floating,,,Neto,R. Neto,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,
103,PT03M18.00S,2022-01-12T00:26:55.8Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612764,19,22,2022-01-12T00:26:55Z,990000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,102.0,1.0,0.0,1.0,,,,,
104,PT03M18.00S,2022-01-12T00:26:55.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,94.40999984741211,50.0,1610612764,21,22,2022-01-12T00:26:55Z,1000000,0.0,0.0,1,right,M. Harrell tip Layup (2 PTS),[1626149],1610612764.0,WAS,tip,,,Harrell,M. Harrell,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
105,PT03M05.00S,2022-01-12T00:27:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.5722733245729295,57.35294117647059,1610612760,21,24,2022-01-12T00:27:13Z,1010000,-37.0,19.0,1,left,D. Bazley cutting Layup (2 PTS) (L. Dort 2 AST),"[1629647, 1629652]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,4.13,Made,2.0,L. Dort,1629652.0,2.0,,,,,,,,,,,,,,
108,PT02M53.00S,2022-01-12T00:27:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,91.67214191852825,49.26470588235294,1610612764,23,24,2022-01-12T00:27:29Z,1040000,-4.0,26.0,1,right,R. Hachimura cutting finger roll Layup (2 PTS) (M. Harrell 1 AST),"[1629060, 1626149]",1610612764.0,WAS,cutting finger roll,,,Hachimura,R. Hachimura,,,,,2.61,Made,2.0,M. Harrell,1626149.0,1.0,,,,,,,,,,,,,,
110,PT02M44.00S,2022-01-12T00:27:34.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,23,24,2022-01-12T00:27:34Z,1060000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M44.00S,2022-01-12T00:27:35.4Z,1,REGULAR,substitution,out,[],1629060,,,1610612760,23,24,2022-01-12T00:30:11Z,1070000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M44.00S,2022-01-12T00:27:35.4Z,1,REGULAR,substitution,out,[],1628398,,,1610612760,23,24,2022-01-12T00:30:11Z,1080000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M44.00S,2022-01-12T00:27:35.4Z,1,REGULAR,substitution,in,[],203915,,,1610612760,23,24,2022-01-12T00:30:11Z,1090000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M44.00S,2022-01-12T00:27:35.4Z,1,REGULAR,substitution,in,[],202722,,,1610612760,23,24,2022-01-12T00:30:11Z,1100000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M37.00S,2022-01-12T00:30:37.3Z,1,REGULAR,3pt,Jump Shot,[],203488,4.28712220762155,4.166666666666666,1610612760,23,24,2022-01-12T00:30:43Z,1110000,229.0,-12.0,1,left,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,
118,PT02M33.00S,2022-01-12T00:30:41.8Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,23,24,2022-01-12T00:30:41Z,1120000,,,0,,D. Bazley REBOUND (Off:1 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,117.0,4.0,3.0,1.0,,,,,
119,PT02M26.00S,2022-01-12T00:30:48.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203488,22.158344283837057,54.166666666666664,1610612760,23,24,2022-01-12T00:30:52Z,1130000,-21.0,156.0,1,left,MISS M. Muscala 15' fadeaway Shot,[203488],1610612760.0,OKC,fadeaway,,,Muscala,M. Muscala,,,,,15.72,Missed,,,,,,,,,,,,,,,,,,
120,PT02M24.00S,2022-01-12T00:30:50.8Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,23,24,2022-01-12T00:30:50Z,1140000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,
121,PT02M11.00S,2022-01-12T00:31:07.2Z,1,REGULAR,foul,personal,['2freethrow'],203488,,,1610612764,23,24,2022-01-12T00:31:39Z,1150000,,,0,,M. Muscala shooting personal FOUL (1 PF) (Harrell 2 FT),"[203488, 1626149]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,202026.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,
123,PT02M11.00S,2022-01-12T00:31:38.6Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612764,23,24,2022-01-12T00:31:38Z,1170000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,
124,PT02M11.00S,2022-01-12T00:31:38.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,23,24,2022-01-12T00:31:38Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,
125,PT02M11.00S,2022-01-12T00:31:39.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612764,23,24,2022-01-12T00:31:53Z,1190000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M11.00S,2022-01-12T00:31:39.8Z,1,REGULAR,substitution,in,[],1629660,,,1610612764,23,24,2022-01-12T00:31:53Z,1200000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M11.00S,2022-01-12T00:32:00.6Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612764,24,24,2022-01-12T00:32:00Z,1210000,,,0,,M. Harrell Free Throw 2 of 2 (3 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
128,PT02M02.00S,2022-01-12T00:32:12.8Z,1,REGULAR,3pt,Jump Shot,[],1629647,29.25427069645204,17.15686274509804,1610612760,24,27,2022-01-12T00:32:18Z,1220000,164.0,222.0,1,left,D. Bazley 27' 3PT  (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1629647, 1628983]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,27.65,Made,5.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
130,PT01M46.00S,2022-01-12T00:32:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,93.64323258869908,59.31372549019608,1610612764,26,27,2022-01-12T00:32:34Z,1240000,47.0,7.0,1,right,S. Dinwiddie driving bank Jump Shot (2 PTS),[203915],1610612764.0,WAS,driving bank,,,Dinwiddie,S. Dinwiddie,,,,,4.72,Made,2.0,,,,,,,,,,,,,,,,,
131,PT01M39.00S,2022-01-12T00:32:38.5Z,1,REGULAR,foul,personal,[],203526,,,1610612760,26,27,2022-01-12T00:32:45Z,1250000,,,0,,R. Neto personal FOUL (1 PF),"[203526, 1628983]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,204058.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
133,PT01M23.00S,2022-01-12T00:33:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,16.63929040735874,58.82352941176471,1610612760,26,29,2022-01-12T00:33:23Z,1270000,-44.0,104.0,1,left,T. Jerome 11' driving floating Jump Shot (2 PTS),[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,11.29,Made,2.0,,,,,,,,,,,,,,,,,
134,PT01M11.00S,2022-01-12T00:33:32.6Z,1,REGULAR,3pt,Jump Shot,[],203526,71.82982917214193,81.37254901960785,1610612764,26,29,2022-01-12T00:33:37Z,1280000,157.0,212.0,1,right,MISS R. Neto 26' pullup 3PT,[203526],1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
135,PT01M07.00S,2022-01-12T00:33:36.6Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,26,29,2022-01-12T00:33:37Z,1290000,,,0,,D. Bazley REBOUND (Off:1 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,134.0,5.0,4.0,1.0,,,,,
136,PT01M01.00S,2022-01-12T00:33:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.046649145860711,58.08823529411765,1610612760,26,31,2022-01-12T00:33:47Z,1300000,-40.0,14.0,1,left,S. Gilgeous-Alexander driving Layup (12 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.27,Made,12.0,,,,,,,,,,,,,,,,,
137,PT00M53.70S,2022-01-12T00:33:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,95.87713534822602,59.31372549019608,1610612764,28,31,2022-01-12T00:33:56Z,1310000,47.0,-14.0,1,right,D. Avdija Layup (2 PTS) (S. Dinwiddie 2 AST),"[1630166, 203915]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,4.86,Made,2.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,
139,PT00M33.90S,2022-01-12T00:34:20.2Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,28,31,2022-01-12T00:34:25Z,1330000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1630166]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,1.0,Avdija,1630166.0,,
140,PT00M33.90S,2022-01-12T00:34:20.2Z,1,REGULAR,steal,,[],1630166,,,1610612764,28,31,2022-01-12T00:34:22Z,1340000,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M31.10S,2022-01-12T00:34:23.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626149,93.64323258869908,52.94117647058824,1610612764,30,31,2022-01-12T00:34:31Z,1350000,15.0,7.0,1,right,M. Harrell running DUNK (5 PTS),[1626149],1610612764.0,WAS,running,,,Harrell,M. Harrell,,,,,1.64,Made,5.0,,,,,,,,,,,,,,,,,
142,PT00M21.50S,2022-01-12T00:34:38.4Z,1,REGULAR,3pt,Jump Shot,[],1629660,34.37910643889619,51.71568627450981,1610612760,30,31,2022-01-12T00:34:43Z,1360000,-9.0,271.0,1,left,MISS T. Jerome 27' pullup 3PT,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,
143,PT00M18.40S,2022-01-12T00:34:41.5Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,30,31,2022-01-12T00:34:41Z,1370000,,,0,,R. Neto REBOUND (Off:0 Def:2),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,142.0,2.0,2.0,0.0,,,,,
144,PT00M03.80S,2022-01-12T00:34:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,84.1819973718791,54.90196078431373,1610612764,30,31,2022-01-12T00:35:00Z,1380000,25.0,96.0,1,right,MISS S. Dinwiddie 9' driving floating Shot,[203915],1610612764.0,WAS,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,9.93,Missed,,,,,,,,,,,,,,,,,,
145,PT00M01.50S,2022-01-12T00:34:58.5Z,1,REGULAR,rebound,defensive,[],203488,,,1610612760,30,31,2022-01-12T00:34:58Z,1390000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,
146,PT00M00.10S,2022-01-12T00:35:01.4Z,1,REGULAR,3pt,Jump Shot,[],1629647,38.18988173455979,50.0,1610612760,30,31,2022-01-12T00:35:10Z,1400000,0.0,306.0,1,left,MISS D. Bazley 30' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,30.65,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.10S,2022-01-12T00:35:01.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,30,31,2022-01-12T00:35:08Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,
148,PT00M00.00S,2022-01-12T00:35:11.8Z,1,REGULAR,period,end,[],0,,,1610612760,30,31,2022-01-12T00:35:11Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-01-12T00:35:16.2Z,2,REGULAR,substitution,out,['startperiod'],203526,,,1610612760,30,31,2022-01-12T00:37:41Z,1430000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-01-12T00:35:16.2Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,30,31,2022-01-12T00:37:41Z,1440000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-01-12T00:35:16.2Z,2,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,30,31,2022-01-12T00:37:41Z,1450000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-01-12T00:35:16.2Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612760,30,31,2022-01-12T00:37:41Z,1460000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-12T00:35:16.2Z,2,REGULAR,substitution,in,['startperiod'],202324,,,1610612760,30,31,2022-01-12T00:37:41Z,1470000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-12T00:35:16.2Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,30,31,2022-01-12T00:37:41Z,1480000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-12T00:37:53.6Z,2,REGULAR,period,start,[],0,,,1610612760,30,31,2022-01-12T00:37:53Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M48.00S,2022-01-12T00:38:04.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630544,5.075558475689881,60.29411764705882,1610612760,30,33,2022-01-12T00:38:10Z,1500000,-51.0,-5.0,1,left,T. Mann alley-oop DUNK (4 PTS) (J. Giddey 3 AST),"[1630544, 1630581]",1610612760.0,OKC,alley-oop,,,Mann,T. Mann,,,,,5.17,Made,4.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
158,PT11M31.00S,2022-01-12T00:38:21.0Z,2,REGULAR,3pt,Jump Shot,[],202722,71.69842312746385,15.686274509803921,1610612764,30,33,2022-01-12T00:38:25Z,1520000,-172.0,214.0,1,right,MISS D. Bertans 27' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,
159,PT11M29.00S,2022-01-12T00:38:23.0Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,30,33,2022-01-12T00:38:25Z,1530000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,
160,PT11M19.00S,2022-01-12T00:38:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,8.623521681997373,36.51960784313725,1610612760,30,33,2022-01-12T00:38:39Z,1540000,67.0,29.0,1,left,MISS J. Giddey 7' driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,7.32,Missed,,,,,,,,,,,,,,,,,,
162,PT11M16.00S,2022-01-12T00:38:36.8Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,30,33,2022-01-12T00:38:39Z,1560000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,
163,PT11M06.00S,2022-01-12T00:38:47.0Z,2,REGULAR,2pt,Jump Shot,[],1626149,91.67214191852825,75.98039215686273,1610612764,30,33,2022-01-12T00:38:52Z,1570000,130.0,26.0,1,right,MISS M. Harrell 13' step back Shot,[1626149],1610612764.0,WAS,step back,,,Harrell,M. Harrell,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,
164,PT11M03.00S,2022-01-12T00:38:50.0Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,30,33,2022-01-12T00:38:52Z,1580000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,163.0,3.0,2.0,1.0,,,,,
165,PT10M51.00S,2022-01-12T00:39:01.8Z,2,REGULAR,3pt,Jump Shot,[],202324,5.075558475689881,98.52941176470588,1610612760,30,33,2022-01-12T00:39:06Z,1590000,-243.0,-5.0,1,left,MISS D. Favors 24' 3PT,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,
166,PT10M47.00S,2022-01-12T00:39:05.8Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,30,33,2022-01-12T00:39:06Z,1600000,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,
167,PT10M42.00S,2022-01-12T00:39:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,89.43823915900131,45.588235294117645,1610612764,30,33,2022-01-12T00:39:18Z,1610000,-22.0,47.0,1,right,MISS S. Dinwiddie driving floating Shot,[203915],1610612764.0,WAS,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,5.18,Missed,,,,,,,,,,,,,,,,,,
168,PT10M41.00S,2022-01-12T00:39:11.8Z,2,REGULAR,rebound,offensive,[],203915,,,1610612764,30,33,2022-01-12T00:39:18Z,1620000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:0),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,167.0,1.0,0.0,1.0,,,,,
169,PT10M41.00S,2022-01-12T00:39:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203915,94.40999984741211,50.0,1610612764,30,33,2022-01-12T00:39:17Z,1630000,0.0,0.0,1,right,MISS S. Dinwiddie tip Layup,[203915],1610612764.0,WAS,tip,,,Dinwiddie,S. Dinwiddie,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
170,PT10M41.00S,2022-01-12T00:39:18.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,30,33,2022-01-12T00:39:18Z,1640000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,169.0,,,,,,,,
171,PT10M41.00S,2022-01-12T00:39:19.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,30,33,2022-01-12T00:39:19Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M41.00S,2022-01-12T00:39:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,8.065045992115643,46.568627450980394,1610612760,30,33,2022-01-12T00:45:01Z,1655000,17.0,23.0,1,left,MISS T. Mann driving Layup - blocked,"[1630544, 202722]",1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,2.9,Missed,,,,,,,,,,,,,,,,,Bertans,202722.0
214,PT10M41.00S,2022-01-12T00:39:33.5Z,2,REGULAR,block,,[],202722,,,1610612760,30,33,2022-01-12T00:45:01Z,1657500,,,0,,D. Bertans BLOCK (1 BLK),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M41.00S,2022-01-12T00:39:33.5Z,2,REGULAR,rebound,offensive,[],202324,,,1610612760,30,33,2022-01-12T00:45:01Z,1658750,,,0,,D. Favors REBOUND (Off:1 Def:0),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,213.0,1.0,0.0,1.0,,,,,
172,PT10M19.00S,2022-01-12T00:39:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,6.783837056504599,53.67647058823529,1610612760,30,35,2022-01-12T00:45:33Z,1660000,-18.0,11.0,1,left,J. Giddey driving Layup (4 PTS) (D. Favors 1 AST),"[1630581, 202324]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,2.16,Made,4.0,D. Favors,202324.0,1.0,,,,,,,,,,,,,,
173,PT09M49.00S,2022-01-12T00:40:14.8Z,2,REGULAR,3pt,Jump Shot,[],203915,76.82325886990802,7.8431372549019605,1610612764,30,35,2022-01-12T00:40:20Z,1670000,-211.0,165.0,1,right,MISS S. Dinwiddie 26' step back 3PT,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
174,PT09M47.00S,2022-01-12T00:40:17.8Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,30,35,2022-01-12T00:40:17Z,1680000,,,0,,D. Favors REBOUND (Off:1 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,173.0,2.0,1.0,1.0,,,,,
175,PT09M40.00S,2022-01-12T00:40:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630544,9.149145860709593,97.05882352941177,1610612760,30,38,2022-01-12T00:40:29Z,1690000,-235.0,34.0,1,left,T. Mann 3PT step back (7 PTS) (J. Giddey 4 AST),"[1630544, 1630581]",1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,23.77,Made,7.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,
