actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
89,PT04M47.00S,2022-01-02T00:25:47.2Z,1,REGULAR,steal,,[],1629682,,,1610612764,19,16,2022-01-02T00:25:48Z,890000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612764.0,WAS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M46.00S,2022-01-02T00:25:52.0Z,1,REGULAR,foul,personal,[],1629632,,,1610612764,19,16,2022-01-02T00:26:04Z,900000,,,0,,C. White personal FOUL (1 PF),"[1629632, 1630264]",1610612741.0,CHI,,,,White,C. White,,,,,1363.0,,,,,,,,,,,,1.0,0.0,Gill,1630264.0,,,,,
92,PT04M46.00S,2022-01-02T00:26:07.2Z,1,REGULAR,substitution,out,[],201942,,,1610612764,19,16,2022-01-02T00:26:13Z,920000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M46.00S,2022-01-02T00:26:07.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612764,19,16,2022-01-02T00:26:13Z,930000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2022-01-02T00:26:16.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612764,19,16,2022-01-02T00:27:34Z,940000,,,0,,,[],,,stands,,,,,,,,,2005.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
95,PT04M40.00S,2022-01-02T00:28:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629682,8.360709592641262,44.36274509803921,1610612764,21,16,2022-01-02T00:28:16Z,950000,28.0,26.0,1,left,T. Waters driving Layup (2 PTS),[1629682],1610612764.0,WAS,driving,,,Waters,T. Waters,,,,,,,3.84,Made,,,,,2.0,,,,,,,,,,,,
96,PT04M25.00S,2022-01-02T00:28:27.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.12417871222075,64.4607843137255,1610612741,21,16,2022-01-02T00:28:30Z,960000,72.0,59.0,1,right,MISS N. Vucevic 9' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,9.34,Missed,,,,,,,,,,,,,,,,,
97,PT04M23.00S,2022-01-02T00:28:29.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,21,16,2022-01-02T00:28:30Z,970000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,96.0,4.0,4.0,0.0,,,,,,,,,,,,,
98,PT04M19.00S,2022-01-02T00:28:34.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612764,21,16,2022-01-02T00:35:45Z,980000,,,0,,Z. LaVine personal FOUL (1 PF) (Kuzma 2 FT),"[203897, 1628398]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,1626301.0,,,,,,,,,,,,1.0,0.0,Kuzma,1628398.0,,,,,
100,PT04M19.00S,2022-01-02T00:29:06.8Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,22,16,2022-01-02T00:29:39Z,1000000,,,0,,K. Kuzma Free Throw 1 of 2 (6 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
103,PT04M19.00S,2022-01-02T00:29:06.8Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,23,16,2022-01-02T00:29:39Z,1005000,,,0,,K. Kuzma Free Throw 2 of 2 (7 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
101,PT04M19.00S,2022-01-02T00:29:08.6Z,1,REGULAR,substitution,out,[],1630557,,,1610612741,23,16,2022-01-02T00:29:39Z,1010000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M19.00S,2022-01-02T00:29:08.6Z,1,REGULAR,substitution,in,[],203078,,,1610612741,23,16,2022-01-02T00:29:39Z,1020000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M10.00S,2022-01-02T00:29:41.0Z,1,REGULAR,3pt,Jump Shot,[],203897,62.76281208935611,44.85294117647059,1610612741,23,19,2022-01-02T00:29:51Z,1030000,-26.0,298.0,1,right,Z. LaVine 29' 3PT  (11 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,29.86,Made,,,,,11.0,,,,,,,,,,,,
105,PT04M10.00S,2022-01-02T00:29:43.8Z,1,REGULAR,foul,personal,['1freethrow'],1629682,,,1610612741,23,19,2022-01-02T00:29:55Z,1040000,,,0,,T. Waters shooting personal FOUL (1 PF) (LaVine 1 FT),"[1629682, 203897]",1610612764.0,WAS,shooting,,,Waters,T. Waters,,,,,1363.0,,,,,,,,,,,,1.0,0.0,LaVine,203897.0,,,,,
107,PT04M10.00S,2022-01-02T00:30:02.2Z,1,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,23,20,2022-01-02T00:30:02Z,1060000,,,0,,Z. LaVine Free Throw 1 of 1 (12 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
108,PT03M55.00S,2022-01-02T00:30:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.623521681997373,46.32352941176471,1610612764,25,20,2022-01-02T00:30:25Z,1070000,18.0,29.0,1,left,B. Beal driving Layup (6 PTS) (A. Gill 2 AST),"[203078, 1630264]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,3.4,Made,,,,,6.0,A. Gill,1630264.0,2.0,,,,,,,,,
110,PT03M55.00S,2022-01-02T00:30:23.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629632,,,1610612764,25,20,2022-01-02T00:30:31Z,1090000,,,0,,C. White shooting personal FOUL (2 PF) (Beal 1 FT),"[1629632, 203078]",1610612741.0,CHI,shooting,,,White,C. White,,,,,1626301.0,,,,,,,,,,,,2.0,0.0,Beal,203078.0,,,,,
112,PT03M55.00S,2022-01-02T00:30:38.9Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,25,20,2022-01-02T00:34:52Z,1110000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M55.00S,2022-01-02T00:30:38.9Z,1,REGULAR,substitution,out,[],1629632,,,1610612764,25,20,2022-01-02T00:34:52Z,1120000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M55.00S,2022-01-02T00:30:38.9Z,1,REGULAR,substitution,in,[],203484,,,1610612764,25,20,2022-01-02T00:34:52Z,1130000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M55.00S,2022-01-02T00:30:38.9Z,1,REGULAR,substitution,in,[],1629744,,,1610612764,25,20,2022-01-02T00:34:52Z,1140000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M55.00S,2022-01-02T00:31:12.1Z,1,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,26,20,2022-01-02T00:31:12Z,1150000,,,0,,B. Beal Free Throw 1 of 1 (7 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
117,PT03M55.00S,2022-01-02T00:31:16.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,26,20,2022-01-02T00:31:16Z,1160000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M43.00S,2022-01-02T00:34:25.8Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,26,20,2022-01-02T00:34:33Z,1170000,,,0,,N. Vucevic lost ball out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,lost ball,,,Vucevic,N. Vucevic,,,,,1626301.0,2.0,,,,,,,,,,,,,,,,,,,
119,PT03M25.00S,2022-01-02T00:34:49.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629682,14.668199737187912,35.049019607843135,1610612764,26,20,2022-01-02T00:34:54Z,1180000,75.0,85.0,1,left,MISS T. Waters 11' turnaround Shot,[1629682],1610612764.0,WAS,turnaround,,,Waters,T. Waters,,,,,,,11.35,Missed,,,,,,,,,,,,,,,,,
120,PT03M22.00S,2022-01-02T00:34:52.7Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,26,20,2022-01-02T00:34:54Z,1190000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,
121,PT03M15.00S,2022-01-02T00:35:00.0Z,1,REGULAR,2pt,Jump Shot,[],203897,93.64323258869908,19.362745098039216,1610612741,26,20,2022-01-02T00:35:06Z,1200000,-153.0,7.0,1,right,MISS Z. LaVine 15' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,,15.34,Missed,,,,,,,,,,,,,,,,,
122,PT03M09.00S,2022-01-02T00:35:06.0Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,26,20,2022-01-02T00:35:06Z,1210000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,121.0,3.0,3.0,0.0,,,,,,,,,,,,,
123,PT03M04.00S,2022-01-02T00:35:09.9Z,1,REGULAR,3pt,Jump Shot,[],203078,31.35676741130092,74.26470588235294,1610612764,26,20,2022-01-02T00:35:17Z,1220000,-121.0,242.0,1,left,MISS B. Beal 27' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,27.1,Missed,,,,,,,,,,,,,,,,,
124,PT03M00.00S,2022-01-02T00:35:13.9Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,26,20,2022-01-02T00:35:17Z,1230000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,
125,PT02M54.00S,2022-01-02T00:35:19.9Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,26,20,2022-01-02T00:35:37Z,1240000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1630264]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,1.0,,,,,,,,,,,,,,,,,Gill,1630264.0,
126,PT02M54.00S,2022-01-02T00:35:19.9Z,1,REGULAR,steal,,[],1630264,,,1610612764,26,20,2022-01-02T00:35:21Z,1250000,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M51.00S,2022-01-02T00:35:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,6.652431011826544,46.32352941176471,1610612764,28,20,2022-01-02T00:35:34Z,1260000,18.0,10.0,1,left,K. Caldwell-Pope Layup (2 PTS) (A. Gill 3 AST),"[203484, 1630264]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,2.09,Made,,,,,2.0,A. Gill,1630264.0,3.0,,,,,,,,,
129,PT02M32.00S,2022-01-02T00:35:42.8Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,28,20,2022-01-02T00:35:47Z,1280000,,,0,,N. Vucevic bad pass TURNOVER (3 TO),"[202696, 1630166]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,3.0,,,,,,,,,,,,,,,,,Avdija,1630166.0,
130,PT02M32.00S,2022-01-02T00:35:42.8Z,1,REGULAR,steal,,[],1630166,,,1610612764,28,20,2022-01-02T00:35:44Z,1290000,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2022-01-02T00:35:52.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,32.40801576872536,26.96078431372549,1610612764,28,20,2022-01-02T00:35:56Z,1300000,115.0,252.0,1,left,MISS D. Avdija 27' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,27.72,Missed,,,,,,,,,,,,,,,,,
132,PT02M18.00S,2022-01-02T00:35:56.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,28,20,2022-01-02T00:35:56Z,1310000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,131.0,3.0,3.0,0.0,,,,,,,,,,,,,
133,PT02M04.00S,2022-01-02T00:36:10.2Z,1,REGULAR,3pt,Jump Shot,[],203897,65.91655716162943,30.88235294117647,1610612741,28,23,2022-01-02T00:36:15Z,1320000,-96.0,268.0,1,right,Z. LaVine 28' 3PT pullup (15 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,,,28.44,Made,,,,,15.0,,,,,,,,,,,,
134,PT01M42.00S,2022-01-02T00:36:34.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630245,,,1610612764,28,23,2022-01-02T00:36:44Z,1330000,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Beal 2 FT),"[1630245, 203078]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,2005.0,,,,,,,,,,,,1.0,0.0,Beal,203078.0,,,,,
136,PT01M42.00S,2022-01-02T00:37:11.3Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,29,23,2022-01-02T00:37:11Z,1350000,,,0,,B. Beal Free Throw 1 of 2 (8 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
137,PT01M42.00S,2022-01-02T00:37:11.9Z,1,REGULAR,substitution,out,[],1629682,,,1610612764,29,23,2022-01-02T00:37:19Z,1360000,,,0,,SUB out: T. Waters,[1629682],1610612764.0,WAS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M42.00S,2022-01-02T00:37:11.9Z,1,REGULAR,substitution,out,[],203897,,,1610612764,29,23,2022-01-02T00:37:19Z,1370000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M42.00S,2022-01-02T00:37:11.9Z,1,REGULAR,substitution,out,[],202696,,,1610612764,29,23,2022-01-02T00:37:19Z,1380000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M42.00S,2022-01-02T00:37:11.9Z,1,REGULAR,substitution,in,[],1628993,,,1610612764,29,23,2022-01-02T00:37:19Z,1390000,,,0,,SUB in: A. Johnson,[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M42.00S,2022-01-02T00:37:11.9Z,1,REGULAR,substitution,in,[],1629076,,,1610612764,29,23,2022-01-02T00:37:19Z,1400000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M42.00S,2022-01-02T00:37:11.9Z,1,REGULAR,substitution,in,[],201942,,,1610612764,29,23,2022-01-02T00:37:19Z,1410000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M42.00S,2022-01-02T00:37:39.8Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,30,23,2022-01-02T00:37:39Z,1420000,,,0,,B. Beal Free Throw 2 of 2 (9 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
144,PT01M28.00S,2022-01-02T00:37:54.9Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612741,30,23,2022-01-02T00:38:05Z,1430000,,,0,,A. Gill shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630264, 201942]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,2005.0,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,
146,PT01M28.00S,2022-01-02T00:38:19.4Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,30,24,2022-01-02T00:38:19Z,1450000,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
147,PT01M28.00S,2022-01-02T00:38:33.2Z,1,REGULAR,substitution,out,[],1630264,,,1610612741,30,24,2022-01-02T00:38:37Z,1460000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M28.00S,2022-01-02T00:38:33.2Z,1,REGULAR,substitution,in,[],1628398,,,1610612741,30,24,2022-01-02T00:38:37Z,1470000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M28.00S,2022-01-02T00:38:53.1Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,30,25,2022-01-02T00:38:53Z,1480000,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
150,PT01M08.00S,2022-01-02T00:39:14.6Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612764,30,25,2022-01-02T00:39:18Z,1490000,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1630245]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,1.0,,,,,,,,,,,,,,,,,Dosunmu,1630245.0,
151,PT01M08.00S,2022-01-02T00:39:14.6Z,1,REGULAR,steal,,[],1630245,,,1610612741,30,25,2022-01-02T00:39:16Z,1500000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M55.90S,2022-01-02T00:39:27.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,93.24901445466492,83.08823529411765,1610612741,30,25,2022-01-02T00:39:34Z,1510000,165.0,11.0,1,right,MISS D. DeRozan 16' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,,16.58,Missed,,,,,,,,,,,,,,,,,
153,PT00M51.50S,2022-01-02T00:39:31.9Z,1,REGULAR,rebound,offensive,[],1629076,,,1610612741,30,25,2022-01-02T00:39:34Z,1520000,,,0,,T. Cook REBOUND (Off:1 Def:0),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,,,,
154,PT00M42.30S,2022-01-02T00:39:41.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201942,77.4802890932983,38.970588235294116,1610612741,30,25,2022-01-02T00:39:46Z,1530000,-55.0,159.0,1,right,MISS D. DeRozan 16' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,16.85,Missed,,,,,,,,,,,,,,,,,
155,PT00M39.80S,2022-01-02T00:39:44.0Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,30,25,2022-01-02T00:39:46Z,1540000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,
156,PT00M32.80S,2022-01-02T00:39:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.492115637319317,46.32352941176471,1610612764,32,25,2022-01-02T00:39:58Z,1550000,18.0,27.0,1,left,K. Kuzma driving finger roll Layup (9 PTS) (B. Beal 3 AST),"[1628398, 203078]",1610612764.0,WAS,driving finger roll,,,Kuzma,K. Kuzma,,,,,,,3.29,Made,,,,,9.0,B. Beal,203078.0,3.0,,,,,,,,,
157,PT00M32.80S,2022-01-02T00:39:56.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629076,,,1610612764,32,25,2022-01-02T00:40:04Z,1560000,,,0,,T. Cook shooting personal FOUL (1 PF) (Kuzma 1 FT),"[1629076, 1628398]",1610612741.0,CHI,shooting,,,Cook,T. Cook,,,,,1626301.0,,,,,,,,,,,,1.0,0.0,Kuzma,1628398.0,,,,,
159,PT00M32.80S,2022-01-02T00:40:18.4Z,1,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,32,25,2022-01-02T00:40:22Z,1580000,,,0,,MISS K. Kuzma Free Throw 1 of 1,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,
161,PT00M30.40S,2022-01-02T00:40:20.8Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,32,25,2022-01-02T00:40:22Z,1590000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,
162,PT00M19.20S,2022-01-02T00:40:31.9Z,1,REGULAR,2pt,Jump Shot,[],201942,74.98357424441524,66.42156862745098,1610612741,32,25,2022-01-02T00:40:38Z,1600000,82.0,183.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,20.03,Missed,,,,,,,,,,,,,,,,,
163,PT00M15.70S,2022-01-02T00:40:35.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,32,25,2022-01-02T00:40:35Z,1610000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,
164,PT00M00.10S,2022-01-02T00:40:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.886333771353483,42.15686274509804,1610612764,32,25,2022-01-02T00:41:06Z,1620000,39.0,31.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,5.0,Missed,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2022-01-02T00:40:52.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,25,2022-01-02T00:41:06Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-01-02T00:41:07.1Z,1,REGULAR,period,end,[],0,,,1610612764,32,25,2022-01-02T00:41:07Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-02T00:41:23.6Z,2,REGULAR,substitution,out,['startperiod'],1628993,,,1610612764,32,25,2022-01-02T00:43:31Z,1650000,,,0,,SUB out: A. Johnson,[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-02T00:41:23.6Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612764,32,25,2022-01-02T00:43:31Z,1660000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-02T00:43:36.2Z,2,REGULAR,period,start,[],0,,,1610612764,32,25,2022-01-02T00:43:36Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M46.00S,2022-01-02T00:43:51.6Z,2,REGULAR,turnover,out-of-bounds,[],203484,,,1610612764,32,25,2022-01-02T00:43:59Z,1680000,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (2 TO),[203484],1610612764.0,WAS,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,1363.0,2.0,,,,,,,,,,,,,,,,,,,
172,PT11M33.00S,2022-01-02T00:44:12.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629744,77.21747700394218,94.6078431372549,1610612741,32,25,2022-01-02T00:44:17Z,1690000,223.0,162.0,1,right,MISS M. Thomas 27' 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,27.55,Missed,,,,,,,,,,,,,,,,,
173,PT11M29.00S,2022-01-02T00:44:16.7Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,32,25,2022-01-02T00:44:17Z,1700000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:4),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,172.0,4.0,4.0,0.0,,,,,,,,,,,,,
174,PT11M25.00S,2022-01-02T00:44:20.1Z,2,REGULAR,turnover,bad pass,[],1628398,,,1610612764,32,25,2022-01-02T00:44:24Z,1710000,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1629076]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,2.0,,,,,,,,,,,,,,,,,Cook,1629076.0,
175,PT11M25.00S,2022-01-02T00:44:20.1Z,2,REGULAR,steal,,[],1629076,,,1610612741,32,25,2022-01-02T00:44:21Z,1720000,,,0,,T. Cook STEAL (1 STL),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M17.00S,2022-01-02T00:44:28.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629744,81.94809461235218,95.83333333333334,1610612741,32,25,2022-01-02T00:44:32Z,1730000,229.0,117.0,1,right,MISS M. Thomas 25' step back 3PT,[1629744],1610612741.0,CHI,step back,,,Thomas,M. Thomas,,,,,,,25.74,Missed,,,,,,,,,,,,,,,,,
