actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
179,PT09M25.00S,2021-11-16T00:40:46.4Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,30,25,2021-11-16T00:40:53Z,1770000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,
180,PT09M16.00S,2021-11-16T00:40:55.5Z,2,REGULAR,3pt,Jump Shot,[],202685,65.52233902759527,50.73529411764706,1610612740,30,28,2021-11-16T00:41:00Z,1780000,4.0,272.0,1,right,J. Valanciunas 27' 3PT  (7 PTS) (J. Hart 1 AST),"[202685, 1628404]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,27.16,Made,7.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,,
182,PT08M58.00S,2021-11-16T00:41:17.9Z,2,REGULAR,foul,technical,['1freethrow'],202685,,,1610612764,30,28,2021-11-16T00:41:32Z,1800000,,,0,,J. Valanciunas defensive-3-second technical FOUL (1 Tech),[202685],1610612740.0,NOP,defensive-3-second,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,202901.0,,0.0,1.0,,,,,,,
183,PT08M58.00S,2021-11-16T00:41:37.4Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612764,31,28,2021-11-16T00:41:37Z,1810000,,,0,,S. Dinwiddie technical Free Throw 1 of 1 (6 PTS),[203915],1610612764.0,WAS,technical,,,Dinwiddie,S. Dinwiddie,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
184,PT08M58.00S,2021-11-16T00:41:38.4Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,31,28,2021-11-16T00:41:49Z,1820000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M58.00S,2021-11-16T00:41:38.4Z,2,REGULAR,substitution,out,[],203915,,,1610612764,31,28,2021-11-16T00:41:49Z,1830000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M58.00S,2021-11-16T00:41:38.4Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,31,28,2021-11-16T00:41:49Z,1840000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M58.00S,2021-11-16T00:41:38.4Z,2,REGULAR,substitution,in,[],203526,,,1610612764,31,28,2021-11-16T00:41:49Z,1850000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M44.00S,2021-11-16T00:42:11.4Z,2,REGULAR,3pt,Jump Shot,[],1628398,34.90473061760841,45.83333333333333,1610612764,31,28,2021-11-16T00:42:21Z,1860000,21.0,276.0,1,left,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,,
189,PT08M44.00S,2021-11-16T00:42:11.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,31,28,2021-11-16T00:42:32Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,
190,PT08M44.00S,2021-11-16T00:42:17.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,31,28,2021-11-16T00:42:26Z,1880000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,202026.0,,,,,,,,,,
191,PT08M29.00S,2021-11-16T00:42:41.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202685,92.85479632063075,49.01960784313725,1610612740,31,30,2021-11-16T00:42:45Z,1890000,-5.0,15.0,1,right,J. Valanciunas cutting DUNK (9 PTS) (N. Alexander-Walker 2 AST),"[202685, 1629638]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,1.55,Made,9.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,,
193,PT07M59.00S,2021-11-16T00:43:10.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,8.360709592641262,44.11764705882353,1610612764,31,30,2021-11-16T00:44:29Z,1910000,29.0,26.0,1,left,MISS K. Caldwell-Pope driving Layup,[203484],1610612764.0,WAS,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,3.93,Missed,,,,,,,,,,,,,,,,,,,
194,PT07M57.00S,2021-11-16T00:43:12.5Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,31,30,2021-11-16T00:43:15Z,1920000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,,,,,,
195,PT07M53.00S,2021-11-16T00:43:17.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628404,96.66557161629436,3.1862745098039214,1610612740,31,33,2021-11-16T00:43:22Z,1930000,-234.0,-21.0,1,right,J. Hart 3PT  (3 PTS) (N. Alexander-Walker 3 AST),"[1628404, 1629638]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,23.51,Made,3.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,,,
197,PT07M51.00S,2021-11-16T00:43:22.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,31,33,2021-11-16T00:43:22Z,1950000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M31.00S,2021-11-16T00:46:41.1Z,2,REGULAR,2pt,Jump Shot,[],203526,25.312089356110377,29.411764705882355,1610612764,33,33,2021-11-16T00:46:57Z,1960000,103.0,185.0,1,left,R. Neto 21' pullup Jump Shot (6 PTS) (K. Caldwell-Pope 2 AST),"[203526, 203484]",1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,21.2,Made,6.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,,
200,PT07M11.00S,2021-11-16T00:47:01.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,92.72339027595268,54.41176470588235,1610612740,33,35,2021-11-16T00:47:19Z,1980000,22.0,16.0,1,right,J. Valanciunas cutting DUNK (11 PTS) (T. Satoransky 2 AST),"[202685, 203107]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,2.72,Made,11.0,T. Satoransky,203107.0,2.0,,,,,,,,,,,,,,,
202,PT06M50.00S,2021-11-16T00:47:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,7.703679369250986,56.372549019607845,1610612764,33,35,2021-11-16T00:47:29Z,2000000,-32.0,20.0,1,left,MISS A. Holiday driving Layup,[1628988],1610612764.0,WAS,driving,,,Holiday,A. Holiday,,,,,3.76,Missed,,,,,,,,,,,,,,,,,,,
203,PT06M45.00S,2021-11-16T00:47:26.0Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,33,35,2021-11-16T00:47:29Z,2010000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,
204,PT06M42.00S,2021-11-16T00:47:29.8Z,2,REGULAR,turnover,lost ball,[],1628404,,,1610612740,33,35,2021-11-16T00:47:49Z,2020000,,,0,,J. Hart lost ball TURNOVER (3 TO),"[1628404, 203484]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,3.0,,,,,Caldwell-Pope,203484.0,,,
205,PT06M42.00S,2021-11-16T00:47:29.8Z,2,REGULAR,steal,,[],203484,,,1610612764,33,35,2021-11-16T00:47:33Z,2030000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M36.00S,2021-11-16T00:47:35.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203484,33.722076215505915,56.127450980392155,1610612764,33,35,2021-11-16T00:48:48Z,2040000,-31.0,264.0,1,left,MISS K. Caldwell-Pope 26' running pullup 3PT,[203484],1610612764.0,WAS,running pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
207,PT06M34.00S,2021-11-16T00:47:37.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,33,35,2021-11-16T00:47:37Z,2050000,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,206.0,6.0,5.0,1.0,,,,,,,,,,,
208,PT06M26.00S,2021-11-16T00:47:47.7Z,2,REGULAR,foul,personal,[],203526,,,1610612740,33,35,2021-11-16T00:47:59Z,2060000,,,0,,R. Neto personal FOUL (2 PF),"[203526, 203107]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,202901.0,,2.0,0.0,Satoransky,203107.0,,,,,
210,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,out,[],203484,,,1610612740,33,35,2021-11-16T00:48:17Z,2080000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,out,[],1626149,,,1610612740,33,35,2021-11-16T00:48:17Z,2090000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,out,[],1628404,,,1610612740,33,35,2021-11-16T00:48:17Z,2100000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,out,[],1629638,,,1610612740,33,35,2021-11-16T00:48:17Z,2110000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,out,[],203107,,,1610612740,33,35,2021-11-16T00:48:17Z,2120000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,out,[],202066,,,1610612740,33,35,2021-11-16T00:48:17Z,2130000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,in,[],1630557,,,1610612740,33,35,2021-11-16T00:48:17Z,2140000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,in,[],1629655,,,1610612740,33,35,2021-11-16T00:48:17Z,2150000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,33,35,2021-11-16T00:48:17Z,2160000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,33,35,2021-11-16T00:48:17Z,2170000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,33,35,2021-11-16T00:48:17Z,2180000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M26.00S,2021-11-16T00:47:55.7Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,33,35,2021-11-16T00:48:17Z,2190000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M20.00S,2021-11-16T00:48:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.67214191852825,43.872549019607845,1610612740,33,35,2021-11-16T00:49:55Z,2200000,-31.0,26.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,4.0,Missed,,,,,,,,,,,,,,,,,,,
223,PT06M18.00S,2021-11-16T00:48:28.2Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,33,35,2021-11-16T00:48:30Z,2210000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,,
224,PT06M07.00S,2021-11-16T00:48:42.3Z,2,REGULAR,foul,personal,[],1630529,,,1610612764,33,35,2021-11-16T00:48:51Z,2220000,,,0,,H. Jones personal FOUL (2 PF),"[1630529, 203526]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,2882.0,,2.0,0.0,Neto,203526.0,,,,,
226,PT06M07.00S,2021-11-16T00:48:50.7Z,2,REGULAR,substitution,out,[],202685,,,1610612764,33,35,2021-11-16T00:48:58Z,2240000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M07.00S,2021-11-16T00:48:50.7Z,2,REGULAR,substitution,in,[],1629637,,,1610612764,33,35,2021-11-16T00:48:58Z,2250000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M58.00S,2021-11-16T00:49:12.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,16.63929040735874,42.8921568627451,1610612764,33,35,2021-11-16T00:49:17Z,2260000,36.0,104.0,1,left,MISS R. Neto 10' driving floating Shot,[203526],1610612764.0,WAS,driving floating,,,Neto,R. Neto,,,,,10.98,Missed,,,,,,,,,,,,,,,,,,,
229,PT05M56.00S,2021-11-16T00:49:14.7Z,2,REGULAR,rebound,offensive,[],1630557,,,1610612764,33,35,2021-11-16T00:49:17Z,2270000,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,228.0,1.0,0.0,1.0,,,,,,,,,,,
230,PT05M48.00S,2021-11-16T00:49:22.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629655,18.873193166885677,35.53921568627451,1610612764,33,35,2021-11-16T00:49:27Z,2280000,72.0,125.0,1,left,MISS D. Gafford 14' driving floating Shot,[1629655],1610612764.0,WAS,driving floating,,,Gafford,D. Gafford,,,,,14.43,Missed,,,,,,,,,,,,,,,,,,,
231,PT05M45.00S,2021-11-16T00:49:25.2Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,33,35,2021-11-16T00:49:27Z,2290000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,,,,,,
232,PT05M36.00S,2021-11-16T00:49:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.59198423127464,48.77450980392157,1610612740,33,37,2021-11-16T00:49:39Z,2300000,-6.0,17.0,1,right,B. Ingram driving Layup (12 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,1.82,Made,12.0,,,,,,,,,,,,,,,,,,
233,PT05M20.00S,2021-11-16T00:49:49.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,17.427726675427067,55.392156862745104,1610612764,33,37,2021-11-16T00:49:53Z,2310000,-27.0,111.0,1,left,MISS R. Neto 11' pullup Shot,[203526],1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,11.45,Missed,,,,,,,,,,,,,,,,,,,
234,PT05M18.00S,2021-11-16T00:49:51.5Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,33,37,2021-11-16T00:49:53Z,2320000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,
235,PT05M10.00S,2021-11-16T00:50:00.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,90.22667542706965,39.705882352941174,1610612740,33,37,2021-11-16T00:50:05Z,2330000,-51.0,39.0,1,right,MISS J. Hayes 6' Layup - blocked,"[1629637, 1629655]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,6.48,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0,
236,PT05M10.00S,2021-11-16T00:50:00.6Z,2,REGULAR,block,,[],1629655,,,1610612740,33,37,2021-11-16T00:50:02Z,2340000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M07.00S,2021-11-16T00:50:03.6Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,33,37,2021-11-16T00:53:48Z,2350000,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,235.0,4.0,3.0,1.0,,,,,,,,,,,
241,PT05M06.00S,2021-11-16T00:50:06.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,92.32917214191852,48.03921568627451,1610612740,33,37,2021-11-16T00:52:38Z,2355000,-10.0,20.0,1,right,MISS J. Hayes putback Layup,[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M05.00S,2021-11-16T00:50:07.3Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,33,37,2021-11-16T00:51:35Z,2357500,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,
238,PT05M02.00S,2021-11-16T00:50:12.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,33,37,2021-11-16T00:50:42Z,2360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M49.00S,2021-11-16T00:50:39.2Z,2,REGULAR,3pt,Jump Shot,[],1628988,9.411957950065702,2.941176470588235,1610612764,33,37,2021-11-16T00:50:46Z,2370000,235.0,36.0,1,left,MISS A. Holiday 3PT,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
240,PT04M46.00S,2021-11-16T00:50:41.8Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,33,37,2021-11-16T00:50:41Z,2380000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,239.0,2.0,2.0,0.0,,,,,,,,,,,
243,PT04M40.00S,2021-11-16T00:50:48.0Z,2,REGULAR,2pt,Jump Shot,[],1627742,92.72339027595268,77.94117647058823,1610612740,33,37,2021-11-16T00:54:30Z,2390000,140.0,16.0,1,right,MISS B. Ingram 14' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,14.06,Missed,,,,,,,,,,,,,,,,,,,
244,PT04M37.00S,2021-11-16T00:50:51.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,33,37,2021-11-16T00:51:09Z,2400000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,243.0,4.0,4.0,0.0,,,,,,,,,,,
245,PT04M23.00S,2021-11-16T00:51:05.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,10.200394218134035,57.84313725490197,1610612764,35,37,2021-11-16T00:55:05Z,2410000,-39.0,43.0,1,left,A. Holiday driving floating Jump Shot (6 PTS),[1628988],1610612764.0,WAS,driving floating,,,Holiday,A. Holiday,,,,,5.85,Made,6.0,,,,,,,,,,,,,,,,,,
246,PT04M01.00S,2021-11-16T00:51:30.4Z,2,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612740,35,37,2021-11-16T00:51:38Z,2420000,,,0,,A. Holiday shooting personal FOUL (1 PF) (Jones 2 FT),"[1628988, 1630529]",1610612764.0,WAS,shooting,,,Holiday,A. Holiday,,,,,,,,,,,,,,,202026.0,,1.0,0.0,Jones,1630529.0,,,,,
248,PT04M01.00S,2021-11-16T00:52:01.9Z,2,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,35,38,2021-11-16T00:52:01Z,2440000,,,0,,H. Jones Free Throw 1 of 2 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
249,PT04M01.00S,2021-11-16T00:52:02.6Z,2,REGULAR,substitution,out,[],203526,,,1610612740,35,38,2021-11-16T00:52:06Z,2450000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M01.00S,2021-11-16T00:52:02.6Z,2,REGULAR,substitution,in,[],203915,,,1610612740,35,38,2021-11-16T00:52:06Z,2460000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M01.00S,2021-11-16T00:52:21.6Z,2,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,35,39,2021-11-16T00:52:21Z,2470000,,,0,,H. Jones Free Throw 2 of 2 (4 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
252,PT03M45.00S,2021-11-16T00:52:39.8Z,2,REGULAR,3pt,Jump Shot,[],1628398,32.276609724047304,55.63725490196079,1610612764,35,39,2021-11-16T00:52:44Z,2480000,-28.0,251.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
253,PT03M41.00S,2021-11-16T00:52:43.8Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,35,39,2021-11-16T00:52:44Z,2490000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,252.0,1.0,1.0,0.0,,,,,,,,,,,
254,PT03M30.00S,2021-11-16T00:52:56.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628398,,,1610612740,35,39,2021-11-16T00:53:03Z,2500000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Hayes 2 FT),"[1628398, 1629637]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,2882.0,,1.0,0.0,Hayes,1629637.0,,,,,
256,PT03M30.00S,2021-11-16T00:53:21.9Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,35,40,2021-11-16T00:53:21Z,2520000,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
257,PT03M30.00S,2021-11-16T00:53:36.2Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,35,41,2021-11-16T00:53:36Z,2530000,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
258,PT03M18.00S,2021-11-16T00:53:52.3Z,2,REGULAR,foul,personal,[],1630529,,,1610612764,35,41,2021-11-16T00:54:00Z,2540000,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 1628988]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,202026.0,,3.0,0.0,Holiday,1628988.0,,,,,
260,PT03M18.00S,2021-11-16T00:54:06.1Z,2,REGULAR,substitution,out,[],1630529,,,1610612764,35,41,2021-11-16T00:54:09Z,2560000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M18.00S,2021-11-16T00:54:06.1Z,2,REGULAR,substitution,in,[],1628404,,,1610612764,35,41,2021-11-16T00:54:09Z,2570000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M11.00S,2021-11-16T00:54:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,9.937582128777924,45.09803921568628,1610612764,35,41,2021-11-16T00:54:31Z,2580000,25.0,41.0,1,left,MISS D. Gafford driving finger roll Layup,[1629655],1610612764.0,WAS,driving finger roll,,,Gafford,D. Gafford,,,,,4.77,Missed,,,,,,,,,,,,,,,,,,,
263,PT03M08.00S,2021-11-16T00:54:30.0Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,35,41,2021-11-16T00:54:31Z,2590000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,,,
264,PT03M05.00S,2021-11-16T00:54:32.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,70.12155059132719,13.23529411764706,1610612740,35,44,2021-11-16T00:56:52Z,2600000,-184.0,228.0,1,right,D. Graham 29' 3PT running (6 PTS) (B. Ingram 2 AST),"[1628984, 1627742]",1610612740.0,NOP,running,,,Graham,D. Graham,,,,,29.32,Made,6.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,,
