actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
97,PT05M04.00S,2022-03-05T00:25:55.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,19,23,2022-03-05T00:26:08Z,950000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M04.00S,2022-03-05T00:25:55.3Z,1,REGULAR,substitution,in,[],1628418,,,1610612764,19,23,2022-03-05T00:26:08Z,960000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M04.00S,2022-03-05T00:25:55.3Z,1,REGULAR,substitution,in,[],202397,,,1610612764,19,23,2022-03-05T00:26:08Z,970000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M51.00S,2022-03-05T00:26:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,93.24901445466492,50.245098039215684,1610612764,21,23,2022-03-05T00:26:35Z,980000,1.0,11.0,1,right,T. Bryant Layup (2 PTS) (K. Kuzma 2 AST),"[1628418, 1628398]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Made,,2.0,,,,1.11,K. Kuzma,1628398.0,2.0,,,,,,
102,PT04M33.00S,2022-03-05T00:26:42.7Z,1,REGULAR,3pt,Jump Shot,[],1626153,28.86005256241787,19.362745098039216,1610612737,21,23,2022-03-05T00:26:48Z,1000000,153.0,219.0,1,left,MISS D. Wright 26' pullup 3PT,[1626153],1610612737.0,ATL,pullup,,,Wright,D. Wright,,,,,,,,,,Missed,,,,,,26.71,,,,,,,,,
103,PT04M30.00S,2022-03-05T00:26:45.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,21,23,2022-03-05T00:26:48Z,1010000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,102.0,,,,,,,,,2.0,2.0,0.0,,,
104,PT04M23.00S,2022-03-05T00:26:52.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,64.99671484888306,40.68627450980392,1610612764,21,23,2022-03-05T00:26:57Z,1020000,-47.0,277.0,1,right,MISS K. Kuzma 28' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,Missed,,,,,,28.04,,,,,,,,,
105,PT04M20.00S,2022-03-05T00:26:55.4Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,21,23,2022-03-05T00:26:57Z,1030000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,104.0,,,,,,,,,1.0,1.0,0.0,,,
106,PT04M06.00S,2022-03-05T00:27:09.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,10.463206307490145,63.48039215686274,1610612737,21,25,2022-03-05T00:27:15Z,1040000,-67.0,46.0,1,left,C. Capela 8' Hook (7 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Made,,7.0,,,,8.15,T. Young,1629027.0,3.0,,,,,,
108,PT03M57.00S,2022-03-05T00:27:18.9Z,1,REGULAR,3pt,Jump Shot,[],1628418,74.32654402102497,83.57843137254902,1610612764,21,25,2022-03-05T00:29:14Z,1060000,168.0,189.0,1,right,MISS T. Bryant 25' 3PT,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Missed,,,,,,25.27,,,,,,,,,
109,PT03M53.00S,2022-03-05T00:27:22.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,21,25,2022-03-05T00:27:24Z,1070000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,108.0,,,,,,,,,2.0,2.0,0.0,,,
110,PT03M47.00S,2022-03-05T00:27:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.703679369250986,45.83333333333333,1610612737,21,25,2022-03-05T00:27:34Z,1080000,21.0,20.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,,,,,,Missed,,,,,,2.88,,,,,,,,,
111,PT03M43.00S,2022-03-05T00:27:32.0Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612764,21,25,2022-03-05T00:27:32Z,1090000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,110.0,,,,,,,,,1.0,1.0,0.0,,,
112,PT03M33.00S,2022-03-05T00:27:45.8Z,1,REGULAR,foul,offensive,['inpenalty'],1628418,,,1610612764,21,25,2022-03-05T00:28:04Z,1100000,,,0,,T. Bryant charge offensive FOUL (1 PF),"[1628418, 1629631]",1610612764.0,WAS,charge,,,Bryant,T. Bryant,,,,,202007.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,,
114,PT03M33.00S,2022-03-05T00:27:45.8Z,1,REGULAR,turnover,offensive foul,[],1628418,,,1610612764,21,25,2022-03-05T00:28:04Z,1120000,,,0,,T. Bryant offensive foul TURNOVER (1 TO),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,1148.0,,,,,,,,1.0,,,,,,,,,,,,
115,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,out,[],203484,,,1610612737,21,25,2022-03-05T00:28:12Z,1130000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,out,[],202397,,,1610612737,21,25,2022-03-05T00:28:12Z,1140000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,21,25,2022-03-05T00:28:12Z,1150000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,out,[],203991,,,1610612737,21,25,2022-03-05T00:28:12Z,1160000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,in,[],203107,,,1610612737,21,25,2022-03-05T00:28:12Z,1170000,,,0,,SUB in: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,in,[],1629060,,,1610612737,21,25,2022-03-05T00:28:12Z,1180000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,in,[],201568,,,1610612737,21,25,2022-03-05T00:28:12Z,1190000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M33.00S,2022-03-05T00:27:52.4Z,1,REGULAR,substitution,in,[],1628381,,,1610612737,21,25,2022-03-05T00:28:12Z,1200000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M33.00S,2022-03-05T00:28:18.0Z,1,REGULAR,substitution,out,[],1628398,,,1610612737,21,25,2022-03-05T00:28:30Z,1210000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M33.00S,2022-03-05T00:28:18.0Z,1,REGULAR,substitution,in,[],202397,,,1610612737,21,25,2022-03-05T00:28:30Z,1220000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M18.00S,2022-03-05T00:28:35.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,12.302890932982917,70.09803921568627,1610612737,21,27,2022-03-05T00:28:41Z,1230000,-100.0,63.0,1,left,T. Young 11' floating Jump Shot (4 PTS),[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,,,,,,Made,,4.0,,,,11.87,,,,,,,,,
126,PT03M01.00S,2022-03-05T00:28:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629060,68.01905387647832,30.637254901960787,1610612764,21,27,2022-03-05T00:28:59Z,1240000,-97.0,248.0,1,right,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Missed,,,,,,26.63,,,,,,,,,
127,PT02M58.00S,2022-03-05T00:28:56.3Z,1,REGULAR,rebound,offensive,[],203107,,,1610612764,21,27,2022-03-05T00:28:59Z,1250000,,,0,,T. Satoransky REBOUND (Off:1 Def:0),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,126.0,,,,,,,,,1.0,0.0,1.0,,,
128,PT02M48.00S,2022-03-05T00:29:06.2Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612764,21,27,2022-03-05T00:29:15Z,1260000,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 203992]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,,,,,,,,,
129,PT02M48.00S,2022-03-05T00:29:06.2Z,1,REGULAR,steal,,[],203992,,,1610612737,21,27,2022-03-05T00:29:08Z,1270000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M43.00S,2022-03-05T00:29:11.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628381,6.783837056504599,48.77450980392157,1610612737,21,29,2022-03-05T00:31:06Z,1280000,6.0,11.0,1,left,J. Collins running Layup (2 PTS) (B. Bogdanovic 1 AST),"[1628381, 203992]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,,,,,,Made,,2.0,,,,1.28,B. Bogdanovic,203992.0,1.0,,,,,,
132,PT02M20.00S,2022-03-05T00:29:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,92.59198423127464,46.32352941176471,1610612764,23,29,2022-03-05T00:29:40Z,1300000,-18.0,17.0,1,right,R. Hachimura Layup (2 PTS) (T. Bryant 1 AST),"[1629060, 1628418]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,2.0,,,,2.51,T. Bryant,1628418.0,1.0,,,,,,
134,PT02M01.00S,2022-03-05T00:29:53.5Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,23,29,2022-03-05T00:29:59Z,1320000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 202397]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,1.0,Smith,202397.0,,,,,,,,,,
135,PT02M01.00S,2022-03-05T00:29:53.5Z,1,REGULAR,steal,,[],202397,,,1610612764,23,29,2022-03-05T00:32:47Z,1330000,,,0,,I. Smith STEAL (1 STL),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M52.00S,2022-03-05T00:30:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629060,94.56307490144546,49.01960784313725,1610612764,23,29,2022-03-05T00:30:12Z,1340000,-5.0,-1.0,1,right,MISS R. Hachimura reverse Layup - blocked,"[1629060, 1628381]",1610612764.0,WAS,reverse,,,Hachimura,R. Hachimura,,,,,,,,,,Missed,,,,,,0.51,,,,,,,Collins,1628381.0,
137,PT01M52.00S,2022-03-05T00:30:02.8Z,1,REGULAR,block,,[],1628381,,,1610612764,23,29,2022-03-05T00:30:05Z,1350000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M49.00S,2022-03-05T00:30:05.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,23,29,2022-03-05T00:30:12Z,1360000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,136.0,,,,,,,,,1.0,1.0,0.0,,,
139,PT01M34.00S,2022-03-05T00:30:21.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,32.933639947437584,51.225490196078425,1610612737,23,29,2022-03-05T00:30:27Z,1370000,-6.0,257.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,Missed,,,,,,25.72,,,,,,,,,
140,PT01M31.00S,2022-03-05T00:30:24.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,23,29,2022-03-05T00:30:27Z,1380000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,139.0,,,,,,,,,1.0,1.0,0.0,,,
141,PT01M27.00S,2022-03-05T00:30:29.7Z,1,REGULAR,foul,personal,[],1628381,,,1610612764,23,29,2022-03-05T00:30:42Z,1390000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 203107]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,202007.0,1.0,0.0,Satoransky,203107.0,,,,,,,,,,,,,,,,
143,PT01M27.00S,2022-03-05T00:30:45.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,23,29,2022-03-05T00:30:45Z,1410000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M27.00S,2022-03-05T00:32:27.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612764,23,29,2022-03-05T00:33:12Z,1420000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M27.00S,2022-03-05T00:32:27.9Z,1,REGULAR,substitution,in,[],101150,,,1610612764,23,29,2022-03-05T00:33:12Z,1430000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M19.00S,2022-03-05T00:33:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,81.8166885676741,63.23529411764706,1610612764,23,29,2022-03-05T00:33:47Z,1440000,66.0,118.0,1,right,MISS R. Hachimura 13' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Missed,,,,,,13.57,,,,,,,,,
147,PT01M16.00S,2022-03-05T00:33:44.7Z,1,REGULAR,rebound,defensive,[],101150,,,1610612737,23,29,2022-03-05T00:33:47Z,1450000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,146.0,,,,,,,,,1.0,1.0,0.0,,,
148,PT01M05.00S,2022-03-05T00:33:55.9Z,1,REGULAR,2pt,Jump Shot,[],203992,6.521024967148489,25.0,1610612737,23,29,2022-03-05T00:34:01Z,1460000,125.0,9.0,1,left,MISS B. Bogdanovic 12' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Missed,,,,,,12.53,,,,,,,,,
149,PT01M01.00S,2022-03-05T00:33:59.9Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,23,29,2022-03-05T00:34:01Z,1470000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,148.0,,,,,,,,,1.0,1.0,0.0,,,
150,PT00M57.80S,2022-03-05T00:34:05.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,23,29,2022-03-05T00:34:05Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M43.70S,2022-03-05T00:34:32.4Z,1,REGULAR,2pt,Jump Shot,[],1629060,91.40932982917214,80.88235294117648,1610612764,25,29,2022-03-05T00:34:39Z,1490000,154.0,28.0,1,right,R. Hachimura 15' pullup Jump Shot (4 PTS) (D. Avdija 1 AST),"[1629060, 1630166]",1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,4.0,,,,15.7,D. Avdija,1630166.0,1.0,,,,,,
153,PT00M28.40S,2022-03-05T00:34:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,18.2161629434954,50.245098039215684,1610612737,25,29,2022-03-05T00:35:06Z,1510000,-1.0,119.0,1,left,MISS B. Bogdanovic 11' turnaround fadeaway Shot,[203992],1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Missed,,,,,,11.87,,,,,,,,,
154,PT00M27.50S,2022-03-05T00:34:53.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,25,29,2022-03-05T00:35:06Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,
155,PT00M27.50S,2022-03-05T00:35:03.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612737,25,29,2022-03-05T00:47:37Z,1530000,,,0,,I. Smith loose ball personal FOUL (1 PF) (Wright 2 FT),"[202397, 1626153]",1610612764.0,WAS,loose ball,,,Smith,I. Smith,,,,,1148.0,1.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,,
157,PT00M27.50S,2022-03-05T00:35:24.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626153,,,1610612737,25,30,2022-03-05T00:35:24Z,1550000,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
158,PT00M27.50S,2022-03-05T00:35:41.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626153,,,1610612737,25,31,2022-03-05T00:35:41Z,1560000,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
159,PT00M06.70S,2022-03-05T00:36:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,81.8166885676741,63.725490196078425,1610612764,25,31,2022-03-05T00:36:18Z,1570000,69.0,118.0,1,right,MISS I. Smith 13' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,,,,,,Missed,,,,,,13.68,,,,,,,,,
160,PT00M04.70S,2022-03-05T00:36:05.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,25,31,2022-03-05T01:08:39Z,1580000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,159.0,,,,,,,,,1.0,1.0,0.0,,,
161,PT00M00.30S,2022-03-05T00:36:11.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203992,21.23850197109067,49.754901960784316,1610612737,25,33,2022-03-05T00:37:31Z,1590000,1.0,147.0,1,left,B. Bogdanovic 14' driving floating Jump Shot (2 PTS),[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Made,,2.0,,,,14.71,,,,,,,,,
163,PT00M00.00S,2022-03-05T00:36:21.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612764,25,33,2022-03-05T00:37:12Z,1595000,,,0,,,[],,,support,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
162,PT00M00.00S,2022-03-05T00:36:30.5Z,1,REGULAR,period,end,[],0,,,1610612764,25,33,2022-03-05T00:36:30Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-05T00:38:52.4Z,2,REGULAR,period,start,[],0,,,1610612764,25,33,2022-03-05T00:38:52Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M41.00S,2022-03-05T00:39:10.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,82.34231274638634,37.99019607843137,1610612764,25,33,2022-03-05T00:39:18Z,1620000,-60.0,113.0,1,right,MISS I. Smith 12' pullup Shot - blocked,"[202397, 1626153]",1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,,,,,,Missed,,,,,,12.84,,,,,,,Wright,1626153.0,
166,PT11M41.00S,2022-03-05T00:39:10.6Z,2,REGULAR,block,,[],1626153,,,1610612764,25,33,2022-03-05T00:39:14Z,1630000,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M35.00S,2022-03-05T00:39:16.6Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612764,25,33,2022-03-05T00:39:18Z,1640000,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,165.0,,,,,,,,,2.0,1.0,1.0,,,
168,PT11M32.00S,2022-03-05T00:39:19.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628418,92.72339027595268,50.245098039215684,1610612764,27,33,2022-03-05T00:39:24Z,1650000,1.0,16.0,1,right,T. Bryant Hook (4 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Made,,4.0,,,,1.59,,,,,,,,,
169,PT11M20.00S,2022-03-05T00:39:31.2Z,2,REGULAR,3pt,Jump Shot,[],203992,24.129434954007884,11.029411764705882,1610612737,27,36,2022-03-05T00:39:38Z,1660000,195.0,174.0,1,left,B. Bogdanovic 26' 3PT step back (5 PTS) (L. Williams 1 AST),"[203992, 101150]",1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Made,,5.0,,,,26.15,L. Williams,101150.0,1.0,,,,,,
171,PT11M08.00S,2022-03-05T00:39:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629060,75.77201051248358,12.254901960784313,1610612764,30,36,2022-03-05T00:39:49Z,1680000,-189.0,175.0,1,right,R. Hachimura 25' 3PT pullup (7 PTS) (D. Avdija 2 AST),"[1629060, 1630166]",1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,7.0,,,,25.75,D. Avdija,1630166.0,2.0,,,,,,
173,PT10M53.00S,2022-03-05T00:39:57.9Z,2,REGULAR,3pt,Jump Shot,[],201568,30.699737187910642,25.245098039215684,1610612737,30,39,2022-03-05T00:50:11Z,1700000,124.0,236.0,1,left,D. Gallinari 26' 3PT step back (5 PTS),[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,,,,,,Made,,5.0,,,,26.66,,,,,,,,,
174,PT10M40.00S,2022-03-05T00:40:11.2Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612764,30,39,2022-03-05T00:40:18Z,1710000,,,0,,D. Avdija lost ball TURNOVER (2 TO),"[1630166, 1626153]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,2.0,Wright,1626153.0,,,,,,,,,,
175,PT10M40.00S,2022-03-05T00:40:11.2Z,2,REGULAR,steal,,[],1626153,,,1610612737,30,39,2022-03-05T00:40:13Z,1720000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M38.00S,2022-03-05T00:40:15.5Z,2,REGULAR,foul,personal,[],203107,,,1610612737,30,39,2022-03-05T00:40:23Z,1730000,,,0,,T. Satoransky personal FOUL (1 PF),"[203107, 101150]",1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,1148.0,1.0,0.0,Williams,101150.0,,,,,,,,,,,,,,,,
178,PT10M34.00S,2022-03-05T00:40:34.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,30.56833114323259,24.264705882352942,1610612737,30,39,2022-03-05T00:40:39Z,1750000,129.0,235.0,1,left,MISS J. Collins 26' pullup 3PT,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,,,,,,Missed,,,,,,26.78,,,,,,,,,
179,PT10M30.00S,2022-03-05T00:40:38.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,30,39,2022-03-05T00:40:39Z,1760000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,178.0,,,,,,,,,2.0,2.0,0.0,,,
180,PT10M17.00S,2022-03-05T00:40:50.6Z,2,REGULAR,turnover,bad pass,[],1629060,,,1610612764,30,39,2022-03-05T00:40:57Z,1770000,,,0,,R. Hachimura bad pass TURNOVER (1 TO),"[1629060, 1626153]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,1.0,Wright,1626153.0,,,,,,,,,,
181,PT10M17.00S,2022-03-05T00:40:50.6Z,2,REGULAR,steal,,[],1626153,,,1610612737,30,39,2022-03-05T00:40:52Z,1780000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M17.00S,2022-03-05T00:40:58.0Z,2,REGULAR,foul,personal,[],1629060,,,1610612737,30,39,2022-03-05T00:51:24Z,1790000,,,0,,R. Hachimura take personal FOUL (1 PF),"[1629060, 1626153]",1610612764.0,WAS,take,,,Hachimura,R. Hachimura,,,,,202007.0,1.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,,
184,PT10M03.00S,2022-03-05T00:41:23.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,6.915243101182654,48.77450980392157,1610612737,30,41,2022-03-05T00:41:28Z,1810000,6.0,13.0,1,left,J. Collins DUNK (4 PTS) (D. Wright 1 AST),"[1628381, 1626153]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,Made,,4.0,,,,1.39,D. Wright,1626153.0,1.0,,,,,,
