actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
34,PT08M53.00S,2021-11-21T00:15:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,81.12680683311433,62.5,1610612748,8,4,2021-11-21T00:15:45Z,340000,62.0,125.0,1,right,J. Butler 13' fadeaway Jump Shot (2 PTS),[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,13.97,Made,2.0,,,,,,,,,,,,,,,,,,
36,PT08M35.00S,2021-11-21T00:15:55.6Z,1,REGULAR,3pt,Jump Shot,[],203484,31.84954007884363,81.12745098039215,1610612764,8,4,2021-11-21T00:16:02Z,350000,-156.0,247.0,1,left,MISS K. Caldwell-Pope 29' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,29.18,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M31.00S,2021-11-21T00:15:59.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,8,4,2021-11-21T00:16:02Z,360000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,
38,PT08M20.00S,2021-11-21T00:16:10.2Z,1,REGULAR,2pt,Jump Shot,[],202710,90.19382391590013,73.52941176470588,1610612748,8,6,2021-11-21T00:16:16Z,370000,118.0,40.0,1,right,J. Butler 12' turnaround Jump Shot (4 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,12.41,Made,4.0,,,,,,,,,,,,,,,,,,
39,PT08M03.00S,2021-11-21T00:16:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,9.379106438896187,46.568627450980394,1610612764,10,6,2021-11-21T00:16:35Z,380000,17.0,36.0,1,left,B. Beal driving finger roll Layup (8 PTS),[203078],1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,3.96,Made,8.0,,,,,,,,,,,,,,,,,,
40,PT07M57.00S,2021-11-21T00:16:37.5Z,1,REGULAR,foul,personal,[],1629655,,,1610612748,10,6,2021-11-21T00:17:01Z,390000,,,0,,D. Gafford personal FOUL (2 PF),"[1629655, 1628389]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Adebayo,1628389.0,,,
42,PT07M57.00S,2021-11-21T00:16:57.7Z,1,REGULAR,substitution,out,[],1629655,,,1610612748,10,6,2021-11-21T00:17:03Z,410000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M57.00S,2021-11-21T00:16:57.7Z,1,REGULAR,substitution,in,[],1626149,,,1610612748,10,6,2021-11-21T00:17:03Z,420000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2021-11-21T00:17:22.0Z,1,REGULAR,2pt,Jump Shot,[],200768,74.95072273324573,41.666666666666664,1610612748,10,6,2021-11-21T00:17:34Z,430000,-42.0,183.0,1,right,MISS K. Lowry 18' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,18.77,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M46.00S,2021-11-21T00:17:26.0Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,10,6,2021-11-21T00:17:27Z,440000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT07M31.00S,2021-11-21T00:17:40.1Z,1,REGULAR,2pt,Jump Shot,[],1628398,6.4881734559789805,74.26470588235294,1610612764,10,6,2021-11-21T00:17:47Z,450000,-121.0,8.0,1,left,MISS K. Kuzma 12' fadeaway Shot,[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,12.16,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M29.00S,2021-11-21T00:17:42.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,10,6,2021-11-21T00:17:47Z,460000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,
48,PT07M29.00S,2021-11-21T00:17:47.9Z,1,REGULAR,foul,personal,[],1626149,,,1610612748,10,6,2021-11-21T00:18:03Z,470000,,,0,,M. Harrell loose ball personal FOUL (1 PF),"[1626149, 200768]",1610612764.0,WAS,loose ball,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Lowry,200768.0,,,
50,PT07M03.00S,2021-11-21T00:18:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,88.2227332457293,50.245098039215684,1610612748,10,6,2021-11-21T00:18:31Z,490000,1.0,58.0,1,right,MISS K. Lowry step back Shot,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,5.82,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M57.00S,2021-11-21T00:18:29.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,10,6,2021-11-21T00:18:29Z,500000,,,0,,B. Adebayo REBOUND (Off:2 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,50.0,2.0,0.0,2.0,,,,,,,,,,,
52,PT06M57.00S,2021-11-21T00:18:29.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,94.40999984741211,50.0,1610612748,10,8,2021-11-21T00:18:51Z,510000,0.0,0.0,1,right,B. Adebayo tip Layup (4 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
53,PT06M47.00S,2021-11-21T00:18:40.4Z,1,REGULAR,3pt,Jump Shot,[],203915,22.125492772667542,92.40196078431373,1610612764,13,8,2021-11-21T00:18:47Z,520000,-212.0,155.0,1,left,S. Dinwiddie 26' 3PT  (3 PTS) (B. Beal 1 AST),"[203915, 203078]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,26.29,Made,3.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,,
55,PT06M34.00S,2021-11-21T00:18:52.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,69.30026281208936,74.50980392156863,1610612748,13,8,2021-11-21T00:18:57Z,540000,123.0,236.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M32.00S,2021-11-21T00:18:54.8Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,13,8,2021-11-21T00:18:57Z,550000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,
57,PT06M27.00S,2021-11-21T00:19:00.7Z,1,REGULAR,turnover,lost ball,[],203484,,,1610612764,13,8,2021-11-21T00:19:06Z,560000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 202710]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,1.0,Butler,202710.0,,,,,,,,
58,PT06M27.00S,2021-11-21T00:19:00.7Z,1,REGULAR,steal,,[],202710,,,1610612748,13,8,2021-11-21T00:19:03Z,570000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M23.00S,2021-11-21T00:19:05.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,91.37647831800263,53.431372549019606,1610612748,13,10,2021-11-21T00:20:37Z,580000,17.0,29.0,1,right,J. Butler running Layup (6 PTS),[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,3.34,Made,6.0,,,,,,,,,,,,,,,,,,
60,PT05M57.00S,2021-11-21T00:19:32.0Z,1,REGULAR,turnover,lost ball,[],1626149,,,1610612764,13,10,2021-11-21T00:19:59Z,590000,,,0,,M. Harrell lost ball TURNOVER (1 TO),"[1626149, 200782]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,1.0,Tucker,200782.0,,,,,,,,
61,PT05M57.00S,2021-11-21T00:19:32.0Z,1,REGULAR,steal,,[],200782,,,1610612748,13,10,2021-11-21T00:19:36Z,600000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M57.00S,2021-11-21T00:19:39.8Z,1,REGULAR,foul,personal,[],203078,,,1610612748,13,10,2021-11-21T00:19:43Z,610000,,,0,,B. Beal personal FOUL (1 PF),"[203078, 200782]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Tucker,200782.0,,,
64,PT05M57.00S,2021-11-21T00:19:48.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,13,10,2021-11-21T00:19:48Z,630000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M57.00S,2021-11-21T00:20:01.6Z,1,REGULAR,substitution,out,[],203484,,,1610612748,13,10,2021-11-21T00:22:33Z,640000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M57.00S,2021-11-21T00:20:01.6Z,1,REGULAR,substitution,out,[],203915,,,1610612748,13,10,2021-11-21T00:22:33Z,650000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M57.00S,2021-11-21T00:20:01.6Z,1,REGULAR,substitution,out,[],200768,,,1610612748,13,10,2021-11-21T00:22:33Z,660000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M57.00S,2021-11-21T00:20:01.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612748,13,10,2021-11-21T00:22:33Z,670000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2021-11-21T00:20:01.6Z,1,REGULAR,substitution,in,[],203526,,,1610612748,13,10,2021-11-21T00:22:33Z,680000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2021-11-21T00:20:01.6Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,13,10,2021-11-21T00:22:33Z,690000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M47.00S,2021-11-21T00:22:51.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,66.67214191852825,36.029411764705884,1610612748,13,10,2021-11-21T00:22:56Z,700000,-70.0,261.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2021-11-21T00:22:55.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,13,10,2021-11-21T00:22:56Z,710000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,,,
73,PT05M30.00S,2021-11-21T00:23:07.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,8.590670170827863,39.70588235294118,1610612764,15,10,2021-11-21T00:23:41Z,720000,51.0,28.0,1,left,B. Beal driving floating bank Jump Shot (10 PTS),[203078],1610612764.0,WAS,driving floating bank,,,Beal,B. Beal,,,,,5.88,Made,10.0,,,,,,,,,,,,,,,,,,
74,PT05M19.00S,2021-11-21T00:23:19.5Z,1,REGULAR,2pt,Jump Shot,[],1629639,79.15571616294349,26.715686274509807,1610612748,15,10,2021-11-21T00:23:25Z,730000,-116.0,143.0,1,right,MISS T. Herro 18' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,18.47,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M14.00S,2021-11-21T00:23:24.5Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,15,10,2021-11-21T00:23:25Z,740000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,
76,PT05M05.00S,2021-11-21T00:23:32.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,6.4881734559789805,49.754901960784316,1610612764,17,10,2021-11-21T00:23:38Z,750000,1.0,8.0,1,left,M. Harrell cutting DUNK (2 PTS) (B. Beal 2 AST),"[1626149, 203078]",1610612764.0,WAS,cutting,,,Harrell,M. Harrell,,,,,0.86,Made,2.0,B. Beal,203078.0,2.0,,,,,,,,,,,,,,,
78,PT04M46.00S,2021-11-21T00:23:52.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,85.5946123521682,95.09803921568627,1610612748,17,13,2021-11-21T00:23:58Z,770000,225.0,83.0,1,right,T. Herro 24' 3PT  (3 PTS) (J. Butler 1 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,24.03,Made,3.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,,
80,PT04M32.00S,2021-11-21T00:24:08.0Z,1,REGULAR,turnover,out-of-bounds,[],1626149,,,1610612764,17,13,2021-11-21T00:24:18Z,790000,,,0,,M. Harrell bad pass out-of-bounds TURNOVER (2 TO),[1626149],1610612764.0,WAS,bad pass,,,Harrell,M. Harrell,,,,,,,,,,,,,,,2.0,,,1627962.0,,,,,,,
81,PT04M32.00S,2021-11-21T00:24:12.3Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,17,13,2021-11-21T00:24:17Z,800000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M32.00S,2021-11-21T00:24:12.3Z,1,REGULAR,substitution,in,[],203473,,,1610612748,17,13,2021-11-21T00:24:17Z,810000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M20.00S,2021-11-21T00:24:31.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629130,88.2227332457293,45.833333333333336,1610612748,17,15,2021-11-21T00:24:48Z,820000,-21.0,58.0,1,right,D. Robinson 6' driving floating Jump Shot (2 PTS) (T. Herro 1 AST),"[1629130, 1629639]",1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,6.18,Made,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,,
84,PT04M01.00S,2021-11-21T00:24:49.5Z,1,REGULAR,2pt,Jump Shot,[],1628398,16.343626806833115,27.941176470588232,1610612764,17,15,2021-11-21T00:24:55Z,830000,110.0,101.0,1,left,MISS K. Kuzma 14' Jump Shot,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,14.96,Missed,,,,,,,,,,,,,,,,,,,
85,PT03M58.00S,2021-11-21T00:24:52.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,17,15,2021-11-21T00:24:55Z,840000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,
86,PT03M45.00S,2021-11-21T00:25:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,93.08475689881735,40.68627450980392,1610612748,17,17,2021-11-21T00:26:08Z,850000,-47.0,13.0,1,right,D. Robinson cutting Layup (4 PTS) (T. Herro 2 AST),"[1629130, 1629639]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,4.82,Made,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,,,
89,PT03M30.00S,2021-11-21T00:25:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612764,17,17,2021-11-21T00:25:40Z,870000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Neto 2 FT),"[1629130, 203526]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Neto,203526.0,,,
91,PT03M30.00S,2021-11-21T00:25:57.4Z,1,REGULAR,freethrow,1 of 2,[],203526,,,1610612764,18,17,2021-11-21T00:26:22Z,890000,,,0,,R. Neto Free Throw 1 of 2 (1 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
