actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-10-22T23:15:43.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-22T23:15:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-10-22T23:15:46.8Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612764,0,0,2021-10-22T23:15:46Z,40000,,,0,,Jump Ball D. Gafford vs. M. Turner: Tip to K. Caldwell-Pope,"[203484, 1629655, 1626167]",1610612764.0,WAS,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Gafford,1629655.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2021-10-22T23:15:54.9Z,1,REGULAR,3pt,Jump Shot,[],1628988,72.35545335085413,17.15686274509804,1610612764,3,0,2021-10-22T23:16:00Z,70000,-164.0,207.0,1,right,A. Holiday 26' 3PT  (3 PTS) (D. Gafford 1 AST),"[1628988, 1629655]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,26.45,Made,3.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,,,
9,PT11M33.00S,2021-10-22T23:16:10.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,6.915243101182654,53.18627450980392,1610612754,3,2,2021-10-22T23:16:14Z,90000,-16.0,13.0,1,left,M. Turner cutting DUNK (2 PTS) (D. Sabonis 1 AST),"[1626167, 1627734]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,2.02,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,,
11,PT11M12.00S,2021-10-22T23:16:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,88.78120893561103,62.5,1610612764,3,2,2021-10-22T23:16:37Z,110000,62.0,53.0,1,right,MISS S. Dinwiddie 8' driving Layup,[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,8.19,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2021-10-22T23:16:32.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,3,2,2021-10-22T23:16:37Z,120000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M53.00S,2021-10-22T23:16:49.8Z,1,REGULAR,2pt,Jump Shot,[],1626167,18.478975032851512,80.88235294117648,1610612754,3,4,2021-10-22T23:16:53Z,130000,-154.0,121.0,1,left,M. Turner 19' pullup Jump Shot (4 PTS) (D. Sabonis 2 AST),"[1626167, 1627734]",1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,19.63,Made,4.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
15,PT10M42.00S,2021-10-22T23:17:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,85.10183968462549,61.51960784313726,1610612764,3,4,2021-10-22T23:17:05Z,150000,58.0,88.0,1,right,MISS A. Holiday 10' floating Shot,[1628988],1610612764.0,WAS,floating,,,Holiday,A. Holiday,,,,,10.48,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2021-10-22T23:17:02.9Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,3,4,2021-10-22T23:17:05Z,160000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M35.00S,2021-10-22T23:17:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630537,20.18725361366623,8.823529411764707,1610612754,3,4,2021-10-22T23:17:13Z,170000,206.0,137.0,1,left,MISS C. Duarte 24' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M32.00S,2021-10-22T23:17:11.2Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,3,4,2021-10-22T23:17:13Z,180000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
19,PT10M20.00S,2021-10-22T23:17:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.9862023653088,48.529411764705884,1610612764,5,4,2021-10-22T23:17:26Z,190000,-7.0,13.0,1,right,D. Gafford cutting Layup (2 PTS) (S. Dinwiddie 1 AST),"[1629655, 203915]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,1.53,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,,
21,PT10M13.00S,2021-10-22T23:17:29.8Z,1,REGULAR,3pt,Jump Shot,[],1627763,24.129434954007884,10.53921568627451,1610612754,5,4,2021-10-22T23:17:39Z,210000,197.0,174.0,1,left,MISS M. Brogdon 26' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M10.00S,2021-10-22T23:17:32.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,5,4,2021-10-22T23:17:39Z,220000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M06.00S,2021-10-22T23:17:36.7Z,1,REGULAR,3pt,Jump Shot,[],203915,67.7562417871222,21.07843137254902,1610612764,8,4,2021-10-22T23:17:48Z,230000,-145.0,251.0,1,right,S. Dinwiddie 28' 3PT pullup (3 PTS),[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,28.93,Made,3.0,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2021-10-22T23:17:49.7Z,1,REGULAR,foul,personal,[],203915,,,1610612754,8,4,2021-10-22T23:22:00Z,240000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1630537]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,2715.0,1.0,0.0,Duarte,1630537.0,,,,,,
26,PT09M48.00S,2021-10-22T23:18:16.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,11.12023653088042,60.049019607843135,1610612754,8,4,2021-10-22T23:18:22Z,260000,-50.0,52.0,1,left,MISS D. Sabonis 7' turnaround Hook - blocked,"[1627734, 1629655]",1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,7.23,Missed,,,,,,,,,,,,,,Gafford,1629655.0,,,,
27,PT09M48.00S,2021-10-22T23:18:16.8Z,1,REGULAR,block,,[],1629655,,,1610612754,8,4,2021-10-22T23:18:20Z,270000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M48.00S,2021-10-22T23:18:16.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,8,4,2021-10-22T23:18:22Z,280000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,
29,PT09M48.00S,2021-10-22T23:18:22.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,8,4,2021-10-22T23:18:22Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M45.00S,2021-10-22T23:18:34.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630537,8.623521681997373,74.50980392156863,1610612754,8,4,2021-10-22T23:18:48Z,300000,-123.0,29.0,1,left,MISS C. Duarte 12' pullup Shot - blocked,"[1630537, 1628988]",1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,12.58,Missed,,,,,,,,,,,,,,Holiday,1628988.0,,,,
31,PT09M45.00S,2021-10-22T23:18:34.7Z,1,REGULAR,block,,[],1628988,,,1610612754,8,4,2021-10-22T23:18:42Z,310000,,,0,,A. Holiday BLOCK (1 BLK),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M45.00S,2021-10-22T23:18:34.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,8,4,2021-10-22T23:18:48Z,320000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,
33,PT09M43.00S,2021-10-22T23:18:54.7Z,1,REGULAR,jumpball,recovered,[],1626167,,,1610612754,8,4,2021-10-22T23:18:54Z,330000,,,0,,Jump Ball C. Duarte vs. A. Holiday: Tip to M. Turner,"[1626167, 1630537, 1628988]",1610612754.0,IND,heldball,M. Turner,1626167.0,Turner,M. Turner,Duarte,1630537.0,Holiday,1628988.0,,,,,,,,,,,,,,,,,,,,,
36,PT09M41.00S,2021-10-22T23:18:55.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,32.276609724047304,88.97058823529412,1610612754,8,4,2021-10-22T23:19:00Z,360000,-195.0,251.0,1,left,MISS M. Turner 31' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,31.77,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M39.00S,2021-10-22T23:18:57.8Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,8,4,2021-10-22T23:19:00Z,370000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,
