actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
268,PT03M06.00S,2022-03-30T23:54:19.8Z,2,REGULAR,substitution,in,[],1630181,,,1610612764,45,50,2022-03-30T23:54:31Z,2630000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M59.00S,2022-03-30T23:54:43.4Z,2,REGULAR,2pt,Jump Shot,[],1629060,76.26478318002628,39.950980392156865,1610612764,47,50,2022-03-30T23:54:50Z,2640000,-50.0,171.0,1,right,R. Hachimura 17' Jump Shot (11 PTS) (T. Satoransky 7 AST),"[1629060, 203107]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,17.78,Made,11.0,T. Satoransky,203107.0,7.0,,,,,,,,,,,,,,
271,PT02M44.00S,2022-03-30T23:54:58.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,10.95597897503285,62.99019607843137,1610612753,47,50,2022-03-30T23:55:02Z,2660000,-65.0,50.0,1,left,MISS F. Wagner 8' driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,8.23,Missed,,,,,,,,,,,,,,,,,,
272,PT02M42.00S,2022-03-30T23:55:00.4Z,2,REGULAR,rebound,defensive,[],203107,,,1610612764,47,50,2022-03-30T23:55:02Z,2670000,,,0,,T. Satoransky REBOUND (Off:1 Def:5),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,271.0,6.0,5.0,1.0,,,,,
273,PT02M40.00S,2022-03-30T23:55:05.6Z,2,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612764,47,50,2022-03-30T23:55:25Z,2680000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1630181, 204001]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,2882.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
275,PT02M40.00S,2022-03-30T23:55:29.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,47,50,2022-03-30T23:55:29Z,2700000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M40.00S,2022-03-30T23:56:37.6Z,2,REGULAR,substitution,out,[],1629021,,,1610612764,47,50,2022-03-30T23:57:59Z,2710000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M40.00S,2022-03-30T23:56:37.6Z,2,REGULAR,substitution,in,[],1629643,,,1610612764,47,50,2022-03-30T23:57:59Z,2720000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M40.00S,2022-03-30T23:58:16.4Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,48,50,2022-03-30T23:58:16Z,2730000,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
279,PT02M40.00S,2022-03-30T23:58:31.0Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,49,50,2022-03-30T23:58:31Z,2740000,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
280,PT02M22.00S,2022-03-30T23:58:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,17.394875164257556,62.99019607843137,1610612753,49,52,2022-03-30T23:58:56Z,2750000,-65.0,111.0,1,left,C. Anthony 12' pullup Jump Shot (10 PTS) (C. Okeke 1 AST),"[1630175, 1629643]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,12.86,Made,10.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,
282,PT02M03.00S,2022-03-30T23:59:08.4Z,2,REGULAR,2pt,Jump Shot,[],204001,90.5880420499343,23.529411764705884,1610612764,51,52,2022-03-30T23:59:15Z,2770000,-132.0,36.0,1,right,K. Porzingis 13' fadeaway bank Jump Shot (14 PTS),[204001],1610612764.0,WAS,fadeaway bank,,,Porzingis,K. Porzingis,,,,,13.72,Made,14.0,,,,,,,,,,,,,,,,,
284,PT01M49.00S,2022-03-30T23:59:22.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,7.276609724047319,46.568627450980394,1610612753,51,54,2022-03-30T23:59:27Z,2790000,17.0,16.0,1,left,M. Bamba alley-oop DUNK (5 PTS) (F. Wagner 2 AST),"[1628964, 1630532]",1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,2.34,Made,5.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,
286,PT01M31.00S,2022-03-30T23:59:39.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,94.00459921156373,48.529411764705884,1610612764,53,54,2022-03-30T23:59:45Z,2810000,-7.0,4.0,1,right,K. Porzingis alley-oop DUNK (16 PTS) (K. Caldwell-Pope 2 AST),"[204001, 203484]",1610612764.0,WAS,alley-oop,,,Porzingis,K. Porzingis,,,,,0.84,Made,16.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,
288,PT01M11.00S,2022-03-31T00:00:00.1Z,2,REGULAR,3pt,Jump Shot,[],1630175,30.798291721419176,77.69607843137254,1610612753,53,54,2022-03-31T00:00:05Z,2830000,-138.0,237.0,1,left,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,
289,PT01M08.00S,2022-03-31T00:00:03.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,53,54,2022-03-31T00:00:05Z,2840000,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,288.0,4.0,4.0,0.0,,,,,
290,PT01M01.00S,2022-03-31T00:00:10.4Z,2,REGULAR,3pt,Jump Shot,[],203484,92.82194480946123,1.7156862745098067,1610612764,56,54,2022-03-31T00:00:15Z,2850000,-241.0,15.0,1,right,K. Caldwell-Pope 24' 3PT  (8 PTS) (K. Porzingis 1 AST),"[203484, 204001]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,24.19,Made,8.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,
292,PT00M44.80S,2022-03-31T00:00:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.065045992115643,37.254901960784316,1610612753,56,54,2022-03-31T00:00:36Z,2870000,64.0,23.0,1,left,MISS F. Wagner 6' driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,6.78,Missed,,,,,,,,,,,,,,,,,,
293,PT00M44.80S,2022-03-31T00:00:30.1Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,56,54,2022-03-31T00:00:36Z,2880000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,292.0,3.0,2.0,1.0,,,,,
294,PT00M44.80S,2022-03-31T00:00:35.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628964,5.590000152587891,50.0,1610612753,56,56,2022-03-31T00:00:35Z,2890000,0.0,0.0,1,left,M. Bamba tip DUNK (7 PTS),[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,
295,PT00M31.20S,2022-03-31T00:00:50.3Z,2,REGULAR,2pt,Jump Shot,[],1629060,78.23587385019711,67.15686274509804,1610612764,56,56,2022-03-31T00:00:55Z,2900000,86.0,152.0,1,right,MISS R. Hachimura 17' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,17.46,Missed,,,,,,,,,,,,,,,,,,
296,PT00M26.80S,2022-03-31T00:00:54.7Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,56,56,2022-03-31T00:00:55Z,2910000,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,295.0,4.0,4.0,0.0,,,,,
297,PT00M05.40S,2022-03-31T00:01:16.0Z,2,REGULAR,2pt,Jump Shot,[],1630175,22.125492772667542,65.44117647058823,1610612753,56,56,2022-03-31T00:01:41Z,2920000,-77.0,155.0,1,left,MISS C. Anthony 17' pullup Shot - blocked,"[1630175, 1629060]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,17.36,Missed,,,,,,,,,,,,,,Hachimura,1629060.0,,,
298,PT00M05.40S,2022-03-31T00:01:16.0Z,2,REGULAR,block,,[],1629060,,,1610612753,56,56,2022-03-31T00:02:48Z,2930000,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M02.70S,2022-03-31T00:01:18.7Z,2,REGULAR,rebound,defensive,[],203107,,,1610612764,56,56,2022-03-31T00:02:48Z,2940000,,,0,,T. Satoransky REBOUND (Off:1 Def:6),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,297.0,7.0,6.0,1.0,,,,,
300,PT00M02.70S,2022-03-31T00:01:21.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,92.69053876478318,48.0392156862745,1610612764,58,56,2022-03-31T00:01:48Z,2950000,-10.0,16.0,1,right,R. Hachimura cutting DUNK (13 PTS) (T. Satoransky 8 AST),"[1629060, 203107]",1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,1.89,Made,13.0,T. Satoransky,203107.0,8.0,,,,,,,,,,,,,,
302,PT00M00.10S,2022-03-31T00:01:31.5Z,2,REGULAR,2pt,Jump Shot,[],1630532,17.263469119579497,81.37254901960785,1610612753,58,56,2022-03-31T00:01:49Z,2970000,-157.0,110.0,1,left,MISS F. Wagner 19' Jump Shot,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,19.15,Missed,,,,,,,,,,,,,,,,,,
303,PT00M00.10S,2022-03-31T00:01:31.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,58,56,2022-03-31T00:01:49Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,
304,PT00M00.00S,2022-03-31T00:02:07.2Z,2,REGULAR,period,end,[],0,,,1610612753,58,56,2022-03-31T00:02:07Z,2990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-03-31T00:02:23.0Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612753,58,56,2022-03-31T00:16:46Z,3000000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-03-31T00:02:23.0Z,3,REGULAR,substitution,in,['startperiod'],1630557,,,1610612753,58,56,2022-03-31T00:16:46Z,3010000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-03-31T00:16:59.9Z,3,REGULAR,period,start,[],0,,,1610612753,58,56,2022-03-31T00:16:59Z,3020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M46.00S,2022-03-31T00:17:14.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,58,56,2022-03-31T00:17:14Z,3030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT11M40.00S,2022-03-31T00:17:28.9Z,3,REGULAR,3pt,Jump Shot,[],1628964,67.46057818659658,35.78431372549019,1610612753,58,56,2022-03-31T00:17:34Z,3040000,-71.0,253.0,1,right,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
310,PT11M37.00S,2022-03-31T00:17:31.9Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,58,56,2022-03-31T00:17:34Z,3050000,,,0,,R. Hachimura REBOUND (Off:0 Def:5),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,309.0,5.0,5.0,0.0,,,,,
311,PT11M21.00S,2022-03-31T00:18:10.8Z,3,REGULAR,stoppage,other,[],0,,,1610612764,58,56,2022-03-31T00:18:10Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT11M14.00S,2022-03-31T00:18:34.8Z,3,REGULAR,turnover,bad pass,[],203107,,,1610612764,58,56,2022-03-31T00:18:38Z,3070000,,,0,,T. Satoransky bad pass TURNOVER (1 TO),"[203107, 1628964]",1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,1.0,Bamba,1628964.0
313,PT11M14.00S,2022-03-31T00:18:34.8Z,3,REGULAR,steal,,[],1628964,,,1610612753,58,56,2022-03-31T00:18:36Z,3080000,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
314,PT11M03.00S,2022-03-31T00:18:46.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628964,69.56307490144546,66.91176470588235,1610612753,58,59,2022-03-31T00:18:52Z,3090000,85.0,234.0,1,right,M. Bamba 24' 3PT  (10 PTS) (C. Anthony 2 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.84,Made,10.0,C. Anthony,1630175.0,2.0,,,,,,,,,,,,,,
316,PT10M49.00S,2022-03-31T00:18:59.8Z,3,REGULAR,2pt,Jump Shot,[],203484,23.04533508541394,24.75490196078431,1610612764,60,59,2022-03-31T00:19:10Z,3110000,126.0,164.0,1,left,K. Caldwell-Pope 20' Jump Shot (10 PTS) (K. Porzingis 2 AST),"[203484, 204001]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,20.7,Made,10.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,,,
318,PT10M26.00S,2022-03-31T00:19:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629643,70.3515111695138,77.94117647058823,1610612753,60,59,2022-03-31T00:19:28Z,3130000,140.0,226.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,
319,PT10M23.00S,2022-03-31T00:19:25.6Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,60,59,2022-03-31T00:19:28Z,3140000,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,318.0,2.0,2.0,0.0,,,,,
320,PT10M19.00S,2022-03-31T00:19:33.2Z,3,REGULAR,foul,personal,['2freethrow'],1629643,,,1610612764,60,59,2022-03-31T00:19:49Z,3150000,,,0,,C. Okeke shooting personal FOUL (3 PF) (Porzingis 2 FT),"[1629643, 204001]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,2882.0,3.0,0.0,Porzingis,204001.0,,,,,,,,,
322,PT10M19.00S,2022-03-31T00:19:56.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],204001,,,1610612764,60,59,2022-03-31T00:19:56Z,3170000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,
323,PT10M19.00S,2022-03-31T00:19:56.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,60,59,2022-03-31T00:19:56Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,322.0,,,,,,,,
324,PT10M19.00S,2022-03-31T00:20:17.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],204001,,,1610612764,61,59,2022-03-31T00:20:17Z,3190000,,,0,,K. Porzingis Free Throw 2 of 2 (17 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
325,PT10M11.00S,2022-03-31T00:20:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.82194480946123,39.21568627450981,1610612753,61,61,2022-03-31T00:20:31Z,3200000,-54.0,15.0,1,right,F. Wagner cutting Layup (15 PTS) (C. Anthony 3 AST),"[1630532, 1630175]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,5.59,Made,15.0,C. Anthony,1630175.0,3.0,,,,,,,,,,,,,,
327,PT10M01.00S,2022-03-31T00:20:36.5Z,3,REGULAR,3pt,Jump Shot,[],1629060,26.856110381077528,84.80392156862746,1610612764,61,61,2022-03-31T00:20:44Z,3220000,-174.0,200.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,
328,PT09M57.00S,2022-03-31T00:20:40.5Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,61,61,2022-03-31T00:20:44Z,3230000,,,0,,C. Okeke REBOUND (Off:1 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,327.0,4.0,3.0,1.0,,,,,
329,PT09M47.00S,2022-03-31T00:20:49.9Z,3,REGULAR,3pt,Jump Shot,[],1630175,67.06636005256242,63.48039215686275,1610612753,61,61,2022-03-31T00:20:58Z,3240000,67.0,257.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,
330,PT09M45.00S,2022-03-31T00:20:51.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,61,61,2022-03-31T00:20:58Z,3250000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,
331,PT09M45.00S,2022-03-31T00:20:57.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,61,61,2022-03-31T00:20:57Z,3260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT09M33.00S,2022-03-31T00:21:16.2Z,3,REGULAR,turnover,out-of-bounds,[],203107,,,1610612764,61,61,2022-03-31T00:21:25Z,3270000,,,0,,T. Satoransky bad pass out-of-bounds TURNOVER (2 TO),[203107],1610612764.0,WAS,bad pass,,,Satoransky,T. Satoransky,,,,,,,,,,,2005.0,,,,,,,,,,,2.0,,
333,PT09M33.00S,2022-03-31T00:21:21.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,61,61,2022-03-31T00:21:21Z,3280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M19.00S,2022-03-31T00:21:36.2Z,3,REGULAR,turnover,backcourt,[],1630175,,,1610612753,61,61,2022-03-31T00:21:46Z,3290000,,,0,,C. Anthony backcourt TURNOVER (1 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,2005.0,,,,,,,,,,,1.0,,
335,PT09M08.00S,2022-03-31T00:21:58.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629060,6.225361366622863,56.127450980392155,1610612764,63,61,2022-03-31T00:22:06Z,3300000,-31.0,6.0,1,left,R. Hachimura reverse DUNK (15 PTS) (T. Satoransky 9 AST),"[1629060, 203107]",1610612764.0,WAS,reverse,,,Hachimura,R. Hachimura,,,,,3.12,Made,15.0,T. Satoransky,203107.0,9.0,,,,,,,,,,,,,,
337,PT08M57.00S,2022-03-31T00:22:09.4Z,3,REGULAR,3pt,Jump Shot,[],1628964,69.82588699080158,74.26470588235294,1610612753,63,61,2022-03-31T00:22:24Z,3320000,121.0,231.0,1,right,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
338,PT08M57.00S,2022-03-31T00:22:09.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,63,61,2022-03-31T00:22:24Z,3330000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,
339,PT08M57.00S,2022-03-31T00:22:18.7Z,3,REGULAR,foul,personal,[],1630532,,,1610612764,63,61,2022-03-31T00:22:28Z,3340000,,,0,,F. Wagner loose ball personal FOUL (2 PF),"[1630532, 203484]",1610612753.0,ORL,loose ball,,,Wagner,F. Wagner,,,,,,,,,,,2005.0,2.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
341,PT08M52.00S,2022-03-31T00:22:38.5Z,3,REGULAR,foul,personal,[],1630175,,,1610612764,63,61,2022-03-31T00:22:44Z,3360000,,,0,,C. Anthony personal FOUL (3 PF),"[1630175, 203484]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,2882.0,3.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
343,PT08M45.00S,2022-03-31T00:22:58.2Z,3,REGULAR,2pt,Jump Shot,[],1629060,20.02299605781866,71.56862745098039,1610612764,63,61,2022-03-31T00:23:05Z,3380000,-108.0,136.0,1,left,MISS R. Hachimura 17' Jump Shot - blocked,"[1629060, 1630532]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,17.33,Missed,,,,,,,,,,,,,,Wagner,1630532.0,,,
344,PT08M45.00S,2022-03-31T00:22:58.2Z,3,REGULAR,block,,[],1630532,,,1610612764,63,61,2022-03-31T00:23:01Z,3390000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
345,PT08M41.00S,2022-03-31T00:23:02.2Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,63,61,2022-03-31T00:23:05Z,3400000,,,0,,C. Okeke REBOUND (Off:1 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,343.0,5.0,4.0,1.0,,,,,
346,PT08M40.00S,2022-03-31T00:23:03.2Z,3,REGULAR,2pt,Layup,['fastbreak'],1629643,93.34756898817345,33.08823529411765,1610612753,63,61,2022-03-31T00:26:05Z,3410000,-85.0,10.0,1,right,MISS C. Okeke 8' driving Layup,[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,8.52,Missed,,,,,,,,,,,,,,,,,,
347,PT08M40.00S,2022-03-31T00:23:03.2Z,3,REGULAR,rebound,offensive,[],1629643,,,1610612753,63,61,2022-03-31T00:23:09Z,3420000,,,0,,C. Okeke REBOUND (Off:2 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,346.0,6.0,4.0,2.0,,,,,
348,PT08M35.00S,2022-03-31T00:23:08.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,90.32522996057818,55.3921568627451,1610612753,63,61,2022-03-31T00:23:14Z,3430000,27.0,38.0,1,right,MISS F. Wagner Layup,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,
349,PT08M31.00S,2022-03-31T00:23:12.0Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,63,61,2022-03-31T00:23:14Z,3440000,,,0,,R. Hachimura REBOUND (Off:0 Def:6),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,348.0,6.0,6.0,0.0,,,,,
350,PT08M28.00S,2022-03-31T00:23:15.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,17.526281208935615,4.901960784313729,1610612764,66,61,2022-03-31T00:23:23Z,3450000,225.0,112.0,1,left,K. Caldwell-Pope 25' 3PT  (13 PTS) (R. Hachimura 2 AST),"[203484, 1629060]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.19,Made,13.0,R. Hachimura,1629060.0,2.0,,,,,,,,,,,,,,
352,PT08M26.00S,2022-03-31T00:23:27.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,66,61,2022-03-31T00:23:27Z,3470000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT08M18.00S,2022-03-31T00:26:19.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,92.42772667542707,36.274509803921575,1610612753,66,61,2022-03-31T00:26:25Z,3480000,-69.0,19.0,1,right,MISS R. Hampton 7' Layup - blocked,"[1630181, 204001]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,7.11,Missed,,,,,,,,,,,,,,Porzingis,204001.0,,,
354,PT08M18.00S,2022-03-31T00:26:19.8Z,3,REGULAR,block,,[],204001,,,1610612753,66,61,2022-03-31T00:26:23Z,3490000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
355,PT08M12.00S,2022-03-31T00:26:25.8Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,66,61,2022-03-31T00:26:25Z,3500000,,,0,,M. Bamba REBOUND (Off:2 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,353.0,4.0,2.0,2.0,,,,,
356,PT08M12.00S,2022-03-31T00:26:25.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628964,94.66162943495401,44.85294117647059,1610612753,66,61,2022-03-31T00:26:29Z,3510000,-26.0,-2.0,1,right,MISS M. Bamba Layup - blocked,"[1628964, 1629060]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,2.58,Missed,,,,,,,,,,,,,,Hachimura,1629060.0,,,
394,PT08M12.00S,2022-03-31T00:26:25.7Z,3,REGULAR,block,,[],1629060,,,1610612753,66,61,2022-03-31T00:30:58Z,3515000,,,0,,R. Hachimura BLOCK (2 BLK),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M09.00S,2022-03-31T00:26:28.7Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,66,61,2022-03-31T00:31:10Z,3520000,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,356.0,3.0,3.0,0.0,,,,,
