actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-06T00:11:12.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-06T00:11:12Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-06T00:11:13.8Z,1,REGULAR,jumpball,recovered,[],201569,,,1610612745,0,0,2022-01-06T00:11:13Z,40000,,,0,,Jump Ball C. Wood vs. D. Gafford: Tip to E. Gordon,"[201569, 1626174, 1629655]",1610612745.0,HOU,startperiod,E. Gordon,201569.0,Gordon,E. Gordon,Wood,1626174.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-01-06T00:11:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,10.988830486202366,51.71568627450981,1610612745,0,2,2022-01-06T00:11:30Z,70000,-9.0,51.0,1,left,C. Wood cutting Layup (2 PTS) (E. Gordon 1 AST),"[1626174, 201569]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,5.15,Made,2.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,,
9,PT11M22.00S,2022-01-06T00:11:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,82.9993429697766,35.53921568627451,1610612764,0,2,2022-01-06T00:11:55Z,90000,-72.0,107.0,1,right,MISS K. Kuzma 12' floating Shot,[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,12.94,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2022-01-06T00:11:52.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,0,2,2022-01-06T00:11:52Z,100000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M17.00S,2022-01-06T00:11:53.8Z,1,REGULAR,turnover,bad pass,[],1629655,,,1610612764,0,2,2022-01-06T00:11:59Z,110000,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 1626174]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,1.0,Wood,1626174.0,,,,,,,,
12,PT11M17.00S,2022-01-06T00:11:53.8Z,1,REGULAR,steal,,[],1626174,,,1610612745,0,2,2022-01-06T00:11:55Z,120000,,,0,,C. Wood STEAL (1 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2022-01-06T00:11:59.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626174,12.040078843626807,52.94117647058824,1610612745,0,4,2022-01-06T00:12:05Z,130000,-15.0,61.0,1,left,C. Wood 6' floating Jump Shot (4 PTS),[1626174],1610612745.0,HOU,floating,,,Wood,C. Wood,,,,,6.25,Made,4.0,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2022-01-06T00:12:12.3Z,1,REGULAR,turnover,lost ball,[],203484,,,1610612764,0,4,2022-01-06T00:12:16Z,140000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 1629645]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0,,,,,,,,
15,PT10M59.00S,2022-01-06T00:12:12.3Z,1,REGULAR,steal,,[],1629645,,,1610612745,0,4,2022-01-06T00:12:14Z,150000,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2022-01-06T00:12:17.4Z,1,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,0,4,2022-01-06T00:12:29Z,160000,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,1.0,,,,,,,,,,
17,PT10M47.00S,2022-01-06T00:12:38.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203484,84.97043363994744,24.754901960784316,1610612764,0,4,2022-01-06T00:12:42Z,170000,-126.0,89.0,1,right,MISS K. Caldwell-Pope 15' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,15.43,Missed,,,,,,,,,,,,,,,,,,,
