actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-02-06T00:10:51.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-06T00:10:51Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-02-06T00:10:54.0Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-02-06T00:10:54Z,40000,,,0,,Jump Ball D. Ayton vs. T. Bryant: Tip to C. Paul,"[101108, 1629028, 1628418]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-02-06T00:11:13.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,15.55519053876479,74.26470588235294,1610612756,0,0,2022-02-06T00:11:41Z,70000,-121.0,94.0,1,left,MISS D. Booker 15' fadeaway bank Shot,[1626164],1610612756.0,PHX,fadeaway bank,,,Booker,D. Booker,,,,,15.33,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-02-06T00:11:16.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2022-02-06T00:11:18Z,80000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M17.00S,2022-02-06T00:11:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,89.4053876478318,53.431372549019606,1610612764,0,0,2022-02-06T01:15:44Z,90000,17.0,47.0,1,right,MISS A. Holiday driving finger roll Layup,[1628988],1610612764.0,WAS,driving finger roll,,,Holiday,A. Holiday,,,,,5.01,Missed,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2022-02-06T00:11:37.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,0,0,2022-02-06T00:11:40Z,100000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2022-02-06T00:11:39.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,4.254270696452039,97.30392156862744,1610612756,0,0,2022-02-06T00:12:36Z,110000,-237.0,-13.0,1,left,MISS M. Bridges running 3PT,[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2022-02-06T00:11:42.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,0,2022-02-06T00:11:46Z,120000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M03.00S,2022-02-06T00:11:47.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,71.27135348226018,21.07843137254902,1610612764,3,0,2022-02-06T00:11:53Z,130000,-145.0,218.0,1,right,K. Kuzma 26' 3PT pullup (3 PTS),[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,26.12,Made,,,,,3.0,,,,,,,,,,,,,
14,PT10M45.00S,2022-02-06T00:12:04.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,8.590670170827863,5.14705882352942,1610612756,3,0,2022-02-06T00:13:42Z,140000,224.0,28.0,1,left,MISS M. Bridges pullup 3PT,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,22.61,Missed,,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2022-02-06T00:12:06.7Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612764,3,0,2022-02-06T00:12:23Z,150000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M33.00S,2022-02-06T00:12:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,87.56570302233902,40.931372549019606,1610612764,3,0,2022-02-06T01:15:54Z,160000,-45.0,64.0,1,right,MISS K. Kuzma 7' driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,7.87,Missed,,,,,,,,,,,,,,,,,,
17,PT10M30.00S,2022-02-06T00:12:20.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,3,0,2022-02-06T00:12:30Z,170000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M22.00S,2022-02-06T00:12:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203109,5.699737187910642,44.11764705882353,1610612756,3,2,2022-02-06T00:12:33Z,180000,29.0,1.0,1,left,J. Crowder Layup (2 PTS) (M. Bridges 1 AST),"[203109, 1628969]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,2.94,Made,,,,,2.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
20,PT10M08.00S,2022-02-06T00:12:42.5Z,1,REGULAR,3pt,Jump Shot,[],1628418,76.65900131406045,10.049019607843135,1610612764,6,2,2022-02-06T00:12:48Z,200000,-200.0,167.0,1,right,T. Bryant 26' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1628418, 203915]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,26.03,Made,,,,,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
22,PT09M51.00S,2022-02-06T00:12:59.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,6.8823915900131425,26.470588235294116,1610612756,6,2,2022-02-06T00:13:05Z,220000,118.0,12.0,1,left,MISS D. Booker 11' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,11.82,Missed,,,,,,,,,,,,,,,,,,
23,PT09M49.00S,2022-02-06T00:13:01.0Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612764,6,2,2022-02-06T00:13:05Z,230000,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT09M32.00S,2022-02-06T00:13:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,92.55913272010513,54.411764705882355,1610612764,8,2,2022-02-06T01:16:02Z,240000,22.0,17.0,1,right,A. Holiday driving Layup (2 PTS),[1628988],1610612764.0,WAS,driving,,,Holiday,A. Holiday,,,,,2.81,Made,,,,,2.0,,,,,,,,,,,,,
25,PT09M22.00S,2022-02-06T00:13:31.0Z,1,REGULAR,foul,personal,[],203915,,,1610612756,8,2,2022-02-06T00:13:42Z,250000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1629028]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,1146.0,1.0,0.0,Ayton,1629028.0,,,,,
27,PT09M12.00S,2022-02-06T00:14:07.4Z,1,REGULAR,3pt,Jump Shot,[],1628969,9.641918528252305,3.1862745098039227,1610612756,8,5,2022-02-06T00:14:30Z,270000,234.0,38.0,1,left,M. Bridges 3PT  (3 PTS) (C. Paul 1 AST),"[1628969, 101108]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.72,Made,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,,,,
