actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
93,PT05M15.00S,2021-12-04T00:24:18.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,83.88633377135349,52.205882352941174,1610612739,19,20,2021-12-04T00:27:02Z,920000,11.0,99.0,1,right,MISS J. Allen 9' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,9.96,Missed,,,,,,,,,,,,,,,,,,,
94,PT05M13.00S,2021-12-04T00:24:20.9Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,19,20,2021-12-04T00:24:23Z,930000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,93.0,,,1.0,1.0,0.0,,,,,,,,,
95,PT05M04.00S,2021-12-04T00:24:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,16.080814717476997,53.92156862745098,1610612764,21,20,2021-12-04T00:24:38Z,940000,-20.0,99.0,1,left,R. Neto 10' driving floating Jump Shot (4 PTS),[203526],1610612764.0,WAS,driving floating,,,Neto,R. Neto,,,,,10.06,Made,4.0,,,,,,,,,,,,,,,,,,
96,PT04M37.00S,2021-12-04T00:24:57.7Z,1,REGULAR,2pt,Jump Shot,[],201567,77.57884362680683,63.970588235294116,1610612739,21,20,2021-12-04T01:13:11Z,950000,70.0,158.0,1,right,MISS K. Love 17' turnaround Shot,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,17.3,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M33.00S,2021-12-04T00:25:01.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,21,20,2021-12-04T00:25:03Z,960000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,96.0,,,3.0,3.0,0.0,,,,,,,,,
98,PT04M23.00S,2021-12-04T00:25:10.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,30.14126149802891,80.63725490196079,1610612764,24,20,2021-12-04T00:25:16Z,970000,-153.0,231.0,1,left,K. Kuzma 27' 3PT  (10 PTS) (R. Neto 1 AST),"[1628398, 203526]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,27.7,Made,10.0,R. Neto,203526.0,1.0,,,,,,,,,,,,,,,
101,PT04M08.00S,2021-12-04T00:25:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201937,90.19382391590013,59.068627450980394,1610612739,24,20,2021-12-04T00:28:46Z,1000000,45.0,40.0,1,right,MISS R. Rubio 6' driving finger roll Layup,[201937],1610612739.0,CLE,driving finger roll,,,Rubio,R. Rubio,,,,,6.02,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M04.00S,2021-12-04T00:25:29.9Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,24,20,2021-12-04T00:31:16Z,1010000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,101.0,,,2.0,2.0,0.0,,,,,,,,,
104,PT04M02.00S,2021-12-04T00:25:37.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,24,20,2021-12-04T00:26:16Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M02.00S,2021-12-04T00:25:39.4Z,1,REGULAR,substitution,out,[],1630171,,,1610612764,24,20,2021-12-04T00:26:16Z,1040000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M02.00S,2021-12-04T00:25:39.4Z,1,REGULAR,substitution,in,[],1630205,,,1610612764,24,20,2021-12-04T00:26:16Z,1050000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M50.00S,2021-12-04T00:26:18.8Z,1,REGULAR,3pt,Jump Shot,[],1630166,27.644546649145866,85.04901960784314,1610612764,24,20,2021-12-04T00:26:23Z,1060000,-175.0,207.0,1,left,MISS D. Avdija 27' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M47.00S,2021-12-04T00:26:21.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,24,20,2021-12-04T00:26:23Z,1070000,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,107.0,,,5.0,3.0,2.0,,,,,,,,,
109,PT03M39.00S,2021-12-04T00:26:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,82.70367936925098,63.72549019607843,1610612739,24,20,2021-12-04T00:26:36Z,1080000,69.0,110.0,1,right,MISS L. Markkanen 12' fadeaway Shot,[1628374],1610612739.0,CLE,fadeaway,,,Markkanen,L. Markkanen,,,,,12.97,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M34.00S,2021-12-04T00:26:35.1Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,24,20,2021-12-04T01:09:00Z,1090000,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,109.0,,,1.0,0.0,1.0,,,,,,,,,
111,PT03M33.00S,2021-12-04T00:26:35.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,66.01511169513799,56.86274509803921,1610612739,24,20,2021-12-04T00:26:40Z,1100000,34.0,267.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M29.00S,2021-12-04T00:26:39.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,24,20,2021-12-04T00:26:40Z,1110000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,111.0,,,4.0,4.0,0.0,,,,,,,,,
113,PT03M12.00S,2021-12-04T00:26:57.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,27.513140604467807,83.82352941176471,1610612764,24,20,2021-12-04T00:27:02Z,1120000,-169.0,206.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M08.00S,2021-12-04T00:27:01.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,24,20,2021-12-04T00:27:02Z,1130000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,113.0,,,2.0,1.0,1.0,,,,,,,,,
115,PT02M58.00S,2021-12-04T00:27:10.6Z,1,REGULAR,3pt,Jump Shot,[],201567,69.56307490144546,25.490196078431367,1610612739,24,23,2021-12-04T00:27:15Z,1140000,-123.0,234.0,1,right,K. Love 26' 3PT pullup (3 PTS) (R. Rubio 1 AST),"[201567, 201937]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,26.38,Made,3.0,R. Rubio,201937.0,1.0,,,,,,,,,,,,,,,
117,PT02M42.00S,2021-12-04T00:27:27.6Z,1,REGULAR,3pt,Jump Shot,[],203526,8.065045992115643,4.411764705882348,1610612764,24,23,2021-12-04T00:27:31Z,1160000,228.0,23.0,1,left,MISS R. Neto 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,22.91,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M39.00S,2021-12-04T00:27:30.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,24,23,2021-12-04T00:27:31Z,1170000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,117.0,,,3.0,2.0,1.0,,,,,,,,,
119,PT02M33.00S,2021-12-04T00:27:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,91.24507227332458,49.50980392156863,1610612739,24,25,2021-12-04T00:27:46Z,1180000,-2.0,30.0,1,right,J. Allen cutting finger roll Layup (13 PTS) (R. Rubio 2 AST),"[1628386, 201937]",1610612739.0,CLE,cutting finger roll,,,Allen,J. Allen,,,,,2.99,Made,13.0,R. Rubio,201937.0,2.0,,,,,,,,,,,,,,,
121,PT02M33.00S,2021-12-04T00:27:40.7Z,1,REGULAR,foul,personal,['1freethrow'],1626149,,,1610612739,24,25,2021-12-04T00:27:59Z,1200000,,,0,,M. Harrell shooting personal FOUL (2 PF) (Allen 1 FT),"[1626149, 1628386]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,,,,,,,,101284.0,,,,,2.0,0.0,Allen,1628386.0,,,,,
123,PT02M33.00S,2021-12-04T00:28:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,24,25,2021-12-04T00:28:03Z,1220000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M33.00S,2021-12-04T00:28:07.3Z,1,REGULAR,substitution,out,[],203526,,,1610612739,24,25,2021-12-04T00:30:54Z,1230000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M33.00S,2021-12-04T00:28:07.3Z,1,REGULAR,substitution,out,[],1628398,,,1610612739,24,25,2021-12-04T00:30:54Z,1240000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M33.00S,2021-12-04T00:28:07.3Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,24,25,2021-12-04T00:30:54Z,1250000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M33.00S,2021-12-04T00:28:07.3Z,1,REGULAR,substitution,in,[],202722,,,1610612739,24,25,2021-12-04T00:30:54Z,1260000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M33.00S,2021-12-04T00:28:07.3Z,1,REGULAR,substitution,in,[],203915,,,1610612739,24,25,2021-12-04T00:30:54Z,1270000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M33.00S,2021-12-04T00:28:07.3Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,24,25,2021-12-04T00:30:54Z,1280000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M33.00S,2021-12-04T00:31:02.9Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,24,26,2021-12-04T00:31:02Z,1290000,,,0,,J. Allen Free Throw 1 of 1 (14 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
131,PT02M18.00S,2021-12-04T00:31:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202722,10.82457293035479,47.05882352941176,1610612764,24,26,2021-12-04T00:31:23Z,1300000,15.0,49.0,1,left,MISS D. Bertans driving Layup,[202722],1610612764.0,WAS,driving,,,Bertans,D. Bertans,,,,,5.14,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M15.00S,2021-12-04T00:31:21.7Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,24,26,2021-12-04T00:31:23Z,1310000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,131.0,,,2.0,2.0,0.0,,,,,,,,,
133,PT02M09.00S,2021-12-04T00:31:27.0Z,1,REGULAR,2pt,Jump Shot,[],1629636,79.54993429697765,52.94117647058824,1610612739,24,26,2021-12-04T01:13:24Z,1320000,15.0,140.0,1,right,MISS D. Garland 14' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,14.05,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M06.00S,2021-12-04T00:31:30.0Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,24,26,2021-12-04T00:31:32Z,1330000,,,0,,D. Garland REBOUND (Off:1 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,133.0,,,3.0,2.0,1.0,,,,,,,,,
135,PT02M06.00S,2021-12-04T00:31:31.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629636,78.23587385019711,54.90196078431372,1610612739,24,28,2021-12-04T00:31:35Z,1340000,25.0,152.0,1,right,D. Garland 15' Jump Shot (7 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,15.41,Made,7.0,,,,,,,,,,,,,,,,,,
136,PT01M49.00S,2021-12-04T00:31:47.4Z,1,REGULAR,2pt,Jump Shot,[],203078,21.337056504599218,47.30392156862745,1610612764,26,28,2021-12-04T00:31:51Z,1350000,13.0,148.0,1,left,B. Beal 14' step back Jump Shot (6 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,14.87,Made,6.0,,,,,,,,,,,,,,,,,,
139,PT01M34.00S,2021-12-04T00:32:28.5Z,1,REGULAR,foul,technical,['1freethrow'],1626149,,,1610612739,26,28,2021-12-04T00:34:42Z,1380000,,,0,,M. Harrell defensive-3-second technical FOUL (1 Tech),[1626149],1610612764.0,WAS,defensive-3-second,,,Harrell,M. Harrell,,,,,,,,,,,,2005.0,,,,,2.0,1.0,,,,,,,
158,PT01M34.00S,2021-12-04T00:32:35.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,26,28,2021-12-04T00:37:09Z,1385000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M34.00S,2021-12-04T00:32:35.0Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,26,28,2021-12-04T00:37:09Z,1387500,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M34.00S,2021-12-04T00:32:41.6Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,26,29,2021-12-04T00:32:41Z,1390000,,,0,,D. Garland technical Free Throw 1 of 1 (8 PTS),[1629636],1610612739.0,CLE,technical,,,Garland,D. Garland,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
141,PT01M34.00S,2021-12-04T00:32:42.3Z,1,REGULAR,substitution,out,[],203078,,,1610612739,26,29,2021-12-04T00:32:45Z,1400000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M34.00S,2021-12-04T00:32:42.3Z,1,REGULAR,substitution,in,[],1628988,,,1610612739,26,29,2021-12-04T00:32:45Z,1410000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M24.00S,2021-12-04T00:32:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,79.94415243101183,47.79411764705882,1610612739,26,31,2021-12-04T00:36:53Z,1420000,-11.0,136.0,1,right,L. Stevens 13' turnaround fadeaway Jump Shot (2 PTS) (D. Garland 6 AST),"[1630205, 1629636]",1610612739.0,CLE,turnaround fadeaway,,,Stevens,L. Stevens,,,,,13.64,Made,2.0,D. Garland,1629636.0,6.0,,,,,,,,,,,,,,,
144,PT01M07.00S,2021-12-04T00:33:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,10.167542706964511,36.029411764705884,1610612764,28,31,2021-12-04T00:33:13Z,1430000,70.0,43.0,1,left,A. Holiday 8' driving floating bank Jump Shot (2 PTS),[1628988],1610612764.0,WAS,driving floating bank,,,Holiday,A. Holiday,,,,,8.21,Made,2.0,,,,,,,,,,,,,,,,,,
145,PT00M46.20S,2021-12-04T00:33:30.1Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,28,31,2021-12-04T00:33:37Z,1440000,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 202722]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,2.0,,,,,,,,,,Bertans,202722.0,
146,PT00M46.20S,2021-12-04T00:33:30.1Z,1,REGULAR,steal,,[],202722,,,1610612764,28,31,2021-12-04T00:41:39Z,1450000,,,0,,D. Bertans STEAL (1 STL),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M34.20S,2021-12-04T00:33:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612764,28,31,2021-12-04T00:33:53Z,1460000,,,0,,L. Stevens shooting personal FOUL (1 PF) (Harrell 2 FT),"[1630205, 1626149]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,,,,,,,,101284.0,,,,,1.0,0.0,Harrell,1626149.0,,,,,
149,PT00M34.20S,2021-12-04T00:34:21.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626149,,,1610612764,28,31,2021-12-04T00:34:21Z,1480000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M34.20S,2021-12-04T00:34:21.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,28,31,2021-12-04T00:34:21Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,
151,PT00M34.20S,2021-12-04T00:34:46.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626149,,,1610612764,29,31,2021-12-04T00:34:46Z,1500000,,,0,,M. Harrell Free Throw 2 of 2 (1 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
152,PT00M14.10S,2021-12-04T00:35:07.8Z,1,REGULAR,2pt,Jump Shot,[],1630596,87.43429697766098,30.14705882352942,1610612739,29,31,2021-12-04T00:42:56Z,1510000,-99.0,66.0,1,right,MISS E. Mobley 11' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,11.9,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M14.10S,2021-12-04T00:35:07.8Z,1,REGULAR,rebound,offensive,[],1630205,,,1610612739,29,31,2021-12-04T00:35:26Z,1520000,,,0,,L. Stevens REBOUND (Off:1 Def:0),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,152.0,,,1.0,0.0,1.0,,,,,,,,,
156,PT00M14.10S,2021-12-04T00:35:18.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201937,74.81931668856767,16.42156862745098,1610612739,29,34,2021-12-04T00:36:12Z,1525000,-168.0,184.0,1,right,R. Rubio 24' 3PT  (3 PTS) (L. Stevens 1 AST),"[201937, 1630205]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,24.92,Made,3.0,L. Stevens,1630205.0,1.0,,,,,,,,,,,,,,,
154,PT00M00.00S,2021-12-04T00:35:28.2Z,1,REGULAR,3pt,Jump Shot,[],1626149,31.84954007884363,69.11764705882354,1610612764,29,34,2021-12-04T00:35:40Z,1530000,-96.0,247.0,1,left,MISS M. Harrell 26' 3PT,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2021-12-04T00:35:28.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,29,34,2021-12-04T00:35:40Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,
160,PT00M00.00S,2021-12-04T00:37:41.4Z,1,REGULAR,substitution,out,[],1630205,,,1610612764,29,34,2021-12-04T00:38:00Z,1550000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-12-04T00:37:41.4Z,1,REGULAR,substitution,in,[],1628374,,,1610612764,29,34,2021-12-04T00:38:00Z,1560000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2021-12-04T00:38:07.5Z,1,REGULAR,period,end,[],0,,,1610612764,29,34,2021-12-04T00:38:07Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-04T00:38:35.7Z,2,REGULAR,period,start,[],0,,,1610612764,29,34,2021-12-04T00:38:41Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M33.00S,2021-12-04T00:38:43.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,6.356767411300922,49.50980392156863,1610612764,31,34,2021-12-04T00:38:48Z,1610000,2.0,7.0,1,left,M. Harrell DUNK (3 PTS) (S. Dinwiddie 3 AST),"[1626149, 203915]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,0.77,Made,3.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,,
168,PT11M24.00S,2021-12-04T00:38:53.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,92.95335085413929,49.01960784313726,1610612739,31,36,2021-12-04T00:39:38Z,1630000,-5.0,14.0,1,right,L. Markkanen driving DUNK (5 PTS) (K. Love 1 AST),"[1628374, 201567]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,1.45,Made,5.0,K. Love,201567.0,1.0,,,,,,,,,,,,,,,
170,PT11M01.00S,2021-12-04T00:39:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,8.327858081471746,51.22549019607843,1610612764,31,36,2021-12-04T00:39:22Z,1650000,-6.0,26.0,1,left,MISS A. Holiday Layup - blocked,"[1628988, 1630596]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,2.65,Missed,,,,,,,,,,,,,,,Mobley,1630596.0,,,
173,PT11M01.00S,2021-12-04T00:39:15.4Z,2,REGULAR,block,,[],1630596,,,1610612764,31,36,2021-12-04T00:39:27Z,1655000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M56.00S,2021-12-04T00:39:20.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,31,36,2021-12-04T00:39:22Z,1660000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,170.0,,,1.0,1.0,0.0,,,,,,,,,
172,PT10M50.00S,2021-12-04T00:39:25.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.69053876478318,46.81372549019608,1610612739,31,38,2021-12-04T00:39:32Z,1670000,-16.0,16.0,1,right,D. Garland cutting Layup (10 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,cutting,,,Garland,D. Garland,,,,,2.27,Made,10.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,,
175,PT10M35.00S,2021-12-04T00:39:40.8Z,2,REGULAR,3pt,Jump Shot,[],1630166,23.04533508541394,11.519607843137265,1610612764,31,38,2021-12-04T00:39:48Z,1690000,192.0,164.0,1,left,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M31.00S,2021-12-04T00:39:44.8Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,31,38,2021-12-04T00:39:48Z,1700000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,175.0,,,1.0,1.0,0.0,,,,,,,,,
177,PT10M26.00S,2021-12-04T00:39:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201937,91.37647831800263,39.4607843137255,1610612739,31,38,2021-12-04T00:49:02Z,1710000,-53.0,29.0,1,right,MISS R. Rubio 6' driving finger roll Layup,[201937],1610612739.0,CLE,driving finger roll,,,Rubio,R. Rubio,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,,
178,PT10M22.00S,2021-12-04T00:39:54.8Z,2,REGULAR,rebound,offensive,[],201567,,,1610612739,31,38,2021-12-04T00:39:58Z,1720000,,,0,,K. Love REBOUND (Off:2 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,177.0,,,4.0,2.0,2.0,,,,,,,,,
179,PT10M21.00S,2021-12-04T00:39:54.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,93.61038107752957,47.549019607843135,1610612739,31,40,2021-12-04T00:48:55Z,1730000,-12.0,8.0,1,right,K. Love putback Layup (5 PTS),[201567],1610612739.0,CLE,putback,,,Love,K. Love,,,,,1.45,Made,5.0,,,,,,,,,,,,,,,,,,
180,PT10M02.00S,2021-12-04T00:40:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,7.145203679369246,63.23529411764706,1610612764,31,40,2021-12-04T00:40:20Z,1740000,-66.0,15.0,1,left,MISS M. Harrell 6' bank Shot,[1626149],1610612764.0,WAS,bank,,,Harrell,M. Harrell,,,,,6.78,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M58.00S,2021-12-04T00:40:19.1Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,31,40,2021-12-04T00:40:20Z,1750000,,,0,,K. Love REBOUND (Off:2 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,180.0,,,5.0,3.0,2.0,,,,,,,,,
182,PT09M52.00S,2021-12-04T00:40:24.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,90.45663600525624,63.72549019607843,1610612739,31,40,2021-12-04T00:52:51Z,1760000,69.0,37.0,1,right,MISS E. Mobley 7' driving Layup - blocked,"[1630596, 1630166]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,7.8,Missed,,,,,,,,,,,,,,,Avdija,1630166.0,,,
