actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT06M02.00S,2022-01-16T00:23:55.8Z,1,REGULAR,3pt,Jump Shot,[],1629642,28.991458607095925,82.59803921568627,1610612757,12,15,2022-01-16T00:24:00Z,890000,-163.0,220.0,1,left,N. Little 27' 3PT  (6 PTS) (A. Simons 1 AST),"[1629642, 1629014]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,Made,,,,,6.0,27.38,A. Simons,1629014.0,1.0,,,,,,
91,PT05M45.00S,2022-01-16T00:24:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.11760840998686,53.431372549019606,1610612764,12,15,2022-01-16T00:24:18Z,910000,17.0,12.0,1,right,MISS D. Avdija driving finger roll Layup,[1630166],1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,,,,,,Missed,,,,,,2.11,,,,,,,,,
92,PT05M43.00S,2022-01-16T00:24:15.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,15,2022-01-16T00:24:18Z,920000,,,0,,J. Nurkic REBOUND (Off:2 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,91.0,6.0,4.0,2.0,,,,,,,,,,,
93,PT05M34.00S,2022-01-16T00:24:24.4Z,1,REGULAR,2pt,Jump Shot,[],203496,15.325229960578188,32.35294117647059,1610612757,12,15,2022-01-16T00:24:28Z,930000,88.0,92.0,1,left,MISS R. Covington 12' floating Shot,[203496],1610612757.0,POR,floating,,,Covington,R. Covington,,,,,,,,,,Missed,,,,,,12.72,,,,,,,,,
94,PT05M31.00S,2022-01-16T00:24:27.4Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,12,15,2022-01-16T00:24:28Z,940000,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,,,,
95,PT05M30.00S,2022-01-16T00:24:28.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203496,11.777266754270697,4.6568627450980395,1610612757,12,18,2022-01-16T00:24:33Z,950000,227.0,58.0,1,left,R. Covington 3PT  (3 PTS) (A. Simons 2 AST),"[203496, 1629014]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,Made,,,,,3.0,23.41,A. Simons,1629014.0,2.0,,,,,,
97,PT05M08.00S,2022-01-16T00:24:51.5Z,1,REGULAR,3pt,Jump Shot,[],203526,67.23061760840999,46.81372549019608,1610612764,12,18,2022-01-16T00:24:56Z,970000,-16.0,256.0,1,right,MISS R. Neto 25' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,Missed,,,,,,25.6,,,,,,,,,
98,PT05M03.00S,2022-01-16T00:24:56.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,18,2022-01-16T00:24:56Z,980000,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,97.0,7.0,5.0,2.0,,,,,,,,,,,
99,PT04M58.00S,2022-01-16T00:25:01.2Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,12,18,2022-01-16T00:25:10Z,990000,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1630166]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,1.0,Avdija,1630166.0,,,
100,PT04M58.00S,2022-01-16T00:25:01.2Z,1,REGULAR,steal,,[],1630166,,,1610612764,12,18,2022-01-16T00:25:03Z,1000000,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M57.00S,2022-01-16T00:25:05.6Z,1,REGULAR,foul,personal,[],1629642,,,1610612764,12,18,2022-01-16T00:37:59Z,1010000,,,0,,N. Little take personal FOUL (1 PF),"[1629642, 1628398]",1610612757.0,POR,take,,,Little,N. Little,,,,,1146.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,,
103,PT04M57.00S,2022-01-16T00:25:14.2Z,1,REGULAR,substitution,out,[],203484,,,1610612764,12,18,2022-01-16T00:25:31Z,1030000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M57.00S,2022-01-16T00:25:14.2Z,1,REGULAR,substitution,out,[],1629642,,,1610612764,12,18,2022-01-16T00:25:31Z,1040000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M57.00S,2022-01-16T00:25:14.2Z,1,REGULAR,substitution,in,[],1629060,,,1610612764,12,18,2022-01-16T00:25:31Z,1050000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M57.00S,2022-01-16T00:25:14.2Z,1,REGULAR,substitution,in,[],203503,,,1610612764,12,18,2022-01-16T00:25:31Z,1060000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M46.00S,2022-01-16T00:25:49.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,93.77463863337714,59.31372549019608,1610612764,12,18,2022-01-16T00:27:01Z,1070000,47.0,6.0,1,right,MISS K. Kuzma driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,,,,,,Missed,,,,,,4.7,,,,,,,,,
108,PT04M44.00S,2022-01-16T00:25:51.5Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612764,12,18,2022-01-16T00:25:54Z,1080000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,,,
109,PT04M43.00S,2022-01-16T00:25:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626149,92.85479632063075,51.9607843137255,1610612764,12,18,2022-01-16T00:26:43Z,1090000,10.0,15.0,1,right,MISS M. Harrell tip Layup,[1626149],1610612764.0,WAS,tip,,,Harrell,M. Harrell,,,,,,,,,,Missed,,,,,,1.77,,,,,,,,,
110,PT04M43.00S,2022-01-16T00:25:52.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,18,2022-01-16T00:29:46Z,1100000,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,109.0,8.0,6.0,2.0,,,,,,,,,,,
111,PT04M39.00S,2022-01-16T00:25:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629604,6.915243101182654,58.08823529411765,1610612757,12,20,2022-01-16T00:29:33Z,1110000,-40.0,13.0,1,left,C. Elleby running Layup (2 PTS) (A. Simons 3 AST),"[1629604, 1629014]",1610612757.0,POR,running,,,Elleby,C. Elleby,,,,,,,,,,Made,,,,,2.0,4.23,A. Simons,1629014.0,3.0,,,,,,
113,PT04M21.00S,2022-01-16T00:26:17.4Z,1,REGULAR,foul,personal,[],203994,,,1610612764,12,20,2022-01-16T00:26:26Z,1130000,,,0,,J. Nurkic personal FOUL (1 PF),"[203994, 1628398]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,202901.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,,
115,PT04M11.00S,2022-01-16T00:26:46.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,90.75229960578186,40.44117647058824,1610612764,12,20,2022-01-16T00:26:51Z,1150000,-48.0,34.0,1,right,MISS K. Kuzma driving Hook,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,,,,,,Missed,,,,,,5.89,,,,,,,,,
116,PT04M09.00S,2022-01-16T00:26:48.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,20,2022-01-16T00:26:51Z,1160000,,,0,,J. Nurkic REBOUND (Off:2 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,115.0,9.0,7.0,2.0,,,,,,,,,,,
117,PT03M59.00S,2022-01-16T00:27:01.2Z,1,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,12,20,2022-01-16T00:27:10Z,1170000,,,0,,A. Simons step out-of-bounds TURNOVER (2 TO),[1629014],1610612757.0,POR,step,,,Simons,A. Simons,,,,,202901.0,,,,,,,,,,,,,,,2.0,,,,,
118,PT03M52.00S,2022-01-16T00:27:17.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203496,,,1610612764,12,20,2022-01-16T00:27:26Z,1180000,,,0,,R. Covington shooting personal FOUL (1 PF) (Neto 2 FT),"[203496, 203526]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,1627541.0,1.0,0.0,Neto,203526.0,,,,,,,,,,,,,,,,
120,PT03M52.00S,2022-01-16T00:27:40.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203526,,,1610612764,13,20,2022-01-16T00:27:40Z,1200000,,,0,,R. Neto Free Throw 1 of 2 (4 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
121,PT03M52.00S,2022-01-16T00:27:41.3Z,1,REGULAR,substitution,out,[],203994,,,1610612764,13,20,2022-01-16T00:27:47Z,1210000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M52.00S,2022-01-16T00:27:41.3Z,1,REGULAR,substitution,in,[],1630570,,,1610612764,13,20,2022-01-16T00:27:47Z,1220000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M52.00S,2022-01-16T00:28:07.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203526,,,1610612764,14,20,2022-01-16T00:28:07Z,1230000,,,0,,R. Neto Free Throw 2 of 2 (5 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
124,PT03M41.00S,2022-01-16T00:28:20.2Z,1,REGULAR,3pt,Jump Shot,[],203503,25.57490144546649,11.27450980392157,1610612757,14,20,2022-01-16T00:28:24Z,1240000,194.0,188.0,1,left,MISS T. Snell 26' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,Missed,,,,,,26.98,,,,,,,,,
125,PT03M37.00S,2022-01-16T00:28:24.2Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,14,20,2022-01-16T00:28:24Z,1250000,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,124.0,2.0,1.0,1.0,,,,,,,,,,,
126,PT03M27.00S,2022-01-16T00:28:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,90.75229960578186,48.77450980392157,1610612764,16,20,2022-01-16T00:28:37Z,1260000,-6.0,34.0,1,right,M. Harrell Layup (2 PTS) (R. Neto 1 AST),"[1626149, 203526]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,Made,,,,,2.0,3.49,R. Neto,203526.0,1.0,,,,,,
128,PT03M15.00S,2022-01-16T00:28:45.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,26.231931668856767,86.76470588235294,1610612757,16,23,2022-01-16T00:28:49Z,1280000,-184.0,194.0,1,left,A. Simons 26' 3PT pullup (8 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,,,Made,,,,,8.0,26.73,,,,,,,,,
129,PT03M02.00S,2022-01-16T00:28:59.0Z,1,REGULAR,2pt,Jump Shot,[],1628398,91.80354796320631,66.17647058823529,1610612764,16,23,2022-01-16T00:31:39Z,1290000,81.0,25.0,1,right,MISS K. Kuzma 8' driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,,,,,,Missed,,,,,,8.45,,,,,,,,,
130,PT03M00.00S,2022-01-16T00:29:01.0Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,16,23,2022-01-16T00:29:03Z,1300000,,,0,,R. Covington REBOUND (Off:1 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,129.0,4.0,3.0,1.0,,,,,,,,,,,
131,PT02M55.00S,2022-01-16T00:29:05.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.013797634691194,30.88235294117647,1610612757,16,26,2022-01-16T00:29:13Z,1310000,96.0,248.0,1,left,A. Simons 26' 3PT step back (11 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,,,,,,Made,,,,,11.0,26.62,,,,,,,,,
132,PT02M36.00S,2022-01-16T00:29:28.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612764,16,26,2022-01-16T00:29:33Z,1320000,,,0,,T. Watford personal FOUL (1 PF) (Harrell 2 FT),"[1630570, 1626149]",1610612757.0,POR,,,,Watford,T. Watford,,,,,202901.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,,,,,,,,
134,PT02M36.00S,2022-01-16T00:29:38.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,16,26,2022-01-16T00:29:38Z,1340000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2022-01-16T00:31:26.1Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,16,26,2022-01-16T00:31:54Z,1350000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M36.00S,2022-01-16T00:31:26.1Z,1,REGULAR,substitution,in,[],203915,,,1610612764,16,26,2022-01-16T00:31:54Z,1360000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M36.00S,2022-01-16T00:32:39.3Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612764,16,26,2022-01-16T00:33:00Z,1370000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,Missed,,,,,,,,,,,,,,,
138,PT02M36.00S,2022-01-16T00:32:39.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,16,26,2022-01-16T00:33:00Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,
139,PT02M36.00S,2022-01-16T00:32:39.3Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612764,16,26,2022-01-16T00:33:00Z,1390000,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,Missed,,,,,,,,,,,,,,,
140,PT02M34.00S,2022-01-16T00:32:41.3Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,16,26,2022-01-16T00:33:00Z,1400000,,,0,,R. Covington REBOUND (Off:1 Def:4),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,139.0,5.0,4.0,1.0,,,,,,,,,,,
141,PT02M18.00S,2022-01-16T00:33:13.5Z,1,REGULAR,3pt,Jump Shot,[],1629604,27.151773981603156,14.705882352941178,1610612757,16,26,2022-01-16T00:33:19Z,1410000,176.0,203.0,1,left,MISS C. Elleby 26' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,,,,26.88,,,,,,,,,
142,PT02M17.00S,2022-01-16T00:33:14.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,16,26,2022-01-16T00:33:19Z,1420000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,
143,PT02M17.00S,2022-01-16T00:33:19.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,16,26,2022-01-16T00:33:19Z,1430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M00.00S,2022-01-16T00:33:43.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,72.35545335085413,23.284313725490197,1610612764,16,26,2022-01-16T00:33:47Z,1440000,-134.0,207.0,1,right,MISS D. Avdija 24' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Missed,,,,,,24.67,,,,,,,,,
145,PT01M58.00S,2022-01-16T00:33:45.5Z,1,REGULAR,rebound,defensive,[],203503,,,1610612757,16,26,2022-01-16T00:33:47Z,1450000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,
146,PT01M51.00S,2022-01-16T00:33:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,8.09789750328515,55.88235294117647,1610612757,16,26,2022-01-16T00:33:59Z,1460000,-29.0,24.0,1,left,MISS A. Simons finger roll Layup,[1629014],1610612757.0,POR,finger roll,,,Simons,A. Simons,,,,,,,,,,Missed,,,,,,3.77,,,,,,,,,
147,PT01M50.00S,2022-01-16T00:33:53.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,16,26,2022-01-16T00:33:59Z,1470000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,
148,PT01M43.00S,2022-01-16T00:34:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,92.59198423127464,56.61764705882353,1610612764,18,26,2022-01-16T00:34:05Z,1480000,33.0,17.0,1,right,M. Harrell DUNK (4 PTS) (S. Dinwiddie 2 AST),"[1626149, 203915]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,Made,,,,,4.0,3.73,S. Dinwiddie,203915.0,2.0,,,,,,
150,PT01M24.00S,2022-01-16T00:34:20.4Z,1,REGULAR,turnover,bad pass,[],203503,,,1610612757,18,26,2022-01-16T00:34:25Z,1500000,,,0,,T. Snell bad pass TURNOVER (1 TO),"[203503, 1626149]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,1.0,Harrell,1626149.0,,,
151,PT01M24.00S,2022-01-16T00:34:20.4Z,1,REGULAR,steal,,[],1626149,,,1610612764,18,26,2022-01-16T00:34:22Z,1510000,,,0,,M. Harrell STEAL (1 STL),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M18.00S,2022-01-16T00:34:26.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,67.62483574244416,65.44117647058823,1610612764,21,26,2022-01-16T00:34:30Z,1520000,77.0,252.0,1,right,S. Dinwiddie 26' 3PT pullup (5 PTS),[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,5.0,26.34,,,,,,,,,
153,PT00M55.80S,2022-01-16T00:34:50.8Z,1,REGULAR,foul,personal,['2freethrow'],203915,,,1610612757,21,26,2022-01-16T00:35:05Z,1530000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Elleby 2 FT),"[203915, 1629604]",1610612764.0,WAS,shooting,,,Dinwiddie,S. Dinwiddie,,,,,202901.0,1.0,0.0,Elleby,1629604.0,,,,,,,,,,,,,,,,
155,PT00M55.80S,2022-01-16T00:35:21.5Z,1,REGULAR,freethrow,1 of 2,[],1629604,,,1610612757,21,26,2022-01-16T00:35:21Z,1550000,,,0,,MISS C. Elleby Free Throw 1 of 2,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
156,PT00M55.80S,2022-01-16T00:35:21.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,21,26,2022-01-16T00:35:21Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,
157,PT00M55.80S,2022-01-16T00:35:22.3Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,21,26,2022-01-16T00:35:27Z,1570000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M55.80S,2022-01-16T00:35:22.3Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,21,26,2022-01-16T00:35:27Z,1580000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M55.80S,2022-01-16T00:35:22.3Z,1,REGULAR,substitution,in,[],1630557,,,1610612757,21,26,2022-01-16T00:35:27Z,1590000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M55.80S,2022-01-16T00:35:22.3Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,21,26,2022-01-16T00:35:27Z,1600000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M55.80S,2022-01-16T00:35:44.0Z,1,REGULAR,freethrow,2 of 2,[],1629604,,,1610612757,21,27,2022-01-16T00:35:44Z,1610000,,,0,,C. Elleby Free Throw 2 of 2 (3 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
162,PT00M41.10S,2022-01-16T00:36:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,92.9862023653088,55.88235294117647,1610612764,23,27,2022-01-16T00:36:08Z,1620000,29.0,13.0,1,right,S. Dinwiddie driving Layup (7 PTS),[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,7.0,3.23,,,,,,,,,
163,PT00M41.10S,2022-01-16T00:36:04.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630570,,,1610612764,23,27,2022-01-16T00:36:13Z,1630000,,,0,,T. Watford shooting personal FOUL (2 PF) (Dinwiddie 1 FT),"[1630570, 203915]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,202901.0,2.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
165,PT00M41.10S,2022-01-16T00:36:23.8Z,1,REGULAR,freethrow,1 of 1,[],203915,,,1610612764,24,27,2022-01-16T00:36:23Z,1650000,,,0,,S. Dinwiddie Free Throw 1 of 1 (8 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
166,PT00M31.90S,2022-01-16T00:36:35.6Z,1,REGULAR,2pt,Jump Shot,[],1628372,17.0335085413929,16.666666666666664,1610612757,24,27,2022-01-16T00:36:41Z,1660000,167.0,108.0,1,left,MISS D. Smith Jr. 19' pullup Shot,[1628372],1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,Missed,,,,,,19.84,,,,,,,,,
167,PT00M28.00S,2022-01-16T00:36:39.5Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,24,27,2022-01-16T00:36:41Z,1670000,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,166.0,3.0,3.0,0.0,,,,,,,,,,,
168,PT00M11.00S,2022-01-16T00:36:56.4Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612764,24,27,2022-01-16T00:37:00Z,1680000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1629604]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,1.0,Elleby,1629604.0,,,
169,PT00M11.00S,2022-01-16T00:36:56.4Z,1,REGULAR,steal,,[],1629604,,,1610612757,24,27,2022-01-16T00:36:58Z,1690000,,,0,,C. Elleby STEAL (1 STL),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M10.60S,2022-01-16T00:36:59.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203915,,,1610612757,24,27,2022-01-16T00:38:07Z,1700000,,,0,,S. Dinwiddie take personal FOUL (2 PF) (Watford 2 FT),"[203915, 1630570]",1610612764.0,WAS,take,,,Dinwiddie,S. Dinwiddie,,,,,1146.0,2.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,,
172,PT00M10.60S,2022-01-16T00:37:31.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630570,,,1610612757,24,28,2022-01-16T00:37:31Z,1720000,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
173,PT00M10.60S,2022-01-16T00:37:44.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630570,,,1610612757,24,29,2022-01-16T00:37:44Z,1730000,,,0,,T. Watford Free Throw 2 of 2 (2 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
174,PT00M01.90S,2022-01-16T00:38:03.8Z,1,REGULAR,3pt,Jump Shot,[],203915,62.63140604467805,43.38235294117647,1610612764,24,29,2022-01-16T00:38:10Z,1740000,-33.0,299.0,1,right,MISS S. Dinwiddie 30' step back 3PT,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Missed,,,,,,30.06,,,,,,,,,
175,PT00M01.90S,2022-01-16T00:38:03.8Z,1,REGULAR,rebound,defensive,[],203503,,,1610612757,24,29,2022-01-16T00:38:10Z,1750000,,,0,,T. Snell REBOUND (Off:0 Def:2),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,
176,PT00M00.00S,2022-01-16T00:38:14.9Z,1,REGULAR,period,end,[],0,,,1610612757,24,29,2022-01-16T00:38:14Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
