actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
89,PT04M56.00S,2022-01-04T00:23:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.196452036793687,49.01960784313726,1610612764,21,15,2022-01-04T00:26:03Z,890000,5.0,25.0,1,left,MISS B. Beal driving finger roll Layup,[203078],1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M53.00S,2022-01-04T00:24:02.6Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,21,15,2022-01-04T00:26:03Z,900000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
91,PT04M53.00S,2022-01-04T00:24:09.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612764,23,15,2022-01-04T00:27:15Z,910000,0.0,0.0,1,left,D. Gafford tip DUNK (4 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
92,PT04M39.00S,2022-01-04T00:24:14.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,90.19382391590013,48.529411764705884,1610612766,23,17,2022-01-04T00:24:27Z,920000,-7.0,40.0,1,right,M. Plumlee cutting DUNK (4 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,4.04,Made,,,,,4.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
94,PT04M27.00S,2022-01-04T00:24:26.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.408015768725363,47.79411764705882,1610612764,25,17,2022-01-04T00:24:31Z,940000,11.0,17.0,1,left,D. Gafford driving DUNK (6 PTS) (B. Beal 2 AST),"[1629655, 203078]",1610612764.0,WAS,driving,,,Gafford,D. Gafford,,,,,2.03,Made,,,,,6.0,B. Beal,203078.0,2.0,,,,,,,,,,,
96,PT04M06.00S,2022-01-04T00:24:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,90.45663600525624,48.0392156862745,1610612766,25,17,2022-01-04T00:24:51Z,960000,-10.0,37.0,1,right,MISS C. Martin driving Layup - blocked,"[1628998, 1629655]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,3.85,Missed,,,,,,,,,,,,Gafford,1629655.0,,,,,,
97,PT04M06.00S,2022-01-04T00:24:46.3Z,1,REGULAR,block,,[],1629655,,,1610612766,25,17,2022-01-04T00:24:49Z,970000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M03.00S,2022-01-04T00:24:49.3Z,1,REGULAR,rebound,defensive,[],202722,,,1610612764,25,17,2022-01-04T00:24:51Z,980000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
99,PT04M00.00S,2022-01-04T00:24:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.619579500657039,48.529411764705884,1610612764,25,17,2022-01-04T00:28:50Z,990000,7.0,10.0,1,left,MISS K. Kuzma running Layup,[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,1.22,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2022-01-04T00:24:53.9Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,25,17,2022-01-04T00:25:47Z,1000000,,,0,,K. Kuzma REBOUND (Off:1 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,99.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
101,PT04M00.00S,2022-01-04T00:25:07.0Z,1,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612764,25,17,2022-01-04T00:25:18Z,1010000,,,0,,T. Rozier shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1626179, 1628398]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,1627539.0,1.0,0.0,Kuzma,1628398.0,
103,PT04M00.00S,2022-01-04T00:25:28.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628398,,,1610612764,26,17,2022-01-04T00:25:28Z,1030000,,,0,,K. Kuzma Free Throw 1 of 2 (10 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
104,PT04M00.00S,2022-01-04T00:25:33.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,26,17,2022-01-04T00:26:00Z,1040000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M00.00S,2022-01-04T00:25:33.5Z,1,REGULAR,substitution,out,[],1626179,,,1610612764,26,17,2022-01-04T00:26:00Z,1050000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M00.00S,2022-01-04T00:25:33.5Z,1,REGULAR,substitution,out,[],203486,,,1610612764,26,17,2022-01-04T00:26:00Z,1060000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M00.00S,2022-01-04T00:25:33.5Z,1,REGULAR,substitution,in,[],203484,,,1610612764,26,17,2022-01-04T00:26:00Z,1070000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M00.00S,2022-01-04T00:25:33.5Z,1,REGULAR,substitution,in,[],1629667,,,1610612764,26,17,2022-01-04T00:26:00Z,1080000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M00.00S,2022-01-04T00:25:33.5Z,1,REGULAR,substitution,in,[],1628970,,,1610612764,26,17,2022-01-04T00:26:00Z,1090000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M00.00S,2022-01-04T00:26:01.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628398,,,1610612764,27,17,2022-01-04T00:26:01Z,1100000,,,0,,K. Kuzma Free Throw 2 of 2 (11 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
111,PT03M45.00S,2022-01-04T00:26:12.2Z,1,REGULAR,2pt,Jump Shot,[],1630163,74.68791064388962,62.00980392156863,1610612766,27,17,2022-01-04T00:26:19Z,1110000,60.0,185.0,1,right,MISS L. Ball 19' step back Shot,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,19.49,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2022-01-04T00:26:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,27,17,2022-01-04T00:26:19Z,1120000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,
113,PT03M29.00S,2022-01-04T00:26:37.0Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,27,17,2022-01-04T00:33:02Z,1130000,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1628998]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,1.0,Martin,1628998.0,,,,,,,,
114,PT03M29.00S,2022-01-04T00:26:37.0Z,1,REGULAR,steal,,[],1628998,,,1610612766,27,17,2022-01-04T00:26:41Z,1140000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2022-01-04T00:26:45.0Z,1,REGULAR,foul,personal,[],203078,,,1610612766,27,17,2022-01-04T00:26:52Z,1150000,,,0,,B. Beal loose ball personal FOUL (1 PF),"[203078, 1628998]",1610612764.0,WAS,loose ball,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Martin,1628998.0,
117,PT03M27.00S,2022-01-04T00:26:52.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,27,17,2022-01-04T00:26:55Z,1170000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M27.00S,2022-01-04T00:26:52.1Z,1,REGULAR,substitution,in,[],202397,,,1610612766,27,17,2022-01-04T00:26:55Z,1180000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M14.00S,2022-01-04T00:27:13.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628970,92.16491458607096,50.245098039215684,1610612766,27,19,2022-01-04T00:27:21Z,1190000,1.0,21.0,1,right,M. Bridges reverse DUNK (2 PTS) (C. Martin 1 AST),"[1628970, 1628998]",1610612766.0,CHA,reverse,,,Bridges,M. Bridges,,,,,2.11,Made,,,,,2.0,C. Martin,1628998.0,1.0,,,,,,,,,,,
121,PT02M54.00S,2022-01-04T00:27:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,9.641918528252305,46.07843137254902,1610612764,27,19,2022-01-04T00:27:39Z,1210000,20.0,38.0,1,left,MISS K. Kuzma driving Layup - blocked,"[1628398, 1629667]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,4.28,Missed,,,,,,,,,,,,McDaniels,1629667.0,,,,,,
122,PT02M54.00S,2022-01-04T00:27:33.6Z,1,REGULAR,block,,[],1629667,,,1610612764,27,19,2022-01-04T00:29:30Z,1220000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M50.00S,2022-01-04T00:27:37.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,27,19,2022-01-04T00:27:39Z,1230000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
124,PT02M49.00S,2022-01-04T00:27:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,92.16491458607096,48.0392156862745,1610612766,27,19,2022-01-04T00:32:33Z,1240000,-10.0,21.0,1,right,MISS K. Oubre Jr. running finger roll Layup,[1626162],1610612766.0,CHA,running finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M45.00S,2022-01-04T00:27:42.7Z,1,REGULAR,rebound,defensive,[],202722,,,1610612764,27,19,2022-01-04T00:32:33Z,1250000,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
126,PT02M42.00S,2022-01-04T00:27:45.1Z,1,REGULAR,3pt,Jump Shot,[],203484,31.192509855453352,72.79411764705883,1610612764,27,19,2022-01-04T00:27:53Z,1260000,-114.0,241.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M41.00S,2022-01-04T00:27:46.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,27,19,2022-01-04T00:27:53Z,1270000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,126.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
128,PT02M41.00S,2022-01-04T00:27:56.4Z,1,REGULAR,foul,technical,['1freethrow'],202435,,,1610612766,27,19,2022-01-04T00:28:30Z,1280000,,,0,,TEAM foul technical,[202435],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,1627539.0,,,,,
129,PT02M41.00S,2022-01-04T00:28:22.2Z,1,REGULAR,freethrow,1 of 1,[],203484,,,1610612766,28,19,2022-01-04T00:28:22Z,1290000,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (1 PTS),[203484],1610612764.0,WAS,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
130,PT02M41.00S,2022-01-04T00:28:28.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,28,19,2022-01-04T00:28:28Z,1300000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M41.00S,2022-01-04T00:29:09.3Z,1,REGULAR,substitution,out,[],203078,,,1610612766,28,19,2022-01-04T00:31:23Z,1310000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M41.00S,2022-01-04T00:29:09.3Z,1,REGULAR,substitution,out,[],1630557,,,1610612766,28,19,2022-01-04T00:31:23Z,1320000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M41.00S,2022-01-04T00:29:09.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612766,28,19,2022-01-04T00:31:23Z,1330000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M41.00S,2022-01-04T00:29:09.3Z,1,REGULAR,substitution,in,[],1628993,,,1610612766,28,19,2022-01-04T00:31:23Z,1340000,,,0,,SUB in: A. Johnson,[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M29.00S,2022-01-04T00:31:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,90.8508541392904,49.01960784313726,1610612766,28,21,2022-01-04T00:31:53Z,1350000,-5.0,34.0,1,right,K. Oubre Jr. driving finger roll Layup (5 PTS),[1626162],1610612766.0,CHA,driving finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,3.39,Made,,,,,5.0,,,,,,,,,,,,,,
136,PT02M17.00S,2022-01-04T00:31:59.8Z,1,REGULAR,foul,personal,[],1626162,,,1610612764,28,21,2022-01-04T00:32:10Z,1360000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1630166]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Avdija,1630166.0,
139,PT02M10.00S,2022-01-04T00:32:26.8Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612764,28,21,2022-01-04T00:32:38Z,1390000,,,0,,D. Avdija lost ball TURNOVER (2 TO),"[1630166, 1628998]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,2.0,Martin,1628998.0,,,,,,,,
140,PT02M10.00S,2022-01-04T00:32:26.8Z,1,REGULAR,steal,,[],1628998,,,1610612766,28,21,2022-01-04T00:32:33Z,1400000,,,0,,C. Martin STEAL (2 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M10.00S,2022-01-04T00:32:35.6Z,1,REGULAR,foul,personal,[],1630166,,,1610612766,28,21,2022-01-04T00:35:44Z,1410000,,,0,,D. Avdija take personal FOUL (2 PF),"[1630166, 1628998]",1610612764.0,WAS,take,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Martin,1628998.0,
143,PT01M56.00S,2022-01-04T00:32:57.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629667,91.63929040735874,51.470588235294116,1610612766,28,23,2022-01-04T00:36:14Z,1430000,7.0,26.0,1,right,J. McDaniels driving finger roll Layup (2 PTS) (C. Martin 2 AST),"[1629667, 1628998]",1610612766.0,CHA,driving finger roll,,,McDaniels,J. McDaniels,,,,,2.71,Made,,,,,2.0,C. Martin,1628998.0,2.0,,,,,,,,,,,
145,PT01M39.00S,2022-01-04T00:33:18.3Z,1,REGULAR,2pt,Jump Shot,[],203484,6.093955321944804,78.18627450980392,1610612764,28,23,2022-01-04T00:37:08Z,1450000,-141.0,5.0,1,left,MISS K. Caldwell-Pope 14' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,14.1,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M37.00S,2022-01-04T00:33:20.3Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,28,23,2022-01-04T00:37:08Z,1460000,,,0,,K. Kuzma REBOUND (Off:2 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,145.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
147,PT01M37.00S,2022-01-04T00:33:25.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628398,5.590000152587891,50.0,1610612764,30,23,2022-01-04T00:37:15Z,1470000,0.0,0.0,1,left,K. Kuzma tip Layup (13 PTS),[1628398],1610612764.0,WAS,tip,,,Kuzma,K. Kuzma,,,,,0.0,Made,,,,,13.0,,,,,,,,,,,,,,
148,PT01M25.00S,2022-01-04T00:33:27.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,66.67214191852825,39.4607843137255,1610612766,30,23,2022-01-04T00:33:33Z,1480000,-53.0,261.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M22.00S,2022-01-04T00:33:30.8Z,1,REGULAR,rebound,defensive,[],1628993,,,1610612764,30,23,2022-01-04T00:33:33Z,1490000,,,0,,A. Johnson REBOUND (Off:0 Def:1),[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
150,PT01M10.00S,2022-01-04T00:33:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,8.459264126149804,50.73529411764706,1610612764,32,23,2022-01-04T00:33:51Z,1500000,-4.0,27.0,1,left,K. Caldwell-Pope driving Layup (3 PTS) (K. Kuzma 2 AST),"[203484, 1628398]",1610612764.0,WAS,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,2.73,Made,,,,,3.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,
151,PT01M00.00S,2022-01-04T00:33:52.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,93.2161629434954,50.49019607843137,1610612766,32,25,2022-01-04T00:33:58Z,1510000,2.0,11.0,1,right,K. Oubre Jr. cutting DUNK (7 PTS) (I. Smith 1 AST),"[1626162, 202397]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,1.16,Made,,,,,7.0,I. Smith,202397.0,1.0,,,,,,,,,,,
153,PT00M41.30S,2022-01-04T00:34:16.5Z,1,REGULAR,3pt,Jump Shot,[],202722,7.933639947437584,97.05882352941177,1610612764,35,25,2022-01-04T00:34:21Z,1530000,-235.0,22.0,1,left,D. Bertans 3PT  (3 PTS) (K. Kuzma 3 AST),"[202722, 1628398]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,23.63,Made,,,,,3.0,K. Kuzma,1628398.0,3.0,,,,,,,,,,,
155,PT00M25.50S,2022-01-04T00:34:40.4Z,1,REGULAR,2pt,Jump Shot,[],202397,74.4250985545335,39.4607843137255,1610612766,35,25,2022-01-04T00:34:44Z,1550000,-53.0,188.0,1,right,MISS I. Smith 19' pullup Shot,[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,19.52,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M23.40S,2022-01-04T00:34:42.5Z,1,REGULAR,rebound,defensive,[],1628993,,,1610612764,35,25,2022-01-04T00:34:44Z,1560000,,,0,,A. Johnson REBOUND (Off:0 Def:2),[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
157,PT00M05.70S,2022-01-04T00:35:01.6Z,1,REGULAR,3pt,Jump Shot,[],202722,33.295006570302235,76.47058823529412,1610612764,38,25,2022-01-04T00:35:05Z,1570000,-132.0,260.0,1,left,D. Bertans 29' 3PT pullup (6 PTS) (K. Kuzma 4 AST),"[202722, 1628398]",1610612764.0,WAS,pullup,,,Bertans,D. Bertans,,,,,29.22,Made,,,,,6.0,K. Kuzma,1628398.0,4.0,,,,,,,,,,,
159,PT00M00.00S,2022-01-04T00:35:09.3Z,1,REGULAR,3pt,Jump Shot,[],202397,68.24901445466492,20.34313725490196,1610612766,38,25,2022-01-04T00:35:14Z,1590000,-148.0,246.0,1,right,MISS I. Smith 28' running pullup 3PT,[202397],1610612766.0,CHA,running pullup,,,Smith,I. Smith,,,,,28.72,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2022-01-04T00:35:11.3Z,1,REGULAR,rebound,defensive,[],1628993,,,1610612764,38,25,2022-01-04T00:35:11Z,1600000,,,0,,A. Johnson REBOUND (Off:0 Def:3),[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,159.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
161,PT00M00.00S,2022-01-04T00:35:17.8Z,1,REGULAR,period,end,[],0,,,1610612764,38,25,2022-01-04T00:35:17Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-04T00:35:33.6Z,2,REGULAR,substitution,out,['startperiod'],1628398,,,1610612764,38,25,2022-01-04T00:37:58Z,1620000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-04T00:35:33.6Z,2,REGULAR,substitution,out,['startperiod'],1626162,,,1610612764,38,25,2022-01-04T00:37:58Z,1630000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-04T00:35:33.6Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612764,38,25,2022-01-04T00:37:58Z,1640000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-04T00:35:33.6Z,2,REGULAR,substitution,in,['startperiod'],202330,,,1610612764,38,25,2022-01-04T00:37:58Z,1650000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-04T00:37:57.4Z,2,REGULAR,period,start,[],0,,,1610612766,38,25,2022-01-04T00:37:58Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M46.00S,2022-01-04T00:38:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,88.74835742444152,47.549019607843135,1610612766,38,25,2022-01-04T00:38:15Z,1670000,-12.0,53.0,1,right,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
169,PT11M44.00S,2022-01-04T00:38:12.7Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,38,25,2022-01-04T00:38:15Z,1680000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
170,PT11M30.00S,2022-01-04T00:38:26.5Z,2,REGULAR,2pt,Jump Shot,[],203484,9.116294349540084,13.235294117647058,1610612764,38,25,2022-01-04T00:38:36Z,1690000,184.0,33.0,1,left,MISS K. Caldwell-Pope 18' step back Shot,[203484],1610612764.0,WAS,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,18.68,Missed,,,,,,,,,,,,,,,,,,,
171,PT11M27.00S,2022-01-04T00:38:29.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,38,25,2022-01-04T00:38:36Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,
172,PT11M20.00S,2022-01-04T00:38:56.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203484,32.90078843626807,72.05882352941177,1610612764,38,25,2022-01-04T00:39:01Z,1710000,-110.0,257.0,1,left,MISS K. Caldwell-Pope 27' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
173,PT11M17.00S,2022-01-04T00:38:59.0Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,38,25,2022-01-04T00:39:01Z,1720000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
174,PT11M01.00S,2022-01-04T00:39:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,82.17805519053877,47.30392156862745,1610612766,38,25,2022-01-04T00:39:17Z,1730000,-13.0,115.0,1,right,MISS J. McDaniels 11' floating Shot,[1629667],1610612766.0,CHA,floating,,,McDaniels,J. McDaniels,,,,,11.58,Missed,,,,,,,,,,,,,,,,,,,
175,PT10M59.00S,2022-01-04T00:39:16.2Z,2,REGULAR,rebound,defensive,[],1628993,,,1610612764,38,25,2022-01-04T00:39:17Z,1740000,,,0,,A. Johnson REBOUND (Off:0 Def:4),[1628993],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,174.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
176,PT10M52.00S,2022-01-04T00:39:24.0Z,2,REGULAR,3pt,Jump Shot,[],202722,34.74047306176085,66.91176470588235,1610612764,38,25,2022-01-04T00:39:30Z,1750000,-85.0,274.0,1,left,MISS D. Bertans 28' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,28.69,Missed,,,,,,,,,,,,,,,,,,,
