actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
30,PT10M09.00S,2022-01-13T00:13:01.9Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,4,0,2022-01-13T00:13:05Z,300000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M52.00S,2022-01-13T00:13:18.7Z,1,REGULAR,3pt,Jump Shot,[],1630557,8.360709592641262,3.9215686274509802,1610612764,7,0,2022-01-13T00:13:23Z,310000,230.0,26.0,1,left,C. Kispert 3PT  (5 PTS) (D. Gafford 1 AST),"[1630557, 1629655]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,23.19,Made,,,,,5.0,,,,D. Gafford,1629655.0,1.0,,,,,,,,
33,PT09M36.00S,2022-01-13T00:13:40.1Z,1,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,7,0,2022-01-13T00:13:49Z,330000,,,0,,C. Anthony step out-of-bounds TURNOVER (2 TO),[1630175],1610612753.0,ORL,step,,,Anthony,C. Anthony,,,,,,,,,,,,2.0,,,,,,1830.0,,,,,,,
34,PT09M19.00S,2022-01-13T00:14:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,7.046649145860711,47.549019607843135,1610612764,9,0,2022-01-13T00:14:11Z,340000,12.0,14.0,1,left,D. Gafford Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1629655, 203484]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,1.84,Made,,,,,2.0,,,,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
36,PT09M08.00S,2022-01-13T00:14:17.4Z,1,REGULAR,3pt,Jump Shot,[],203914,68.67608409986859,16.911764705882355,1610612753,9,3,2022-01-13T00:14:30Z,360000,-165.0,242.0,1,right,G. Harris 29' 3PT  (3 PTS) (F. Wagner 1 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,29.3,Made,,,,,3.0,,,,F. Wagner,1630532.0,1.0,,,,,,,,
38,PT08M49.00S,2022-01-13T00:14:36.2Z,1,REGULAR,3pt,Jump Shot,[],203915,27.151773981603156,83.82352941176471,1610612764,12,3,2022-01-13T00:14:43Z,380000,-169.0,203.0,1,left,S. Dinwiddie 26' 3PT  (5 PTS) (K. Kuzma 2 AST),"[203915, 1628398]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,26.4,Made,,,,,5.0,,,,K. Kuzma,1628398.0,2.0,,,,,,,,
40,PT08M27.00S,2022-01-13T00:14:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,90.62089356110381,48.529411764705884,1610612753,12,5,2022-01-13T00:15:05Z,400000,-7.0,36.0,1,right,G. Harris driving finger roll Layup (5 PTS),[203914],1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,3.65,Made,,,,,5.0,,,,,,,,,,,,,,
41,PT08M09.00S,2022-01-13T00:15:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612764,12,5,2022-01-13T00:15:35Z,410000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1630175, 1628398]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Kuzma,1628398.0,,,
43,PT08M09.00S,2022-01-13T00:15:44.3Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,13,5,2022-01-13T00:16:03Z,430000,,,0,,K. Kuzma Free Throw 1 of 2 (1 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
44,PT08M09.00S,2022-01-13T00:15:44.3Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,13,5,2022-01-13T00:16:03Z,440000,,,0,,MISS K. Kuzma Free Throw 2 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M07.00S,2022-01-13T00:15:46.3Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,13,5,2022-01-13T00:16:03Z,450000,,,0,,C. Anthony REBOUND (Off:2 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,44.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
46,PT07M56.00S,2022-01-13T00:16:12.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,87.07293035479631,50.245098039215684,1610612753,13,5,2022-01-13T00:16:18Z,460000,1.0,69.0,1,right,MISS R. Lopez 6' Hook,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,6.9,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M53.00S,2022-01-13T00:16:15.4Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,13,5,2022-01-13T00:16:18Z,470000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT07M45.00S,2022-01-13T00:16:23.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,17.821944809461236,50.245098039215684,1610612764,15,5,2022-01-13T00:16:29Z,480000,-1.0,115.0,1,left,K. Kuzma 11' Hook (3 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,11.5,Made,,,,,3.0,,,,,,,,,,,,,,
49,PT07M20.00S,2022-01-13T00:16:48.0Z,1,REGULAR,2pt,Jump Shot,[],1630175,82.9993429697766,75.49019607843137,1610612753,15,5,2022-01-13T00:16:55Z,490000,127.0,107.0,1,right,MISS C. Anthony 16' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,16.66,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M16.00S,2022-01-13T00:16:52.0Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,15,5,2022-01-13T00:16:55Z,500000,,,0,,C. Okeke REBOUND (Off:2 Def:0),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,49.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
51,PT07M13.00S,2022-01-13T00:16:54.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,80.3712220762155,94.11764705882352,1610612753,15,8,2022-01-13T00:17:00Z,510000,221.0,132.0,1,right,C. Okeke 25' 3PT  (3 PTS) (F. Wagner 2 AST),"[1629643, 1630532]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.71,Made,,,,,3.0,,,,F. Wagner,1630532.0,2.0,,,,,,,,
53,PT06M54.00S,2022-01-13T00:17:14.5Z,1,REGULAR,turnover,lost ball,[],1628398,,,1610612764,15,8,2022-01-13T00:17:19Z,530000,,,0,,K. Kuzma lost ball TURNOVER (1 TO),"[1628398, 1629643]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,1.0,Okeke,1629643.0,,,,,,,,,,,
54,PT06M54.00S,2022-01-13T00:17:14.5Z,1,REGULAR,steal,,[],1629643,,,1610612753,15,8,2022-01-13T00:17:17Z,540000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M42.00S,2022-01-13T00:17:26.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203914,69.20170827858082,74.01960784313727,1610612753,15,8,2022-01-13T00:17:31Z,550000,120.0,237.0,1,right,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M39.00S,2022-01-13T00:17:29.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,15,8,2022-01-13T00:17:31Z,560000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
57,PT06M31.00S,2022-01-13T00:17:38.2Z,1,REGULAR,3pt,Jump Shot,[],203484,26.757555847568987,15.686274509803921,1610612764,18,8,2022-01-13T00:17:44Z,570000,172.0,199.0,1,left,K. Caldwell-Pope 26' 3PT  (3 PTS) (K. Kuzma 3 AST),"[203484, 1628398]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.28,Made,,,,,3.0,,,,K. Kuzma,1628398.0,3.0,,,,,,,,
59,PT06M28.00S,2022-01-13T00:17:46.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,18,8,2022-01-13T00:17:46Z,590000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M28.00S,2022-01-13T00:19:44.3Z,1,REGULAR,substitution,out,[],203915,,,1610612753,18,8,2022-01-13T00:20:36Z,600000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M28.00S,2022-01-13T00:19:44.3Z,1,REGULAR,substitution,out,[],1630557,,,1610612753,18,8,2022-01-13T00:20:36Z,610000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M28.00S,2022-01-13T00:19:44.3Z,1,REGULAR,substitution,out,[],201577,,,1610612753,18,8,2022-01-13T00:20:36Z,620000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M28.00S,2022-01-13T00:19:44.3Z,1,REGULAR,substitution,in,[],203526,,,1610612753,18,8,2022-01-13T00:20:36Z,630000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2022-01-13T00:19:44.3Z,1,REGULAR,substitution,in,[],1629060,,,1610612753,18,8,2022-01-13T00:20:36Z,640000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2022-01-13T00:19:44.3Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,18,8,2022-01-13T00:20:36Z,650000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M17.00S,2022-01-13T00:20:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.43823915900131,44.6078431372549,1610612753,18,8,2022-01-13T00:20:57Z,660000,-27.0,47.0,1,right,MISS F. Wagner Layup,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M13.00S,2022-01-13T00:20:56.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,18,8,2022-01-13T00:34:05Z,670000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
153,PT06M12.00S,2022-01-13T00:20:54.8Z,1,REGULAR,turnover,lost ball,[],1628398,,,1610612764,18,8,2022-01-13T00:35:14Z,675000,,,0,,K. Kuzma lost ball TURNOVER (2 TO),"[1628398, 203914]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,2.0,Harris,203914.0,,,,,,,,,,,
154,PT06M12.00S,2022-01-13T00:20:54.8Z,1,REGULAR,steal,,[],203914,,,1610612753,18,8,2022-01-13T00:34:54Z,677500,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2022-01-13T00:20:57.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203914,92.59198423127464,50.73529411764706,1610612753,18,10,2022-01-13T00:34:54Z,680000,4.0,17.0,1,right,G. Harris Layup (7 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,1.75,Made,,,,,7.0,,,,,,,,,,,,,,
69,PT05M51.00S,2022-01-13T00:21:18.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,25.969119579500656,84.80392156862744,1610612764,18,10,2022-01-13T00:21:22Z,690000,-174.0,192.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M48.00S,2022-01-13T00:21:21.1Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,18,10,2022-01-13T00:21:22Z,700000,,,0,,C. Anthony REBOUND (Off:2 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,69.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
71,PT05M43.00S,2022-01-13T00:21:28.0Z,1,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,18,10,2022-01-13T00:21:36Z,710000,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (3 TO),[1630175],1610612753.0,ORL,bad pass,,,Anthony,C. Anthony,,,,,,,,,,,,3.0,,,,,,1830.0,,,,,,,
72,PT05M33.00S,2022-01-13T00:21:48.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203526,7.703679369250986,48.529411764705884,1610612764,20,10,2022-01-13T00:22:04Z,720000,7.0,20.0,1,left,R. Neto reverse Layup (2 PTS),[203526],1610612764.0,WAS,reverse,,,Neto,R. Neto,,,,,2.12,Made,,,,,2.0,,,,,,,,,,,,,,
73,PT05M33.00S,2022-01-13T00:21:52.0Z,1,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612764,20,10,2022-01-13T00:22:10Z,730000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Neto 1 FT),"[1629021, 203526]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Neto,203526.0,,,
75,PT05M33.00S,2022-01-13T00:22:11.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,20,10,2022-01-13T00:22:55Z,750000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M33.00S,2022-01-13T00:22:11.4Z,1,REGULAR,substitution,in,[],1626149,,,1610612764,20,10,2022-01-13T00:22:55Z,760000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2022-01-13T00:22:28.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612764,20,10,2022-01-13T00:22:55Z,770000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2022-01-13T00:22:28.4Z,1,REGULAR,substitution,in,[],203082,,,1610612764,20,10,2022-01-13T00:22:55Z,780000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2022-01-13T00:22:42.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203526,,,1610612764,21,10,2022-01-13T00:22:42Z,790000,,,0,,R. Neto Free Throw 1 of 1 (3 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
80,PT05M14.00S,2022-01-13T00:22:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629021,76.2976346911958,9.558823529411764,1610612753,21,10,2022-01-13T00:22:56Z,800000,-202.0,170.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M10.00S,2022-01-13T00:22:56.0Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,21,10,2022-01-13T00:22:56Z,810000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
82,PT04M56.00S,2022-01-13T00:23:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.389618922470433,52.69607843137255,1610612764,21,10,2022-01-13T00:23:14Z,820000,-13.0,8.0,1,left,MISS K. Kuzma Layup - blocked,"[1628398, 1629643]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,1.55,Missed,,,,,,,,,,,,,,,,,Okeke,1629643.0,
83,PT04M56.00S,2022-01-13T00:23:09.2Z,1,REGULAR,block,,[],1629643,,,1610612764,21,10,2022-01-13T00:23:11Z,830000,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
