actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
290,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,42,37,2021-10-30T22:00:29Z,2820000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,out,[],203526,,,1610612764,42,37,2021-10-30T22:00:29Z,2830000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,out,[],202722,,,1610612764,42,37,2021-10-30T22:00:29Z,2840000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,out,[],1629641,,,1610612764,42,37,2021-10-30T22:00:29Z,2850000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,in,[],203915,,,1610612764,42,37,2021-10-30T22:00:29Z,2860000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,in,[],203484,,,1610612764,42,37,2021-10-30T22:00:29Z,2870000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,in,[],1626149,,,1610612764,42,37,2021-10-30T22:00:29Z,2880000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M41.00S,2021-10-30T21:59:53.0Z,2,REGULAR,substitution,in,[],1626196,,,1610612764,42,37,2021-10-30T22:00:29Z,2890000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M41.00S,2021-10-30T22:00:57.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628398,,,1610612764,43,37,2021-10-30T22:01:15Z,2900000,,,0,,K. Kuzma Free Throw 1 of 2 (4 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,,,,,4.0,,,,,,,,,,
299,PT02M41.00S,2021-10-30T22:00:57.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628398,,,1610612764,43,37,2021-10-30T22:01:15Z,2910000,,,0,,MISS K. Kuzma Free Throw 2 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Missed,,,,,,,,,,,,,,,,,,,
300,PT02M39.00S,2021-10-30T22:00:59.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,37,2021-10-30T22:01:15Z,2920000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,299.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
301,PT02M29.00S,2021-10-30T22:01:23.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,78.40013140604468,67.40196078431373,1610612738,43,39,2021-10-30T22:01:27Z,2930000,87.0,151.0,1,right,J. Tatum 17' pullup Jump Shot (6 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.38,Made,,,,,,,,,6.0,,,,,J. Brown,1627759.0,1.0,,,
303,PT02M12.00S,2021-10-30T22:01:40.6Z,2,REGULAR,turnover,bad pass,[],1626149,,,1610612764,43,39,2021-10-30T22:01:46Z,2950000,,,0,,M. Harrell bad pass TURNOVER (1 TO),"[1626149, 201143]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,1.0,Horford,201143.0,,,,,,,,,,,
304,PT02M12.00S,2021-10-30T22:01:40.6Z,2,REGULAR,steal,,[],201143,,,1610612738,43,39,2021-10-30T22:02:16Z,2960000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M08.00S,2021-10-30T22:01:44.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,91.67214191852825,54.166666666666664,1610612738,43,41,2021-10-30T22:01:50Z,2970000,21.0,26.0,1,right,J. Tatum DUNK (8 PTS) (D. Schroder 3 AST),"[1628369, 203471]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.31,Made,,,,,,,,,8.0,,,,,D. Schroder,203471.0,3.0,,,
307,PT01M47.00S,2021-10-30T22:02:04.7Z,2,REGULAR,3pt,Jump Shot,[],203915,33.065045992115635,33.088235294117645,1610612764,46,41,2021-10-30T22:02:09Z,2990000,85.0,258.0,1,left,S. Dinwiddie 27' 3PT  (5 PTS) (K. Kuzma 1 AST),"[203915, 1628398]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,27.18,Made,,,,,,,,,5.0,,,,,K. Kuzma,1628398.0,1.0,,,
309,PT01M28.00S,2021-10-30T22:02:23.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,80.76544021024968,68.38235294117648,1610612738,46,41,2021-10-30T22:02:28Z,3010000,92.0,128.0,1,right,MISS J. Tatum 15' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,15.78,Missed,,,,,,,,,,,,,,,,,,,
310,PT01M26.00S,2021-10-30T22:02:25.8Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,46,41,2021-10-30T22:02:28Z,3020000,,,0,,M. Harrell REBOUND (Off:0 Def:5),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,309.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
311,PT01M18.00S,2021-10-30T22:02:34.5Z,2,REGULAR,3pt,Jump Shot,[],203078,31.488173455978973,73.2843137254902,1610612764,46,41,2021-10-30T22:02:40Z,3030000,-116.0,243.0,1,left,MISS B. Beal 26' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
312,PT01M15.00S,2021-10-30T22:02:37.5Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612738,46,41,2021-10-30T22:02:40Z,3040000,,,0,,J. Richardson REBOUND (Off:1 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,311.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
313,PT01M11.00S,2021-10-30T22:02:43.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612738,46,41,2021-10-30T22:02:50Z,3050000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Schroder 2 FT),"[203484, 203471]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,2534.0,,,,,1.0,0.0,Schroder,203471.0,,,,,,
315,PT01M11.00S,2021-10-30T22:03:14.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203471,,,1610612738,46,42,2021-10-30T22:03:14Z,3070000,,,0,,D. Schroder Free Throw 1 of 2 (2 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
316,PT01M11.00S,2021-10-30T22:03:32.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203471,,,1610612738,46,43,2021-10-30T22:03:32Z,3080000,,,0,,D. Schroder Free Throw 2 of 2 (3 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
317,PT00M52.90S,2021-10-30T22:03:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,9.280551905387648,54.41176470588235,1610612764,48,43,2021-10-30T22:04:52Z,3090000,-22.0,35.0,1,left,M. Harrell driving Layup (11 PTS),[1626149],1610612764.0,WAS,driving,,,Harrell,M. Harrell,,,,,4.11,Made,,,,,,,,,11.0,,,,,,,,,,
318,PT00M38.10S,2021-10-30T22:04:09.6Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612738,48,43,2021-10-30T22:04:13Z,3100000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 203484]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,
319,PT00M38.10S,2021-10-30T22:04:09.6Z,2,REGULAR,steal,,[],203484,,,1610612764,48,43,2021-10-30T22:04:11Z,3110000,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M35.10S,2021-10-30T22:04:13.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,7.703679369250986,55.14705882352941,1610612764,50,43,2021-10-30T22:04:19Z,3120000,-26.0,20.0,1,left,K. Kuzma alley-oop Layup (6 PTS) (K. Caldwell-Pope 2 AST),"[1628398, 203484]",1610612764.0,WAS,alley-oop,,,Kuzma,K. Kuzma,,,,,3.25,Made,,,,,,,,,6.0,,,,,K. Caldwell-Pope,203484.0,2.0,,,
322,PT00M30.90S,2021-10-30T22:04:27.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626149,,,1610612738,50,43,2021-10-30T22:04:40Z,3140000,,,0,,M. Harrell shooting personal FOUL (2 PF) (Richardson 2 FT),"[1626149, 1626196]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,,,,,,,2534.0,,,,,2.0,0.0,Richardson,1626196.0,,,,,,
324,PT00M30.90S,2021-10-30T22:05:04.3Z,2,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,50,44,2021-10-30T22:05:04Z,3160000,,,0,,J. Richardson Free Throw 1 of 2 (10 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,,,10.0,,,,,,,,,,
325,PT00M30.90S,2021-10-30T22:05:05.4Z,2,REGULAR,substitution,out,[],201143,,,1610612738,50,44,2021-10-30T22:05:10Z,3170000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M30.90S,2021-10-30T22:05:05.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,50,44,2021-10-30T22:05:10Z,3180000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M30.90S,2021-10-30T22:05:27.7Z,2,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,50,45,2021-10-30T22:05:27Z,3190000,,,0,,J. Richardson Free Throw 2 of 2 (11 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,,,11.0,,,,,,,,,,
328,PT00M06.80S,2021-10-30T22:05:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,6.783837056504599,53.67647058823529,1610612764,50,45,2021-10-30T22:05:59Z,3200000,-18.0,11.0,1,left,MISS B. Beal Layup,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,,
329,PT00M04.60S,2021-10-30T22:05:57.8Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,50,45,2021-10-30T22:05:57Z,3210000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,328.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
330,PT00M01.90S,2021-10-30T22:06:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.85479632063075,46.568627450980394,1610612738,50,47,2021-10-30T22:06:06Z,3220000,-17.0,15.0,1,right,J. Brown Layup (17 PTS) (D. Schroder 4 AST),"[1627759, 203471]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.26,Made,,,,,,,,,17.0,,,,,D. Schroder,203471.0,4.0,,,
332,PT00M00.00S,2021-10-30T22:06:13.7Z,2,REGULAR,3pt,Jump Shot,[],1626149,49.227989487516425,82.59803921568627,1610612764,53,47,2021-10-30T22:06:35Z,3240000,-163.0,410.0,1,left,M. Harrell 44' 3PT  (14 PTS) (K. Caldwell-Pope 3 AST),"[1626149, 203484]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,44.14,Made,,,,,,,,,14.0,,,,,K. Caldwell-Pope,203484.0,3.0,,,
335,PT00M00.00S,2021-10-30T22:06:36.0Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,53,47,2021-10-30T22:07:44Z,3255000,,,0,,,[],,,support,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,End Period - Good Basket
334,PT00M00.00S,2021-10-30T22:06:58.4Z,2,REGULAR,period,end,[],0,,,1610612738,53,47,2021-10-30T22:06:58Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-10-30T22:21:30.8Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612738,53,47,2021-10-30T22:22:31Z,3270000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-10-30T22:21:30.8Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,53,47,2021-10-30T22:22:31Z,3280000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-10-30T22:22:45.0Z,3,REGULAR,period,start,[],0,,,1610612764,53,47,2021-10-30T22:22:45Z,3290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M46.00S,2021-10-30T22:22:58.0Z,3,REGULAR,2pt,Jump Shot,[],203484,82.34231274638634,77.20588235294117,1610612764,55,47,2021-10-30T22:23:02Z,3300000,136.0,113.0,1,right,K. Caldwell-Pope 17' pullup Jump Shot (2 PTS) (B. Beal 4 AST),"[203484, 203078]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,17.71,Made,,,,,,,,,2.0,,,,,B. Beal,203078.0,4.0,,,
343,PT11M34.00S,2021-10-30T22:23:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,9.937582128777924,42.15686274509804,1610612738,55,47,2021-10-30T22:23:13Z,3320000,39.0,41.0,1,left,MISS G. Williams Layup,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,5.67,Missed,,,,,,,,,,,,,,,,,,,
344,PT11M31.00S,2021-10-30T22:23:12.6Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,55,47,2021-10-30T22:23:13Z,3330000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,343.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
345,PT11M30.00S,2021-10-30T22:23:13.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,8.360709592641262,53.92156862745098,1610612738,55,49,2021-10-30T22:23:16Z,3340000,-20.0,26.0,1,left,G. Williams Layup (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,3.26,Made,,,,,,,,,2.0,,,,,,,,,,
346,PT11M12.00S,2021-10-30T22:23:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,90.3580814717477,56.86274509803921,1610612764,55,49,2021-10-30T22:23:36Z,3350000,34.0,38.0,1,right,MISS K. Kuzma Layup,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,5.13,Missed,,,,,,,,,,,,,,,,,,,
347,PT11M09.00S,2021-10-30T22:23:35.3Z,3,REGULAR,rebound,offensive,[],1626149,,,1610612764,55,49,2021-10-30T22:23:35Z,3360000,,,0,,M. Harrell REBOUND (Off:1 Def:5),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,346.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
348,PT11M08.00S,2021-10-30T22:23:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,92.9862023653088,49.754901960784316,1610612764,55,49,2021-10-30T22:24:51Z,3370000,-1.0,13.0,1,right,MISS M. Harrell Layup - blocked,"[1626149, 201143]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,1.35,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
357,PT11M08.00S,2021-10-30T22:23:36.1Z,3,REGULAR,block,,[],201143,,,1610612764,55,49,2021-10-30T22:24:51Z,3375000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M08.00S,2021-10-30T22:23:36.1Z,3,REGULAR,rebound,offensive,[],1626149,,,1610612764,55,49,2021-10-30T22:24:51Z,3380000,,,0,,M. Harrell REBOUND (Off:2 Def:5),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,348.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
369,PT11M08.00S,2021-10-30T22:23:46.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,91.40932982917214,54.41176470588235,1610612764,55,49,2021-10-30T22:29:34Z,3385000,22.0,28.0,1,right,MISS M. Harrell Layup - blocked,"[1626149, 1629684]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,3.59,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
370,PT11M08.00S,2021-10-30T22:23:46.2Z,3,REGULAR,block,,[],1629684,,,1610612764,55,49,2021-10-30T22:26:39Z,3387500,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT11M08.00S,2021-10-30T22:23:46.2Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,55,49,2021-10-30T22:26:39Z,3388750,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,369.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
350,PT10M48.00S,2021-10-30T22:23:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,8.09789750328515,46.07843137254902,1610612738,55,51,2021-10-30T22:24:56Z,3390000,20.0,24.0,1,left,A. Horford Layup (4 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,3.07,Made,,,,,,,,,4.0,,,,,J. Tatum,1628369.0,1.0,,,
351,PT10M18.00S,2021-10-30T22:24:26.2Z,3,REGULAR,turnover,lost ball,[],1626149,,,1610612764,55,51,2021-10-30T22:25:03Z,3400000,,,0,,M. Harrell lost ball TURNOVER (2 TO),"[1626149, 203471]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,2.0,Schroder,203471.0,,,,,,,,,,,
352,PT10M18.00S,2021-10-30T22:24:26.2Z,3,REGULAR,steal,,[],203471,,,1610612738,55,51,2021-10-30T22:24:30Z,3410000,,,0,,D. Schroder STEAL (2 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT10M12.00S,2021-10-30T22:24:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,7.30946123521682,49.26470588235294,1610612738,55,53,2021-10-30T22:25:06Z,3420000,4.0,16.0,1,left,G. Williams Layup (4 PTS) (J. Brown 2 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1.66,Made,,,,,,,,,4.0,,,,,J. Brown,1627759.0,2.0,,,
355,PT09M55.00S,2021-10-30T22:24:48.6Z,3,REGULAR,2pt,Jump Shot,[],203078,74.72076215505913,35.78431372549019,1610612764,55,53,2021-10-30T22:25:10Z,3440000,-71.0,185.0,1,right,MISS B. Beal 19' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,19.83,Missed,,,,,,,,,,,,,,,,,,,
358,PT09M55.00S,2021-10-30T22:24:48.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,55,53,2021-10-30T22:25:10Z,3450000,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,355.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
359,PT09M43.00S,2021-10-30T22:25:01.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.623521681997373,48.28431372549019,1610612738,55,53,2021-10-30T22:25:19Z,3460000,9.0,29.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
360,PT09M40.00S,2021-10-30T22:25:04.0Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,55,53,2021-10-30T22:25:19Z,3470000,,,0,,K. Kuzma REBOUND (Off:1 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,359.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
361,PT09M37.00S,2021-10-30T22:25:06.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,92.59198423127464,44.6078431372549,1610612764,55,53,2021-10-30T22:25:23Z,3480000,-27.0,17.0,1,right,MISS S. Dinwiddie Jump Shot - blocked,"[203915, 201143]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,3.2,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
362,PT09M37.00S,2021-10-30T22:25:06.3Z,3,REGULAR,block,,[],201143,,,1610612764,55,53,2021-10-30T22:25:09Z,3490000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT09M33.00S,2021-10-30T22:25:10.3Z,3,REGULAR,rebound,offensive,[],1628398,,,1610612764,55,53,2021-10-30T22:25:23Z,3500000,,,0,,K. Kuzma REBOUND (Off:2 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,361.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
364,PT09M31.00S,2021-10-30T22:25:12.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,79.31997371879106,6.61764705882353,1610612764,58,53,2021-10-30T22:25:26Z,3510000,-217.0,142.0,1,right,K. Kuzma 25' 3PT  (9 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.92,Made,,,,,,,,,9.0,,,,,,,,,,
365,PT09M09.00S,2021-10-30T22:25:35.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,7.703679369250986,98.77450980392157,1610612738,58,53,2021-10-30T22:25:40Z,3520000,-244.0,20.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
366,PT09M06.00S,2021-10-30T22:25:38.4Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612764,58,53,2021-10-30T22:25:40Z,3530000,,,0,,M. Harrell REBOUND (Off:2 Def:6),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,365.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
367,PT09M01.00S,2021-10-30T22:25:46.5Z,3,REGULAR,foul,personal,[],203471,,,1610612764,58,53,2021-10-30T22:26:01Z,3540000,,,0,,D. Schroder personal FOUL (2 PF),"[203471, 203078]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,1155.0,,,,,2.0,0.0,Beal,203078.0,,,,,,
372,PT08M45.00S,2021-10-30T22:26:51.7Z,3,REGULAR,3pt,Jump Shot,[],203484,71.96123521681997,15.196078431372548,1610612764,58,53,2021-10-30T22:26:55Z,3560000,-174.0,211.0,1,right,MISS K. Caldwell-Pope 27' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,,
373,PT08M42.00S,2021-10-30T22:26:54.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,53,2021-10-30T22:26:55Z,3570000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,372.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
376,PT08M38.00S,2021-10-30T22:27:15.3Z,3,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612738,58,53,2021-10-30T22:27:23Z,3600000,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628398, 1628369]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,2534.0,,,,,2.0,0.0,Tatum,1628369.0,,,,,,
381,PT08M38.00S,2021-10-30T22:27:37.3Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,58,54,2021-10-30T22:27:37Z,3620000,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,9.0,,,,,,,,,,
382,PT08M38.00S,2021-10-30T22:27:54.3Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,58,55,2021-10-30T22:27:54Z,3630000,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,10.0,,,,,,,,,,
383,PT08M27.00S,2021-10-30T22:28:07.9Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612764,58,55,2021-10-30T22:28:17Z,3640000,,,0,,A. Horford shooting personal FOUL (2 PF) (Harrell 2 FT),"[201143, 1626149]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,2534.0,,,,,2.0,0.0,Harrell,1626149.0,,,,,,
