actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-10-28T23:11:09.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-28T23:11:09Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-10-28T23:11:13.6Z,1,REGULAR,jumpball,recovered,[],1629631,,,1610612737,0,0,2021-10-28T23:11:13Z,40000,,,0,,Jump Ball C. Capela vs. M. Harrell: Tip to D. Hunter,"[1629631, 203991, 1626149]",1610612737.0,ATL,startperiod,D. Hunter,1629631.0,Hunter,D. Hunter,Capela,203991.0,Harrell,1626149.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-10-28T23:11:25.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,8.360709592641262,53.67647058823529,1610612737,0,2,2021-10-28T23:11:30Z,70000,-18.0,26.0,1,left,C. Capela turnaround Hook (2 PTS) (B. Bogdanovic 1 AST),"[203991, 203992]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,3.19,Made,2.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2021-10-28T23:11:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,91.27792378449409,59.80392156862745,1610612764,2,2,2021-10-28T23:11:46Z,90000,49.0,29.0,1,right,A. Holiday driving Layup (2 PTS),[1628988],1610612764.0,WAS,driving,,,Holiday,A. Holiday,,,,,5.72,Made,2.0,,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2021-10-28T23:11:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,21.76412614980289,7.598039215686274,1610612737,2,5,2021-10-28T23:12:01Z,100000,212.0,152.0,1,left,T. Young 26' 3PT pullup (3 PTS) (J. Collins 1 AST),"[1629027, 1628381]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.09,Made,3.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,,
11,PT11M03.00S,2021-10-28T23:12:06.4Z,1,REGULAR,3pt,Jump Shot,[],203484,82.7365308804205,97.54901960784314,1610612764,5,5,2021-10-28T23:12:12Z,110000,238.0,110.0,1,right,K. Caldwell-Pope 26' 3PT step back (3 PTS),[203484],1610612764.0,WAS,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.18,Made,3.0,,,,,,,,,,,,,,,,,,
12,PT10M48.00S,2021-10-28T23:12:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.383048620236531,51.9607843137255,1610612737,5,7,2021-10-28T23:12:24Z,120000,-10.0,55.0,1,left,C. Capela Hook (4 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,5.54,Made,4.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,,
14,PT10M37.00S,2021-10-28T23:12:31.4Z,1,REGULAR,2pt,Jump Shot,[],1628988,81.2910643889619,69.11764705882352,1610612764,5,7,2021-10-28T23:12:36Z,140000,96.0,123.0,1,right,MISS A. Holiday 15' floating Shot,[1628988],1610612764.0,WAS,floating,,,Holiday,A. Holiday,,,,,15.61,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M34.00S,2021-10-28T23:12:34.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,5,7,2021-10-28T23:12:36Z,150000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M27.00S,2021-10-28T23:12:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.521024967148489,45.09803921568628,1610612737,5,9,2021-10-28T23:12:46Z,160000,25.0,9.0,1,left,C. Capela alley-oop Layup (6 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,2.6,Made,6.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,,
