actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-11T00:47:54.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-11T00:47:54Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-02-11T00:47:57.4Z,1,REGULAR,jumpball,recovered,[],203526,,,1610612764,0,0,2022-02-11T00:47:57Z,40000,,,0,,Jump Ball T. Bryant vs. B. Griffin: Tip to R. Neto,"[203526, 1628418, 201933]",1610612764.0,WAS,startperiod,R. Neto,203526.0,Neto,R. Neto,Bryant,1628418.0,Griffin,201933.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-02-11T00:48:08.2Z,1,REGULAR,2pt,Jump Shot,[],203484,75.77201051248358,69.85294117647058,1610612764,0,0,2022-02-11T00:48:14Z,70000,99.0,175.0,1,right,MISS K. Caldwell-Pope 20' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,20.14,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2022-02-11T00:48:10.2Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612764,0,0,2022-02-11T00:48:14Z,80000,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M40.00S,2022-02-11T00:48:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,92.32917214191852,47.794117647058826,1610612764,0,0,2022-02-11T00:48:20Z,90000,-11.0,20.0,1,right,MISS T. Bryant putback Layup,[1628418],1610612764.0,WAS,putback,,,Bryant,T. Bryant,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M40.00S,2022-02-11T00:48:13.4Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,0,0,2022-02-11T00:48:20Z,100000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M32.00S,2022-02-11T00:48:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,9.674770039421814,42.8921568627451,1610612751,0,2,2022-02-11T00:48:27Z,110000,36.0,38.0,1,left,C. Thomas driving Layup (2 PTS) (P. Mills 1 AST),"[1630560, 201988]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,5.23,Made,,,,,2.0,P. Mills,201988.0,1.0,,,,,,,,,,,
13,PT11M26.00S,2022-02-11T00:48:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,94.82588699080158,57.35294117647059,1610612764,2,2,2022-02-11T00:48:31Z,130000,37.0,-4.0,1,right,K. Caldwell-Pope driving Layup (2 PTS) (R. Neto 1 AST),"[203484, 203526]",1610612764.0,WAS,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,3.7,Made,,,,,2.0,R. Neto,203526.0,1.0,,,,,,,,,,,
15,PT11M10.00S,2022-02-11T00:48:42.8Z,1,REGULAR,3pt,Jump Shot,[],201988,34.773324572930356,56.127450980392155,1610612751,2,2,2022-02-11T00:48:47Z,150000,-31.0,274.0,1,left,MISS P. Mills 27' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,27.61,Missed,,,,,,,,,,,,,,,,,,,
16,PT11M07.00S,2022-02-11T00:48:45.8Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,2,2,2022-02-11T00:48:47Z,160000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
