actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
448,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,in,['startperiod'],203078,,,1610612761,77,91,2022-01-22T02:43:44Z,4410000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,in,['startperiod'],1626149,,,1610612761,77,91,2022-01-22T02:43:44Z,4420000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,77,91,2022-01-22T02:43:44Z,4430000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2022-01-22T02:43:55.6Z,4,REGULAR,period,start,[],0,,,1610612761,77,91,2022-01-22T02:43:55Z,4440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT11M47.00S,2022-01-22T02:44:08.2Z,4,REGULAR,2pt,Jump Shot,[],1628384,87.99277266754271,25.98039215686275,1610612761,77,93,2022-01-22T02:44:14Z,4450000,-120.0,60.0,1,right,O. Anunoby 13' turnaround fadeaway Jump Shot (8 PTS),[1628384],1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,,,13.44,Made,8.0,,,,,,,,,,,,,,,
453,PT11M20.00S,2022-01-22T02:44:35.5Z,4,REGULAR,3pt,Jump Shot,[],202722,36.61300919842313,26.96078431372549,1610612764,77,93,2022-01-22T02:44:40Z,4460000,115.0,292.0,1,left,MISS D. Bertans 31' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,31.36,Missed,,,,,,,,,,,,,,,,
454,PT11M16.00S,2022-01-22T02:44:39.5Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,77,93,2022-01-22T02:44:40Z,4470000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,453.0,3.0,3.0,0.0,,,,,,,,
455,PT11M00.00S,2022-01-22T02:44:53.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,92.46057818659659,59.31372549019608,1610612761,77,95,2022-01-22T02:45:00Z,4480000,47.0,18.0,1,right,P. Achiuwa driving Layup (5 PTS) (P. Siakam 4 AST),"[1630173, 1627783]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,,,5.01,Made,5.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,,
457,PT10M40.00S,2022-01-22T02:45:14.3Z,4,REGULAR,3pt,Jump Shot,[],203078,29.911300919842315,77.45098039215686,1610612764,80,95,2022-01-22T02:45:20Z,4500000,-137.0,229.0,1,left,B. Beal 26' 3PT step back (15 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,,26.67,Made,15.0,,,,,,,,,,,,,,,
458,PT10M20.00S,2022-01-22T02:45:34.3Z,4,REGULAR,2pt,Jump Shot,[],1627783,78.13731931668858,72.05882352941177,1610612761,80,95,2022-01-22T02:45:39Z,4510000,110.0,153.0,1,right,MISS P. Siakam 18' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,18.86,Missed,,,,,,,,,,,,,,,,
459,PT10M17.00S,2022-01-22T02:45:37.3Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,80,95,2022-01-22T02:45:39Z,4520000,,,0,,R. Hachimura REBOUND (Off:0 Def:6),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,458.0,6.0,6.0,0.0,,,,,,,,
460,PT10M14.00S,2022-01-22T02:45:43.2Z,4,REGULAR,foul,personal,[],1627783,,,1610612764,80,95,2022-01-22T02:45:50Z,4530000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1626149]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Harrell,1626149.0,,
462,PT10M08.00S,2022-01-22T02:46:05.8Z,4,REGULAR,3pt,Jump Shot,[],202722,27.808804204993432,18.627450980392158,1610612764,80,95,2022-01-22T02:46:11Z,4550000,157.0,209.0,1,left,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,26.13,Missed,,,,,,,,,,,,,,,,
463,PT10M05.00S,2022-01-22T02:46:08.8Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,80,95,2022-01-22T02:46:11Z,4560000,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,462.0,4.0,4.0,0.0,,,,,,,,
464,PT09M56.00S,2022-01-22T02:46:17.4Z,4,REGULAR,2pt,Jump Shot,[],1630173,77.34888304862024,44.85294117647059,1610612761,80,95,2022-01-22T02:46:23Z,4570000,-26.0,160.0,1,right,MISS P. Achiuwa 16' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,,,16.24,Missed,,,,,,,,,,,,,,,,
465,PT09M54.00S,2022-01-22T02:46:20.3Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,80,95,2022-01-22T02:46:20Z,4580000,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,464.0,6.0,4.0,2.0,,,,,,,,
466,PT09M51.00S,2022-01-22T02:46:22.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,70.25295663600527,74.26470588235294,1610612761,80,95,2022-01-22T02:46:31Z,4590000,121.0,227.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,25.75,Missed,,,,,,,,,,,,,,,,
467,PT09M44.00S,2022-01-22T02:46:29.9Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,80,95,2022-01-22T02:46:31Z,4600000,,,0,,C. Boucher REBOUND (Off:1 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,466.0,6.0,5.0,1.0,,,,,,,,
468,PT09M44.00S,2022-01-22T02:46:29.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,94.40999984741211,50.0,1610612761,80,95,2022-01-22T02:46:29Z,4610000,0.0,0.0,1,right,MISS C. Boucher putback DUNK,[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
469,PT09M43.00S,2022-01-22T02:46:30.7Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,80,95,2022-01-22T02:46:30Z,4620000,,,0,,R. Hachimura REBOUND (Off:0 Def:7),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,468.0,7.0,7.0,0.0,,,,,,,,
470,PT09M37.00S,2022-01-22T02:46:39.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,12.434296977660972,45.09803921568628,1610612764,82,95,2022-01-22T02:47:05Z,4630000,25.0,64.0,1,left,B. Beal 6' turnaround fadeaway Jump Shot (17 PTS),[203078],1610612764.0,WAS,turnaround fadeaway,,,Beal,B. Beal,,,,,,,6.89,Made,17.0,,,,,,,,,,,,,,,
471,PT09M37.00S,2022-01-22T02:46:42.4Z,4,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612764,82,95,2022-01-22T02:46:50Z,4640000,,,0,,P. Siakam shooting personal FOUL (2 PF) (Beal 1 FT),"[1627783, 203078]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,1626302.0,,,,,,,,,,,,,,2.0,0.0,Beal,203078.0,,
473,PT09M37.00S,2022-01-22T02:47:05.9Z,4,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,82,95,2022-01-22T02:47:09Z,4660000,,,0,,MISS B. Beal Free Throw 1 of 1,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Missed,,,,,,,,,,,,,,,,
474,PT09M34.00S,2022-01-22T02:47:08.9Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,82,95,2022-01-22T02:47:09Z,4670000,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,473.0,5.0,5.0,0.0,,,,,,,,
475,PT09M17.00S,2022-01-22T02:47:24.1Z,4,REGULAR,2pt,Jump Shot,[],1630173,94.95729303547962,22.30392156862745,1610612761,82,95,2022-01-22T02:47:29Z,4680000,-138.0,-5.0,1,right,MISS P. Achiuwa 13' Jump Shot,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,13.86,Missed,,,,,,,,,,,,,,,,
476,PT09M14.00S,2022-01-22T02:47:27.1Z,4,REGULAR,rebound,defensive,[],203915,,,1610612764,82,95,2022-01-22T02:47:29Z,4690000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:4),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,475.0,5.0,4.0,1.0,,,,,,,,
477,PT09M09.00S,2022-01-22T02:47:31.8Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],203078,6.783837056504599,78.92156862745098,1610612764,84,95,2022-01-22T02:48:02Z,4700000,-145.0,11.0,1,left,B. Beal 14' step back Jump Shot (19 PTS) (S. Dinwiddie 5 AST),"[203078, 203915]",1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,,14.5,Made,19.0,S. Dinwiddie,203915.0,5.0,,,,,,,,,,,,
478,PT09M08.00S,2022-01-22T02:47:48.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,84,95,2022-01-22T02:47:48Z,4710000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT09M08.00S,2022-01-22T02:49:30.2Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,84,95,2022-01-22T02:50:15Z,4720000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
481,PT09M08.00S,2022-01-22T02:49:30.2Z,4,REGULAR,substitution,in,[],1629018,,,1610612761,84,95,2022-01-22T02:50:15Z,4730000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
482,PT08M46.00S,2022-01-22T02:50:48.8Z,4,REGULAR,2pt,Jump Shot,[],1627783,72.22404730617609,51.225490196078425,1610612761,84,97,2022-01-22T02:50:54Z,4740000,6.0,209.0,1,right,P. Siakam 20' pullup Jump Shot (17 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,20.87,Made,17.0,,,,,,,,,,,,,,,
483,PT08M32.00S,2022-01-22T02:51:02.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,7.440867279894875,47.05882352941176,1610612764,86,97,2022-01-22T02:51:07Z,4750000,15.0,17.0,1,left,S. Dinwiddie driving Layup (14 PTS) (M. Harrell 3 AST),"[203915, 1626149]",1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,2.28,Made,14.0,M. Harrell,1626149.0,3.0,,,,,,,,,,,,
484,PT08M07.00S,2022-01-22T02:51:27.2Z,4,REGULAR,2pt,Jump Shot,[],1629018,82.9993429697766,33.088235294117645,1610612761,86,97,2022-01-22T02:51:38Z,4760000,-85.0,107.0,1,right,MISS G. Trent Jr. 13' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,,13.66,Missed,,,,,,,,,,,,,,,,
485,PT08M05.00S,2022-01-22T02:51:29.2Z,4,REGULAR,rebound,defensive,[],202722,,,1610612764,86,97,2022-01-22T02:51:38Z,4770000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,484.0,1.0,1.0,0.0,,,,,,,,
486,PT07M56.00S,2022-01-22T02:51:38.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,7.30946123521682,53.431372549019606,1610612764,86,97,2022-01-22T02:52:17Z,4780000,-17.0,16.0,1,left,MISS R. Hachimura cutting DUNK - blocked,"[1629060, 1629018]",1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,,,2.36,Missed,,,,,,,,,,,,,,,Trent Jr.,1629018.0
487,PT07M56.00S,2022-01-22T02:51:38.3Z,4,REGULAR,block,,[],1629018,,,1610612764,86,97,2022-01-22T02:54:26Z,4790000,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
488,PT07M52.00S,2022-01-22T02:51:42.3Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,86,97,2022-01-22T02:51:50Z,4800000,,,0,,C. Boucher REBOUND (Off:1 Def:6),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,486.0,7.0,6.0,1.0,,,,,,,,
489,PT07M50.00S,2022-01-22T02:51:46.8Z,4,REGULAR,foul,personal,[],203915,,,1610612761,86,97,2022-01-22T02:52:11Z,4810000,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 1628384]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,200833.0,,,,,,,,,,,,,,2.0,0.0,Anunoby,1628384.0,,
492,PT07M50.00S,2022-01-22T02:52:05.4Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,86,97,2022-01-22T02:52:14Z,4830000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
493,PT07M50.00S,2022-01-22T02:52:05.4Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,86,97,2022-01-22T02:52:14Z,4840000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
494,PT07M41.00S,2022-01-22T02:52:31.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,81.42247043363994,44.36274509803921,1610612761,86,97,2022-01-22T02:52:39Z,4850000,-28.0,122.0,1,right,MISS O. Anunoby 12' turnaround fadeaway Shot,[1628384],1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,,,12.53,Missed,,,,,,,,,,,,,,,,
495,PT07M38.00S,2022-01-22T02:52:34.7Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,86,97,2022-01-22T02:52:39Z,4860000,,,0,,R. Hachimura REBOUND (Off:0 Def:8),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,494.0,8.0,8.0,0.0,,,,,,,,
496,PT07M22.00S,2022-01-22T02:52:51.7Z,4,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,86,97,2022-01-22T02:53:01Z,4870000,,,0,,B. Beal bad pass out-of-bounds TURNOVER (8 TO),[203078],1610612764.0,WAS,bad pass,,,Beal,B. Beal,,,,,200833.0,8.0,,,,,,,,,,,,,,,,,,
498,PT07M14.00S,2022-01-22T02:53:17.6Z,4,REGULAR,2pt,Layup,['fromturnover'],1628384,83.52496714848883,70.83333333333334,1610612761,86,99,2022-01-22T02:53:37Z,4890000,104.0,102.0,1,right,O. Anunoby 14' Layup (10 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,14.61,Made,10.0,,,,,,,,,,,,,,,
499,PT07M14.00S,2022-01-22T02:53:27.0Z,4,REGULAR,foul,personal,['1freethrow'],203078,,,1610612761,86,99,2022-01-22T02:53:33Z,4900000,,,0,,B. Beal shooting personal FOUL (2 PF) (Anunoby 1 FT),"[203078, 1628384]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Anunoby,1628384.0,,
501,PT07M14.00S,2022-01-22T02:53:48.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,86,99,2022-01-22T02:53:57Z,4920000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT07M14.00S,2022-01-22T02:54:01.0Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612761,86,99,2022-01-22T02:55:20Z,4940000,,,0,,,[],1610612764.0,WAS,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT07M14.00S,2022-01-22T02:55:48.8Z,4,REGULAR,substitution,out,[],1629060,,,1610612761,86,99,2022-01-22T02:56:06Z,4950000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
505,PT07M14.00S,2022-01-22T02:55:48.8Z,4,REGULAR,substitution,out,[],202722,,,1610612761,86,99,2022-01-22T02:56:06Z,4960000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
506,PT07M14.00S,2022-01-22T02:55:48.8Z,4,REGULAR,substitution,in,[],203484,,,1610612761,86,99,2022-01-22T02:56:06Z,4970000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
507,PT07M14.00S,2022-01-22T02:55:48.8Z,4,REGULAR,substitution,in,[],1630166,,,1610612761,86,99,2022-01-22T02:56:06Z,4980000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
508,PT07M14.00S,2022-01-22T02:56:31.0Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1628384,,,1610612761,86,99,2022-01-22T02:56:35Z,4990000,,,0,,MISS O. Anunoby Free Throw 1 of 1,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,
509,PT07M11.00S,2022-01-22T02:56:34.0Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,86,99,2022-01-22T02:56:35Z,5000000,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,508.0,4.0,3.0,1.0,,,,,,,,
510,PT06M51.00S,2022-01-22T02:56:53.0Z,4,REGULAR,3pt,Jump Shot,[],203915,32.40801576872536,63.48039215686274,1610612764,89,99,2022-01-22T02:57:01Z,5010000,-67.0,252.0,1,left,S. Dinwiddie 26' 3PT pullup (17 PTS),[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,26.1,Made,17.0,,,,,,,,,,,,,,,
511,PT06M22.00S,2022-01-22T02:57:22.8Z,4,REGULAR,3pt,Jump Shot,[],1628384,93.24901445466492,1.9607843137254901,1610612761,89,99,2022-01-22T02:57:28Z,5020000,-240.0,11.0,1,right,MISS O. Anunoby 24' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,,,24.05,Missed,,,,,,,,,,,,,,,,
512,PT06M19.00S,2022-01-22T02:57:25.8Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612764,89,99,2022-01-22T02:57:28Z,5030000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,511.0,1.0,1.0,0.0,,,,,,,,
513,PT06M14.00S,2022-01-22T02:57:30.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203078,7.046649145860711,51.225490196078425,1610612764,91,99,2022-01-22T02:57:40Z,5040000,-6.0,14.0,1,left,B. Beal driving Layup (21 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,1.5,Made,21.0,,,,,,,,,,,,,,,
514,PT05M54.00S,2022-01-22T02:57:49.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.24901445466492,53.67647058823529,1610612761,91,99,2022-01-22T02:57:54Z,5050000,18.0,11.0,1,right,MISS O. Anunoby Layup - blocked,"[1628384, 1626149]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,2.14,Missed,,,,,,,,,,,,,,,Harrell,1626149.0
515,PT05M54.00S,2022-01-22T02:57:49.1Z,4,REGULAR,block,,[],1626149,,,1610612761,91,99,2022-01-22T02:57:52Z,5060000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
516,PT05M51.00S,2022-01-22T02:57:52.1Z,4,REGULAR,rebound,defensive,[],203915,,,1610612764,91,99,2022-01-22T02:57:54Z,5070000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:5),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,514.0,6.0,5.0,1.0,,,,,,,,
517,PT05M47.00S,2022-01-22T02:57:58.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.915243101182654,46.07843137254902,1610612764,93,99,2022-01-22T02:58:19Z,5080000,20.0,13.0,1,left,D. Avdija driving Layup (9 PTS) (K. Caldwell-Pope 5 AST),"[1630166, 203484]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,,,2.32,Made,9.0,K. Caldwell-Pope,203484.0,5.0,,,,,,,,,,,,
518,PT05M47.00S,2022-01-22T02:58:05.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,93,99,2022-01-22T02:58:05Z,5090000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT05M31.00S,2022-01-22T02:59:47.1Z,4,REGULAR,2pt,Jump Shot,[],1627783,76.82325886990802,47.30392156862745,1610612761,93,101,2022-01-22T02:59:52Z,5100000,-13.0,165.0,1,right,P. Siakam 16' step back Jump Shot (19 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,,,16.6,Made,19.0,,,,,,,,,,,,,,,
521,PT05M16.00S,2022-01-22T03:00:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,10.726018396846255,50.245098039215684,1610612764,95,101,2022-01-22T03:00:40Z,5110000,-1.0,48.0,1,left,B. Beal cutting Layup (23 PTS) (D. Avdija 6 AST),"[203078, 1630166]",1610612764.0,WAS,cutting,,,Beal,B. Beal,,,,,,,4.83,Made,23.0,D. Avdija,1630166.0,6.0,,,,,,,,,,,,
523,PT04M51.00S,2022-01-22T03:00:26.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.72996057818659,50.49019607843137,1610612761,95,101,2022-01-22T03:00:47Z,5130000,2.0,63.0,1,right,MISS P. Siakam 6' pullup Shot - blocked,"[1627783, 1626149]",1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,6.28,Missed,,,,,,,,,,,,,,,Harrell,1626149.0
526,PT04M51.00S,2022-01-22T03:00:26.4Z,4,REGULAR,block,,[],1626149,,,1610612761,95,101,2022-01-22T03:00:47Z,5135000,,,0,,M. Harrell BLOCK (2 BLK),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
524,PT04M48.00S,2022-01-22T03:00:29.4Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612764,95,101,2022-01-22T03:00:47Z,5140000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,523.0,2.0,2.0,0.0,,,,,,,,
525,PT04M33.00S,2022-01-22T03:00:45.9Z,4,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612764,95,101,2022-01-22T03:01:02Z,5150000,,,0,,P. Siakam shooting personal FOUL (3 PF) (Beal 2 FT),"[1627783, 203078]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,1162.0,,,,,,,,,,,,,,3.0,0.0,Beal,203078.0,,
528,PT04M33.00S,2022-01-22T03:01:22.7Z,4,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,96,101,2022-01-22T03:01:22Z,5170000,,,0,,B. Beal Free Throw 1 of 2 (24 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
529,PT04M33.00S,2022-01-22T03:01:40.7Z,4,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,97,101,2022-01-22T03:01:40Z,5180000,,,0,,B. Beal Free Throw 2 of 2 (25 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
530,PT04M20.00S,2022-01-22T03:01:56.7Z,4,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612761,97,101,2022-01-22T03:02:09Z,5190000,,,0,,M. Harrell shooting personal FOUL (3 PF) (Trent Jr. 2 FT),"[1626149, 1629018]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,1162.0,,,,,,,,,,,,,,3.0,0.0,Trent Jr.,1629018.0,,
532,PT04M20.00S,2022-01-22T03:02:22.9Z,4,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,97,101,2022-01-22T03:02:22Z,5210000,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,
533,PT04M20.00S,2022-01-22T03:02:22.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,97,101,2022-01-22T03:02:22Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,532.0,,,,,,,,,,,
534,PT04M20.00S,2022-01-22T03:02:43.0Z,4,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,97,102,2022-01-22T03:02:43Z,5230000,,,0,,G. Trent Jr. Free Throw 2 of 2 (13 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
