actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
94,PT05M13.00S,2022-03-16T23:25:25.9Z,1,REGULAR,substitution,in,[],202397,,,1610612743,15,19,2022-03-16T23:25:29Z,940000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M13.00S,2022-03-16T23:25:39.4Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,15,20,2022-03-16T23:25:39Z,950000,,,0,,N. Jokic Free Throw 2 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
96,PT04M50.00S,2022-03-16T23:26:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.11760840998686,46.32352941176471,1610612764,15,20,2022-03-16T23:26:08Z,960000,-18.0,12.0,1,right,MISS D. Gafford reverse Layup,[1629655],1610612764.0,WAS,reverse,,,Gafford,D. Gafford,,,,,,,,,,Missed,,,,,,2.21,,,,,,,,,
97,PT04M48.00S,2022-03-16T23:26:05.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,20,2022-03-16T23:26:08Z,970000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,
98,PT04M42.00S,2022-03-16T23:26:11.4Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,15,20,2022-03-16T23:26:15Z,980000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1628398]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0,,,
99,PT04M42.00S,2022-03-16T23:26:11.4Z,1,REGULAR,steal,,[],1628398,,,1610612764,15,20,2022-03-16T23:26:13Z,990000,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M37.00S,2022-03-16T23:26:15.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630166,94.56307490144546,1.715686274509804,1610612764,15,20,2022-03-16T23:26:20Z,1000000,-241.0,-1.0,1,right,MISS D. Avdija 24' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Missed,,,,,,24.14,,,,,,,,,
101,PT04M34.00S,2022-03-16T23:26:18.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,20,2022-03-16T23:26:20Z,1010000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,100.0,3.0,3.0,0.0,,,,,,,,,,
102,PT04M27.00S,2022-03-16T23:26:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,9.149145860709593,51.9607843137255,1610612743,15,20,2022-03-16T23:28:25Z,1020000,-10.0,34.0,1,left,MISS A. Gordon turnaround Shot,[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,,,,,,Missed,,,,,,3.49,,,,,,,,,
103,PT04M23.00S,2022-03-16T23:26:30.8Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,15,20,2022-03-16T23:28:25Z,1030000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,,,
104,PT04M22.00S,2022-03-16T23:26:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,9.280551905387648,50.245098039215684,1610612743,15,20,2022-03-16T23:28:30Z,1040000,-1.0,35.0,1,left,MISS A. Gordon Layup,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Missed,,,,,,3.47,,,,,,,,,
105,PT04M20.00S,2022-03-16T23:26:32.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,15,20,2022-03-16T23:28:30Z,1050000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT04M19.00S,2022-03-16T23:26:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,92.19776609724047,50.49019607843137,1610612764,15,20,2022-03-16T23:35:53Z,1060000,2.0,21.0,1,right,MISS D. Avdija running Layup,[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,,,,,,Missed,,,,,,2.09,,,,,,,,,
107,PT04M17.00S,2022-03-16T23:26:35.7Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,15,20,2022-03-16T23:26:35Z,1070000,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,
108,PT04M15.00S,2022-03-16T23:26:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,92.72339027595268,47.794117647058826,1610612764,17,20,2022-03-16T23:26:41Z,1080000,-11.0,16.0,1,right,C. Kispert cutting Layup (7 PTS) (D. Avdija 1 AST),"[1630557, 1630166]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,,,,,,Made,7.0,,,,,1.93,D. Avdija,1630166.0,1.0,,,,,,
110,PT04M08.00S,2022-03-16T23:26:49.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629655,,,1610612743,17,20,2022-03-16T23:27:00Z,1100000,,,0,,D. Gafford personal FOUL (2 PF) (Jokic 2 FT),"[1629655, 203999]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,1204.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,,
112,PT04M08.00S,2022-03-16T23:27:16.0Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,17,21,2022-03-16T23:27:16Z,1120000,,,0,,N. Jokic Free Throw 1 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
113,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,out,[],1629655,,,1610612743,17,21,2022-03-16T23:27:39Z,1130000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,out,[],1630557,,,1610612743,17,21,2022-03-16T23:27:39Z,1140000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,out,[],203115,,,1610612743,17,21,2022-03-16T23:27:39Z,1150000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,out,[],201145,,,1610612743,17,21,2022-03-16T23:27:39Z,1160000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,in,[],1628418,,,1610612743,17,21,2022-03-16T23:27:39Z,1170000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,in,[],1629060,,,1610612743,17,21,2022-03-16T23:27:39Z,1180000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,in,[],203210,,,1610612743,17,21,2022-03-16T23:27:39Z,1190000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M08.00S,2022-03-16T23:27:16.9Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,17,21,2022-03-16T23:27:39Z,1200000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M08.00S,2022-03-16T23:27:48.9Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,17,22,2022-03-16T23:27:48Z,1210000,,,0,,N. Jokic Free Throw 2 of 2 (9 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
122,PT03M50.00S,2022-03-16T23:28:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629060,95.48291721419186,95.58823529411765,1610612764,17,22,2022-03-16T23:28:13Z,1220000,228.0,-10.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Missed,,,,,,22.81,,,,,,,,,
123,PT03M47.00S,2022-03-16T23:28:11.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,22,2022-03-16T23:28:13Z,1230000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,122.0,4.0,4.0,0.0,,,,,,,,,,
124,PT03M35.00S,2022-03-16T23:28:23.2Z,1,REGULAR,3pt,Jump Shot,[],1628420,28.86005256241787,76.47058823529412,1610612743,17,25,2022-03-16T23:28:28Z,1240000,-132.0,219.0,1,left,M. Morris 25' 3PT  (6 PTS) (N. Jokic 2 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,Made,6.0,,,,,25.57,N. Jokic,203999.0,2.0,,,,,,
126,PT03M18.00S,2022-03-16T23:28:43.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628420,,,1610612764,17,25,2022-03-16T23:28:49Z,1260000,,,0,,M. Morris personal FOUL (2 PF) (Avdija 2 FT),"[1628420, 1630166]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,1204.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,,
128,PT03M18.00S,2022-03-16T23:29:23.9Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,18,25,2022-03-16T23:29:23Z,1280000,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
129,PT03M18.00S,2022-03-16T23:29:24.8Z,1,REGULAR,substitution,out,[],1628420,,,1610612764,18,25,2022-03-16T23:29:44Z,1290000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M18.00S,2022-03-16T23:29:24.8Z,1,REGULAR,substitution,out,[],203932,,,1610612764,18,25,2022-03-16T23:29:44Z,1300000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M18.00S,2022-03-16T23:29:24.8Z,1,REGULAR,substitution,in,[],1627854,,,1610612764,18,25,2022-03-16T23:29:44Z,1310000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M18.00S,2022-03-16T23:29:24.8Z,1,REGULAR,substitution,in,[],203085,,,1610612764,18,25,2022-03-16T23:29:44Z,1320000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M18.00S,2022-03-16T23:29:46.5Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,19,25,2022-03-16T23:29:46Z,1330000,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
134,PT03M04.00S,2022-03-16T23:30:00.3Z,1,REGULAR,2pt,Jump Shot,[],203999,10.5946123521682,19.11764705882353,1610612743,19,27,2022-03-16T23:30:05Z,1340000,154.0,47.0,1,left,N. Jokic 16' Jump Shot (11 PTS) (B. Hyland 1 AST),"[203999, 1630538]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Made,11.0,,,,,16.14,B. Hyland,1630538.0,1.0,,,,,,
136,PT02M50.00S,2022-03-16T23:30:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.56307490144546,52.69607843137255,1610612764,21,27,2022-03-16T23:30:18Z,1360000,13.0,-1.0,1,right,D. Avdija Layup (4 PTS) (T. Bryant 1 AST),"[1630166, 1628418]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Made,4.0,,,,,1.36,T. Bryant,1628418.0,1.0,,,,,,
138,PT02M44.00S,2022-03-16T23:30:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,19.530223390275953,50.98039215686274,1610612743,21,27,2022-03-16T23:30:25Z,1380000,-5.0,131.0,1,left,MISS B. Hyland 13' floating Shot,[1630538],1610612743.0,DEN,floating,,,Hyland,B. Hyland,,,,,,,,,,Missed,,,,,,13.12,,,,,,,,,
139,PT02M40.00S,2022-03-16T23:30:24.5Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612764,21,27,2022-03-16T23:30:24Z,1390000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
140,PT02M34.00S,2022-03-16T23:30:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629060,94.1688567674113,2.941176470588235,1610612764,21,27,2022-03-16T23:30:35Z,1400000,-235.0,2.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,Missed,,,,,,23.53,,,,,,,,,
141,PT02M30.00S,2022-03-16T23:30:34.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,21,27,2022-03-16T23:30:35Z,1410000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,140.0,5.0,5.0,0.0,,,,,,,,,,
142,PT02M20.00S,2022-03-16T23:30:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,6.1268068331143235,49.26470588235294,1610612743,21,29,2022-03-16T23:30:48Z,1420000,4.0,5.0,1,left,J. Green Layup (2 PTS) (B. Hyland 2 AST),"[203210, 1630538]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,2.0,,,,,0.63,B. Hyland,1630538.0,2.0,,,,,,
144,PT02M08.00S,2022-03-16T23:30:55.7Z,1,REGULAR,3pt,Jump Shot,[],1628418,74.72076215505913,15.686274509803921,1610612764,21,29,2022-03-16T23:31:01Z,1440000,-172.0,185.0,1,right,MISS T. Bryant 25' 3PT,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Missed,,,,,,25.24,,,,,,,,,
145,PT02M05.00S,2022-03-16T23:30:58.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,21,29,2022-03-16T23:31:01Z,1450000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,144.0,6.0,6.0,0.0,,,,,,,,,,
146,PT02M00.00S,2022-03-16T23:31:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,7.966491458607096,47.30392156862745,1610612743,21,31,2022-03-16T23:40:49Z,1460000,13.0,22.0,1,left,A. Rivers driving Layup (2 PTS) (N. Jokic 3 AST),"[203085, 203999]",1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,,,,,,Made,2.0,,,,,2.62,N. Jokic,203999.0,3.0,,,,,,
147,PT02M00.00S,2022-03-16T23:31:14.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629060,,,1610612743,21,31,2022-03-16T23:31:21Z,1470000,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Rivers 1 FT),"[1629060, 203085]",1610612764.0,WAS,shooting,,,Hachimura,R. Hachimura,,,,,1204.0,1.0,0.0,Rivers,203085.0,,,,,,,,,,,,,,,,
149,PT02M00.00S,2022-03-16T23:31:24.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,21,31,2022-03-16T23:35:13Z,1490000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M00.00S,2022-03-16T23:33:30.1Z,1,REGULAR,substitution,out,[],1628398,,,1610612743,21,31,2022-03-16T23:35:13Z,1500000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M00.00S,2022-03-16T23:33:30.1Z,1,REGULAR,substitution,out,[],203999,,,1610612743,21,31,2022-03-16T23:35:13Z,1510000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M00.00S,2022-03-16T23:33:30.1Z,1,REGULAR,substitution,in,[],203484,,,1610612743,21,31,2022-03-16T23:35:13Z,1520000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M00.00S,2022-03-16T23:33:30.1Z,1,REGULAR,substitution,in,[],202326,,,1610612743,21,31,2022-03-16T23:35:13Z,1530000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M00.00S,2022-03-16T23:34:21.8Z,1,REGULAR,freethrow,1 of 1,[],203085,,,1610612743,21,32,2022-03-16T23:34:21Z,1540000,,,0,,A. Rivers Free Throw 1 of 1 (3 PTS),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
156,PT01M47.00S,2022-03-16T23:34:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.5407358738502,45.09803921568628,1610612764,23,32,2022-03-16T23:41:20Z,1550000,-25.0,27.0,1,right,D. Avdija driving finger roll Layup (6 PTS),[1630166],1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,,,,,,Made,6.0,,,,,3.65,,,,,,,,,
157,PT01M29.00S,2022-03-16T23:34:55.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,23,32,2022-03-16T23:34:55Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M27.00S,2022-03-16T23:35:10.6Z,1,REGULAR,3pt,Jump Shot,[],202326,22.158344283837057,94.11764705882352,1610612743,23,32,2022-03-16T23:35:15Z,1570000,-221.0,156.0,1,left,MISS D. Cousins 27' 3PT,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,Missed,,,,,,27.01,,,,,,,,,
159,PT01M23.00S,2022-03-16T23:35:14.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,23,32,2022-03-16T23:35:15Z,1580000,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,158.0,3.0,2.0,1.0,,,,,,,,,,
160,PT01M17.00S,2022-03-16T23:35:21.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202326,,,1610612764,23,32,2022-03-16T23:35:28Z,1590000,,,0,,D. Cousins shooting personal FOUL (1 PF) (Bryant 2 FT),"[202326, 1628418]",1610612743.0,DEN,shooting,,,Cousins,D. Cousins,,,,,1204.0,1.0,0.0,Bryant,1628418.0,,,,,,,,,,,,,,,,
162,PT01M17.00S,2022-03-16T23:35:51.4Z,1,REGULAR,freethrow,1 of 2,[],1628418,,,1610612764,24,32,2022-03-16T23:35:51Z,1610000,,,0,,T. Bryant Free Throw 1 of 2 (1 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
163,PT01M17.00S,2022-03-16T23:36:07.1Z,1,REGULAR,freethrow,2 of 2,[],1628418,,,1610612764,25,32,2022-03-16T23:36:07Z,1620000,,,0,,T. Bryant Free Throw 2 of 2 (2 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
164,PT00M59.30S,2022-03-16T23:36:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202326,6.652431011826544,51.9607843137255,1610612743,25,34,2022-03-16T23:36:33Z,1630000,-10.0,10.0,1,left,D. Cousins reverse Layup (2 PTS),[202326],1610612743.0,DEN,reverse,,,Cousins,D. Cousins,,,,,,,,,,Made,2.0,,,,,1.4,,,,,,,,,
165,PT00M46.90S,2022-03-16T23:36:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,89.96386333771353,50.0,1610612764,27,34,2022-03-16T23:41:40Z,1640000,0.0,42.0,1,right,D. Avdija driving finger roll Layup (8 PTS),[1630166],1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,,,,,,Made,8.0,,,,,4.18,,,,,,,,,
166,PT00M36.20S,2022-03-16T23:36:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,17.559132720105126,51.470588235294116,1610612743,27,34,2022-03-16T23:37:02Z,1650000,-7.0,113.0,1,left,MISS B. Hyland 11' fadeaway Shot,[1630538],1610612743.0,DEN,fadeaway,,,Hyland,B. Hyland,,,,,,,,,,Missed,,,,,,11.28,,,,,,,,,
167,PT00M31.70S,2022-03-16T23:37:00.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,27,34,2022-03-16T23:37:02Z,1660000,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,166.0,4.0,3.0,1.0,,,,,,,,,,
168,PT00M29.90S,2022-03-16T23:37:03.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630538,,,1610612764,27,34,2022-03-16T23:37:14Z,1670000,,,0,,B. Hyland personal FOUL (1 PF) (Avdija 2 FT),"[1630538, 1630166]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,1204.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,,
170,PT00M29.90S,2022-03-16T23:37:29.0Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,27,34,2022-03-16T23:37:29Z,1690000,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Missed,,,,,,,,,,,,,,,
171,PT00M29.90S,2022-03-16T23:37:29.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,27,34,2022-03-16T23:37:29Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,,
172,PT00M29.90S,2022-03-16T23:37:46.8Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,28,34,2022-03-16T23:37:46Z,1710000,,,0,,D. Avdija Free Throw 2 of 2 (9 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
173,PT00M20.50S,2022-03-16T23:37:58.6Z,1,REGULAR,3pt,Jump Shot,[],1627854,32.276609724047304,47.794117647058826,1610612743,28,34,2022-03-16T23:38:02Z,1720000,11.0,251.0,1,left,MISS B. Forbes 25' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,Missed,,,,,,25.11,,,,,,,,,
174,PT00M17.60S,2022-03-16T23:38:01.4Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,28,34,2022-03-16T23:38:01Z,1730000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,173.0,3.0,2.0,1.0,,,,,,,,,,
175,PT00M00.00S,2022-03-16T23:38:23.2Z,1,REGULAR,period,end,[],0,,,1610612764,28,34,2022-03-16T23:38:23Z,1740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-03-16T23:40:41.0Z,2,REGULAR,substitution,out,['startperiod'],1628418,,,1610612764,28,34,2022-03-16T23:40:56Z,1750000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-03-16T23:40:41.0Z,2,REGULAR,substitution,in,['startperiod'],204001,,,1610612764,28,34,2022-03-16T23:40:56Z,1760000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-16T23:41:07.0Z,2,REGULAR,period,start,[],0,,,1610612743,28,34,2022-03-16T23:41:07Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M46.00S,2022-03-16T23:41:20.5Z,2,REGULAR,3pt,Jump Shot,[],1627854,27.283180026281208,83.33333333333334,1610612743,28,37,2022-03-16T23:41:25Z,1780000,-167.0,204.0,1,left,B. Forbes 26' 3PT  (3 PTS) (J. Green 1 AST),"[1627854, 203210]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,Made,3.0,,,,,26.34,J. Green,203210.0,1.0,,,,,,
181,PT11M46.00S,2022-03-16T23:41:25.0Z,2,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612743,28,37,2022-03-16T23:41:34Z,1800000,,,0,,R. Hachimura shooting personal FOUL (2 PF) (Forbes 1 FT),"[1629060, 1627854]",1610612764.0,WAS,shooting,,,Hachimura,R. Hachimura,,,,,1628951.0,2.0,0.0,Forbes,1627854.0,,,,,,,,,,,,,,,,
