actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
81,PT04M42.00S,2021-12-12T00:26:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,87.9599211563732,44.11764705882353,1610612764,13,18,2021-12-12T00:26:14Z,790000,-29.0,61.0,1,right,MISS R. Neto 6' driving floating bank Shot,[203526],1610612764.0,WAS,driving floating bank,,,Neto,R. Neto,,,,,6.74,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M38.00S,2021-12-12T00:26:13.7Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,13,18,2021-12-12T00:26:14Z,800000,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,81.0,2.0,0.0,2.0,,,,,,,,,,,
83,PT04M38.00S,2021-12-12T00:26:12.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612764,15,18,2021-12-12T00:27:27Z,810000,0.0,0.0,1,right,D. Gafford tip DUNK (6 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
84,PT04M26.00S,2021-12-12T00:26:24.8Z,1,REGULAR,3pt,Jump Shot,[],202711,26.72470433639947,83.08823529411765,1610612762,15,21,2021-12-12T00:26:28Z,820000,-165.0,199.0,1,left,B. Bogdanovic 25' 3PT  (5 PTS) (D. Mitchell 2 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.85,Made,5.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,,
86,PT04M12.00S,2021-12-12T00:26:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,90.8508541392904,48.774509803921575,1610612764,17,21,2021-12-12T00:26:43Z,840000,-6.0,34.0,1,right,R. Neto driving Layup (2 PTS),[203526],1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,3.41,Made,2.0,,,,,,,,,,,,,,,,,,
87,PT04M07.00S,2021-12-12T00:26:46.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,17,21,2021-12-12T00:26:46Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,out,[],203484,,,1610612762,17,21,2021-12-12T00:27:11Z,860000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,out,[],1629655,,,1610612762,17,21,2021-12-12T00:27:11Z,870000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,17,21,2021-12-12T00:27:11Z,880000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,out,[],202711,,,1610612762,17,21,2021-12-12T00:27:11Z,890000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,in,[],1626149,,,1610612762,17,21,2021-12-12T00:27:11Z,900000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,in,[],1630557,,,1610612762,17,21,2021-12-12T00:27:11Z,910000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,in,[],203903,,,1610612762,17,21,2021-12-12T00:27:11Z,920000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M07.00S,2021-12-12T00:26:49.8Z,1,REGULAR,substitution,in,[],200752,,,1610612762,17,21,2021-12-12T00:27:11Z,930000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M59.00S,2021-12-12T00:27:24.5Z,1,REGULAR,3pt,Jump Shot,[],203903,5.436925098554539,96.07843137254902,1610612762,17,21,2021-12-12T00:27:30Z,940000,-230.0,-1.0,1,left,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M54.00S,2021-12-12T00:27:29.5Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,17,21,2021-12-12T00:27:30Z,950000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT03M51.00S,2021-12-12T00:27:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203526,91.50788436268068,46.32352941176471,1610612764,17,21,2021-12-12T00:27:40Z,960000,-18.0,27.0,1,right,MISS R. Neto driving reverse Layup,[203526],1610612764.0,WAS,driving reverse,,,Neto,R. Neto,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M50.00S,2021-12-12T00:27:33.6Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,17,21,2021-12-12T00:27:40Z,970000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,
100,PT03M43.00S,2021-12-12T00:27:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.539421813403408,51.22549019607843,1610612762,17,21,2021-12-12T00:27:48Z,980000,-6.0,18.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M42.00S,2021-12-12T00:27:41.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,17,21,2021-12-12T00:37:11Z,990000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,
103,PT03M37.00S,2021-12-12T00:28:07.3Z,1,REGULAR,foul,offensive,[],1630557,,,1610612764,17,21,2021-12-12T00:28:17Z,1010000,,,0,,C. Kispert offensive FOUL (1 PF),"[1630557, 204060]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,1162.0,,1.0,0.0,Ingles,204060.0,,,,,
105,PT03M37.00S,2021-12-12T00:28:07.3Z,1,REGULAR,turnover,offensive foul,[],1630557,,,1610612764,17,21,2021-12-12T00:28:07Z,1030000,,,0,,C. Kispert offensive foul TURNOVER (1 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,1162.0,1.0,,,,,,,,,
106,PT03M24.00S,2021-12-12T00:28:30.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203903,10.298948751642584,39.4607843137255,1610612762,17,21,2021-12-12T00:28:36Z,1040000,53.0,44.0,1,left,MISS J. Clarkson 6' turnaround Hook,[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,6.88,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M23.00S,2021-12-12T00:28:31.8Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,17,21,2021-12-12T00:28:36Z,1050000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,,
108,PT03M23.00S,2021-12-12T00:28:37.2Z,1,REGULAR,turnover,out-of-bounds,[],202355,,,1610612762,17,21,2021-12-12T00:28:45Z,1060000,,,0,,H. Whiteside step out-of-bounds TURNOVER (1 TO),[202355],1610612762.0,UTA,step,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,1162.0,1.0,,,,,,,,,
109,PT03M10.00S,2021-12-12T00:28:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203526,92.29632063074901,49.50980392156863,1610612764,19,21,2021-12-12T00:30:21Z,1070000,-2.0,20.0,1,right,R. Neto driving reverse Layup (4 PTS),[203526],1610612764.0,WAS,driving reverse,,,Neto,R. Neto,,,,,2.01,Made,4.0,,,,,,,,,,,,,,,,,,
110,PT03M10.00S,2021-12-12T00:29:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,19,21,2021-12-12T00:29:02Z,1080000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M10.00S,2021-12-12T00:30:54.4Z,1,REGULAR,substitution,out,[],202355,,,1610612762,19,21,2021-12-12T00:31:42Z,1090000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M10.00S,2021-12-12T00:30:54.4Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,19,21,2021-12-12T00:31:42Z,1100000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M10.00S,2021-12-12T00:30:54.4Z,1,REGULAR,substitution,in,[],201144,,,1610612762,19,21,2021-12-12T00:31:42Z,1110000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M10.00S,2021-12-12T00:30:54.4Z,1,REGULAR,substitution,in,[],203497,,,1610612762,19,21,2021-12-12T00:31:42Z,1120000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M53.00S,2021-12-12T00:32:10.9Z,1,REGULAR,3pt,Jump Shot,[],200752,22.519710906701704,87.99019607843137,1610612762,19,21,2021-12-12T00:32:17Z,1130000,-190.0,159.0,1,left,MISS R. Gay 24' turnaround 3PT,[200752],1610612762.0,UTA,turnaround,,,Gay,R. Gay,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M51.00S,2021-12-12T00:32:12.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,19,21,2021-12-12T00:32:17Z,1140000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,
117,PT02M37.00S,2021-12-12T00:32:26.2Z,1,REGULAR,3pt,Jump Shot,[],202722,62.72996057818659,73.2843137254902,1610612764,22,21,2021-12-12T00:32:31Z,1150000,116.0,298.0,1,right,D. Bertans 31' 3PT  (6 PTS) (B. Beal 2 AST),"[202722, 203078]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,31.97,Made,6.0,B. Beal,203078.0,2.0,,,,,,,,,,,,,,,
119,PT02M24.00S,2021-12-12T00:32:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204060,10.693166885676746,63.72549019607843,1610612762,22,21,2021-12-12T00:32:50Z,1170000,-69.0,48.0,1,left,MISS J. Ingles 8' floating Shot,[204060],1610612762.0,UTA,floating,,,Ingles,J. Ingles,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M17.00S,2021-12-12T00:32:46.1Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,22,21,2021-12-12T00:32:50Z,1180000,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,119.0,1.0,0.0,1.0,,,,,,,,,,,
121,PT02M17.00S,2021-12-12T00:32:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,5.590000152587891,50.0,1610612762,22,23,2021-12-12T00:32:46Z,1190000,0.0,0.0,1,left,R. Gobert tip Layup (4 PTS),[203497],1610612762.0,UTA,tip,,,Gobert,R. Gobert,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
122,PT02M06.00S,2021-12-12T00:32:58.1Z,1,REGULAR,2pt,Jump Shot,[],203078,80.86399474375821,27.941176470588232,1610612764,22,23,2021-12-12T00:37:14Z,1200000,-110.0,127.0,1,right,MISS B. Beal 16' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,16.85,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M02.00S,2021-12-12T00:33:02.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,22,23,2021-12-12T00:33:02Z,1210000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,122.0,2.0,1.0,1.0,,,,,,,,,,,
124,PT01M53.00S,2021-12-12T00:33:10.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,7.539421813403408,50.0,1610612762,22,25,2021-12-12T00:33:15Z,1220000,0.0,18.0,1,left,R. Gobert cutting DUNK (6 PTS) (J. Ingles 1 AST),"[203497, 204060]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,1.84,Made,6.0,J. Ingles,204060.0,1.0,,,,,,,,,,,,,,,
126,PT01M39.00S,2021-12-12T00:33:25.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,91.11366622864652,48.28431372549019,1610612764,24,25,2021-12-12T00:33:29Z,1240000,-9.0,31.0,1,right,M. Harrell alley-oop DUNK (2 PTS) (B. Beal 3 AST),"[1626149, 203078]",1610612764.0,WAS,alley-oop,,,Harrell,M. Harrell,,,,,3.22,Made,2.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,,,
128,PT01M22.00S,2021-12-12T00:33:41.6Z,1,REGULAR,3pt,Jump Shot,[],200752,22.913929040735866,11.519607843137265,1610612762,24,28,2021-12-12T00:33:45Z,1260000,192.0,163.0,1,left,R. Gay 25' 3PT  (3 PTS) (J. Clarkson 1 AST),"[200752, 203903]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,25.21,Made,3.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,,
130,PT00M59.50S,2021-12-12T00:34:05.4Z,1,REGULAR,2pt,Jump Shot,[],202722,85.72601839684626,29.411764705882348,1610612764,24,28,2021-12-12T00:34:14Z,1280000,-103.0,82.0,1,right,MISS D. Bertans 13' driving bank Shot,[202722],1610612764.0,WAS,driving bank,,,Bertans,D. Bertans,,,,,13.14,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M57.00S,2021-12-12T00:34:07.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,24,28,2021-12-12T00:34:14Z,1290000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,130.0,3.0,2.0,1.0,,,,,,,,,,,
132,PT00M47.90S,2021-12-12T00:34:17.0Z,1,REGULAR,3pt,Jump Shot,[],203903,4.385676741130098,95.58823529411765,1610612762,24,28,2021-12-12T00:35:00Z,1300000,-228.0,-11.0,1,left,MISS J. Clarkson pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,,
133,PT00M44.70S,2021-12-12T00:34:20.2Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,24,28,2021-12-12T00:34:21Z,1310000,,,0,,R. Neto REBOUND (Off:0 Def:3),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,132.0,3.0,3.0,0.0,,,,,,,,,,,
134,PT00M38.40S,2021-12-12T00:34:26.4Z,1,REGULAR,2pt,Jump Shot,[],203526,77.57884362680683,64.2156862745098,1610612764,24,28,2021-12-12T00:34:30Z,1320000,71.0,158.0,1,right,MISS R. Neto 17' pullup Shot,[203526],1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,17.35,Missed,,,,,,,,,,,,,,,,,,,
135,PT00M35.60S,2021-12-12T00:34:29.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,24,28,2021-12-12T00:34:30Z,1330000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,134.0,4.0,3.0,1.0,,,,,,,,,,,
136,PT00M21.40S,2021-12-12T00:34:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,13.18988173455979,46.568627450980394,1610612762,24,28,2021-12-12T00:34:50Z,1340000,17.0,71.0,1,left,MISS R. Gobert 7' turnaround Shot,[203497],1610612762.0,UTA,turnaround,,,Gobert,R. Gobert,,,,,7.35,Missed,,,,,,,,,,,,,,,,,,,
137,PT00M19.40S,2021-12-12T00:34:45.4Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,24,28,2021-12-12T00:34:45Z,1350000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,
138,PT00M02.00S,2021-12-12T00:35:02.8Z,1,REGULAR,2pt,Jump Shot,[],203078,76.65900131406045,71.81372549019608,1610612764,24,28,2021-12-12T00:35:08Z,1360000,109.0,167.0,1,right,MISS B. Beal 19' step back Shot,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,19.94,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M02.00S,2021-12-12T00:35:02.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,24,28,2021-12-12T00:35:08Z,1370000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,138.0,5.0,4.0,1.0,,,,,,,,,,,
140,PT00M00.00S,2021-12-12T00:35:09.6Z,1,REGULAR,period,end,[],0,,,1610612762,24,28,2021-12-12T00:35:09Z,1380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-12-12T00:37:06.2Z,2,REGULAR,substitution,out,['startperiod'],203078,,,1610612762,24,28,2021-12-12T00:37:37Z,1390000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-12-12T00:37:06.2Z,2,REGULAR,substitution,out,['startperiod'],203526,,,1610612762,24,28,2021-12-12T00:37:37Z,1400000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-12T00:37:06.2Z,2,REGULAR,substitution,out,['startperiod'],202722,,,1610612762,24,28,2021-12-12T00:37:37Z,1410000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-12T00:37:06.2Z,2,REGULAR,substitution,in,['startperiod'],1630166,,,1610612762,24,28,2021-12-12T00:37:37Z,1420000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-12T00:37:06.2Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612762,24,28,2021-12-12T00:37:37Z,1430000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-12T00:37:06.2Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612762,24,28,2021-12-12T00:37:37Z,1440000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-12T00:37:44.3Z,2,REGULAR,period,start,[],0,,,1610612764,24,28,2021-12-12T00:37:44Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M36.00S,2021-12-12T00:38:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,85.20039421813404,54.16666666666667,1610612764,26,28,2021-12-12T00:38:12Z,1460000,21.0,87.0,1,right,M. Harrell 8' cutting Layup (4 PTS) (S. Dinwiddie 2 AST),"[1626149, 203915]",1610612764.0,WAS,cutting,,,Harrell,M. Harrell,,,,,8.91,Made,4.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,,
150,PT11M19.00S,2021-12-12T00:38:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,12.795663600525614,55.88235294117647,1610612762,26,28,2021-12-12T00:38:32Z,1480000,-29.0,68.0,1,left,MISS M. Conley 7' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,7.39,Missed,,,,,,,,,,,,,,,,,,,
151,PT11M18.00S,2021-12-12T00:38:25.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,26,28,2021-12-12T00:38:32Z,1490000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,
152,PT10M58.00S,2021-12-12T00:38:52.1Z,2,REGULAR,2pt,Jump Shot,[],1630166,71.51158015768726,40.17310049019608,1610612764,26,28,2021-12-12T00:39:13Z,1500000,-49.0,215.0,1,right,MISS D. Avdija 22' step back Shot,[1630166],1610612764.0,WAS,step back,,,Avdija,D. Avdija,,,,,22.08,Missed,,,,,,,,,,,,,,,,,,,
153,PT10M56.00S,2021-12-12T00:38:54.1Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,26,28,2021-12-12T00:39:04Z,1510000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,
156,PT10M53.00S,2021-12-12T00:39:24.0Z,2,REGULAR,foul,personal,[],203915,,,1610612762,26,28,2021-12-12T00:40:13Z,1540000,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 203497]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,202007.0,,2.0,0.0,Gobert,203497.0,,,,,
158,PT10M39.00S,2021-12-12T00:39:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,9.641918528252305,35.294117647058826,1610612762,26,28,2021-12-12T00:39:37Z,1560000,74.0,38.0,1,left,MISS M. Conley 8' pullup Shot - blocked,"[201144, 1630166]",1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,8.28,Missed,,,,,,,,,,,,,,,,Avdija,1630166.0,,
159,PT10M39.00S,2021-12-12T00:39:31.7Z,2,REGULAR,block,,[],1630166,,,1610612762,26,28,2021-12-12T00:39:34Z,1570000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M36.00S,2021-12-12T00:39:34.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,26,28,2021-12-12T00:39:37Z,1580000,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,158.0,4.0,3.0,1.0,,,,,,,,,,,
161,PT10M28.00S,2021-12-12T00:39:42.9Z,2,REGULAR,3pt,Jump Shot,[],1630557,69.56307490144546,24.509803921568633,1610612764,29,28,2021-12-12T00:39:47Z,1590000,-127.0,234.0,1,right,C. Kispert 26' 3PT  (3 PTS) (M. Harrell 1 AST),"[1630557, 1626149]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.61,Made,3.0,M. Harrell,1626149.0,1.0,,,,,,,,,,,,,,,
163,PT10M14.00S,2021-12-12T00:39:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,9.641918528252305,47.549019607843135,1610612762,29,30,2021-12-12T00:40:02Z,1610000,12.0,38.0,1,left,R. Gobert cutting Layup (8 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,4.0,Made,8.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,,
165,PT09M55.00S,2021-12-12T00:40:14.9Z,2,REGULAR,3pt,Jump Shot,[],1630166,75.73915900131406,87.00980392156862,1610612764,29,30,2021-12-12T00:40:26Z,1630000,185.0,176.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
166,PT09M55.00S,2021-12-12T00:40:14.9Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,29,30,2021-12-12T00:40:26Z,1640000,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,,,
167,PT09M55.00S,2021-12-12T00:40:20.6Z,2,REGULAR,foul,personal,[],203497,,,1610612764,29,30,2021-12-12T00:40:46Z,1650000,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1626149]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,202007.0,,1.0,0.0,Harrell,1626149.0,,,,,
169,PT09M55.00S,2021-12-12T00:40:42.4Z,2,REGULAR,substitution,out,[],201144,,,1610612764,29,30,2021-12-12T00:40:44Z,1670000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M55.00S,2021-12-12T00:40:42.4Z,2,REGULAR,substitution,in,[],1630235,,,1610612764,29,30,2021-12-12T00:40:44Z,1680000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
