actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
93,PT04M30.00S,2022-01-20T00:25:38.3Z,1,REGULAR,3pt,Jump Shot,[],203484,16.606438896189218,6.127450980392155,1610612764,17,24,2022-01-20T00:25:42Z,930000,219.0,104.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M28.00S,2022-01-20T00:25:40.3Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612764,17,24,2022-01-20T00:25:42Z,940000,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,93.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
95,PT04M25.00S,2022-01-20T00:25:44.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203078,24.6222076215506,15.196078431372555,1610612764,20,24,2022-01-20T00:25:49Z,950000,174.0,179.0,1,left,B. Beal 24' 3PT  (4 PTS) (T. Bryant 1 AST),"[203078, 1628418]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,24.96,Made,,4.0,T. Bryant,1628418.0,1.0,,,,,,,,,,,,,,
97,PT04M03.00S,2022-01-20T00:26:08.3Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612751,20,24,2022-01-20T00:26:18Z,970000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Harden 2 FT),"[1628398, 201935]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,,1627964.0,1.0,0.0,Harden,201935.0,,,,,,,,,
99,PT04M03.00S,2022-01-20T00:26:40.7Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,20,24,2022-01-20T00:26:40Z,990000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M03.00S,2022-01-20T00:26:40.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,20,24,2022-01-20T00:26:40Z,1000000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,
101,PT04M03.00S,2022-01-20T00:26:41.6Z,1,REGULAR,substitution,out,[],203484,,,1610612751,20,24,2022-01-20T00:26:56Z,1010000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M03.00S,2022-01-20T00:26:41.6Z,1,REGULAR,substitution,out,[],1628398,,,1610612751,20,24,2022-01-20T00:26:56Z,1020000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M03.00S,2022-01-20T00:26:41.6Z,1,REGULAR,substitution,out,[],202681,,,1610612751,20,24,2022-01-20T00:26:56Z,1030000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M03.00S,2022-01-20T00:26:41.6Z,1,REGULAR,substitution,in,[],1629060,,,1610612751,20,24,2022-01-20T00:26:56Z,1040000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M03.00S,2022-01-20T00:26:41.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612751,20,24,2022-01-20T00:26:56Z,1050000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M03.00S,2022-01-20T00:26:41.6Z,1,REGULAR,substitution,in,[],201988,,,1610612751,20,24,2022-01-20T00:26:56Z,1060000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M03.00S,2022-01-20T00:27:04.0Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,20,25,2022-01-20T00:27:04Z,1070000,,,0,,J. Harden Free Throw 2 of 2 (3 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
108,PT03M49.00S,2022-01-20T00:27:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,7.145203679369246,52.450980392156865,1610612764,22,25,2022-01-20T00:27:25Z,1080000,-12.0,15.0,1,left,C. Kispert finger roll Layup (2 PTS) (B. Beal 3 AST),"[1630557, 203078]",1610612764.0,WAS,finger roll,,,Kispert,C. Kispert,,,,,1.92,Made,,2.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,,
110,PT03M36.00S,2022-01-20T00:27:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.63929040735874,44.11764705882353,1610612751,22,25,2022-01-20T00:27:37Z,1100000,-29.0,26.0,1,right,MISS J. Harden Layup - blocked,"[201935, 1630166]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,3.93,Missed,,,,,,,,,,,,,,,Avdija,1630166.0,,,
111,PT03M36.00S,2022-01-20T00:27:32.0Z,1,REGULAR,block,,[],1630166,,,1610612751,22,25,2022-01-20T00:27:35Z,1110000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M33.00S,2022-01-20T00:27:35.0Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,22,25,2022-01-20T00:27:37Z,1120000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,110.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
113,PT03M30.00S,2022-01-20T00:27:38.6Z,1,REGULAR,3pt,Jump Shot,[],1629060,24.359395532194483,90.19607843137254,1610612764,22,25,2022-01-20T00:27:45Z,1130000,-201.0,176.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M26.00S,2022-01-20T00:27:42.6Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,22,25,2022-01-20T00:27:45Z,1140000,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,113.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
115,PT03M25.00S,2022-01-20T00:27:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,7.276609724047319,50.49019607843137,1610612764,22,25,2022-01-20T00:27:48Z,1150000,-2.0,16.0,1,left,MISS D. Avdija Layup,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1.61,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M25.00S,2022-01-20T00:27:42.4Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612764,22,25,2022-01-20T00:27:48Z,1160000,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,115.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
117,PT03M25.00S,2022-01-20T00:27:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,6.619579500657039,54.16666666666667,1610612764,24,25,2022-01-20T00:29:18Z,1170000,-21.0,10.0,1,left,C. Kispert tip Layup (4 PTS),[1630557],1610612764.0,WAS,tip,,,Kispert,C. Kispert,,,,,2.3,Made,,4.0,,,,,,,,,,,,,,,,,
118,PT03M25.00S,2022-01-20T00:27:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,24,25,2022-01-20T00:27:51Z,1180000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M25.00S,2022-01-20T00:29:18.9Z,1,REGULAR,substitution,out,[],201935,,,1610612751,24,25,2022-01-20T00:30:22Z,1190000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M25.00S,2022-01-20T00:29:18.9Z,1,REGULAR,substitution,in,[],202681,,,1610612751,24,25,2022-01-20T00:30:22Z,1200000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M11.00S,2022-01-20T00:30:56.0Z,1,REGULAR,foul,technical,['1freethrow'],1629060,,,1610612751,24,25,2022-01-20T00:31:08Z,1210000,,,0,,R. Hachimura defensive-3-second technical FOUL (1 Tech),[1629060],1610612764.0,WAS,defensive-3-second,,,Hachimura,R. Hachimura,,,,,,,,,,,,202049.0,0.0,1.0,,,,,,,,,,,
122,PT03M11.00S,2022-01-20T00:31:18.8Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,24,26,2022-01-20T00:31:18Z,1220000,,,0,,K. Irving technical Free Throw 1 of 1 (12 PTS),[202681],1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,Made,,12.0,,,,,,,,,,,,,,,,,
123,PT03M11.00S,2022-01-20T00:31:20.4Z,1,REGULAR,substitution,out,[],1630556,,,1610612751,24,26,2022-01-20T00:31:26Z,1230000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M11.00S,2022-01-20T00:31:20.4Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,24,26,2022-01-20T00:31:26Z,1240000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M05.00S,2022-01-20T00:31:41.6Z,1,REGULAR,2pt,Jump Shot,[],200746,74.55650459921156,41.17647058823529,1610612751,24,28,2022-01-20T00:31:48Z,1250000,-44.0,187.0,1,right,L. Aldridge 19' Jump Shot (6 PTS) (K. Irving 2 AST),"[200746, 202681]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,19.18,Made,,6.0,K. Irving,202681.0,2.0,,,,,,,,,,,,,,
127,PT02M51.00S,2022-01-20T00:31:55.1Z,1,REGULAR,3pt,Jump Shot,[],203078,25.673455978975028,88.23529411764706,1610612764,24,28,2022-01-20T00:32:01Z,1270000,-191.0,189.0,1,left,MISS B. Beal 26' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M49.00S,2022-01-20T00:31:57.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,24,28,2022-01-20T00:32:01Z,1280000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,
129,PT02M49.00S,2022-01-20T00:32:01.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,24,28,2022-01-20T00:32:01Z,1290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M39.00S,2022-01-20T00:32:16.5Z,1,REGULAR,2pt,Jump Shot,[],200746,74.95072273324573,53.92156862745098,1610612751,24,30,2022-01-20T00:32:22Z,1300000,20.0,183.0,1,right,L. Aldridge 18' Jump Shot (8 PTS) (K. Irving 3 AST),"[200746, 202681]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,18.4,Made,,8.0,K. Irving,202681.0,3.0,,,,,,,,,,,,,,
132,PT02M22.00S,2022-01-20T00:32:33.4Z,1,REGULAR,2pt,Jump Shot,[],1629060,8.459264126149804,25.735294117647058,1610612764,24,30,2022-01-20T00:32:37Z,1320000,121.0,27.0,1,left,MISS R. Hachimura 12' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,12.43,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M19.00S,2022-01-20T00:32:36.4Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,24,30,2022-01-20T00:32:37Z,1330000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,132.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
134,PT02M13.00S,2022-01-20T00:32:42.3Z,1,REGULAR,3pt,Jump Shot,[],202681,73.63666228646518,88.48039215686275,1610612751,24,30,2022-01-20T00:32:46Z,1340000,192.0,195.0,1,right,MISS K. Irving 27' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M09.00S,2022-01-20T00:32:46.3Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612764,24,30,2022-01-20T00:32:46Z,1350000,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,134.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
136,PT02M06.00S,2022-01-20T00:32:48.9Z,1,REGULAR,turnover,bad pass,[],1628418,,,1610612764,24,30,2022-01-20T00:32:52Z,1360000,,,0,,T. Bryant bad pass TURNOVER (1 TO),"[1628418, 202681]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,1.0,,,Irving,202681.0,
137,PT02M06.00S,2022-01-20T00:32:48.9Z,1,REGULAR,steal,,[],202681,,,1610612751,24,30,2022-01-20T00:32:51Z,1370000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M03.00S,2022-01-20T00:32:53.8Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612751,24,30,2022-01-20T00:32:59Z,1380000,,,0,,B. Beal shooting personal FOUL (2 PF) (Brown 2 FT),"[203078, 1628971]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,,202049.0,2.0,0.0,Brown,1628971.0,,,,,,,,,
140,PT02M03.00S,2022-01-20T00:33:24.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628971,,,1610612751,24,30,2022-01-20T00:33:24Z,1400000,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
141,PT02M03.00S,2022-01-20T00:33:24.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,24,30,2022-01-20T00:33:24Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,
142,PT02M03.00S,2022-01-20T00:33:25.3Z,1,REGULAR,substitution,out,[],203078,,,1610612751,24,30,2022-01-20T00:33:30Z,1420000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M03.00S,2022-01-20T00:33:25.3Z,1,REGULAR,substitution,in,[],203915,,,1610612751,24,30,2022-01-20T00:33:30Z,1430000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M03.00S,2022-01-20T00:33:40.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628971,,,1610612751,24,31,2022-01-20T00:33:40Z,1440000,,,0,,B. Brown Free Throw 2 of 2 (1 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
145,PT01M50.00S,2022-01-20T00:33:54.7Z,1,REGULAR,2pt,Jump Shot,[],203915,18.971747700394218,73.52941176470588,1610612764,26,31,2022-01-20T00:34:00Z,1450000,-118.0,126.0,1,left,S. Dinwiddie 17' pullup Jump Shot (4 PTS),[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,17.22,Made,,4.0,,,,,,,,,,,,,,,,,
146,PT01M32.00S,2022-01-20T00:34:12.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628971,87.0400788436268,43.872549019607845,1610612751,26,31,2022-01-20T00:34:16Z,1460000,-31.0,69.0,1,right,MISS B. Brown 7' turnaround Hook,[1628971],1610612751.0,BKN,turnaround,,,Brown,B. Brown,,,,,7.58,Missed,,,,,,,,,,,,,,,,,,,
147,PT01M30.00S,2022-01-20T00:34:14.3Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612764,26,31,2022-01-20T00:34:16Z,1470000,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,146.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
148,PT01M13.00S,2022-01-20T00:34:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,7.013797634691201,46.568627450980394,1610612764,26,31,2022-01-20T00:34:35Z,1480000,17.0,13.0,1,left,MISS T. Bryant Layup,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,2.18,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M11.00S,2022-01-20T00:34:33.0Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612764,26,31,2022-01-20T00:34:33Z,1490000,,,0,,T. Bryant REBOUND (Off:2 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,148.0,,,,,,,,,,4.0,2.0,2.0,,,,,,
150,PT01M11.00S,2022-01-20T00:34:33.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,7.408015768725363,48.774509803921575,1610612764,26,31,2022-01-20T00:34:38Z,1500000,6.0,17.0,1,left,MISS T. Bryant Layup - blocked,"[1628418, 201988]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,1.82,Missed,,,,,,,,,,,,,,,Mills,201988.0,,,
153,PT01M11.00S,2022-01-20T00:34:33.7Z,1,REGULAR,block,,[],201988,,,1610612764,26,31,2022-01-20T00:36:14Z,1505000,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M08.00S,2022-01-20T00:34:36.7Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,26,31,2022-01-20T00:35:01Z,1510000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,150.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
152,PT01M04.00S,2022-01-20T00:34:43.9Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,26,31,2022-01-20T00:41:36Z,1520000,,,0,,K. Irving bad pass out-of-bounds TURNOVER (2 TO),[202681],1610612751.0,BKN,bad pass,,,Irving,K. Irving,,,,,,,,,,,,202049.0,,,,,,,,2.0,,,,,
154,PT00M46.80S,2022-01-20T00:35:09.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,30.009855453350852,20.833333333333343,1610612764,26,31,2022-01-20T00:35:14Z,1530000,146.0,230.0,1,left,MISS S. Dinwiddie 27' pullup 3PT,[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M44.40S,2022-01-20T00:35:11.5Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,26,31,2022-01-20T00:35:14Z,1540000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,154.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
156,PT00M37.40S,2022-01-20T00:35:19.4Z,1,REGULAR,2pt,Jump Shot,[],1630560,77.57884362680683,31.617647058823522,1610612751,26,31,2022-01-20T00:35:24Z,1550000,-92.0,158.0,1,right,MISS C. Thomas 18' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,18.3,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M33.60S,2022-01-20T00:35:23.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,26,31,2022-01-20T00:35:24Z,1560000,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,156.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
158,PT00M30.00S,2022-01-20T00:35:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630557,7.013797634691201,47.79411764705882,1610612764,26,31,2022-01-20T00:35:33Z,1570000,11.0,13.0,1,left,MISS C. Kispert Layup,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M28.60S,2022-01-20T00:35:28.2Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612764,26,31,2022-01-20T00:35:33Z,1580000,,,0,,R. Hachimura REBOUND (Off:1 Def:0),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,158.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
160,PT00M28.60S,2022-01-20T00:35:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,7.013797634691201,48.28431372549019,1610612764,28,31,2022-01-20T00:35:35Z,1590000,9.0,13.0,1,left,R. Hachimura Layup (2 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,1.59,Made,,2.0,,,,,,,,,,,,,,,,,
161,PT00M20.60S,2022-01-20T00:35:45.1Z,1,REGULAR,foul,personal,[],1630166,,,1610612751,28,31,2022-01-20T00:35:57Z,1600000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 202681]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,203591.0,1.0,0.0,Irving,202681.0,,,,,,,,,
163,PT00M20.60S,2022-01-20T00:35:57.2Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,28,31,2022-01-20T00:36:05Z,1620000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M20.60S,2022-01-20T00:35:57.2Z,1,REGULAR,substitution,in,[],201935,,,1610612751,28,31,2022-01-20T00:36:05Z,1630000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M10.40S,2022-01-20T00:36:29.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],200746,87.69710906701708,50.73529411764706,1610612751,28,33,2022-01-20T00:36:34Z,1640000,4.0,63.0,1,right,L. Aldridge 6' turnaround Hook (10 PTS) (K. Irving 4 AST),"[200746, 202681]",1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,6.32,Made,,10.0,K. Irving,202681.0,4.0,,,,,,,,,,,,,,
167,PT00M01.40S,2022-01-20T00:36:40.4Z,1,REGULAR,3pt,Jump Shot,[],203915,22.78252299605782,10.784313725490193,1610612764,28,33,2022-01-20T00:36:45Z,1660000,196.0,162.0,1,left,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M01.40S,2022-01-20T00:36:40.4Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,28,33,2022-01-20T00:36:45Z,1670000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,167.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
169,PT00M00.00S,2022-01-20T00:36:45.7Z,1,REGULAR,period,end,[],0,,,1610612751,28,33,2022-01-20T00:36:45Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,out,['startperiod'],1628418,,,1610612751,28,33,2022-01-20T00:39:20Z,1690000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,out,['startperiod'],1630557,,,1610612751,28,33,2022-01-20T00:39:20Z,1700000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612751,28,33,2022-01-20T00:39:20Z,1710000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,out,['startperiod'],200746,,,1610612751,28,33,2022-01-20T00:39:20Z,1720000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612751,28,33,2022-01-20T00:39:20Z,1730000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,in,['startperiod'],1626149,,,1610612751,28,33,2022-01-20T00:39:20Z,1740000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,28,33,2022-01-20T00:39:20Z,1750000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-01-20T00:38:54.4Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612751,28,33,2022-01-20T00:39:20Z,1760000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-20T00:39:27.8Z,2,REGULAR,period,start,[],0,,,1610612751,28,33,2022-01-20T00:39:27Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
