actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
274,PT05M52.00S,2021-11-23T00:56:41.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,42,38,2021-11-23T00:56:41Z,2690000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M52.00S,2021-11-23T00:59:03.6Z,2,REGULAR,substitution,out,[],1630166,,,1610612766,42,38,2021-11-23T00:59:32Z,2700000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M52.00S,2021-11-23T00:59:03.6Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,42,38,2021-11-23T00:59:32Z,2710000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M52.00S,2021-11-23T00:59:03.6Z,2,REGULAR,substitution,in,[],203526,,,1610612766,42,38,2021-11-23T00:59:32Z,2720000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M52.00S,2021-11-23T00:59:03.6Z,2,REGULAR,substitution,in,[],202330,,,1610612766,42,38,2021-11-23T00:59:32Z,2730000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M44.00S,2021-11-23T00:59:45.9Z,2,REGULAR,3pt,Jump Shot,[],1630163,35.167542706964525,34.80392156862745,1610612766,42,41,2021-11-23T00:59:50Z,2740000,76.0,278.0,1,left,L. Ball 28' 3PT pullup (5 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,28.83,Made,,,,,5.0,,,,,,,,,,,,
280,PT05M22.00S,2021-11-23T01:00:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,91.93495400788436,54.41176470588235,1610612764,42,41,2021-11-23T01:02:23Z,2750000,22.0,23.0,1,right,MISS B. Beal turnaround fadeaway Shot,[203078],1610612764.0,WAS,turnaround fadeaway,,,Beal,B. Beal,,,,,,,3.21,Missed,,,,,,,,,,,,,,,,,
281,PT05M20.00S,2021-11-23T01:00:09.9Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,42,41,2021-11-23T01:00:12Z,2760000,,,0,,L. Ball REBOUND (Off:1 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,280.0,5.0,4.0,1.0,,,,,,,,,,,,,
282,PT05M14.00S,2021-11-23T01:00:16.9Z,2,REGULAR,turnover,bad pass,[],1628970,,,1610612766,42,41,2021-11-23T01:06:28Z,2770000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 203484]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,1.0,,,,,,,,,,,,,,,,,Caldwell-Pope,203484.0,
283,PT05M14.00S,2021-11-23T01:00:16.9Z,2,REGULAR,steal,,[],203484,,,1610612764,42,41,2021-11-23T01:00:18Z,2780000,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M08.00S,2021-11-23T01:00:22.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629655,92.85479632063075,50.49019607843137,1610612764,44,41,2021-11-23T01:00:34Z,2790000,2.0,15.0,1,right,D. Gafford cutting DUNK (5 PTS) (K. Kuzma 3 AST),"[1629655, 1628398]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,,,1.49,Made,,,,,5.0,,,,,,,K. Kuzma,1628398.0,3.0,,,
286,PT04M55.00S,2021-11-23T01:00:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.389618922470433,41.66666666666667,1610612766,44,43,2021-11-23T01:00:44Z,2810000,42.0,8.0,1,left,M. Bridges Layup (2 PTS) (M. Plumlee 3 AST),"[1628970, 203486]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,4.24,Made,,,,,2.0,,,,,,,M. Plumlee,203486.0,3.0,,,
287,PT04M44.00S,2021-11-23T01:00:45.7Z,2,REGULAR,2pt,Jump Shot,[],203078,83.13074901445466,32.59803921568628,1610612764,44,43,2021-11-23T01:00:50Z,2820000,-87.0,106.0,1,right,MISS B. Beal 13' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,13.72,Missed,,,,,,,,,,,,,,,,,
288,PT04M42.00S,2021-11-23T01:00:47.7Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,44,43,2021-11-23T01:00:50Z,2830000,,,0,,L. Ball REBOUND (Off:1 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,287.0,6.0,5.0,1.0,,,,,,,,,,,,,
289,PT04M40.00S,2021-11-23T01:00:53.1Z,2,REGULAR,foul,personal,['2freethrow'],203078,,,1610612766,44,43,2021-11-23T01:01:00Z,2840000,,,0,,B. Beal shooting personal FOUL (1 PF) (Hayward 2 FT),"[203078, 202330]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,200834.0,,,,,,,,,1.0,0.0,Hayward,202330.0,,,,,,,,
291,PT04M40.00S,2021-11-23T01:01:17.0Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,44,44,2021-11-23T01:01:17Z,2860000,,,0,,G. Hayward Free Throw 1 of 2 (6 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
292,PT04M40.00S,2021-11-23T01:01:31.6Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,44,45,2021-11-23T01:01:31Z,2870000,,,0,,G. Hayward Free Throw 2 of 2 (7 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
293,PT04M17.00S,2021-11-23T01:01:57.6Z,2,REGULAR,2pt,Jump Shot,[],203484,81.94809461235218,15.441176470588236,1610612764,44,45,2021-11-23T01:02:02Z,2880000,-173.0,117.0,1,right,MISS K. Caldwell-Pope 20' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,20.88,Missed,,,,,,,,,,,,,,,,,
294,PT04M13.00S,2021-11-23T01:02:01.6Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,44,45,2021-11-23T01:02:02Z,2890000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,293.0,3.0,3.0,0.0,,,,,,,,,,,,,
296,PT03M55.00S,2021-11-23T01:02:18.3Z,2,REGULAR,2pt,Jump Shot,[],1628998,7.178055190538765,21.07843137254902,1610612766,44,45,2021-11-23T01:02:25Z,2900000,145.0,15.0,1,left,MISS C. Martin 14' pullup Shot,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,,,14.54,Missed,,,,,,,,,,,,,,,,,
297,PT03M52.00S,2021-11-23T01:02:21.3Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,44,45,2021-11-23T01:02:25Z,2910000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,296.0,2.0,1.0,1.0,,,,,,,,,,,,,
298,PT03M50.00S,2021-11-23T01:02:23.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,4.5499342969776615,98.2843137254902,1610612766,44,45,2021-11-23T01:02:30Z,2920000,-241.0,-10.0,1,left,MISS L. Ball 24' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,24.16,Missed,,,,,,,,,,,,,,,,,
299,PT03M50.00S,2021-11-23T01:02:23.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,44,45,2021-11-23T01:02:30Z,2930000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,298.0,1.0,1.0,0.0,,,,,,,,,,,,,
300,PT03M39.00S,2021-11-23T01:02:34.5Z,2,REGULAR,3pt,Jump Shot,[],203078,66.3107752956636,36.51960784313725,1610612764,44,45,2021-11-23T01:02:41Z,2940000,-67.0,264.0,1,right,MISS B. Beal 27' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,27.27,Missed,,,,,,,,,,,,,,,,,
301,PT03M37.00S,2021-11-23T01:02:36.5Z,2,REGULAR,rebound,offensive,[],203078,,,1610612764,44,45,2021-11-23T01:02:41Z,2950000,,,0,,B. Beal REBOUND (Off:3 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,300.0,4.0,1.0,3.0,,,,,,,,,,,,,
302,PT03M35.00S,2021-11-23T01:02:38.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203526,79.31997371879106,91.66666666666666,1610612764,44,45,2021-11-23T01:02:45Z,2960000,208.0,142.0,1,right,MISS R. Neto 25' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,25.2,Missed,,,,,,,,,,,,,,,,,
303,PT03M35.00S,2021-11-23T01:02:38.6Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,44,45,2021-11-23T01:02:45Z,2970000,,,0,,L. Ball REBOUND (Off:1 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,302.0,7.0,6.0,1.0,,,,,,,,,,,,,
304,PT03M21.00S,2021-11-23T01:02:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,10.988830486202366,40.931372549019606,1610612766,44,45,2021-11-23T01:02:58Z,2980000,45.0,51.0,1,left,MISS G. Hayward 6' driving Layup - blocked,"[202330, 1629655]",1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,,,6.81,Missed,,,,,,,,,,Gafford,1629655.0,,,,,,
305,PT03M21.00S,2021-11-23T01:02:52.0Z,2,REGULAR,block,,[],1629655,,,1610612766,44,45,2021-11-23T01:02:55Z,2990000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M18.00S,2021-11-23T01:02:55.0Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,44,45,2021-11-23T01:02:58Z,3000000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,304.0,1.0,1.0,0.0,,,,,,,,,,,,,
307,PT03M08.00S,2021-11-23T01:03:05.8Z,2,REGULAR,3pt,Jump Shot,[],1628398,71.17279894875165,21.568627450980394,1610612764,47,45,2021-11-23T01:03:10Z,3010000,-142.0,218.0,1,right,K. Kuzma 26' 3PT  (7 PTS) (B. Beal 6 AST),"[1628398, 203078]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,26.07,Made,,,,,7.0,,,,,,,B. Beal,203078.0,6.0,,,
309,PT02M54.00S,2021-11-23T01:03:22.3Z,2,REGULAR,foul,personal,[],1628398,,,1610612766,47,45,2021-11-23T01:03:31Z,3030000,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 1628970]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,200834.0,,,,,,,,,1.0,0.0,Bridges,1628970.0,,,,,,,,
311,PT02M54.00S,2021-11-23T01:03:30.6Z,2,REGULAR,substitution,out,[],203526,,,1610612766,47,45,2021-11-23T01:03:39Z,3050000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M54.00S,2021-11-23T01:03:30.6Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,47,45,2021-11-23T01:03:39Z,3060000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M54.00S,2021-11-23T01:03:30.6Z,2,REGULAR,substitution,in,[],203915,,,1610612766,47,45,2021-11-23T01:03:39Z,3070000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M54.00S,2021-11-23T01:03:30.6Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,47,45,2021-11-23T01:03:39Z,3080000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M47.00S,2021-11-23T01:03:56.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,9.937582128777924,59.80392156862745,1610612766,47,47,2021-11-23T01:03:59Z,3090000,-49.0,41.0,1,left,L. Ball 6' floating Jump Shot (7 PTS),[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,,,6.38,Made,,,,,7.0,,,,,,,,,,,,
316,PT02M32.00S,2021-11-23T01:04:10.3Z,2,REGULAR,3pt,Jump Shot,[],1628398,91.40932982917214,2.696078431372549,1610612764,47,47,2021-11-23T01:04:17Z,3100000,-237.0,28.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,23.82,Missed,,,,,,,,,,,,,,,,,
317,PT02M30.00S,2021-11-23T01:04:12.3Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,47,47,2021-11-23T01:04:17Z,3110000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,316.0,2.0,1.0,1.0,,,,,,,,,,,,,
318,PT02M30.00S,2021-11-23T01:04:15.9Z,2,REGULAR,turnover,out-of-bounds,[],1629655,,,1610612764,47,47,2021-11-23T01:04:23Z,3120000,,,0,,D. Gafford lost ball out-of-bounds TURNOVER (2 TO),[1629655],1610612764.0,WAS,lost ball,,,Gafford,D. Gafford,,,,,200834.0,2.0,,,,,,,,,,,,,,,,,,,
319,PT02M30.00S,2021-11-23T01:04:19.7Z,2,REGULAR,substitution,out,[],203486,,,1610612766,47,47,2021-11-23T01:04:22Z,3130000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M30.00S,2021-11-23T01:04:19.7Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,47,47,2021-11-23T01:04:22Z,3140000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M22.00S,2021-11-23T01:04:41.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630163,6.521024967148489,45.588235294117645,1610612766,47,49,2021-11-23T01:04:45Z,3150000,22.0,9.0,1,left,L. Ball driving DUNK (9 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,,,2.38,Made,,,,,9.0,,,,,,,,,,,,
322,PT02M21.00S,2021-11-23T01:04:46.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612764,47,49,2021-11-23T01:04:46Z,3160000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M00.00S,2021-11-23T01:06:46.0Z,2,REGULAR,turnover,bad pass,[],1628398,,,1610612764,47,49,2021-11-23T01:06:53Z,3170000,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1628998]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,1.0,,,,,,,,,,,,,,,,,Martin,1628998.0,
324,PT02M00.00S,2021-11-23T01:06:46.0Z,2,REGULAR,steal,,[],1628998,,,1610612766,47,49,2021-11-23T01:06:48Z,3180000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M56.00S,2021-11-23T01:06:52.3Z,2,REGULAR,foul,personal,['2freethrow'],203484,,,1610612766,47,49,2021-11-23T01:06:58Z,3190000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Ball 2 FT),"[203484, 1630163]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,1627519.0,,,,,,,,,1.0,0.0,Ball,1630163.0,,,,,,,,
327,PT01M56.00S,2021-11-23T01:07:22.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630163,,,1610612766,47,50,2021-11-23T01:07:22Z,3210000,,,0,,L. Ball Free Throw 1 of 2 (10 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
328,PT01M56.00S,2021-11-23T01:07:40.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630163,,,1610612766,47,51,2021-11-23T01:07:40Z,3220000,,,0,,L. Ball Free Throw 2 of 2 (11 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
329,PT01M35.00S,2021-11-23T01:08:06.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612764,47,51,2021-11-23T01:08:21Z,3230000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1628970, 203484]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,200834.0,,,,,,,,,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
331,PT01M35.00S,2021-11-23T01:08:34.4Z,2,REGULAR,freethrow,1 of 2,[],203484,,,1610612764,47,51,2021-11-23T01:08:34Z,3250000,,,0,,MISS K. Caldwell-Pope Free Throw 1 of 2,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,
332,PT01M35.00S,2021-11-23T01:08:34.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,47,51,2021-11-23T01:08:34Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,331.0,,,,,,,,,,,,,,,,
333,PT01M35.00S,2021-11-23T01:08:47.7Z,2,REGULAR,freethrow,2 of 2,[],203484,,,1610612764,48,51,2021-11-23T01:08:47Z,3270000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (8 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
334,PT01M22.00S,2021-11-23T01:09:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,7.178055190538765,43.872549019607845,1610612766,48,53,2021-11-23T01:09:08Z,3280000,31.0,15.0,1,left,G. Hayward driving Layup (9 PTS),[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,,,3.41,Made,,,,,9.0,,,,,,,,,,,,
335,PT01M05.00S,2021-11-23T01:09:17.9Z,2,REGULAR,turnover,bad pass,[],1628398,,,1610612764,48,53,2021-11-23T01:09:21Z,3290000,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1630163]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,2.0,,,,,,,,,,,,,,,,,Ball,1630163.0,
336,PT01M05.00S,2021-11-23T01:09:17.9Z,2,REGULAR,steal,,[],1630163,,,1610612766,48,53,2021-11-23T01:09:19Z,3300000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M50.10S,2021-11-23T01:09:34.1Z,2,REGULAR,turnover,lost ball,[],1630163,,,1610612766,48,53,2021-11-23T01:09:39Z,3310000,,,0,,L. Ball lost ball TURNOVER (3 TO),"[1630163, 203484]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,3.0,,,,,,,,,,,,,,,,,Caldwell-Pope,203484.0,
338,PT00M50.10S,2021-11-23T01:09:34.1Z,2,REGULAR,steal,,[],203484,,,1610612764,48,53,2021-11-23T01:09:36Z,3320000,,,0,,K. Caldwell-Pope STEAL (3 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M49.60S,2021-11-23T01:09:37.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612764,48,53,2021-11-23T01:09:46Z,3330000,,,0,,C. Martin take personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1628998, 203484]",1610612766.0,CHA,take,,,Martin,C. Martin,,,,,1627519.0,,,,,,,,,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
341,PT00M49.60S,2021-11-23T01:10:05.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203484,,,1610612764,49,53,2021-11-23T01:10:05Z,3350000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (9 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
342,PT00M49.60S,2021-11-23T01:10:23.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203484,,,1610612764,50,53,2021-11-23T01:10:23Z,3360000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (10 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
343,PT00M35.60S,2021-11-23T01:10:40.0Z,2,REGULAR,3pt,Jump Shot,[],1630163,34.11629434954008,39.705882352941174,1610612766,50,56,2021-11-23T01:10:45Z,3370000,51.0,268.0,1,left,L. Ball 27' 3PT pullup (14 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,27.31,Made,,,,,14.0,,,,,,,,,,,,
344,PT00M29.80S,2021-11-23T01:10:48.6Z,2,REGULAR,3pt,Jump Shot,[],203078,69.99014454664915,15.441176470588236,1610612764,50,56,2021-11-23T01:10:55Z,3380000,-173.0,230.0,1,right,MISS B. Beal 28' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,28.74,Missed,,,,,,,,,,,,,,,,,
345,PT00M26.20S,2021-11-23T01:10:52.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,50,56,2021-11-23T01:10:55Z,3390000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,344.0,3.0,2.0,1.0,,,,,,,,,,,,,
346,PT00M09.70S,2021-11-23T01:11:08.7Z,2,REGULAR,3pt,Jump Shot,[],1630163,39.24113009198423,50.245098039215684,1610612766,50,59,2021-11-23T01:11:14Z,3400000,-1.0,316.0,1,left,L. Ball 31' 3PT pullup (17 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,31.64,Made,,,,,17.0,,,,,,,,,,,,
347,PT00M04.40S,2021-11-23T01:11:22.9Z,2,REGULAR,foul,offensive,[],1628398,,,1610612764,50,59,2021-11-23T01:11:28Z,3410000,,,0,,K. Kuzma charge offensive FOUL (2 PF),"[1628398, 1626179]",1610612764.0,WAS,charge,,,Kuzma,K. Kuzma,,,,,200834.0,,,,,,,,,2.0,0.0,Rozier,1626179.0,,,,,,,,
349,PT00M04.40S,2021-11-23T01:11:22.9Z,2,REGULAR,turnover,offensive foul,[],1628398,,,1610612764,50,59,2021-11-23T01:11:22Z,3430000,,,0,,K. Kuzma offensive foul TURNOVER (3 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,200834.0,3.0,,,,,,,,,,,,,,,,,,,
350,PT00M01.70S,2021-11-23T01:11:47.5Z,2,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,50,59,2021-11-23T01:11:57Z,3440000,,,0,,L. Ball step out-of-bounds TURNOVER (4 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,200834.0,4.0,,,,,,,,,,,,,,,,,,,
351,PT00M01.70S,2021-11-23T01:12:03.8Z,2,REGULAR,substitution,out,[],1626179,,,1610612764,50,59,2021-11-23T01:12:05Z,3450000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M01.70S,2021-11-23T01:12:03.8Z,2,REGULAR,substitution,in,[],1629667,,,1610612764,50,59,2021-11-23T01:12:05Z,3460000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M00.10S,2021-11-23T01:12:23.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203915,76.95466491458606,91.66666666666666,1610612764,50,59,2021-11-23T01:12:30Z,3470000,208.0,164.0,1,right,MISS S. Dinwiddie 26' turnaround 3PT,[203915],1610612764.0,WAS,turnaround,,,Dinwiddie,S. Dinwiddie,,,,,,,26.52,Missed,,,,,,,,,,,,,,,,,
354,PT00M00.10S,2021-11-23T01:12:23.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,50,59,2021-11-23T01:12:30Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,
355,PT00M00.00S,2021-11-23T01:12:32.0Z,2,REGULAR,period,end,[],0,,,1610612764,50,59,2021-11-23T01:12:32Z,3490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-11-23T01:24:56.0Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612764,50,59,2021-11-23T01:27:39Z,3500000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-11-23T01:24:56.0Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612764,50,59,2021-11-23T01:27:39Z,3510000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-11-23T01:24:56.0Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612764,50,59,2021-11-23T01:27:39Z,3520000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
