actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
183,PT09M58.00S,2021-12-31T00:39:09.8Z,2,REGULAR,foul,personal,['2freethrow'],203078,,,1610612739,38,34,2021-12-31T00:39:23Z,1740000,,,0,,B. Beal shooting personal FOUL (1 PF) (Okoro 2 FT),"[203078, 1630171]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Okoro,1630171.0
185,PT09M58.00S,2021-12-31T00:39:37.3Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,38,35,2021-12-31T00:39:37Z,1760000,,,0,,I. Okoro Free Throw 1 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
186,PT09M58.00S,2021-12-31T00:39:52.5Z,2,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,38,36,2021-12-31T00:39:52Z,1770000,,,0,,I. Okoro Free Throw 2 of 2 (2 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
187,PT09M39.00S,2021-12-31T00:40:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,89.30683311432325,44.85294117647059,1610612764,38,36,2021-12-31T01:02:42Z,1780000,-26.0,48.0,1,right,MISS B. Beal floating Shot,[203078],1610612764.0,WAS,floating,,,Beal,B. Beal,,,,,,,,5.44,Missed,,,,,,,,,,,,,,,
188,PT09M37.00S,2021-12-31T00:40:15.0Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,38,36,2021-12-31T01:02:42Z,1790000,,,0,,L. Markkanen REBOUND (Off:1 Def:4),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,187.0,5.0,4.0,1.0,,,,,,,
189,PT09M28.00S,2021-12-31T00:40:24.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,6.389618922470433,47.794117647058826,1610612739,38,38,2021-12-31T00:40:29Z,1800000,11.0,8.0,1,left,D. Wade Layup (2 PTS) (I. Okoro 1 AST),"[1629731, 1630171]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,1.34,Made,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,
191,PT09M09.00S,2021-12-31T00:40:43.6Z,2,REGULAR,2pt,Jump Shot,[],203484,79.71419185282524,30.392156862745097,1610612764,38,38,2021-12-31T00:40:54Z,1820000,-98.0,138.0,1,right,MISS K. Caldwell-Pope 16' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,16.94,Missed,,,,,,,,,,,,,,,
192,PT09M04.00S,2021-12-31T00:40:48.0Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,38,38,2021-12-31T00:40:48Z,1830000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,191.0,2.0,2.0,0.0,,,,,,,
193,PT09M02.00S,2021-12-31T00:40:53.6Z,2,REGULAR,foul,personal,[],1630264,,,1610612739,38,38,2021-12-31T00:41:47Z,1840000,,,0,,A. Gill personal FOUL (3 PF),"[1630264, 1628374]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Markkanen,1628374.0
195,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,out,[],203078,,,1610612739,38,38,2021-12-31T00:41:31Z,1860000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,out,[],1630166,,,1610612739,38,38,2021-12-31T00:41:31Z,1870000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,out,[],1630264,,,1610612739,38,38,2021-12-31T00:41:31Z,1880000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,out,[],1630205,,,1610612739,38,38,2021-12-31T00:41:31Z,1890000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,in,[],1629655,,,1610612739,38,38,2021-12-31T00:41:31Z,1900000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,in,[],202954,,,1610612739,38,38,2021-12-31T00:41:31Z,1910000,,,0,,SUB in: B. Wanamaker,[202954],1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,in,[],1628398,,,1610612739,38,38,2021-12-31T00:41:31Z,1920000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M02.00S,2021-12-31T00:41:03.4Z,2,REGULAR,substitution,in,[],1629685,,,1610612739,38,38,2021-12-31T00:41:31Z,1930000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M02.00S,2021-12-31T00:41:38.4Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612739,38,38,2021-12-31T00:41:38Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M47.00S,2021-12-31T00:42:24.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630698,11.12023653088042,59.80392156862745,1610612739,38,38,2021-12-31T00:42:43Z,1950000,-49.0,52.0,1,left,MISS K. Pangos 7' driving floating Shot,[1630698],1610612739.0,CLE,driving floating,,,Pangos,K. Pangos,,,,,,,,7.14,Missed,,,,,,,,,,,,,,,
205,PT08M47.00S,2021-12-31T00:42:24.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,38,38,2021-12-31T00:42:30Z,1960000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,
206,PT08M47.00S,2021-12-31T00:42:32.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,38,38,2021-12-31T00:42:32Z,1970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M29.00S,2021-12-31T00:42:52.7Z,2,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612764,38,38,2021-12-31T00:43:01Z,1980000,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Wanamaker 2 FT),"[1628374, 202954]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Wanamaker,202954.0
209,PT08M29.00S,2021-12-31T00:43:16.5Z,2,REGULAR,freethrow,1 of 2,[],202954,,,1610612764,39,38,2021-12-31T00:43:16Z,2000000,,,0,,B. Wanamaker Free Throw 1 of 2 (1 PTS),[202954],1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
210,PT08M29.00S,2021-12-31T00:43:17.4Z,2,REGULAR,substitution,out,[],1629731,,,1610612764,39,38,2021-12-31T00:43:22Z,2010000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M29.00S,2021-12-31T00:43:17.4Z,2,REGULAR,substitution,in,[],1630596,,,1610612764,39,38,2021-12-31T00:43:22Z,2020000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M29.00S,2021-12-31T00:43:37.2Z,2,REGULAR,freethrow,2 of 2,[],202954,,,1610612764,40,38,2021-12-31T00:43:37Z,2030000,,,0,,B. Wanamaker Free Throw 2 of 2 (2 PTS),[202954],1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
213,PT08M12.00S,2021-12-31T00:43:54.8Z,2,REGULAR,turnover,lost ball,[],1628374,,,1610612739,40,38,2021-12-31T00:44:08Z,2040000,,,0,,L. Markkanen lost ball TURNOVER (2 TO),"[1628374, 203484]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,2.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
214,PT08M12.00S,2021-12-31T00:43:54.8Z,2,REGULAR,steal,,[],203484,,,1610612764,40,38,2021-12-31T00:43:56Z,2050000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M08.00S,2021-12-31T00:43:58.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630557,91.67214191852825,44.6078431372549,1610612764,42,38,2021-12-31T01:03:58Z,2060000,-27.0,26.0,1,right,C. Kispert running Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1630557, 203484]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,,,,3.73,Made,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,
217,PT07M51.00S,2021-12-31T00:44:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,10.726018396846255,34.80392156862745,1610612739,42,38,2021-12-31T00:44:24Z,2080000,76.0,48.0,1,left,MISS E. Mobley 9' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,,9.0,Missed,,,,,,,,,,,,,,,
218,PT07M48.00S,2021-12-31T00:44:18.9Z,2,REGULAR,rebound,defensive,[],202954,,,1610612764,42,38,2021-12-31T00:44:24Z,2090000,,,0,,B. Wanamaker REBOUND (Off:0 Def:3),[202954],1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,217.0,3.0,3.0,0.0,,,,,,,
219,PT07M42.00S,2021-12-31T00:44:24.8Z,2,REGULAR,3pt,Jump Shot,[],1628398,67.49342969776609,57.59803921568627,1610612764,42,38,2021-12-31T00:44:33Z,2100000,38.0,253.0,1,right,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,25.59,Missed,,,,,,,,,,,,,,,
220,PT07M40.00S,2021-12-31T00:44:26.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,42,38,2021-12-31T01:06:48Z,2110000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,
222,PT07M40.00S,2021-12-31T00:44:42.9Z,2,REGULAR,foul,personal,[],1628374,,,1610612764,42,38,2021-12-31T01:06:48Z,2130000,,,0,,L. Markkanen loose ball personal FOUL (3 PF),"[1628374, 1629655]",1610612739.0,CLE,loose ball,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Gafford,1629655.0
225,PT07M40.00S,2021-12-31T00:44:54.0Z,2,REGULAR,substitution,out,[],203484,,,1610612764,42,38,2021-12-31T00:45:02Z,2160000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M40.00S,2021-12-31T00:44:54.0Z,2,REGULAR,substitution,out,[],1628374,,,1610612764,42,38,2021-12-31T00:45:02Z,2170000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M40.00S,2021-12-31T00:44:54.0Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,42,38,2021-12-31T00:45:02Z,2180000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M40.00S,2021-12-31T00:44:54.0Z,2,REGULAR,substitution,in,[],201567,,,1610612764,42,38,2021-12-31T00:45:02Z,2190000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M32.00S,2021-12-31T00:45:11.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,76.95466491458606,89.95098039215686,1610612764,42,38,2021-12-31T01:07:13Z,2200000,200.0,164.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,25.86,Missed,,,,,,,,,,,,,,,
231,PT07M28.00S,2021-12-31T00:45:15.9Z,2,REGULAR,rebound,defensive,[],1629685,,,1610612739,42,38,2021-12-31T00:45:16Z,2210000,,,0,,D. Windler REBOUND (Off:0 Def:1),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,,
232,PT07M27.00S,2021-12-31T00:45:18.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612739,42,38,2021-12-31T00:45:28Z,2220000,,,0,,D. Avdija personal FOUL (2 PF) (Love 2 FT),"[1630166, 201567]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Love,201567.0
234,PT07M27.00S,2021-12-31T00:45:51.0Z,2,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,42,39,2021-12-31T00:45:51Z,2240000,,,0,,K. Love Free Throw 1 of 2 (12 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
235,PT07M27.00S,2021-12-31T00:46:05.0Z,2,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,42,40,2021-12-31T00:46:05Z,2250000,,,0,,K. Love Free Throw 2 of 2 (13 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
236,PT07M07.00S,2021-12-31T00:46:26.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630166,91.67214191852825,62.5,1610612764,42,40,2021-12-31T00:46:37Z,2260000,62.0,26.0,1,right,MISS D. Avdija 6' Hook,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,6.76,Missed,,,,,,,,,,,,,,,
237,PT07M02.00S,2021-12-31T00:46:31.7Z,2,REGULAR,rebound,defensive,[],1630698,,,1610612739,42,40,2021-12-31T00:46:37Z,2270000,,,0,,K. Pangos REBOUND (Off:0 Def:2),[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,
238,PT06M56.00S,2021-12-31T00:46:39.1Z,2,REGULAR,turnover,backcourt,[],1630596,,,1610612739,42,40,2021-12-31T01:09:03Z,2280000,,,0,,E. Mobley backcourt TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1.0,,,,,,,,,,,,,,,201246.0,,,,
239,PT06M56.00S,2021-12-31T00:46:49.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,42,40,2021-12-31T00:46:49Z,2290000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M52.00S,2021-12-31T00:49:44.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,72.7496714848883,18.137254901960784,1610612764,42,40,2021-12-31T00:49:51Z,2320000,-159.0,204.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,25.86,Missed,,,,,,,,,,,,,,,
245,PT06M49.00S,2021-12-31T00:49:47.6Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,42,40,2021-12-31T00:49:51Z,2330000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,244.0,4.0,4.0,0.0,,,,,,,
248,PT06M35.00S,2021-12-31T00:50:23.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612739,42,40,2021-12-31T00:50:32Z,2360000,,,0,,B. Wanamaker personal FOUL (1 PF) (Mobley 2 FT),"[202954, 1630596]",1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Mobley,1630596.0
250,PT06M35.00S,2021-12-31T00:50:33.6Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,42,40,2021-12-31T00:50:33Z,2380000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,Missed,,,,,,,,,,,,,,,
251,PT06M35.00S,2021-12-31T00:50:33.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,42,40,2021-12-31T00:50:33Z,2390000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,
252,PT06M35.00S,2021-12-31T00:50:47.8Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,42,41,2021-12-31T00:50:47Z,2400000,,,0,,E. Mobley Free Throw 2 of 2 (15 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
253,PT06M20.00S,2021-12-31T00:51:05.1Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612764,42,41,2021-12-31T00:51:30Z,2410000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Gafford 2 FT),"[1630596, 1629655]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Gafford,1629655.0
255,PT06M20.00S,2021-12-31T00:51:42.6Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,42,41,2021-12-31T00:51:42Z,2430000,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,Missed,,,,,,,,,,,,,,,
256,PT06M20.00S,2021-12-31T00:51:42.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,42,41,2021-12-31T00:51:42Z,2440000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,
257,PT06M20.00S,2021-12-31T00:51:43.3Z,2,REGULAR,substitution,out,[],1630698,,,1610612764,42,41,2021-12-31T00:51:46Z,2450000,,,0,,SUB out: K. Pangos,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M20.00S,2021-12-31T00:51:43.3Z,2,REGULAR,substitution,in,[],1630612,,,1610612764,42,41,2021-12-31T00:51:46Z,2460000,,,0,,SUB in: R. Nembhard Jr.,[1630612],1610612739.0,CLE,,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M20.00S,2021-12-31T00:51:54.3Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,43,41,2021-12-31T00:51:54Z,2470000,,,0,,D. Gafford Free Throw 2 of 2 (5 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
260,PT06M04.00S,2021-12-31T00:52:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630612,7.046649145860711,46.07843137254902,1610612739,43,43,2021-12-31T01:09:56Z,2480000,20.0,14.0,1,left,R. Nembhard Jr. cutting Layup (2 PTS) (E. Mobley 1 AST),"[1630612, 1630596]",1610612739.0,CLE,cutting,,,Nembhard Jr.,R. Nembhard Jr.,,,,,,,,2.39,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,
262,PT05M45.00S,2021-12-31T00:52:30.3Z,2,REGULAR,2pt,Jump Shot,[],1630557,80.23981603153744,72.05882352941177,1610612764,43,43,2021-12-31T01:10:43Z,2500000,110.0,133.0,1,right,MISS C. Kispert 17' pullup Shot,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,,,,17.29,Missed,,,,,,,,,,,,,,,
263,PT05M42.00S,2021-12-31T00:52:33.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,43,43,2021-12-31T00:52:36Z,2510000,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,262.0,5.0,5.0,0.0,,,,,,,
264,PT05M41.00S,2021-12-31T00:52:37.7Z,2,REGULAR,turnover,out-of-bounds,[],201567,,,1610612739,43,43,2021-12-31T01:11:28Z,2520000,,,0,,K. Love bad pass out-of-bounds TURNOVER (1 TO),[201567],1610612739.0,CLE,bad pass,,,Love,K. Love,,,,,1.0,,,,,,,,,,,,,,,203177.0,,,,
265,PT05M41.00S,2021-12-31T00:52:44.9Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,43,43,2021-12-31T00:52:54Z,2530000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M41.00S,2021-12-31T00:52:44.9Z,2,REGULAR,substitution,in,[],203078,,,1610612764,43,43,2021-12-31T00:52:54Z,2540000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M19.00S,2021-12-31T00:53:24.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630166,89.43823915900131,43.13725490196079,1610612764,43,43,2021-12-31T01:12:34Z,2570000,-34.0,47.0,1,right,MISS D. Avdija turnaround Hook,[1630166],1610612764.0,WAS,turnaround,,,Avdija,D. Avdija,,,,,,,,5.8,Missed,,,,,,,,,,,,,,,
272,PT05M10.00S,2021-12-31T00:53:33.6Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,43,43,2021-12-31T00:53:35Z,2580000,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,271.0,3.0,1.0,2.0,,,,,,,
273,PT05M01.00S,2021-12-31T00:53:42.5Z,2,REGULAR,turnover,bad pass,[],1630596,,,1610612739,43,43,2021-12-31T00:53:50Z,2590000,,,0,,E. Mobley bad pass TURNOVER (2 TO),"[1630596, 202954]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,2.0,Wanamaker,202954.0,,,,,,,,,,,,,,,,,
274,PT05M01.00S,2021-12-31T00:53:42.5Z,2,REGULAR,steal,,[],202954,,,1610612764,43,43,2021-12-31T01:14:39Z,2600000,,,0,,B. Wanamaker STEAL (2 STL),[202954],1610612764.0,WAS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M55.00S,2021-12-31T00:53:48.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203078,81.42247043363994,3.1862745098039214,1610612764,46,43,2021-12-31T00:53:54Z,2610000,-234.0,122.0,1,right,B. Beal 26' 3PT  (15 PTS) (B. Wanamaker 3 AST),"[203078, 202954]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,26.4,Made,15.0,B. Wanamaker,202954.0,3.0,,,,,,,,,,,
277,PT04M41.00S,2021-12-31T00:54:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.652431011826544,45.34313725490196,1610612739,46,43,2021-12-31T00:54:09Z,2630000,23.0,10.0,1,left,MISS E. Mobley Layup - blocked,"[1630596, 1629655]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,2.54,Missed,,,,,,,,,Gafford,1629655.0,,,,,
278,PT04M41.00S,2021-12-31T00:54:02.2Z,2,REGULAR,block,,[],1629655,,,1610612739,46,43,2021-12-31T00:54:05Z,2640000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M37.00S,2021-12-31T00:54:06.2Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,46,43,2021-12-31T00:54:09Z,2650000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,277.0,2.0,2.0,0.0,,,,,,,
280,PT04M34.00S,2021-12-31T00:54:09.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630166,92.9862023653088,1.715686274509804,1610612764,46,43,2021-12-31T00:54:16Z,2660000,-241.0,13.0,1,right,MISS D. Avdija 24' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,24.18,Missed,,,,,,,,,,,,,,,
281,PT04M30.00S,2021-12-31T00:54:13.5Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,46,43,2021-12-31T00:54:16Z,2670000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,
282,PT04M27.00S,2021-12-31T00:54:18.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612739,46,43,2021-12-31T00:54:48Z,2680000,,,0,,B. Wanamaker shooting personal FOUL (2 PF) (Okoro 2 FT),"[202954, 1630171]",1610612764.0,WAS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Okoro,1630171.0
286,PT04M27.00S,2021-12-31T00:54:49.4Z,2,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,46,44,2021-12-31T00:54:49Z,2700000,,,0,,I. Okoro Free Throw 1 of 2 (3 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
287,PT04M27.00S,2021-12-31T00:54:50.5Z,2,REGULAR,substitution,out,[],1630166,,,1610612739,46,44,2021-12-31T00:54:55Z,2710000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
