actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-02T00:11:20.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-02T00:11:20Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-02T00:11:23.9Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612765,0,0,2022-03-02T00:11:23Z,40000,,,0,,Jump Ball I. Stewart vs. D. Gafford: Tip to J. Grant,"[203924, 1630191, 1629655]",1610612765.0,DET,startperiod,J. Grant,203924.0,Grant,J. Grant,Stewart,1630191.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-03-02T00:11:38.3Z,1,REGULAR,2pt,Jump Shot,[],203924,8.623521681997373,16.911764705882355,1610612765,0,0,2022-03-02T00:11:48Z,70000,165.0,29.0,1,left,MISS J. Grant 16' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,16.79,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-03-02T00:11:43.3Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,0,0,2022-03-02T00:11:48Z,80000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M36.00S,2022-03-02T00:11:43.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630191,10.068988173455978,49.26470588235294,1610612765,0,0,2022-03-02T00:11:54Z,90000,4.0,42.0,1,left,MISS I. Stewart Hook,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,4.23,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2022-03-02T00:11:44.8Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,0,0,2022-03-02T00:11:44Z,100000,,,0,,C. Cunningham REBOUND (Off:1 Def:0),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
11,PT11M34.00S,2022-03-02T00:11:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,8.623521681997373,50.49019607843137,1610612765,0,0,2022-03-02T00:17:41Z,110000,-2.0,29.0,1,left,MISS C. Cunningham tip Layup,[1630595],1610612765.0,DET,tip,,,Cunningham,C. Cunningham,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M34.00S,2022-03-02T00:11:45.4Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,0,0,2022-03-02T00:18:20Z,120000,,,0,,C. Cunningham REBOUND (Off:2 Def:0),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,11.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
13,PT11M23.00S,2022-03-02T00:11:56.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,9.543363994743759,97.05882352941177,1610612765,0,3,2022-03-02T00:12:05Z,130000,-235.0,37.0,1,left,S. Bey 3PT  (3 PTS) (J. Grant 1 AST),"[1630180, 203924]",1610612765.0,DET,,,,Bey,S. Bey,,,,,23.82,Made,,,,,3.0,J. Grant,203924.0,1.0,,,,,,,,,,,
15,PT11M05.00S,2022-03-02T00:12:13.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.51182654402102,47.549019607843135,1610612764,2,3,2022-03-02T00:12:21Z,150000,-12.0,8.0,1,right,D. Gafford alley-oop DUNK (2 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,1.5,Made,,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,
