actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-02-08T00:10:54.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-08T00:10:54Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-02-08T00:10:55.8Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612748,0,0,2022-02-08T00:10:55Z,40000,,,0,,Jump Ball B. Adebayo vs. T. Bryant: Tip to P. Tucker,"[200782, 1628389, 1628418]",1610612748.0,MIA,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Adebayo,1628389.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-02-08T00:11:14.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,76.92181340341656,47.79411764705882,1610612748,0,2,2022-02-08T00:11:18Z,70000,-11.0,164.0,1,right,B. Adebayo 16' pullup Jump Shot (2 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,16.48,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M16.00S,2022-02-08T00:11:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,18.31471747700394,57.59803921568628,1610612764,2,2,2022-02-08T00:11:41Z,80000,-38.0,120.0,1,left,A. Holiday 12' fadeaway Jump Shot (2 PTS) (S. Dinwiddie 1 AST),"[1628988, 203915]",1610612764.0,WAS,fadeaway,,,Holiday,A. Holiday,,,,,12.56,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
10,PT10M53.00S,2022-02-08T00:12:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,65.62089356110381,52.450980392156865,1610612748,2,5,2022-02-08T00:12:07Z,100000,12.0,271.0,1,right,D. Robinson 27' 3PT  (3 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.1,Made,3.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
12,PT10M51.00S,2022-02-08T00:12:16.1Z,1,REGULAR,stoppage,other,[],0,,,1610612764,2,5,2022-02-08T00:12:16Z,120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M33.00S,2022-02-08T00:12:29.7Z,1,REGULAR,3pt,Jump Shot,[],1628988,5.436925098554539,96.32352941176471,1610612764,2,5,2022-02-08T00:12:34Z,130000,-232.0,-1.0,1,left,MISS A. Holiday 3PT,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
14,PT10M30.00S,2022-02-08T00:12:32.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,2,5,2022-02-08T00:12:34Z,140000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M26.00S,2022-02-08T00:12:37.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,66.27792378449408,25.735294117647058,1610612748,2,8,2022-02-08T00:12:43Z,150000,-121.0,264.0,1,right,D. Robinson 29' 3PT pullup (6 PTS) (P. Tucker 1 AST),"[1629130, 200782]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,29.1,Made,6.0,P. Tucker,200782.0,1.0,,,,,,,,,,,,,,
16,PT10M16.00S,2022-02-08T00:12:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628418,31.84954007884363,31.127450980392155,1610612764,2,8,2022-02-08T00:12:51Z,160000,94.0,247.0,1,left,MISS T. Bryant 26' 3PT,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
