actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-08T23:11:14.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-08T23:11:14Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2022-04-08T23:11:22.0Z,1,REGULAR,jumpball,recovered,[],1630167,,,1610612752,0,0,2022-04-08T23:11:22Z,40000,,,0,,Jump Ball J. Sims vs. D. Gafford: Tip to O. Toppin,"[1630167, 1630579, 1629655]",1610612752.0,NYK,startperiod,O. Toppin,1630167.0,Toppin,O. Toppin,Sims,1630579.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-04-08T23:11:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,17.69053876478318,40.19607843137255,1610612752,0,0,2022-04-08T23:11:42Z,70000,49.0,114.0,1,left,MISS R. Barrett 12' turnaround Shot,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,12.39,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2022-04-08T23:11:40.2Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,0,0,2022-04-08T23:11:42Z,80000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M16.00S,2022-04-08T23:11:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203107,93.64323258869908,56.372549019607845,1610612764,2,0,2022-04-08T23:12:03Z,90000,32.0,7.0,1,right,T. Satoransky cutting Layup (2 PTS) (D. Avdija 1 AST),"[203107, 1630166]",1610612764.0,WAS,cutting,,,Satoransky,T. Satoransky,,,,,3.27,Made,,,,,2.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,
11,PT11M01.00S,2022-04-08T23:12:12.1Z,1,REGULAR,3pt,Jump Shot,[],202692,7.703679369250986,98.52941176470588,1610612752,2,0,2022-04-08T23:12:16Z,110000,-243.0,20.0,1,left,MISS A. Burks 24' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2022-04-08T23:12:15.1Z,1,REGULAR,rebound,defensive,[],203107,,,1610612764,2,0,2022-04-08T23:12:16Z,120000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT10M55.00S,2022-04-08T23:12:20.9Z,1,REGULAR,turnover,out-of-bounds,[],203107,,,1610612764,2,0,2022-04-08T23:12:32Z,130000,,,0,,T. Satoransky bad pass out-of-bounds TURNOVER (1 TO),[203107],1610612764.0,WAS,bad pass,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,101283.0,1.0,,,,,,,,,
14,PT10M55.00S,2022-04-08T23:12:24.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,2,0,2022-04-08T23:12:24Z,140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2022-04-08T23:12:38.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,29.911300919842315,77.20588235294117,1610612752,2,0,2022-04-08T23:12:43Z,150000,-136.0,229.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2022-04-08T23:12:41.6Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,2,0,2022-04-08T23:12:43Z,160000,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
17,PT10M35.00S,2022-04-08T23:12:47.1Z,1,REGULAR,2pt,Jump Shot,[],1629060,79.05716162943496,27.205882352941174,1610612764,4,0,2022-04-08T23:13:01Z,170000,-114.0,144.0,1,right,R. Hachimura 18' pullup Jump Shot (2 PTS),[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,18.4,Made,,,,,2.0,,,,,,,,,,,,,,
18,PT10M20.00S,2022-04-08T23:13:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,13.354139290407357,57.35294117647059,1610612752,4,0,2022-04-08T23:13:06Z,180000,-37.0,73.0,1,left,MISS E. Fournier 8' driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M18.00S,2022-04-08T23:13:04.5Z,1,REGULAR,rebound,defensive,[],203107,,,1610612764,4,0,2022-04-08T23:13:06Z,190000,,,0,,T. Satoransky REBOUND (Off:0 Def:2),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
20,PT10M13.00S,2022-04-08T23:13:09.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,90.62089356110381,95.83333333333334,1610612764,7,0,2022-04-08T23:13:59Z,200000,229.0,36.0,1,right,R. Hachimura 3PT  (5 PTS) (D. Avdija 2 AST),"[1629060, 1630166]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,23.2,Made,,,,,5.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,
22,PT09M53.00S,2022-04-08T23:13:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.835085413929041,59.80392156862745,1610612752,7,0,2022-04-08T23:13:35Z,220000,-49.0,21.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2022-04-08T23:13:34.3Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,7,0,2022-04-08T23:13:34Z,230000,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
24,PT09M47.00S,2022-04-08T23:13:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630579,10.5946123521682,53.67647058823529,1610612752,7,0,2022-04-08T23:13:39Z,240000,-18.0,47.0,1,left,MISS J. Sims tip Layup,[1630579],1610612752.0,NYK,tip,,,Sims,J. Sims,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2022-04-08T23:13:36.9Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,7,0,2022-04-08T23:15:11Z,250000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT09M44.00S,2022-04-08T23:13:38.4Z,1,REGULAR,3pt,Jump Shot,[],1630557,66.96780551905388,56.61764705882353,1610612764,10,0,2022-04-08T23:14:20Z,260000,33.0,258.0,1,right,C. Kispert 26' 3PT  (3 PTS) (T. Satoransky 1 AST),"[1630557, 203107]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.01,Made,,,,,3.0,T. Satoransky,203107.0,1.0,,,,,,,,,,,
28,PT09M37.00S,2022-04-08T23:13:48.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,10,0,2022-04-08T23:13:48Z,280000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2022-04-08T23:16:48.2Z,1,REGULAR,3pt,Jump Shot,[],202692,31.35676741130092,24.019607843137255,1610612752,10,0,2022-04-08T23:16:56Z,290000,130.0,242.0,1,left,MISS A. Burks 27' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,27.49,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2022-04-08T23:16:52.3Z,1,REGULAR,rebound,offensive,[],202692,,,1610612752,10,0,2022-04-08T23:16:52Z,300000,,,0,,A. Burks REBOUND (Off:1 Def:0),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
31,PT09M26.00S,2022-04-08T23:16:54.6Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612752,10,0,2022-04-08T23:17:01Z,310000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Burks 2 FT),"[1629655, 202692]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,101283.0,,1.0,0.0,Burks,202692.0,,,,,
33,PT09M26.00S,2022-04-08T23:17:18.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202692,,,1610612752,10,1,2022-04-08T23:17:18Z,330000,,,0,,A. Burks Free Throw 1 of 2 (1 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
34,PT09M26.00S,2022-04-08T23:17:31.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202692,,,1610612752,10,2,2022-04-08T23:17:31Z,340000,,,0,,A. Burks Free Throw 2 of 2 (2 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
35,PT09M07.00S,2022-04-08T23:17:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.38042049934296,53.67647058823529,1610612764,10,2,2022-04-08T23:18:02Z,350000,18.0,10.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M05.00S,2022-04-08T23:17:52.8Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,10,2,2022-04-08T23:17:55Z,360000,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
