actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
280,PT04M25.00S,2022-02-15T01:01:53.3Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,42,36,2022-02-15T01:02:02Z,2730000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,279.0,,,,,,,,,,,4.0,4.0,0.0,,,,,
281,PT04M14.00S,2022-02-15T01:02:05.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,6.521024967148489,36.27450980392157,1610612765,42,36,2022-02-15T01:02:46Z,2740000,69.0,9.0,1,left,MISS I. Stewart 6' floating Shot,[1630191],1610612765.0,DET,floating,,,Stewart,I. Stewart,,,,,6.92,Missed,,,,,,,,,,,,,,,,,,,
282,PT04M10.00S,2022-02-15T01:02:08.2Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,42,36,2022-02-15T01:02:08Z,2750000,,,0,,R. Neto REBOUND (Off:0 Def:4),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,281.0,,,,,,,,,,,4.0,4.0,0.0,,,,,
283,PT04M00.00S,2022-02-15T01:02:18.6Z,2,REGULAR,3pt,Jump Shot,[],1630557,79.31997371879106,6.862745098039216,1610612764,42,36,2022-02-15T01:02:23Z,2760000,-216.0,142.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
284,PT03M57.00S,2022-02-15T01:02:21.6Z,2,REGULAR,rebound,defensive,[],202709,,,1610612765,42,36,2022-02-15T01:02:25Z,2770000,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,283.0,,,,,,,,,,,2.0,2.0,0.0,,,,,
285,PT03M52.00S,2022-02-15T01:02:29.3Z,2,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612765,42,36,2022-02-15T01:02:38Z,2780000,,,0,,T. Bryant shooting personal FOUL (2 PF) (Bey 2 FT),"[1628418, 1630180]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,,,,,1626302.0,2.0,0.0,Bey,1630180.0,,,,,,,,,,,,
287,PT03M52.00S,2022-02-15T01:02:51.2Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,42,37,2022-02-15T01:02:51Z,2800000,,,0,,S. Bey Free Throw 1 of 2 (14 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,14.0,,,,,,,,,,,,,,,,,
288,PT03M52.00S,2022-02-15T01:03:05.4Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,42,38,2022-02-15T01:03:05Z,2810000,,,0,,S. Bey Free Throw 2 of 2 (15 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,15.0,,,,,,,,,,,,,,,,,
289,PT03M41.00S,2022-02-15T01:03:18.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,93.77463863337714,48.03921568627451,1610612764,44,38,2022-02-15T01:03:23Z,2820000,-10.0,6.0,1,right,T. Bryant DUNK (9 PTS) (K. Kuzma 1 AST),"[1628418, 1628398]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,1.15,Made,,9.0,,,,,,,K. Kuzma,1628398.0,1.0,,,,,,,,
291,PT03M32.00S,2022-02-15T01:03:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.178055190538765,48.529411764705884,1610612765,44,40,2022-02-15T01:03:31Z,2840000,7.0,15.0,1,left,C. Cunningham driving Layup (4 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,1.67,Made,,4.0,,,,,,,,,,,,,,,,,
292,PT03M22.00S,2022-02-15T01:03:38.2Z,2,REGULAR,2pt,Jump Shot,[],203484,81.94809461235218,26.225490196078432,1610612764,46,40,2022-02-15T01:03:43Z,2850000,-119.0,117.0,1,right,K. Caldwell-Pope 16' pullup Jump Shot (5 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,16.7,Made,,5.0,,,,,,,,,,,,,,,,,
293,PT03M05.00S,2022-02-15T01:03:55.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,12.302890932982917,50.98039215686274,1610612765,46,40,2022-02-15T01:03:59Z,2860000,-5.0,63.0,1,left,MISS C. Cunningham 6' Hook,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,6.33,Missed,,,,,,,,,,,,,,,,,,,
294,PT03M02.00S,2022-02-15T01:03:58.6Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,46,40,2022-02-15T01:03:59Z,2870000,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,293.0,,,,,,,,,,,2.0,2.0,0.0,,,,,
295,PT02M42.00S,2022-02-15T01:04:17.9Z,2,REGULAR,2pt,Jump Shot,[],203484,89.56964520367937,24.264705882352942,1610612764,46,40,2022-02-15T01:04:21Z,2880000,-129.0,46.0,1,right,MISS K. Caldwell-Pope 13' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,13.65,Missed,,,,,,,,,,,,,,,,,,,
296,PT02M40.00S,2022-02-15T01:04:19.9Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,46,40,2022-02-15T01:04:21Z,2890000,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,295.0,,,,,,,,,,,4.0,4.0,0.0,,,,,
297,PT02M34.00S,2022-02-15T01:04:26.2Z,2,REGULAR,3pt,Jump Shot,[],1630180,9.149145860709593,98.0392156862745,1610612765,46,40,2022-02-15T01:06:19Z,2900000,-240.0,34.0,1,left,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,24.25,Missed,,,,,,,,,,,,,,,,,,,
298,PT02M33.00S,2022-02-15T01:04:27.2Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,46,40,2022-02-15T01:06:19Z,2910000,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,297.0,,,,,,,,,,,5.0,4.0,1.0,,,,,
299,PT02M32.00S,2022-02-15T01:04:33.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,7.440867279894875,50.49019607843137,1610612765,46,42,2022-02-15T01:06:27Z,2920000,-2.0,17.0,1,left,I. Stewart tip Layup (5 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,1.76,Made,,5.0,,,,,,,,,,,,,,,,,
300,PT02M29.00S,2022-02-15T01:04:37.4Z,2,REGULAR,foul,technical,['1freethrow'],203484,,,1610612764,46,42,2022-02-15T01:04:55Z,2930000,,,0,,K. Caldwell-Pope technical FOUL (1 Tech),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,1626302.0,0.0,1.0,,,,,,,,,,,,,,
301,PT02M29.00S,2022-02-15T01:05:01.6Z,2,REGULAR,freethrow,1 of 1,[],203924,,,1610612764,46,43,2022-02-15T01:05:01Z,2940000,,,0,,J. Grant technical Free Throw 1 of 1 (9 PTS),[203924],1610612765.0,DET,technical,,,Grant,J. Grant,,,,,,Made,,9.0,,,,,,,,,,,,,,,,,
302,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,out,[],1628418,,,1610612764,46,43,2022-02-15T01:05:27Z,2950000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,out,[],203526,,,1610612764,46,43,2022-02-15T01:05:27Z,2960000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,46,43,2022-02-15T01:05:27Z,2970000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,out,[],1630595,,,1610612764,46,43,2022-02-15T01:05:27Z,2980000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,in,[],1630264,,,1610612764,46,43,2022-02-15T01:05:27Z,2990000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,46,43,2022-02-15T01:05:27Z,3000000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,in,[],202397,,,1610612764,46,43,2022-02-15T01:05:27Z,3010000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M29.00S,2022-02-15T01:05:02.7Z,2,REGULAR,substitution,in,[],203585,,,1610612764,46,43,2022-02-15T01:05:27Z,3020000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M14.00S,2022-02-15T01:05:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,90.48948751642575,49.50980392156863,1610612764,48,43,2022-02-15T01:05:46Z,3030000,-2.0,37.0,1,right,K. Caldwell-Pope driving finger roll Layup (7 PTS),[203484],1610612764.0,WAS,driving finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,3.7,Made,,7.0,,,,,,,,,,,,,,,,,
311,PT02M00.00S,2022-02-15T01:05:54.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,10.726018396846255,61.51960784313726,1610612765,48,43,2022-02-15T01:06:05Z,3040000,-58.0,48.0,1,left,MISS S. Bey 7' driving bank Shot,[1630180],1610612765.0,DET,driving bank,,,Bey,S. Bey,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,,
312,PT01M53.00S,2022-02-15T01:06:01.8Z,2,REGULAR,rebound,defensive,[],1630264,,,1610612764,48,43,2022-02-15T01:06:05Z,3050000,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,311.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
313,PT01M50.00S,2022-02-15T01:06:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,92.06636005256242,58.333333333333336,1610612764,50,43,2022-02-15T01:07:46Z,3060000,42.0,22.0,1,right,A. Gill Layup (4 PTS) (I. Smith 3 AST),"[1630264, 202397]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,4.72,Made,,4.0,,,,,,,I. Smith,202397.0,3.0,,,,,,,,
315,PT01M36.00S,2022-02-15T01:06:21.1Z,2,REGULAR,foul,personal,['2freethrow'],202397,,,1610612765,50,43,2022-02-15T01:06:31Z,3080000,,,0,,I. Smith shooting personal FOUL (1 PF) (Grant 2 FT),"[202397, 203924]",1610612764.0,WAS,shooting,,,Smith,I. Smith,,,,,,,,,203592.0,1.0,0.0,Grant,203924.0,,,,,,,,,,,,
317,PT01M36.00S,2022-02-15T01:06:49.5Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,50,44,2022-02-15T01:06:49Z,3100000,,,0,,J. Grant Free Throw 1 of 2 (10 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
318,PT01M36.00S,2022-02-15T01:07:03.2Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612765,50,45,2022-02-15T01:07:03Z,3110000,,,0,,J. Grant Free Throw 2 of 2 (11 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,,11.0,,,,,,,,,,,,,,,,,
319,PT01M14.00S,2022-02-15T01:07:28.7Z,2,REGULAR,2pt,Jump Shot,[],202397,79.97700394218134,21.323529411764707,1610612764,50,45,2022-02-15T01:07:37Z,3120000,-143.0,136.0,1,right,MISS I. Smith 19' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,19.74,Missed,,,,,,,,,,,,,,,,,,,
320,PT01M13.00S,2022-02-15T01:07:29.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,50,45,2022-02-15T01:07:37Z,3130000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,
321,PT01M13.00S,2022-02-15T01:07:36.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,50,45,2022-02-15T01:07:36Z,3140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M53.30S,2022-02-15T01:08:01.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,10.33180026281209,57.107843137254896,1610612765,50,47,2022-02-15T01:08:05Z,3150000,-36.0,45.0,1,left,I. Stewart Hook (7 PTS) (S. Bey 3 AST),"[1630191, 1630180]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,5.7,Made,,7.0,,,,,,,S. Bey,1630180.0,3.0,,,,,,,,
324,PT00M40.60S,2022-02-15T01:08:16.8Z,2,REGULAR,3pt,Jump Shot,[],1628398,72.48685939553219,84.31372549019608,1610612764,50,47,2022-02-15T01:08:21Z,3170000,172.0,206.0,1,right,MISS K. Kuzma 26' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
325,PT00M37.30S,2022-02-15T01:08:20.1Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,50,47,2022-02-15T01:08:21Z,3180000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,324.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
326,PT00M31.80S,2022-02-15T01:08:25.5Z,2,REGULAR,3pt,Jump Shot,[],1630180,19.136005256241788,95.58823529411765,1610612765,50,50,2022-02-15T01:08:30Z,3190000,-228.0,127.0,1,left,S. Bey 26' 3PT  (18 PTS) (R. McGruder 1 AST),"[1630180, 203585]",1610612765.0,DET,,,,Bey,S. Bey,,,,,26.11,Made,,18.0,,,,,,,R. McGruder,203585.0,1.0,,,,,,,,
328,PT00M14.40S,2022-02-15T01:08:47.3Z,2,REGULAR,turnover,lost ball,[],1630264,,,1610612764,50,50,2022-02-15T01:08:51Z,3210000,,,0,,A. Gill lost ball TURNOVER (2 TO),"[1630264, 203585]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,2.0,,,,,,,,,McGruder,203585.0,
329,PT00M14.40S,2022-02-15T01:08:47.3Z,2,REGULAR,steal,,[],203585,,,1610612765,50,50,2022-02-15T01:08:49Z,3220000,,,0,,R. McGruder STEAL (1 STL),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M00.10S,2022-02-15T01:09:01.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630191,4.02431011826544,84.55882352941177,1610612765,50,50,2022-02-15T01:09:17Z,3230000,-173.0,-15.0,1,left,MISS I. Stewart 17' Jump Shot,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,17.34,Missed,,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2022-02-15T01:09:01.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,50,50,2022-02-15T01:09:17Z,3240000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2022-02-15T01:09:06.5Z,2,REGULAR,period,end,[],0,,,1610612765,50,50,2022-02-15T01:09:06Z,3250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,out,['startperiod'],1630264,,,1610612765,50,50,2022-02-15T01:24:15Z,3260000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612765,50,50,2022-02-15T01:24:15Z,3270000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,out,['startperiod'],202397,,,1610612765,50,50,2022-02-15T01:24:15Z,3280000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,out,['startperiod'],203585,,,1610612765,50,50,2022-02-15T01:24:15Z,3290000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,in,['startperiod'],1628418,,,1610612765,50,50,2022-02-15T01:24:15Z,3300000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,in,['startperiod'],203526,,,1610612765,50,50,2022-02-15T01:24:15Z,3310000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,in,['startperiod'],1630557,,,1610612765,50,50,2022-02-15T01:24:15Z,3320000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-02-15T01:22:51.1Z,3,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,50,50,2022-02-15T01:24:15Z,3330000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-02-15T01:24:26.3Z,3,REGULAR,period,start,[],0,,,1610612764,50,50,2022-02-15T01:24:26Z,3340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M39.00S,2022-02-15T01:24:48.3Z,3,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612764,50,50,2022-02-15T01:25:00Z,3350000,,,0,,C. Cunningham shooting personal FOUL (4 PF) (Bryant 2 FT),"[1630595, 1628418]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,203592.0,4.0,0.0,Bryant,1628418.0,,,,,,,,,,,,
344,PT11M39.00S,2022-02-15T01:25:17.4Z,3,REGULAR,freethrow,1 of 2,[],1628418,,,1610612764,51,50,2022-02-15T01:25:17Z,3370000,,,0,,T. Bryant Free Throw 1 of 2 (10 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
345,PT11M39.00S,2022-02-15T01:25:32.4Z,3,REGULAR,freethrow,2 of 2,[],1628418,,,1610612764,52,50,2022-02-15T01:25:32Z,3380000,,,0,,T. Bryant Free Throw 2 of 2 (11 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,Made,,11.0,,,,,,,,,,,,,,,,,
346,PT11M26.00S,2022-02-15T01:25:46.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,92.19776609724047,50.245098039215684,1610612765,52,52,2022-02-15T01:25:53Z,3390000,1.0,21.0,1,right,I. Stewart cutting DUNK (9 PTS) (C. Cunningham 4 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,2.08,Made,,9.0,,,,,,,C. Cunningham,1630595.0,4.0,,,,,,,,
348,PT11M08.00S,2022-02-15T01:26:03.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.5722733245729295,43.38235294117647,1610612764,54,52,2022-02-15T01:26:09Z,3410000,33.0,19.0,1,left,K. Kuzma driving Layup (8 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,3.8,Made,,8.0,,,,,,,,,,,,,,,,,
349,PT10M55.00S,2022-02-15T01:26:16.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,90.62089356110381,55.88235294117647,1610612765,54,54,2022-02-15T01:26:42Z,3420000,29.0,36.0,1,right,S. Bey driving Hook (20 PTS),[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,4.62,Made,,20.0,,,,,,,,,,,,,,,,,
350,PT10M47.00S,2022-02-15T01:26:28.4Z,3,REGULAR,foul,personal,[],202709,,,1610612764,54,54,2022-02-15T01:26:36Z,3430000,,,0,,C. Joseph personal FOUL (3 PF),"[202709, 203526]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,203592.0,3.0,0.0,Neto,203526.0,,,,,,,,,,,,
352,PT10M44.00S,2022-02-15T01:26:51.4Z,3,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,54,54,2022-02-15T01:27:08Z,3450000,,,0,,C. Kispert lost ball out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,lost ball,,,Kispert,C. Kispert,,,,,,,,,202058.0,,,,,1.0,,,,,,,,,,,
353,PT10M28.00S,2022-02-15T01:27:15.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,92.32917214191852,57.107843137254896,1610612765,54,54,2022-02-15T01:27:20Z,3460000,36.0,20.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,,
354,PT10M27.00S,2022-02-15T01:27:17.0Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,54,54,2022-02-15T01:27:17Z,3470000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,353.0,,,,,,,,,,,2.0,1.0,1.0,,,,,
355,PT10M25.00S,2022-02-15T01:27:19.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630595,87.20433639947439,95.58823529411765,1610612765,54,54,2022-02-15T01:27:24Z,3480000,228.0,68.0,1,right,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
356,PT10M22.00S,2022-02-15T01:27:22.1Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,54,54,2022-02-15T01:27:22Z,3490000,,,0,,I. Stewart REBOUND (Off:2 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,355.0,,,,,,,,,,,6.0,4.0,2.0,,,,,
357,PT10M22.00S,2022-02-15T01:27:23.7Z,3,REGULAR,foul,personal,['2freethrow'],203526,,,1610612765,54,54,2022-02-15T01:27:34Z,3500000,,,0,,R. Neto shooting personal FOUL (3 PF) (Stewart 2 FT),"[203526, 1630191]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,203592.0,3.0,0.0,Stewart,1630191.0,,,,,,,,,,,,
359,PT10M22.00S,2022-02-15T01:27:49.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630191,,,1610612765,54,55,2022-02-15T01:27:49Z,3520000,,,0,,I. Stewart Free Throw 1 of 2 (10 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
360,PT10M22.00S,2022-02-15T01:28:05.5Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630191,,,1610612765,54,56,2022-02-15T01:28:05Z,3530000,,,0,,I. Stewart Free Throw 2 of 2 (11 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,,11.0,,,,,,,,,,,,,,,,,
361,PT10M14.00S,2022-02-15T01:28:19.1Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612764,54,56,2022-02-15T01:28:26Z,3540000,,,0,,J. Grant shooting personal FOUL (1 PF) (Kuzma 2 FT),"[203924, 1628398]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,202058.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,
363,PT10M14.00S,2022-02-15T01:28:54.1Z,3,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,55,56,2022-02-15T01:29:16Z,3560000,,,0,,K. Kuzma Free Throw 1 of 2 (9 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,9.0,,,,,,,,,,,,,,,,,
364,PT10M14.00S,2022-02-15T01:28:54.1Z,3,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,56,56,2022-02-15T01:29:16Z,3570000,,,0,,K. Kuzma Free Throw 2 of 2 (10 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
365,PT10M00.00S,2022-02-15T01:29:24.9Z,3,REGULAR,2pt,Jump Shot,[],1630180,78.26872536136662,49.50980392156863,1610612765,56,56,2022-02-15T01:29:29Z,3580000,-2.0,152.0,1,right,MISS S. Bey 15' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,15.18,Missed,,,,,,,,,,,,,,,,,,,
366,PT09M57.00S,2022-02-15T01:29:27.9Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,56,56,2022-02-15T01:29:29Z,3590000,,,0,,I. Stewart REBOUND (Off:3 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,365.0,,,,,,,,,,,7.0,4.0,3.0,,,,,
