actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-01-26T00:11:59.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-26T00:11:59Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-26T00:12:01.8Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612764,0,0,2022-01-26T00:12:01Z,40000,,,0,,Jump Ball D. Gafford vs. I. Zubac: Tip to B. Beal,"[203078, 1629655, 1627826]",1610612764.0,WAS,startperiod,B. Beal,203078.0,Beal,B. Beal,Gafford,1629655.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-01-26T00:12:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,17.69053876478318,44.6078431372549,1610612764,2,0,2022-01-26T00:12:28Z,70000,27.0,114.0,1,left,K. Kuzma 11' turnaround fadeaway Jump Shot (2 PTS) (S. Dinwiddie 1 AST),"[1628398, 203915]",1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,11.7,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,,
9,PT11M16.00S,2022-01-26T00:12:43.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,92.9862023653088,40.931372549019606,1610612746,2,0,2022-01-26T00:12:49Z,90000,-45.0,13.0,1,right,MISS I. Zubac turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M14.00S,2022-01-26T00:12:45.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,2,0,2022-01-26T00:12:49Z,100000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
11,PT11M14.00S,2022-01-26T00:12:49.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,2,0,2022-01-26T00:12:49Z,110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2022-01-26T00:13:16.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.521024967148489,50.0,1610612764,4,0,2022-01-26T00:13:20Z,120000,0.0,9.0,1,left,D. Gafford DUNK (2 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,0.88,Made,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,,
14,PT10M28.00S,2022-01-26T00:13:39.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,85.62746386333771,40.44117647058824,1610612746,4,0,2022-01-26T00:13:43Z,140000,-48.0,83.0,1,right,MISS I. Zubac 9' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,9.54,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M26.00S,2022-01-26T00:13:41.9Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,4,0,2022-01-26T00:13:43Z,150000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M19.00S,2022-01-26T00:13:49.2Z,1,REGULAR,3pt,Jump Shot,[],203915,9.543363994743759,4.6568627450980395,1610612764,7,0,2022-01-26T00:13:54Z,160000,227.0,37.0,1,left,S. Dinwiddie 3PT  (3 PTS) (D. Gafford 1 AST),"[203915, 1629655]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,22.97,Made,3.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,,,
18,PT10M00.00S,2022-01-26T00:14:07.5Z,1,REGULAR,2pt,Jump Shot,[],202704,81.2910643889619,21.813725490196077,1610612746,7,0,2022-01-26T00:14:12Z,180000,-141.0,123.0,1,right,MISS R. Jackson 18' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,18.73,Missed,,,,,,,,,,,,,,,,,,,
19,PT09M58.00S,2022-01-26T00:14:09.5Z,1,REGULAR,rebound,offensive,[],1629599,,,1610612746,7,0,2022-01-26T00:14:12Z,190000,,,0,,A. Coffey REBOUND (Off:1 Def:0),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,,
27,PT09M58.00S,2022-01-26T00:14:29.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,7,0,2022-01-26T00:15:38Z,215000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M44.00S,2022-01-26T00:14:52.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,7,0,2022-01-26T00:15:06Z,240000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,1627541.0,,,,,,,,,,
25,PT09M23.00S,2022-01-26T00:15:25.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203484,9.674770039421814,4.901960784313726,1610612764,7,0,2022-01-26T00:15:37Z,250000,225.0,38.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
