actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
182,PT09M03.00S,2022-02-13T00:40:00.4Z,2,REGULAR,3pt,Jump Shot,[],203090,5.601182654402102,4.411764705882353,1610612758,34,32,2022-02-13T00:40:07Z,1790000,228.0,0.0,1,left,M. Harkless 3PT  (10 PTS) (D. Fox 2 AST),"[203090, 1628368]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,22.79,Made,10.0,,,,,D. Fox,1628368.0,2.0,,,,,,,,,,,
184,PT08M52.00S,2022-02-13T00:40:12.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,92.85479632063075,55.392156862745104,1610612764,36,32,2022-02-13T00:40:20Z,1810000,27.0,15.0,1,right,T. Bryant bank Hook (6 PTS) (I. Smith 3 AST),"[1628418, 202397]",1610612764.0,WAS,bank,,,Bryant,T. Bryant,,,,,3.07,Made,6.0,,,,,I. Smith,202397.0,3.0,,,,,,,,,,,
186,PT08M40.00S,2022-02-13T00:40:23.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,19.793035479632064,64.4607843137255,1610612758,36,32,2022-02-13T00:40:27Z,1830000,-72.0,134.0,1,left,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,15.19,Missed,,,,,,,,,,,,,,,,,,,
187,PT08M38.00S,2022-02-13T00:40:25.2Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612764,36,32,2022-02-13T00:40:27Z,1840000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,,
188,PT08M26.00S,2022-02-13T00:40:37.8Z,2,REGULAR,2pt,Jump Shot,[],1630166,91.93495400788436,75.73529411764706,1610612764,36,32,2022-02-13T00:40:43Z,1850000,129.0,23.0,1,right,MISS D. Avdija 13' pullup Shot,[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,13.08,Missed,,,,,,,,,,,,,,,,,,,
189,PT08M22.00S,2022-02-13T00:40:41.8Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,36,32,2022-02-13T00:40:43Z,1860000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,
190,PT08M14.00S,2022-02-13T00:40:49.6Z,2,REGULAR,turnover,bad pass,[],1627734,,,1610612758,36,32,2022-02-13T00:40:53Z,1870000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1628418]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,1.0,Bryant,1628418.0,,,,,
191,PT08M14.00S,2022-02-13T00:40:49.6Z,2,REGULAR,steal,,[],1628418,,,1610612764,36,32,2022-02-13T00:40:51Z,1880000,,,0,,T. Bryant STEAL (1 STL),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M05.00S,2022-02-13T00:41:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629060,93.38042049934296,45.83333333333333,1610612764,38,32,2022-02-13T00:41:05Z,1890000,-21.0,10.0,1,right,R. Hachimura driving Layup (4 PTS) (I. Smith 4 AST),"[1629060, 202397]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,2.3,Made,4.0,,,,,I. Smith,202397.0,4.0,,,,,,,,,,,
194,PT08M05.00S,2022-02-13T00:41:02.6Z,2,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612764,38,32,2022-02-13T00:41:08Z,1910000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Hachimura 1 FT),"[1627734, 1629060]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,1626301.0,,,,1.0,0.0,Hachimura,1629060.0,
196,PT08M05.00S,2022-02-13T00:41:29.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629060,,,1610612764,39,32,2022-02-13T00:41:29Z,1930000,,,0,,R. Hachimura Free Throw 1 of 1 (5 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
197,PT07M43.00S,2022-02-13T00:41:53.3Z,2,REGULAR,3pt,Jump Shot,[],1628978,20.18725361366623,97.54901960784314,1610612758,39,32,2022-02-13T00:41:58Z,1940000,-238.0,137.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
198,PT07M40.00S,2022-02-13T00:41:56.3Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612758,39,32,2022-02-13T00:41:58Z,1950000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,197.0,2.0,1.0,1.0,,,,,,,,,,,,,,
199,PT07M35.00S,2022-02-13T00:42:00.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203090,5.650459921156373,4.189644607843137,1610612758,39,35,2022-02-13T00:42:08Z,1960000,229.0,1.0,1,left,M. Harkless 3PT  (13 PTS) (D. DiVincenzo 2 AST),"[203090, 1628978]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,22.91,Made,13.0,,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,
201,PT07M16.00S,2022-02-13T00:42:20.4Z,2,REGULAR,3pt,Jump Shot,[],1629060,69.33311432325887,26.47058823529412,1610612764,42,35,2022-02-13T00:42:24Z,1980000,-118.0,236.0,1,right,R. Hachimura 26' 3PT  (8 PTS) (D. Avdija 2 AST),"[1629060, 1630166]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,26.35,Made,8.0,,,,,D. Avdija,1630166.0,2.0,,,,,,,,,,,
203,PT07M01.00S,2022-02-13T00:42:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,6.652431011826544,42.40196078431372,1610612758,42,37,2022-02-13T00:42:39Z,2000000,38.0,10.0,1,left,D. Fox driving bank Jump Shot (8 PTS),[1628368],1610612758.0,SAC,driving bank,,,Fox,D. Fox,,,,,3.93,Made,8.0,,,,,,,,,,,,,,,,,,
204,PT06M58.00S,2022-02-13T00:42:43.3Z,2,REGULAR,foul,personal,[],203090,,,1610612764,42,37,2022-02-13T00:43:03Z,2010000,,,0,,M. Harkless personal FOUL (1 PF),"[203090, 1629060]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Hachimura,1629060.0,
206,PT06M58.00S,2022-02-13T00:43:05.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,42,37,2022-02-13T00:43:05Z,2030000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,42,37,2022-02-13T00:45:30Z,2040000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,42,37,2022-02-13T00:45:30Z,2050000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,out,[],202397,,,1610612764,42,37,2022-02-13T00:45:30Z,2060000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,out,[],1628978,,,1610612764,42,37,2022-02-13T00:45:30Z,2070000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,out,[],1626158,,,1610612764,42,37,2022-02-13T00:45:30Z,2080000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,42,37,2022-02-13T00:45:30Z,2090000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,in,[],203484,,,1610612764,42,37,2022-02-13T00:45:30Z,2100000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,in,[],203526,,,1610612764,42,37,2022-02-13T00:45:30Z,2110000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,in,[],203200,,,1610612764,42,37,2022-02-13T00:45:30Z,2120000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M58.00S,2022-02-13T00:43:09.3Z,2,REGULAR,substitution,in,[],203084,,,1610612764,42,37,2022-02-13T00:45:30Z,2130000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M40.00S,2022-02-13T00:46:14.8Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612764,42,37,2022-02-13T00:47:32Z,2140000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Kispert 2 FT),"[1627734, 1630557]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Kispert,1630557.0,
219,PT06M40.00S,2022-02-13T00:46:41.9Z,2,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,43,37,2022-02-13T00:47:05Z,2160000,,,0,,C. Kispert Free Throw 1 of 2 (5 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
220,PT06M40.00S,2022-02-13T00:46:41.9Z,2,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,44,37,2022-02-13T00:47:05Z,2170000,,,0,,C. Kispert Free Throw 2 of 2 (6 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
221,PT06M24.00S,2022-02-13T00:47:15.9Z,2,REGULAR,2pt,Jump Shot,[],1628368,22.552562417871222,50.0,1610612758,44,37,2022-02-13T00:47:20Z,2180000,0.0,159.0,1,left,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,15.95,Missed,,,,,,,,,,,,,,,,,,,
222,PT06M20.00S,2022-02-13T00:47:19.9Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612764,44,37,2022-02-13T00:47:20Z,2190000,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
223,PT06M03.00S,2022-02-13T00:47:36.1Z,2,REGULAR,3pt,Jump Shot,[],1628418,95.22010512483574,97.30392156862744,1610612764,47,37,2022-02-13T00:47:40Z,2200000,237.0,-8.0,1,right,T. Bryant 3PT  (9 PTS) (K. Kuzma 3 AST),"[1628418, 1628398]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,23.66,Made,9.0,,,,,K. Kuzma,1628398.0,3.0,,,,,,,,,,,
225,PT05M48.00S,2022-02-13T00:47:51.7Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,47,37,2022-02-13T00:47:55Z,2220000,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1628418]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,2.0,Bryant,1628418.0,,,,,
226,PT05M48.00S,2022-02-13T00:47:51.7Z,2,REGULAR,steal,,[],1628418,,,1610612764,47,37,2022-02-13T00:53:35Z,2230000,,,0,,T. Bryant STEAL (2 STL),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M32.00S,2022-02-13T00:48:07.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,68.80749014454665,26.47058823529412,1610612764,50,37,2022-02-13T00:48:12Z,2240000,-118.0,241.0,1,right,C. Kispert 26' 3PT  (9 PTS) (R. Neto 2 AST),"[1630557, 203526]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.79,Made,9.0,,,,,R. Neto,203526.0,2.0,,,,,,,,,,,
229,PT05M25.00S,2022-02-13T00:48:17.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,50,37,2022-02-13T00:48:17Z,2260000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M25.00S,2022-02-13T00:48:22.4Z,2,REGULAR,substitution,out,[],1628418,,,1610612758,50,37,2022-02-13T00:51:04Z,2270000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M25.00S,2022-02-13T00:48:22.4Z,2,REGULAR,substitution,out,[],203090,,,1610612758,50,37,2022-02-13T00:51:04Z,2280000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M25.00S,2022-02-13T00:48:22.4Z,2,REGULAR,substitution,in,[],1630264,,,1610612758,50,37,2022-02-13T00:51:04Z,2290000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M25.00S,2022-02-13T00:48:22.4Z,2,REGULAR,substitution,in,[],1628978,,,1610612758,50,37,2022-02-13T00:51:04Z,2300000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M13.00S,2022-02-13T00:51:30.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,50,37,2022-02-13T00:51:30Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M11.00S,2022-02-13T00:51:43.4Z,2,REGULAR,3pt,Jump Shot,[],203200,9.411957950065702,98.52941176470588,1610612758,50,40,2022-02-13T00:51:48Z,2320000,-243.0,36.0,1,left,J. Holiday 24' 3PT  (3 PTS) (D. DiVincenzo 3 AST),"[203200, 1628978]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,24.53,Made,3.0,,,,,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,,
237,PT04M44.00S,2022-02-13T00:52:10.4Z,2,REGULAR,2pt,Jump Shot,[],1628398,94.1688567674113,85.04901960784314,1610612764,52,40,2022-02-13T00:52:15Z,2340000,175.0,2.0,1,right,K. Kuzma 17' fadeaway Jump Shot (8 PTS) (C. Kispert 4 AST),"[1628398, 1630557]",1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,17.52,Made,8.0,,,,,C. Kispert,1630557.0,4.0,,,,,,,,,,,
239,PT04M37.00S,2022-02-13T00:52:19.2Z,2,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612758,52,40,2022-02-13T00:52:25Z,2360000,,,0,,A. Gill shooting personal FOUL (2 PF) (DiVincenzo 2 FT),"[1630264, 1628978]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,DiVincenzo,1628978.0,
241,PT04M37.00S,2022-02-13T00:52:45.4Z,2,REGULAR,freethrow,1 of 2,[],1628978,,,1610612758,52,41,2022-02-13T00:52:45Z,2380000,,,0,,D. DiVincenzo Free Throw 1 of 2 (4 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
242,PT04M37.00S,2022-02-13T00:52:59.3Z,2,REGULAR,freethrow,2 of 2,[],1628978,,,1610612758,52,42,2022-02-13T00:52:59Z,2390000,,,0,,D. DiVincenzo Free Throw 2 of 2 (5 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
243,PT04M14.00S,2022-02-13T00:53:24.5Z,2,REGULAR,3pt,Jump Shot,[],1628398,64.99671484888306,10.049019607843137,1610612764,55,42,2022-02-13T00:53:28Z,2400000,-200.0,277.0,1,right,K. Kuzma 34' 3PT  (11 PTS) (C. Kispert 5 AST),"[1628398, 1630557]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,34.11,Made,11.0,,,,,C. Kispert,1630557.0,5.0,,,,,,,,,,,
245,PT04M02.00S,2022-02-13T00:53:37.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628368,8.886333771353483,62.5,1610612758,55,42,2022-02-13T00:53:46Z,2420000,-62.0,31.0,1,left,MISS D. Fox 6' Hook,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,,
246,PT03M59.00S,2022-02-13T00:53:39.2Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,55,42,2022-02-13T00:53:39Z,2430000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,,
247,PT03M58.00S,2022-02-13T00:53:41.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.30946123521682,51.470588235294116,1610612758,55,44,2022-02-13T00:55:55Z,2440000,-7.0,16.0,1,left,D. Sabonis reverse Layup (8 PTS),[1627734],1610612758.0,SAC,reverse,,,Sabonis,D. Sabonis,,,,,1.78,Made,8.0,,,,,,,,,,,,,,,,,,
248,PT03M42.00S,2022-02-13T00:53:55.9Z,2,REGULAR,3pt,Jump Shot,[],1628398,94.69448094612353,96.56862745098039,1610612764,55,44,2022-02-13T00:54:00Z,2450000,233.0,-3.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
249,PT03M41.00S,2022-02-13T00:53:56.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,55,44,2022-02-13T00:54:00Z,2460000,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,248.0,4.0,3.0,1.0,,,,,,,,,,,,,,
250,PT03M32.00S,2022-02-13T00:54:06.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,9.543363994743759,48.28431372549019,1610612758,55,44,2022-02-13T00:54:11Z,2470000,9.0,37.0,1,left,MISS D. Sabonis cutting DUNK,[1627734],1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,,
251,PT03M30.00S,2022-02-13T00:54:08.5Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,55,44,2022-02-13T00:54:11Z,2480000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,250.0,1.0,1.0,0.0,,,,,,,,,,,,,,
252,PT03M26.00S,2022-02-13T00:54:13.5Z,2,REGULAR,3pt,Jump Shot,[],1630557,93.38042049934296,3.1862745098039214,1610612764,55,44,2022-02-13T00:56:33Z,2490000,-234.0,10.0,1,right,MISS C. Kispert pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
253,PT03M23.00S,2022-02-13T00:54:16.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,55,44,2022-02-13T00:54:19Z,2500000,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,252.0,5.0,4.0,1.0,,,,,,,,,,,,,,
254,PT03M15.00S,2022-02-13T00:54:24.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.09789750328515,55.63725490196079,1610612758,55,46,2022-02-13T00:54:29Z,2510000,-28.0,24.0,1,left,D. Sabonis cutting Layup (10 PTS) (J. Holiday 1 AST),"[1627734, 203200]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,3.68,Made,10.0,,,,,J. Holiday,203200.0,1.0,,,,,,,,,,,
256,PT02M52.00S,2022-02-13T00:54:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,90.75229960578186,61.029411764705884,1610612764,55,46,2022-02-13T00:54:51Z,2530000,55.0,34.0,1,right,MISS A. Gill 6' turnaround Shot,[1630264],1610612764.0,WAS,turnaround,,,Gill,A. Gill,,,,,6.5,Missed,,,,,,,,,,,,,,,,,,,
257,PT02M49.00S,2022-02-13T00:54:49.4Z,2,REGULAR,rebound,offensive,[],203484,,,1610612764,55,46,2022-02-13T00:54:49Z,2540000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,256.0,3.0,2.0,1.0,,,,,,,,,,,,,,
258,PT02M49.00S,2022-02-13T00:54:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203484,94.40999984741211,50.0,1610612764,57,46,2022-02-13T00:54:49Z,2550000,0.0,0.0,1,right,K. Caldwell-Pope tip Layup (6 PTS),[203484],1610612764.0,WAS,tip,,,Caldwell-Pope,K. Caldwell-Pope,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
259,PT02M33.00S,2022-02-13T00:55:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,5.075558475689881,45.83333333333333,1610612758,57,48,2022-02-13T00:55:09Z,2560000,21.0,-5.0,1,left,H. Barnes driving bank Jump Shot (6 PTS) (D. Sabonis 3 AST),"[203084, 1627734]",1610612758.0,SAC,driving bank,,,Barnes,H. Barnes,,,,,2.13,Made,6.0,,,,,D. Sabonis,1627734.0,3.0,,,,,,,,,,,
261,PT02M24.00S,2022-02-13T00:55:18.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612764,57,48,2022-02-13T00:55:28Z,2580000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Kuzma 2 FT),"[203200, 1628398]",1610612758.0,SAC,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Kuzma,1628398.0,
263,PT02M24.00S,2022-02-13T00:55:53.7Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,57,48,2022-02-13T00:55:53Z,2600000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Missed,,,,,,,,,,,,,,,,,,,
264,PT02M24.00S,2022-02-13T00:55:53.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,57,48,2022-02-13T00:55:53Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,,,
265,PT02M24.00S,2022-02-13T00:55:54.4Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,57,48,2022-02-13T00:56:02Z,2620000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M24.00S,2022-02-13T00:55:54.4Z,2,REGULAR,substitution,out,[],1628978,,,1610612764,57,48,2022-02-13T00:56:02Z,2630000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M24.00S,2022-02-13T00:55:54.4Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,57,48,2022-02-13T00:56:02Z,2640000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M24.00S,2022-02-13T00:55:54.4Z,2,REGULAR,substitution,in,[],1630558,,,1610612764,57,48,2022-02-13T00:56:02Z,2650000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M24.00S,2022-02-13T00:56:17.0Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,58,48,2022-02-13T00:56:17Z,2660000,,,0,,K. Kuzma Free Throw 2 of 2 (12 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
270,PT02M11.00S,2022-02-13T00:56:32.3Z,2,REGULAR,3pt,Jump Shot,[],1630558,30.305519053876477,74.01960784313727,1610612758,58,48,2022-02-13T00:56:39Z,2670000,-120.0,232.0,1,left,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
271,PT02M05.00S,2022-02-13T00:56:38.3Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,58,48,2022-02-13T00:56:39Z,2680000,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,270.0,2.0,1.0,1.0,,,,,,,,,,,,,,
