actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
16,PT10M52.00S,2021-12-02T00:11:36.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626156,31.61957950065703,72.05882352941177,1610612750,0,2,2021-12-02T00:11:42Z,160000,-110.0,245.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2021-12-02T00:11:36.5Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,0,2,2021-12-02T00:11:42Z,170000,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
18,PT10M49.00S,2021-12-02T00:11:40.3Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612750,0,2,2021-12-02T00:11:47Z,180000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Towns 2 FT),"[1629655, 1626157]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Towns,1626157.0,
20,PT10M49.00S,2021-12-02T00:12:11.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626157,,,1610612750,0,3,2021-12-02T00:12:11Z,200000,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
21,PT10M49.00S,2021-12-02T00:12:34.6Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626157,,,1610612750,0,4,2021-12-02T00:12:34Z,210000,,,0,,K. Towns Free Throw 2 of 2 (2 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
22,PT10M37.00S,2021-12-02T00:12:49.0Z,1,REGULAR,2pt,Jump Shot,[],203078,91.80354796320631,75.98039215686273,1610612764,2,4,2021-12-02T00:12:53Z,220000,130.0,25.0,1,right,B. Beal 13' pullup Jump Shot (2 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,13.22,Made,,,,,2.0,,,,,,,,,,,,,,
23,PT10M24.00S,2021-12-02T00:13:02.5Z,1,REGULAR,2pt,Layup,[],1626157,7.835085413929041,71.81372549019608,1610612750,2,4,2021-12-02T00:13:11Z,230000,-109.0,21.0,1,left,MISS K. Towns 11' driving Layup - blocked,"[1626157, 1628398]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,11.11,Missed,,,,,,,,,,,,Kuzma,1628398.0,,,,,,
24,PT10M24.00S,2021-12-02T00:13:02.5Z,1,REGULAR,block,,[],1628398,,,1610612750,2,4,2021-12-02T00:13:04Z,240000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M24.00S,2021-12-02T00:13:02.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,2,4,2021-12-02T00:13:11Z,250000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,
26,PT10M24.00S,2021-12-02T00:13:10.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,2,4,2021-12-02T00:13:10Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M13.00S,2021-12-02T00:13:29.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626157,11.383048620236531,50.73529411764706,1610612750,2,4,2021-12-02T00:13:33Z,270000,-4.0,55.0,1,left,MISS K. Towns driving Hook,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,5.46,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M11.00S,2021-12-02T00:13:31.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,2,4,2021-12-02T00:13:33Z,280000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
29,PT10M01.00S,2021-12-02T00:13:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,90.09526938239159,61.274509803921575,1610612764,2,4,2021-12-02T00:13:45Z,290000,56.0,41.0,1,right,MISS K. Kuzma 6' driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,6.95,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M57.00S,2021-12-02T00:13:44.6Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,2,4,2021-12-02T00:13:45Z,300000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
31,PT09M57.00S,2021-12-02T00:13:44.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612764,4,4,2021-12-02T00:16:20Z,310000,0.0,0.0,1,right,D. Gafford tip DUNK (2 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
32,PT09M40.00S,2021-12-02T00:14:00.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,9.411957950065702,57.107843137254896,1610612750,4,4,2021-12-02T00:14:06Z,320000,-36.0,36.0,1,left,MISS K. Towns Hook,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M39.00S,2021-12-02T00:14:01.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,4,4,2021-12-02T00:14:06Z,330000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
34,PT09M32.00S,2021-12-02T00:14:10.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203078,93.24901445466492,53.67647058823529,1610612764,6,4,2021-12-02T00:14:14Z,340000,18.0,11.0,1,right,B. Beal driving DUNK (4 PTS) (K. Kuzma 1 AST),"[203078, 1628398]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,2.14,Made,,,,,4.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,
36,PT09M20.00S,2021-12-02T00:14:21.9Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,6,4,2021-12-02T00:14:26Z,360000,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1628398]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0,,,,,,,,
37,PT09M20.00S,2021-12-02T00:14:21.9Z,1,REGULAR,steal,,[],1628398,,,1610612764,6,4,2021-12-02T00:19:08Z,370000,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M17.00S,2021-12-02T00:14:24.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,93.11760840998686,47.549019607843135,1610612764,6,4,2021-12-02T00:14:33Z,380000,-12.0,12.0,1,right,MISS K. Caldwell-Pope running DUNK,[203484],1610612764.0,WAS,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,,
39,PT09M14.00S,2021-12-02T00:14:27.5Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,6,4,2021-12-02T00:14:27Z,390000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT09M11.00S,2021-12-02T00:14:30.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,24.78646517739816,88.23529411764706,1610612750,6,4,2021-12-02T00:14:38Z,400000,-191.0,180.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
41,PT09M11.00S,2021-12-02T00:14:30.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,6,4,2021-12-02T00:14:38Z,410000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,40.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
43,PT09M01.00S,2021-12-02T00:14:43.6Z,1,REGULAR,foul,personal,[],1627752,,,1610612764,6,4,2021-12-02T00:14:57Z,430000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1629655]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Gafford,1629655.0,
46,PT08M54.00S,2021-12-02T00:15:16.9Z,1,REGULAR,foul,offensive,[],203484,,,1610612764,6,4,2021-12-02T00:15:31Z,460000,,,0,,K. Caldwell-Pope offensive FOUL (1 PF),"[203484, 1627752]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Prince,1627752.0,
48,PT08M54.00S,2021-12-02T00:15:16.9Z,1,REGULAR,turnover,offensive foul,[],203484,,,1610612764,6,4,2021-12-02T00:15:16Z,480000,,,0,,K. Caldwell-Pope offensive foul TURNOVER (1 TO),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,1.0,,,,,1627961.0,,,,,
49,PT08M41.00S,2021-12-02T00:15:52.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626157,10.068988173455978,54.41176470588235,1610612750,6,4,2021-12-02T00:15:55Z,490000,-22.0,42.0,1,left,MISS K. Towns driving DUNK - blocked,"[1626157, 1629655]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,4.75,Missed,,,,,,,,,,,,Gafford,1629655.0,,,,,,
50,PT08M41.00S,2021-12-02T00:15:52.0Z,1,REGULAR,block,,[],1629655,,,1610612750,6,4,2021-12-02T00:15:54Z,500000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M38.00S,2021-12-02T00:15:55.0Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,6,4,2021-12-02T00:15:55Z,510000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
52,PT08M35.00S,2021-12-02T00:15:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,94.03745072273325,58.08823529411765,1610612764,6,4,2021-12-02T00:16:04Z,520000,40.0,4.0,1,right,MISS K. Caldwell-Pope driving Layup - blocked,"[203484, 1629020]",1610612764.0,WAS,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,4.06,Missed,,,,,,,,,,,,Vanderbilt,1629020.0,,,,,,
53,PT08M35.00S,2021-12-02T00:15:57.8Z,1,REGULAR,block,,[],1629020,,,1610612764,6,4,2021-12-02T00:16:00Z,530000,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M32.00S,2021-12-02T00:16:00.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,6,4,2021-12-02T00:20:50Z,540000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
55,PT08M28.00S,2021-12-02T00:16:03.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,24.26084099868594,92.40196078431373,1610612750,6,7,2021-12-02T00:16:08Z,550000,-212.0,176.0,1,left,A. Edwards 27' 3PT  (3 PTS) (D. Russell 1 AST),"[1630162, 1626156]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,27.53,Made,,,,,3.0,D. Russell,1626156.0,1.0,,,,,,,,,,,
57,PT08M04.00S,2021-12-02T00:16:27.7Z,1,REGULAR,3pt,Jump Shot,[],203484,93.77463863337714,3.9215686274509802,1610612764,6,7,2021-12-02T00:16:33Z,570000,-230.0,6.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
58,PT08M03.00S,2021-12-02T00:16:28.7Z,1,REGULAR,rebound,offensive,[],203484,,,1610612764,6,7,2021-12-02T00:16:33Z,580000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
59,PT08M00.00S,2021-12-02T00:16:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203484,90.62089356110381,42.15686274509804,1610612764,6,7,2021-12-02T00:16:39Z,590000,-39.0,36.0,1,right,MISS K. Caldwell-Pope Layup - blocked,"[203484, 1626157]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,5.3,Missed,,,,,,,,,,,,Towns,1626157.0,,,,,,
60,PT08M00.00S,2021-12-02T00:16:32.2Z,1,REGULAR,block,,[],1626157,,,1610612764,6,7,2021-12-02T00:16:35Z,600000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M57.00S,2021-12-02T00:16:35.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,6,7,2021-12-02T00:17:28Z,610000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
62,PT07M48.00S,2021-12-02T00:16:44.5Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,6,7,2021-12-02T00:16:49Z,620000,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 203484]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,
63,PT07M48.00S,2021-12-02T00:16:44.5Z,1,REGULAR,steal,,[],203484,,,1610612764,6,7,2021-12-02T00:16:46Z,630000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M43.00S,2021-12-02T00:16:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,90.3580814717477,50.245098039215684,1610612764,6,7,2021-12-02T00:16:57Z,640000,1.0,38.0,1,right,MISS K. Kuzma Layup - blocked,"[1628398, 1630162]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,3.81,Missed,,,,,,,,,,,,Edwards,1630162.0,,,,,,
65,PT07M43.00S,2021-12-02T00:16:48.7Z,1,REGULAR,block,,[],1630162,,,1610612764,6,7,2021-12-02T00:16:52Z,650000,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M42.00S,2021-12-02T00:16:49.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,6,7,2021-12-02T00:16:57Z,660000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT07M42.00S,2021-12-02T00:16:54.9Z,1,REGULAR,turnover,traveling,[],1626156,,,1610612750,6,7,2021-12-02T00:23:10Z,670000,,,0,,D. Russell traveling TURNOVER (1 TO),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,1.0,,,,,2882.0,,,,,
68,PT07M31.00S,2021-12-02T00:17:24.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,93.64323258869908,3.1862745098039214,1610612764,6,7,2021-12-02T00:17:30Z,680000,-234.0,7.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
69,PT07M29.00S,2021-12-02T00:17:26.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,6,7,2021-12-02T00:17:30Z,690000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
70,PT07M19.00S,2021-12-02T00:17:35.7Z,1,REGULAR,3pt,Jump Shot,[],1627752,12.565703022339028,98.77450980392157,1610612750,6,10,2021-12-02T00:17:41Z,700000,-244.0,66.0,1,left,T. Prince 25' 3PT  (3 PTS) (A. Edwards 1 AST),"[1627752, 1630162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,25.26,Made,,,,,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,
72,PT07M12.00S,2021-12-02T00:17:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,94.30026281208936,52.20588235294118,1610612764,8,10,2021-12-02T00:24:23Z,720000,11.0,1.0,1,right,K. Caldwell-Pope cutting Layup (2 PTS) (K. Kuzma 2 AST),"[203484, 1628398]",1610612764.0,WAS,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,1.11,Made,,,,,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,
74,PT07M00.00S,2021-12-02T00:17:54.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,24.26084099868594,11.27450980392157,1610612750,8,10,2021-12-02T00:17:59Z,740000,194.0,176.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M57.00S,2021-12-02T00:17:57.5Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,8,10,2021-12-02T00:17:59Z,750000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,74.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
76,PT06M49.00S,2021-12-02T00:18:08.5Z,1,REGULAR,foul,personal,[],1627752,,,1610612764,8,10,2021-12-02T00:18:59Z,760000,,,0,,T. Prince personal FOUL (2 PF),"[1627752, 1629655]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Gafford,1629655.0,
78,PT06M49.00S,2021-12-02T00:18:44.8Z,1,REGULAR,foul,technical,['1freethrow'],203484,,,1610612764,8,10,2021-12-02T00:21:13Z,780000,,,0,,K. Caldwell-Pope technical FOUL (1 Tech),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,203177.0,1.0,1.0,,,
134,PT06M49.00S,2021-12-02T00:20:04.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,8,10,2021-12-02T00:29:35Z,785000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M49.00S,2021-12-02T00:21:24.9Z,1,REGULAR,substitution,out,[],203915,,,1610612764,8,10,2021-12-02T00:21:27Z,790000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M49.00S,2021-12-02T00:21:24.9Z,1,REGULAR,substitution,in,[],203526,,,1610612764,8,10,2021-12-02T00:21:27Z,800000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M49.00S,2021-12-02T00:21:29.9Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612764,8,11,2021-12-02T00:21:29Z,810000,,,0,,K. Towns technical Free Throw 1 of 1 (3 PTS),[1626157],1610612750.0,MIN,technical,,,Towns,K. Towns,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
82,PT06M35.00S,2021-12-02T00:22:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.77463863337714,36.029411764705884,1610612764,8,11,2021-12-02T00:59:06Z,820000,-70.0,6.0,1,right,MISS B. Beal 7' driving Layup - blocked,"[203078, 1626156]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,7.02,Missed,,,,,,,,,,,,Russell,1626156.0,,,,,,
83,PT06M35.00S,2021-12-02T00:22:12.2Z,1,REGULAR,block,,[],1626156,,,1610612764,8,11,2021-12-02T00:22:14Z,830000,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M35.00S,2021-12-02T00:22:12.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,8,11,2021-12-02T00:22:20Z,840000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,
85,PT06M35.00S,2021-12-02T00:22:16.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,8,11,2021-12-02T00:22:28Z,850000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,1627961.0,,,,,
86,PT06M17.00S,2021-12-02T00:22:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,8.754927726675426,57.35294117647059,1610612750,8,11,2021-12-02T00:22:47Z,860000,-37.0,30.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,4.74,Missed,,,,,,,,,,,,,,,,,,,
