actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
23,PT09M43.00S,2021-11-05T23:14:22.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,8,2021-11-05T23:14:23Z,230000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,
24,PT09M36.00S,2021-11-05T23:14:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,91.40932982917214,53.18627450980392,1610612763,6,8,2021-11-05T23:14:32Z,240000,16.0,28.0,1,right,MISS S. Adams Layup,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,3.25,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2021-11-05T23:14:30.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,6,8,2021-11-05T23:14:32Z,260000,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,24.0,1.0,0.0,1.0,,,,,,
27,PT09M33.00S,2021-11-05T23:14:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,91.80354796320631,58.57843137254902,1610612763,6,8,2021-11-05T23:14:36Z,270000,43.0,25.0,1,right,MISS S. Adams Layup - blocked,"[203500, 203915]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,4.94,Missed,,,,,,,,,,,,,,Dinwiddie,203915.0,,,,
28,PT09M33.00S,2021-11-05T23:14:32.5Z,1,REGULAR,block,,[],203915,,,1610612763,6,8,2021-11-05T23:14:35Z,280000,,,0,,S. Dinwiddie BLOCK (1 BLK),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2021-11-05T23:14:36.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,6,8,2021-11-05T23:14:36Z,290000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
30,PT09M23.00S,2021-11-05T23:14:45.5Z,1,REGULAR,foul,personal,[],1630217,,,1610612764,6,8,2021-11-05T23:14:56Z,300000,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 203915]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,201246.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,
32,PT09M14.00S,2021-11-05T23:15:12.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.30946123521682,47.30392156862745,1610612764,8,8,2021-11-05T23:15:17Z,320000,13.0,16.0,1,left,D. Gafford alley-oop DUNK (6 PTS) (S. Dinwiddie 2 AST),"[1629655, 203915]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,2.11,Made,6.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,,
34,PT08M59.00S,2021-11-05T23:15:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.11760840998686,49.50980392156863,1610612763,8,10,2021-11-05T23:15:31Z,340000,-2.0,12.0,1,right,D. Bane cutting Layup (4 PTS) (S. Adams 2 AST),"[1630217, 203500]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,1.25,Made,4.0,S. Adams,203500.0,2.0,,,,,,,,,,,,,,,
36,PT08M51.00S,2021-11-05T23:15:36.1Z,1,REGULAR,3pt,Jump Shot,[],203484,21.107095926412615,7.107843137254902,1610612764,11,10,2021-11-05T23:15:40Z,360000,214.0,146.0,1,left,K. Caldwell-Pope 25' 3PT  (3 PTS) (K. Kuzma 1 AST),"[203484, 1628398]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.94,Made,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,,
38,PT08M40.00S,2021-11-05T23:15:48.3Z,1,REGULAR,foul,personal,[],203915,,,1610612763,11,10,2021-11-05T23:15:57Z,380000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1629001]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,201246.0,1.0,0.0,Melton,1629001.0,,,,,,,,,,
40,PT08M34.00S,2021-11-05T23:16:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.11760840998686,60.29411764705882,1610612763,11,10,2021-11-05T23:29:12Z,400000,51.0,12.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,5.29,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M31.00S,2021-11-05T23:16:13.3Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,11,10,2021-11-05T23:20:47Z,410000,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,40.0,2.0,0.0,2.0,,,,,,
42,PT08M31.00S,2021-11-05T23:16:12.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,93.77463863337714,50.49019607843137,1610612763,11,12,2021-11-05T23:20:33Z,420000,2.0,6.0,1,right,S. Adams tip Layup (2 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.65,Made,2.0,,,,,,,,,,,,,,,,,,
43,PT08M22.00S,2021-11-05T23:16:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,20.318659658344284,41.42156862745098,1610612764,11,12,2021-11-05T23:16:25Z,430000,43.0,138.0,1,left,MISS K. Caldwell-Pope 14' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,14.5,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2021-11-05T23:16:24.1Z,1,REGULAR,rebound,offensive,[],203484,,,1610612764,11,12,2021-11-05T23:16:24Z,440000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,
45,PT08M18.00S,2021-11-05T23:16:25.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,26.231931668856767,88.23529411764706,1610612764,14,12,2021-11-05T23:16:29Z,450000,-191.0,194.0,1,left,K. Kuzma 27' 3PT  (3 PTS) (K. Caldwell-Pope 2 AST),"[1628398, 203484]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,27.25,Made,3.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,,
47,PT07M51.00S,2021-11-05T23:16:52.1Z,1,REGULAR,3pt,Jump Shot,[],1629630,74.32654402102497,12.5,1610612763,14,12,2021-11-05T23:16:57Z,470000,-188.0,189.0,1,right,MISS J. Morant 26' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M49.00S,2021-11-05T23:16:54.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,14,12,2021-11-05T23:16:57Z,480000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,
49,PT07M36.00S,2021-11-05T23:17:08.1Z,1,REGULAR,3pt,Jump Shot,[],203915,7.440867279894875,3.6764705882352944,1610612764,17,12,2021-11-05T23:17:25Z,490000,232.0,17.0,1,left,S. Dinwiddie 3PT  (3 PTS) (B. Beal 2 AST),"[203915, 203078]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,23.23,Made,3.0,B. Beal,203078.0,2.0,,,,,,,,,,,,,,,
558,PT07M36.00S,2021-11-05T23:18:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,17,12,2021-11-06T01:04:13Z,505000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2021-11-05T23:20:44.3Z,1,REGULAR,2pt,Jump Shot,[],1629630,85.3646517739816,33.088235294117645,1610612763,17,12,2021-11-05T23:29:26Z,510000,-85.0,85.0,1,right,MISS J. Morant 12' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M15.00S,2021-11-05T23:20:47.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,17,12,2021-11-05T23:20:50Z,520000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,
53,PT07M12.00S,2021-11-05T23:20:52.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,10.5946123521682,51.470588235294116,1610612764,17,12,2021-11-05T23:43:00Z,530000,-7.0,47.0,1,left,MISS K. Kuzma driving finger roll Layup,[1628398],1610612764.0,WAS,driving finger roll,,,Kuzma,K. Kuzma,,,,,4.77,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M11.00S,2021-11-05T23:20:53.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,17,12,2021-11-05T23:43:00Z,540000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,53.0,1.0,0.0,1.0,,,,,,
55,PT07M10.00S,2021-11-05T23:21:01.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,9.543363994743759,50.0,1610612764,19,12,2021-11-05T23:43:24Z,550000,0.0,37.0,1,left,D. Gafford putback DUNK (8 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,3.72,Made,8.0,,,,,,,,,,,,,,,,,,
56,PT06M50.00S,2021-11-05T23:21:12.1Z,1,REGULAR,3pt,Jump Shot,[],1628991,76.82325886990802,7.598039215686274,1610612763,19,15,2021-11-05T23:21:15Z,560000,-212.0,165.0,1,right,J. Jackson Jr. 26' 3PT  (7 PTS) (D. Melton 1 AST),"[1628991, 1629001]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.89,Made,7.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,,
58,PT06M40.00S,2021-11-05T23:21:21.8Z,1,REGULAR,2pt,Jump Shot,[],203078,12.302890932982917,67.64705882352942,1610612764,21,15,2021-11-05T23:21:27Z,580000,-88.0,63.0,1,left,B. Beal 10' driving floating Jump Shot (4 PTS) (D. Gafford 1 AST),"[203078, 1629655]",1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,10.84,Made,4.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,,,
60,PT06M29.00S,2021-11-05T23:21:34.7Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612763,21,15,2021-11-05T23:21:46Z,600000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1628398, 1628991]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,204058.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,
62,PT06M29.00S,2021-11-05T23:22:04.2Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,21,16,2021-11-05T23:22:04Z,620000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (8 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
63,PT06M29.00S,2021-11-05T23:22:05.0Z,1,REGULAR,substitution,out,[],203915,,,1610612763,21,16,2021-11-05T23:22:16Z,630000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M29.00S,2021-11-05T23:22:05.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,21,16,2021-11-05T23:22:16Z,640000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M29.00S,2021-11-05T23:22:05.0Z,1,REGULAR,substitution,in,[],203526,,,1610612763,21,16,2021-11-05T23:22:16Z,650000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M29.00S,2021-11-05T23:22:05.0Z,1,REGULAR,substitution,in,[],1630533,,,1610612763,21,16,2021-11-05T23:22:16Z,660000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2021-11-05T23:22:35.6Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,21,17,2021-11-05T23:22:35Z,670000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
68,PT06M16.00S,2021-11-05T23:22:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,18.74178712220762,46.32352941176471,1610612764,23,17,2021-11-05T23:22:55Z,680000,18.0,124.0,1,left,R. Neto 12' turnaround fadeaway Jump Shot (2 PTS),[203526],1610612764.0,WAS,turnaround fadeaway,,,Neto,R. Neto,,,,,12.51,Made,2.0,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2021-11-05T23:23:03.6Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,23,17,2021-11-05T23:23:12Z,690000,,,0,,Z. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630533],1610612763.0,MEM,lost ball,,,Williams,Z. Williams,,,,,,,,,,,201246.0,,,,,,,,,,,1.0,,,
71,PT05M55.00S,2021-11-05T23:23:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612764,23,17,2021-11-05T23:23:26Z,710000,,,0,,Z. Williams shooting personal FOUL (1 PF) (Beal 2 FT),"[1630533, 203078]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,,,,,,,1627963.0,1.0,0.0,Beal,203078.0,,,,,,,,,,
73,PT05M55.00S,2021-11-05T23:23:52.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203078,,,1610612764,24,17,2021-11-05T23:23:52Z,730000,,,0,,B. Beal Free Throw 1 of 2 (5 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
74,PT05M55.00S,2021-11-05T23:23:52.6Z,1,REGULAR,substitution,out,[],203484,,,1610612764,24,17,2021-11-05T23:24:00Z,740000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M55.00S,2021-11-05T23:23:52.6Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,24,17,2021-11-05T23:24:00Z,750000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M55.00S,2021-11-05T23:23:52.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,24,17,2021-11-05T23:24:00Z,760000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M55.00S,2021-11-05T23:23:52.6Z,1,REGULAR,substitution,in,[],1626149,,,1610612764,24,17,2021-11-05T23:24:00Z,770000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M55.00S,2021-11-05T23:24:11.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203078,,,1610612764,25,17,2021-11-05T23:24:11Z,780000,,,0,,B. Beal Free Throw 2 of 2 (6 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
79,PT05M39.00S,2021-11-05T23:24:32.1Z,1,REGULAR,3pt,Jump Shot,[],1629001,81.94809461235218,95.83333333333334,1610612763,25,17,2021-11-05T23:24:36Z,790000,229.0,117.0,1,right,MISS D. Melton 25' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
80,PT05M37.00S,2021-11-05T23:24:34.1Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612763,25,17,2021-11-05T23:24:36Z,800000,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,
81,PT05M34.00S,2021-11-05T23:24:37.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203500,83.65637319316689,54.166666666666664,1610612763,25,17,2021-11-05T23:24:42Z,810000,21.0,101.0,1,right,MISS S. Adams 10' Hook,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,10.32,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M31.00S,2021-11-05T23:24:40.1Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,25,17,2021-11-05T23:24:42Z,820000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,
83,PT05M25.00S,2021-11-05T23:24:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,18.74178712220762,36.51960784313725,1610612764,27,17,2021-11-05T23:24:50Z,830000,67.0,124.0,1,left,R. Neto 14' floating Jump Shot (4 PTS),[203526],1610612764.0,WAS,floating,,,Neto,R. Neto,,,,,14.09,Made,4.0,,,,,,,,,,,,,,,,,,
84,PT05M14.00S,2021-11-05T23:25:00.9Z,1,REGULAR,foul,personal,[],203526,,,1610612763,27,17,2021-11-05T23:25:13Z,840000,,,0,,R. Neto personal FOUL (1 PF),"[203526, 1629630]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,1627963.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,
86,PT05M14.00S,2021-11-05T23:25:11.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,27,17,2021-11-05T23:25:16Z,860000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M14.00S,2021-11-05T23:25:11.0Z,1,REGULAR,substitution,in,[],203937,,,1610612763,27,17,2021-11-05T23:25:16Z,870000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M07.00S,2021-11-05T23:25:35.2Z,1,REGULAR,3pt,Jump Shot,[],1629630,71.69842312746385,79.16666666666666,1610612763,27,17,2021-11-05T23:25:40Z,880000,146.0,214.0,1,right,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M03.00S,2021-11-05T23:25:39.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,27,17,2021-11-05T23:25:40Z,890000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,88.0,3.0,3.0,0.0,,,,,,
90,PT04M54.00S,2021-11-05T23:25:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,19.267411300919843,49.754901960784316,1610612764,29,17,2021-11-05T23:25:52Z,900000,1.0,129.0,1,left,K. Kuzma 12' floating Jump Shot (5 PTS) (B. Beal 3 AST),"[1628398, 203078]",1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,12.86,Made,5.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,,,
92,PT04M41.00S,2021-11-05T23:26:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,84.57621550591328,53.92156862745098,1610612763,29,17,2021-11-05T23:26:13Z,920000,20.0,92.0,1,right,MISS J. Morant 9' Layup,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,9.46,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M39.00S,2021-11-05T23:26:02.3Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,29,17,2021-11-05T23:26:13Z,930000,,,0,,J. Morant REBOUND (Off:1 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,,
