actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
18,PT10M42.00S,2022-03-20T00:12:54.1Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,3,4,2022-03-20T00:12:54Z,180000,,,0,,K. Porzingis Free Throw 2 of 2 (1 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
19,PT10M29.00S,2022-03-20T00:13:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,92.42772667542707,53.431372549019606,1610612747,3,6,2022-03-20T00:13:12Z,190000,17.0,19.0,1,right,A. Reaves driving reverse Layup (2 PTS),[1630559],1610612747.0,LAL,driving reverse,,,Reaves,A. Reaves,,,,,2.54,Made,2.0,,,,,,,,,,,,,,,,,,
20,PT10M11.00S,2022-03-20T00:13:24.6Z,1,REGULAR,3pt,Jump Shot,[],1629060,30.14126149802891,28.431372549019613,1610612764,3,6,2022-03-20T00:13:33Z,200000,108.0,231.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M08.00S,2022-03-20T00:13:27.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,3,6,2022-03-20T00:13:33Z,210000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,
22,PT10M05.00S,2022-03-20T00:13:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,92.69053876478318,48.0392156862745,1610612747,3,6,2022-03-20T00:13:38Z,220000,-10.0,16.0,1,right,MISS L. James Layup,[2544],1610612747.0,LAL,,,,James,L. James,,,,,1.89,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M05.00S,2022-03-20T00:13:31.4Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,3,6,2022-03-20T00:13:38Z,240000,,,0,,L. James REBOUND (Off:1 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,
25,PT10M00.00S,2022-03-20T00:13:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,94.26741130091985,49.01960784313726,1610612747,3,8,2022-03-20T00:13:41Z,250000,-5.0,1.0,1,right,L. James Layup (2 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,0.51,Made,2.0,,,,,,,,,,,,,,,,,,
26,PT09M46.00S,2022-03-20T00:13:50.4Z,1,REGULAR,foul,personal,[],2544,,,1610612764,3,8,2022-03-20T00:14:06Z,260000,,,0,,L. James personal FOUL (1 PF),"[2544, 203526]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,200832.0,1.0,0.0,Neto,203526.0,,,,,,
28,PT09M32.00S,2022-03-20T00:14:37.0Z,1,REGULAR,2pt,Jump Shot,[],204001,9.379106438896187,78.92156862745098,1610612764,3,8,2022-03-20T00:14:43Z,280000,-145.0,36.0,1,left,MISS K. Porzingis 14' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,14.89,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M28.00S,2022-03-20T00:14:41.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,3,8,2022-03-20T00:14:43Z,290000,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,
30,PT09M22.00S,2022-03-20T00:14:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.08475689881735,44.36274509803921,1610612747,3,10,2022-03-20T00:14:53Z,300000,-28.0,13.0,1,right,R. Westbrook cutting Layup (4 PTS) (L. James 2 AST),"[201566, 2544]",1610612747.0,LAL,cutting,,,Westbrook,R. Westbrook,,,,,3.08,Made,4.0,L. James,2544.0,2.0,,,,,,,,,,,,,,,
32,PT09M10.00S,2022-03-20T00:14:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630557,32.24375821287779,63.970588235294116,1610612764,6,10,2022-03-20T00:15:15Z,320000,-70.0,251.0,1,left,C. Kispert 26' 3PT pullup (3 PTS) (R. Neto 2 AST),"[1630557, 203526]",1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,26.02,Made,3.0,R. Neto,203526.0,2.0,,,,,,,,,,,,,,,
34,PT08M57.00S,2022-03-20T00:15:12.8Z,1,REGULAR,3pt,Jump Shot,[],2544,64.83245729303547,51.96078431372549,1610612747,6,10,2022-03-20T00:15:17Z,340000,10.0,278.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,27.83,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M52.00S,2022-03-20T00:15:17.8Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,6,10,2022-03-20T00:15:17Z,350000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT08M42.00S,2022-03-20T00:15:26.8Z,1,REGULAR,3pt,Jump Shot,[],203484,5.305519053876466,96.07843137254902,1610612764,9,10,2022-03-20T00:15:30Z,360000,-230.0,-3.0,1,left,K. Caldwell-Pope 3PT  (3 PTS) (K. Porzingis 1 AST),"[203484, 204001]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.04,Made,3.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,,
38,PT08M23.00S,2022-03-20T00:15:48.1Z,1,REGULAR,foul,personal,[],204001,,,1610612747,9,10,2022-03-20T00:15:56Z,380000,,,0,,K. Porzingis personal FOUL (1 PF),"[204001, 1630559]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,200832.0,1.0,0.0,Reaves,1630559.0,,,,,,
40,PT08M16.00S,2022-03-20T00:16:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.19382391590013,53.431372549019606,1610612747,9,12,2022-03-20T00:16:16Z,400000,17.0,40.0,1,right,L. James cutting Layup (4 PTS) (S. Johnson 1 AST),"[2544, 1626169]",1610612747.0,LAL,cutting,,,James,L. James,,,,,4.33,Made,4.0,S. Johnson,1626169.0,1.0,,,,,,,,,,,,,,,
42,PT08M07.00S,2022-03-20T00:16:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,12.13863337713535,54.16666666666667,1610612764,9,12,2022-03-20T00:16:23Z,420000,-21.0,62.0,1,left,MISS K. Caldwell-Pope 6' Layup,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,6.5,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M04.00S,2022-03-20T00:16:21.8Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,9,12,2022-03-20T00:16:23Z,430000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,
44,PT07M43.00S,2022-03-20T00:16:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.2161629434954,44.36274509803921,1610612747,9,14,2022-03-20T00:16:48Z,440000,-28.0,11.0,1,right,M. Monk driving finger roll Layup (2 PTS) (A. Reaves 1 AST),"[1628370, 1630559]",1610612747.0,LAL,driving finger roll,,,Monk,M. Monk,,,,,3.04,Made,2.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,,
46,PT07M27.00S,2022-03-20T00:16:58.6Z,1,REGULAR,2pt,Jump Shot,[],204001,9.641918528252305,25.490196078431367,1610612764,9,14,2022-03-20T00:17:03Z,460000,123.0,38.0,1,left,MISS K. Porzingis 12' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,12.83,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M24.00S,2022-03-20T00:17:01.6Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,9,14,2022-03-20T00:17:03Z,470000,,,0,,S. Johnson REBOUND (Off:0 Def:2),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,
48,PT07M22.00S,2022-03-20T00:17:06.8Z,1,REGULAR,foul,personal,[],203526,,,1610612747,9,14,2022-03-20T00:17:16Z,480000,,,0,,R. Neto personal FOUL (1 PF),"[203526, 2544]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,204058.0,1.0,0.0,James,2544.0,,,,,,
50,PT07M12.00S,2022-03-20T00:17:35.9Z,1,REGULAR,2pt,Jump Shot,[],1626169,75.08212877792378,55.88235294117647,1610612747,9,14,2022-03-20T00:17:40Z,500000,29.0,182.0,1,right,MISS S. Johnson 18' pullup Shot,[1626169],1610612747.0,LAL,pullup,,,Johnson,S. Johnson,,,,,18.41,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M09.00S,2022-03-20T00:17:38.9Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,9,14,2022-03-20T00:17:40Z,510000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT07M05.00S,2022-03-20T00:17:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630557,6.750985545335084,48.774509803921575,1610612764,11,14,2022-03-20T00:17:51Z,520000,6.0,11.0,1,left,C. Kispert driving reverse Layup (5 PTS) (K. Caldwell-Pope 1 AST),"[1630557, 203484]",1610612764.0,WAS,driving reverse,,,Kispert,C. Kispert,,,,,1.26,Made,5.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,,
54,PT06M58.00S,2022-03-20T00:17:52.9Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612747,11,14,2022-03-20T00:18:00Z,540000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Monk 2 FT),"[203484, 1628370]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,200832.0,1.0,0.0,Monk,1628370.0,,,,,,
56,PT06M58.00S,2022-03-20T00:18:03.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,11,14,2022-03-20T00:18:03Z,560000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M58.00S,2022-03-20T00:21:07.0Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612747,11,15,2022-03-20T00:21:07Z,570000,,,0,,M. Monk Free Throw 1 of 2 (3 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2022-03-20T00:21:20.9Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612747,11,16,2022-03-20T00:21:20Z,580000,,,0,,M. Monk Free Throw 2 of 2 (4 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
59,PT06M37.00S,2022-03-20T00:21:44.7Z,1,REGULAR,2pt,Jump Shot,[],204001,23.702365308804204,44.85294117647059,1610612764,11,16,2022-03-20T00:21:49Z,590000,26.0,170.0,1,left,MISS K. Porzingis 17' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,17.22,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M32.00S,2022-03-20T00:21:49.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,11,16,2022-03-20T00:21:49Z,600000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,,,,
61,PT06M28.00S,2022-03-20T00:21:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,92.29632063074901,59.55882352941176,1610612747,11,18,2022-03-20T00:22:02Z,610000,48.0,20.0,1,right,R. Westbrook running Layup (6 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,5.18,Made,6.0,,,,,,,,,,,,,,,,,,
62,PT06M19.00S,2022-03-20T00:22:02.4Z,1,REGULAR,2pt,Jump Shot,[],1629060,20.02299605781866,76.7156862745098,1610612764,13,18,2022-03-20T00:22:07Z,620000,-134.0,136.0,1,left,R. Hachimura 19' pullup Jump Shot (4 PTS) (K. Porzingis 2 AST),"[1629060, 204001]",1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,19.04,Made,4.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,,,,
64,PT05M58.00S,2022-03-20T00:22:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,92.82194480946123,55.63725490196079,1610612747,13,20,2022-03-20T00:22:27Z,640000,28.0,15.0,1,right,S. Johnson cutting Layup (4 PTS) (R. Westbrook 1 AST),"[1626169, 201566]",1610612747.0,LAL,cutting,,,Johnson,S. Johnson,,,,,3.19,Made,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,,
66,PT05M43.00S,2022-03-20T00:22:38.6Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612764,13,20,2022-03-20T00:22:46Z,660000,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1630559]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,1.0,Reaves,1630559.0,,,
67,PT05M43.00S,2022-03-20T00:22:38.6Z,1,REGULAR,steal,,[],1630559,,,1610612747,13,20,2022-03-20T00:22:41Z,670000,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M43.00S,2022-03-20T00:22:42.7Z,1,REGULAR,foul,personal,[],203484,,,1610612747,13,20,2022-03-20T00:22:50Z,680000,,,0,,K. Caldwell-Pope personal FOUL (2 PF),"[203484, 1626169]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,203591.0,2.0,0.0,Johnson,1626169.0,,,,,,
70,PT05M43.00S,2022-03-20T00:22:50.0Z,1,REGULAR,substitution,out,[],203484,,,1610612747,13,20,2022-03-20T00:23:17Z,700000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M43.00S,2022-03-20T00:22:50.0Z,1,REGULAR,substitution,out,[],204001,,,1610612747,13,20,2022-03-20T00:23:17Z,710000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2022-03-20T00:22:50.0Z,1,REGULAR,substitution,out,[],201566,,,1610612747,13,20,2022-03-20T00:23:17Z,720000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M43.00S,2022-03-20T00:22:50.0Z,1,REGULAR,substitution,in,[],1630166,,,1610612747,13,20,2022-03-20T00:23:17Z,730000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M43.00S,2022-03-20T00:22:50.0Z,1,REGULAR,substitution,in,[],1629655,,,1610612747,13,20,2022-03-20T00:23:17Z,740000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M43.00S,2022-03-20T00:22:50.0Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,13,20,2022-03-20T00:23:17Z,750000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M43.00S,2022-03-20T00:23:21.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,13,20,2022-03-20T00:23:58Z,760000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,200832.0,,,,,,,,,,
77,PT05M28.00S,2022-03-20T00:23:25.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,88.09132720105124,2.6960784313725554,1610612747,13,23,2022-03-20T00:23:40Z,770000,-237.0,59.0,1,right,A. Reaves 24' 3PT  (5 PTS) (M. Monk 1 AST),"[1630559, 1628370]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,24.38,Made,5.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,,
79,PT05M09.00S,2022-03-20T00:23:44.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,27.90735873850197,21.568627450980387,1610612764,16,23,2022-03-20T00:24:00Z,790000,142.0,210.0,1,left,D. Avdija 25' 3PT  (3 PTS) (C. Kispert 1 AST),"[1630166, 1630557]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.34,Made,3.0,C. Kispert,1630557.0,1.0,,,,,,,,,,,,,,,
81,PT04M47.00S,2022-03-20T00:24:07.1Z,1,REGULAR,2pt,Jump Shot,[],2544,84.54336399474376,83.57843137254902,1610612747,16,23,2022-03-20T00:24:12Z,810000,168.0,93.0,1,right,MISS L. James 19' turnaround Shot,[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,19.18,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M45.00S,2022-03-20T00:24:09.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,16,23,2022-03-20T00:24:12Z,820000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,
83,PT04M45.00S,2022-03-20T00:24:12.8Z,1,REGULAR,substitution,out,[],203526,,,1610612764,16,23,2022-03-20T00:24:41Z,830000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M45.00S,2022-03-20T00:24:12.8Z,1,REGULAR,substitution,out,[],1626169,,,1610612764,16,23,2022-03-20T00:24:41Z,840000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M45.00S,2022-03-20T00:24:12.8Z,1,REGULAR,substitution,in,[],202397,,,1610612764,16,23,2022-03-20T00:24:41Z,850000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M45.00S,2022-03-20T00:24:12.8Z,1,REGULAR,substitution,in,[],2546,,,1610612764,16,23,2022-03-20T00:24:41Z,860000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M32.00S,2022-03-20T00:24:42.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,8.196452036793687,4.411764705882348,1610612764,16,23,2022-03-20T00:24:47Z,870000,228.0,25.0,1,left,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M27.00S,2022-03-20T00:24:47.9Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,16,23,2022-03-20T00:24:47Z,880000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
89,PT04M19.00S,2022-03-20T00:24:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.82194480946123,53.431372549019606,1610612747,16,25,2022-03-20T02:33:37Z,890000,17.0,15.0,1,right,L. James reverse Layup (6 PTS),[2544],1610612747.0,LAL,reverse,,,James,L. James,,,,,2.28,Made,6.0,,,,,,,,,,,,,,,,,,
90,PT04M10.00S,2022-03-20T00:24:42.9Z,1,REGULAR,3pt,Jump Shot,[],1629060,8.722076215505908,96.32352941176471,1610612764,16,25,2022-03-20T02:35:21Z,900000,-232.0,29.0,1,left,MISS R. Hachimura 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M07.00S,2022-03-20T00:24:45.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,16,25,2022-03-20T02:35:21Z,910000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,90.0,3.0,2.0,1.0,,,,,,,,,,,
92,PT04M04.00S,2022-03-20T00:25:33.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628370,93.34756898817345,49.01960784313726,1610612747,16,27,2022-03-20T02:31:32Z,920000,-5.0,10.0,1,right,M. Monk running DUNK (6 PTS) (L. James 3 AST),"[1628370, 2544]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,1.11,Made,6.0,L. James,2544.0,3.0,,,,,,,,,,,,,,,
94,PT04M04.00S,2022-03-20T00:25:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,16,27,2022-03-20T02:21:37Z,940000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M04.00S,2022-03-20T00:25:33.9Z,1,REGULAR,substitution,out,[],1629060,,,1610612764,16,27,2022-03-20T00:38:40Z,965000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M04.00S,2022-03-20T00:25:33.9Z,1,REGULAR,substitution,out,[],2544,,,1610612764,16,27,2022-03-20T00:38:40Z,977500,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
