actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
88,PT03M24.00S,2022-03-15T00:03:18.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,31,16,2022-03-15T00:03:20Z,860000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
89,PT03M19.00S,2022-03-15T00:03:26.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,31,16,2022-03-15T00:03:26Z,870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M19.00S,2022-03-15T00:03:29.4Z,1,REGULAR,substitution,out,[],203115,,,1610612743,31,16,2022-03-15T00:03:34Z,880000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M19.00S,2022-03-15T00:03:29.4Z,1,REGULAR,substitution,in,[],203085,,,1610612743,31,16,2022-03-15T00:03:34Z,890000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M15.00S,2022-03-15T00:03:43.2Z,1,REGULAR,2pt,Jump Shot,[],1630538,73.9323258869908,50.73529411764706,1610612743,31,18,2022-03-15T00:03:48Z,900000,4.0,193.0,1,right,B. Hyland 19' step back Jump Shot (2 PTS) (A. Gordon 1 AST),"[1630538, 203932]",1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,19.25,Made,,,,,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,
94,PT02M47.00S,2022-03-15T00:04:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201599,6.258212877792378,46.07843137254902,1610612755,31,18,2022-03-15T00:04:15Z,920000,20.0,6.0,1,left,MISS D. Jordan Layup,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,2.06,Missed,,,,,,,,,,,,,,,,,,,
95,PT02M44.00S,2022-03-15T00:04:13.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,31,18,2022-03-15T00:04:13Z,930000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
96,PT02M34.00S,2022-03-15T00:04:24.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,84.1819973718791,48.529411764705884,1610612743,31,20,2022-03-15T00:04:31Z,940000,-7.0,96.0,1,right,N. Jokic 9' driving Hook (6 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,9.65,Made,,,,,,,,,6.0,,,,,,,,,,
97,PT02M32.00S,2022-03-15T00:04:31.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612755,31,20,2022-03-15T00:04:31Z,950000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M32.00S,2022-03-15T00:04:46.0Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,31,20,2022-03-15T00:06:09Z,960000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M32.00S,2022-03-15T00:04:46.0Z,1,REGULAR,substitution,out,[],203932,,,1610612755,31,20,2022-03-15T00:06:09Z,970000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M32.00S,2022-03-15T00:04:46.0Z,1,REGULAR,substitution,in,[],201980,,,1610612755,31,20,2022-03-15T00:06:09Z,980000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M32.00S,2022-03-15T00:04:46.0Z,1,REGULAR,substitution,in,[],203210,,,1610612755,31,20,2022-03-15T00:06:09Z,990000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M32.00S,2022-03-15T00:04:46.0Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,31,20,2022-03-15T00:06:31Z,995000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M32.00S,2022-03-15T00:04:46.0Z,1,REGULAR,substitution,in,[],202699,,,1610612755,31,20,2022-03-15T00:06:31Z,997500,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M18.00S,2022-03-15T00:06:15.6Z,1,REGULAR,3pt,Jump Shot,[],202699,18.084756898817346,3.9215686274509802,1610612755,31,20,2022-03-15T00:06:20Z,1000000,230.0,117.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
103,PT02M14.00S,2022-03-15T00:06:19.4Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612743,31,20,2022-03-15T00:06:19Z,1010000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
104,PT02M08.00S,2022-03-15T00:06:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.03745072273325,43.38235294117647,1610612743,31,20,2022-03-15T00:07:03Z,1020000,-33.0,4.0,1,right,MISS N. Jokic cutting Layup,[203999],1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,3.33,Missed,,,,,,,,,,,,,,,,,,,
105,PT02M04.00S,2022-03-15T00:06:29.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,31,20,2022-03-15T00:07:03Z,1030000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,104.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
106,PT02M04.00S,2022-03-15T00:06:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,31,20,2022-03-15T00:06:29Z,1040000,0.0,0.0,1,right,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
107,PT02M04.00S,2022-03-15T00:06:31.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,31,20,2022-03-15T00:06:31Z,1050000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
110,PT02M04.00S,2022-03-15T00:06:35.6Z,1,REGULAR,foul,personal,['2freethrow'],203210,,,1610612755,31,20,2022-03-15T00:06:47Z,1060000,,,0,,J. Green shooting personal FOUL (1 PF) (Harris 2 FT),"[203210, 202699]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,2005.0,,,,,,1.0,0.0,Harris,202699.0,,,
112,PT02M04.00S,2022-03-15T00:07:01.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202699,,,1610612755,31,20,2022-03-15T00:07:33Z,1080000,,,0,,MISS T. Harris Free Throw 1 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M04.00S,2022-03-15T00:07:01.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,31,20,2022-03-15T00:07:33Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,
114,PT02M04.00S,2022-03-15T00:07:05.3Z,1,REGULAR,substitution,out,[],201599,,,1610612755,31,20,2022-03-15T00:07:13Z,1100000,,,0,,SUB out: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2022-03-15T00:07:05.3Z,1,REGULAR,substitution,out,[],1628420,,,1610612755,31,20,2022-03-15T00:07:13Z,1110000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2022-03-15T00:07:05.3Z,1,REGULAR,substitution,out,[],203999,,,1610612755,31,20,2022-03-15T00:07:13Z,1120000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M04.00S,2022-03-15T00:07:05.3Z,1,REGULAR,substitution,in,[],203954,,,1610612755,31,20,2022-03-15T00:07:13Z,1130000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M04.00S,2022-03-15T00:07:05.3Z,1,REGULAR,substitution,in,[],1627854,,,1610612755,31,20,2022-03-15T00:07:13Z,1140000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M04.00S,2022-03-15T00:07:05.3Z,1,REGULAR,substitution,in,[],202326,,,1610612755,31,20,2022-03-15T00:07:13Z,1150000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M04.00S,2022-03-15T00:07:01.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202699,,,1610612755,31,20,2022-03-15T00:07:33Z,1160000,,,0,,MISS T. Harris Free Throw 2 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M00.00S,2022-03-15T00:07:05.7Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612743,31,20,2022-03-15T00:07:33Z,1170000,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
122,PT01M45.00S,2022-03-15T00:07:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,93.77463863337714,47.30392156862745,1610612743,31,22,2022-03-15T00:07:53Z,1180000,-13.0,6.0,1,right,J. Green cutting DUNK (2 PTS) (D. Cousins 1 AST),"[203210, 202326]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,1.48,Made,,,,,,,,,2.0,D. Cousins,202326.0,1.0,,,,,,,
124,PT01M25.00S,2022-03-15T00:08:10.5Z,1,REGULAR,foul,personal,['2freethrow'],202326,,,1610612755,31,22,2022-03-15T00:08:19Z,1200000,,,0,,D. Cousins shooting personal FOUL (1 PF) (Niang 2 FT),"[202326, 1627777]",1610612743.0,DEN,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,1155.0,,,,,,1.0,0.0,Niang,1627777.0,,,
126,PT01M25.00S,2022-03-15T00:08:32.6Z,1,REGULAR,freethrow,1 of 2,[],1627777,,,1610612755,32,22,2022-03-15T00:08:32Z,1220000,,,0,,G. Niang Free Throw 1 of 2 (1 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
127,PT01M25.00S,2022-03-15T00:08:34.4Z,1,REGULAR,substitution,out,[],201935,,,1610612755,32,22,2022-03-15T00:08:37Z,1230000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M25.00S,2022-03-15T00:08:34.4Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,32,22,2022-03-15T00:08:37Z,1240000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M25.00S,2022-03-15T00:08:48.1Z,1,REGULAR,freethrow,2 of 2,[],1627777,,,1610612755,33,22,2022-03-15T00:08:48Z,1250000,,,0,,G. Niang Free Throw 2 of 2 (2 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
130,PT01M10.00S,2022-03-15T00:09:04.5Z,1,REGULAR,3pt,Jump Shot,[],1627854,76.2976346911958,10.784313725490197,1610612743,33,22,2022-03-15T00:09:13Z,1260000,-196.0,170.0,1,right,MISS B. Forbes 25' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M07.00S,2022-03-15T00:09:07.5Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,33,22,2022-03-15T00:09:09Z,1270000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
132,PT00M50.40S,2022-03-15T00:09:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.258212877792378,45.34313725490196,1610612755,35,22,2022-03-15T00:09:30Z,1280000,23.0,6.0,1,left,T. Harris Layup (7 PTS) (G. Niang 1 AST),"[202699, 1627777]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,2.41,Made,,,,,,,,,7.0,G. Niang,1627777.0,1.0,,,,,,,
134,PT00M32.40S,2022-03-15T00:09:45.8Z,1,REGULAR,3pt,Jump Shot,[],202326,66.3107752956636,60.049019607843135,1610612743,35,22,2022-03-15T00:09:50Z,1300000,50.0,264.0,1,right,MISS D. Cousins 26' 3PT,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,,
135,PT00M29.50S,2022-03-15T00:09:48.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,35,22,2022-03-15T00:09:48Z,1310000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
136,PT00M10.70S,2022-03-15T00:10:10.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627854,,,1610612755,35,22,2022-03-15T00:10:17Z,1320000,,,0,,B. Forbes shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627854, 203954]",1610612743.0,DEN,shooting,,,Forbes,B. Forbes,,,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Embiid,203954.0,,,
138,PT00M10.70S,2022-03-15T00:10:38.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,36,22,2022-03-15T00:10:38Z,1340000,,,0,,J. Embiid Free Throw 1 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,11.0,,,,,,,,,,
139,PT00M10.70S,2022-03-15T00:10:41.1Z,1,REGULAR,substitution,out,[],1627777,,,1610612755,36,22,2022-03-15T00:10:45Z,1350000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M10.70S,2022-03-15T00:10:41.1Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,36,22,2022-03-15T00:10:45Z,1360000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M10.70S,2022-03-15T00:10:59.2Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,37,22,2022-03-15T00:10:59Z,1370000,,,0,,J. Embiid Free Throw 2 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,12.0,,,,,,,,,,
142,PT00M00.70S,2022-03-15T00:11:11.1Z,1,REGULAR,turnover,lost ball,[],1630538,,,1610612743,37,22,2022-03-15T00:11:18Z,1380000,,,0,,B. Hyland lost ball TURNOVER (1 TO),"[1630538, 1629680]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,1.0,,,,,,,,,Thybulle,1629680.0,
143,PT00M00.70S,2022-03-15T00:11:11.1Z,1,REGULAR,steal,,[],1629680,,,1610612755,37,22,2022-03-15T00:11:18Z,1390000,,,0,,M. Thybulle STEAL (4 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-03-15T00:11:22.9Z,1,REGULAR,period,end,[],0,,,1610612755,37,22,2022-03-15T00:11:23Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-03-15T00:13:07.8Z,2,REGULAR,substitution,out,['startperiod'],1629680,,,1610612755,37,22,2022-03-15T00:14:39Z,1410000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-03-15T00:13:07.8Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612755,37,22,2022-03-15T00:14:39Z,1420000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-15T00:14:53.9Z,2,REGULAR,period,start,[],0,,,1610612743,37,22,2022-03-15T00:14:53Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M45.00S,2022-03-15T00:15:11.1Z,2,REGULAR,foul,personal,[],1630178,,,1610612743,37,22,2022-03-15T00:15:17Z,1440000,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 1630538]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,2005.0,,,,,,1.0,0.0,Hyland,1630538.0,,,
150,PT11M41.00S,2022-03-15T00:15:28.6Z,2,REGULAR,3pt,Jump Shot,[],1630538,67.23061760840999,62.745098039215684,1610612743,37,22,2022-03-15T00:15:33Z,1460000,64.0,256.0,1,right,MISS B. Hyland 26' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
151,PT11M38.00S,2022-03-15T00:15:31.6Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,37,22,2022-03-15T00:15:33Z,1470000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
152,PT11M17.00S,2022-03-15T00:15:52.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,8.492115637319317,2.696078431372549,1610612755,37,22,2022-03-15T00:15:56Z,1480000,237.0,27.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
153,PT11M14.00S,2022-03-15T00:15:55.4Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,37,22,2022-03-15T00:15:56Z,1490000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
154,PT11M04.00S,2022-03-15T00:16:05.7Z,2,REGULAR,2pt,Jump Shot,[],1627854,74.58935611038108,54.41176470588235,1610612743,37,22,2022-03-15T00:16:10Z,1500000,22.0,186.0,1,right,MISS B. Forbes 18' pullup Shot,[1627854],1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,18.77,Missed,,,,,,,,,,,,,,,,,,,
155,PT11M01.00S,2022-03-15T00:16:08.7Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,37,22,2022-03-15T00:16:10Z,1510000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
156,PT10M57.00S,2022-03-15T00:16:12.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,29.38567674113009,19.11764705882353,1610612755,37,22,2022-03-15T00:16:17Z,1520000,154.0,224.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,,
157,PT10M54.00S,2022-03-15T00:16:15.4Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,37,22,2022-03-15T00:16:17Z,1530000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT10M46.00S,2022-03-15T00:16:23.5Z,2,REGULAR,3pt,Jump Shot,[],202326,69.20170827858082,16.176470588235293,1610612743,37,22,2022-03-15T00:16:28Z,1540000,-169.0,237.0,1,right,MISS D. Cousins 29' 3PT,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,29.11,Missed,,,,,,,,,,,,,,,,,,,
159,PT10M43.00S,2022-03-15T00:16:26.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,37,22,2022-03-15T00:16:28Z,1550000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,158.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
160,PT10M37.00S,2022-03-15T00:16:35.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,37,22,2022-03-15T00:16:35Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M29.00S,2022-03-15T00:16:51.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,18.347568988173457,58.57843137254902,1610612755,37,22,2022-03-15T00:16:58Z,1570000,-43.0,120.0,1,left,MISS T. Harris 12' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,12.74,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M26.00S,2022-03-15T00:16:54.4Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,37,22,2022-03-15T00:16:58Z,1580000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
163,PT10M18.00S,2022-03-15T00:17:02.1Z,2,REGULAR,3pt,Jump Shot,[],203085,88.12417871222075,94.85294117647058,1610612743,37,22,2022-03-15T00:17:05Z,1590000,224.0,59.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M16.00S,2022-03-15T00:17:04.1Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,37,22,2022-03-15T00:17:05Z,1600000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
165,PT10M05.00S,2022-03-15T00:17:15.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201980,14.14257555847569,49.26470588235294,1610612755,37,22,2022-03-15T00:17:21Z,1610000,4.0,80.0,1,left,MISS D. Green 8' driving floating Shot,[201980],1610612755.0,PHI,driving floating,,,Green,D. Green,,,,,8.05,Missed,,,,,,,,,,,,,,,,,,,
166,PT10M05.00S,2022-03-15T00:17:18.9Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,37,22,2022-03-15T00:17:18Z,1620000,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
167,PT10M05.00S,2022-03-15T00:17:20.0Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612755,37,22,2022-03-15T00:17:28Z,1630000,,,0,,D. Cousins shooting personal FOUL (2 PF) (Embiid 2 FT),"[202326, 203954]",1610612743.0,DEN,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,2005.0,,,,,,2.0,0.0,Embiid,203954.0,,,
169,PT10M05.00S,2022-03-15T00:17:42.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,38,22,2022-03-15T00:17:42Z,1650000,,,0,,J. Embiid Free Throw 1 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,13.0,,,,,,,,,,
170,PT10M05.00S,2022-03-15T00:17:58.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,39,22,2022-03-15T00:17:58Z,1660000,,,0,,J. Embiid Free Throw 2 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,14.0,,,,,,,,,,
171,PT09M53.00S,2022-03-15T00:18:12.2Z,2,REGULAR,2pt,Jump Shot,[],202326,89.70105124835742,16.666666666666664,1610612743,39,24,2022-03-15T00:18:16Z,1670000,-167.0,44.0,1,right,D. Cousins 17' Jump Shot (2 PTS),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,17.25,Made,,,,,,,,,2.0,,,,,,,,,,
172,PT09M39.00S,2022-03-15T00:18:25.8Z,2,REGULAR,turnover,lost ball,[],203954,,,1610612755,39,24,2022-03-15T00:18:30Z,1680000,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 203085]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,1.0,,,,,,,,,Rivers,203085.0,
173,PT09M39.00S,2022-03-15T00:18:25.8Z,2,REGULAR,steal,,[],203085,,,1610612743,39,24,2022-03-15T00:18:28Z,1690000,,,0,,A. Rivers STEAL (1 STL),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M34.00S,2022-03-15T00:18:30.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627854,77.21747700394218,8.333333333333332,1610612743,39,24,2022-03-15T00:18:36Z,1700000,-208.0,162.0,1,right,MISS B. Forbes 26' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
175,PT09M31.00S,2022-03-15T00:18:34.5Z,2,REGULAR,rebound,offensive,[],203085,,,1610612743,39,24,2022-03-15T00:18:34Z,1710000,,,0,,A. Rivers REBOUND (Off:1 Def:0),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,174.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
