actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT03M14.00S,2022-01-15T00:28:06.3Z,1,REGULAR,block,,[],1629680,,,1610612738,20,12,2022-01-15T00:28:09Z,920000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M11.00S,2022-01-15T00:28:09.3Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,20,12,2022-01-15T00:28:10Z,930000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,
94,PT02M52.00S,2022-01-15T00:28:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,7.013797634691201,34.31372549019608,1610612755,22,12,2022-01-15T00:28:33Z,940000,78.0,13.0,1,left,J. Embiid 7' turnaround fadeaway Jump Shot (6 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,,,,,7.95,Made,6.0,,,,,,,,,,,,,,
95,PT02M38.00S,2022-01-15T00:28:41.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,66.5407358738502,53.67647058823529,1610612738,22,12,2022-01-15T00:28:47Z,950000,18.0,262.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,26.26,Missed,,,,,,,,,,,,,,,
96,PT02M37.00S,2022-01-15T00:28:42.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,22,12,2022-01-15T00:28:47Z,960000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,
97,PT02M37.00S,2022-01-15T00:28:46.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,22,12,2022-01-15T00:28:46Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M37.00S,2022-01-15T00:28:49.9Z,1,REGULAR,substitution,out,[],202699,,,1610612755,22,12,2022-01-15T00:29:07Z,980000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M37.00S,2022-01-15T00:28:49.9Z,1,REGULAR,substitution,out,[],201143,,,1610612755,22,12,2022-01-15T00:29:07Z,990000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M37.00S,2022-01-15T00:28:49.9Z,1,REGULAR,substitution,out,[],1629057,,,1610612755,22,12,2022-01-15T00:29:07Z,1000000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M37.00S,2022-01-15T00:28:49.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,22,12,2022-01-15T00:29:07Z,1010000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M37.00S,2022-01-15T00:28:49.9Z,1,REGULAR,substitution,in,[],202683,,,1610612755,22,12,2022-01-15T00:29:07Z,1020000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M37.00S,2022-01-15T00:28:49.9Z,1,REGULAR,substitution,in,[],1629684,,,1610612755,22,12,2022-01-15T00:29:07Z,1030000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M29.00S,2022-01-15T00:29:28.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612755,22,12,2022-01-15T00:29:52Z,1040000,,,0,,D. Schroder personal FOUL (1 PF) (Curry 2 FT),"[203471, 203552]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,200834.0,,,,,,,,,,,1.0,0.0,Curry,203552.0,,,
106,PT02M29.00S,2022-01-15T00:29:59.0Z,1,REGULAR,freethrow,1 of 2,[],203552,,,1610612755,23,12,2022-01-15T00:29:59Z,1060000,,,0,,S. Curry Free Throw 1 of 2 (4 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
107,PT02M29.00S,2022-01-15T00:30:01.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612755,23,12,2022-01-15T00:30:04Z,1070000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M29.00S,2022-01-15T00:30:01.2Z,1,REGULAR,substitution,in,[],1628369,,,1610612755,23,12,2022-01-15T00:30:04Z,1080000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M29.00S,2022-01-15T00:30:13.0Z,1,REGULAR,freethrow,2 of 2,[],203552,,,1610612755,24,12,2022-01-15T00:30:13Z,1090000,,,0,,S. Curry Free Throw 2 of 2 (5 PTS),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
110,PT02M07.00S,2022-01-15T00:30:36.5Z,1,REGULAR,2pt,Jump Shot,[],1628369,84.54336399474376,84.55882352941177,1610612738,24,12,2022-01-15T00:30:42Z,1100000,173.0,93.0,1,right,MISS J. Tatum 19' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,19.61,Missed,,,,,,,,,,,,,,,
111,PT02M03.00S,2022-01-15T00:30:40.5Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,24,12,2022-01-15T00:30:42Z,1110000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,110.0,3.0,2.0,1.0,,,,,,,
112,PT02M01.00S,2022-01-15T00:30:42.4Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,24,12,2022-01-15T00:30:46Z,1120000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 203954]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,
113,PT02M01.00S,2022-01-15T00:30:42.4Z,1,REGULAR,steal,,[],203954,,,1610612755,24,12,2022-01-15T00:30:44Z,1130000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M58.00S,2022-01-15T00:30:46.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627777,29.09001314060447,22.549019607843135,1610612755,24,12,2022-01-15T00:36:28Z,1140000,137.0,221.0,1,left,MISS G. Niang 26' running 3PT,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,,,,,26.01,Missed,,,,,,,,,,,,,,,
115,PT01M55.00S,2022-01-15T00:30:49.1Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612738,24,12,2022-01-15T00:30:52Z,1150000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,
117,PT01M55.00S,2022-01-15T00:30:58.5Z,1,REGULAR,foul,personal,[],203552,,,1610612738,24,12,2022-01-15T00:31:12Z,1170000,,,0,,S. Curry take personal FOUL (1 PF),"[203552, 1628369]",1610612755.0,PHI,take,,,Curry,S. Curry,,,,,,,,200834.0,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,
119,PT01M55.00S,2022-01-15T00:31:11.9Z,1,REGULAR,substitution,out,[],203552,,,1610612738,24,12,2022-01-15T00:31:19Z,1190000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M55.00S,2022-01-15T00:31:11.9Z,1,REGULAR,substitution,out,[],203471,,,1610612738,24,12,2022-01-15T00:31:19Z,1200000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M55.00S,2022-01-15T00:31:11.9Z,1,REGULAR,substitution,in,[],1630178,,,1610612738,24,12,2022-01-15T00:31:19Z,1210000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M55.00S,2022-01-15T00:31:11.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,24,12,2022-01-15T00:31:19Z,1220000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M46.00S,2022-01-15T00:31:37.9Z,1,REGULAR,turnover,traveling,[],202683,,,1610612738,24,12,2022-01-15T00:31:45Z,1230000,,,0,,E. Freedom traveling TURNOVER (1 TO),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,1.0,,,200834.0,,,,,,,,,,,,,,,,,
124,PT01M34.00S,2022-01-15T00:31:59.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203954,17.132063074901453,71.56862745098039,1610612755,26,12,2022-01-15T00:32:07Z,1240000,-108.0,109.0,1,left,J. Embiid 15' Jump Shot (8 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,15.29,Made,8.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,
126,PT01M15.00S,2022-01-15T00:32:19.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,70.61432325886992,77.94117647058823,1610612738,26,12,2022-01-15T00:32:23Z,1260000,140.0,224.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,26.37,Missed,,,,,,,,,,,,,,,
127,PT01M11.00S,2022-01-15T00:32:23.6Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,26,12,2022-01-15T00:32:23Z,1270000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,
128,PT00M59.40S,2022-01-15T00:32:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,18.05190538764782,45.58823529411765,1610612755,26,12,2022-01-15T00:32:41Z,1280000,22.0,117.0,1,left,MISS G. Niang 11' driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,,,,,11.93,Missed,,,,,,,,,,,,,,,
129,PT00M57.00S,2022-01-15T00:32:37.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,12,2022-01-15T00:32:41Z,1290000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,128.0,4.0,3.0,1.0,,,,,,,
130,PT00M49.70S,2022-01-15T00:32:45.4Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,26,12,2022-01-15T00:32:51Z,1300000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1627788]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.0,Korkmaz,1627788.0,,,,,,,,,,,,,,,,,,
131,PT00M49.70S,2022-01-15T00:32:45.4Z,1,REGULAR,steal,,[],1627788,,,1610612755,26,12,2022-01-15T00:32:47Z,1310000,,,0,,F. Korkmaz STEAL (1 STL),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M47.80S,2022-01-15T00:32:49.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627788,6.093955321944804,53.431372549019606,1610612755,28,12,2022-01-15T00:32:59Z,1320000,-17.0,5.0,1,left,F. Korkmaz running Layup (2 PTS),[1627788],1610612755.0,PHI,running,,,Korkmaz,F. Korkmaz,,,,,,,,,1.79,Made,2.0,,,,,,,,,,,,,,
133,PT00M47.80S,2022-01-15T00:32:52.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612755,28,12,2022-01-15T00:33:09Z,1330000,,,0,,G. Williams shooting personal FOUL (1 PF) (Korkmaz 1 FT),"[1629684, 1627788]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,200834.0,,,,,,,,,,,1.0,0.0,Korkmaz,1627788.0,,,
135,PT00M47.80S,2022-01-15T00:33:25.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627788,,,1610612755,29,12,2022-01-15T00:33:25Z,1350000,,,0,,F. Korkmaz Free Throw 1 of 1 (3 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
136,PT00M30.60S,2022-01-15T00:33:44.7Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,29,12,2022-01-15T00:34:06Z,1360000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1629680]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,4.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,,
137,PT00M30.60S,2022-01-15T00:33:44.7Z,1,REGULAR,steal,,[],1629680,,,1610612755,29,12,2022-01-15T00:33:47Z,1370000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M28.80S,2022-01-15T00:33:58.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612755,29,12,2022-01-15T00:38:28Z,1380000,,,0,,J. Richardson flagrant-type-1 personal FOUL (1 PF) (Thybulle 2 FT),"[1626196, 1629680]",1610612738.0,BOS,flagrant-type-1,,,Richardson,J. Richardson,,,,,,,,1626300.0,,,,,,,,,,,1.0,0.0,Thybulle,1629680.0,,,
140,PT00M28.80S,2022-01-15T00:34:51.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612755,29,12,2022-01-15T01:22:01Z,1400000,,,0,,,[],,,overturned,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
141,PT00M28.80S,2022-01-15T00:36:44.6Z,1,REGULAR,foul,technical,[],1629680,,,1610612755,29,12,2022-01-15T00:36:57Z,1410000,,,0,,M. Thybulle double technical FOUL (1 Tech),[1629680],1610612755.0,PHI,double,,,Thybulle,M. Thybulle,,,,,,,,1830.0,,,,,,,,,,,0.0,1.0,,,,,
142,PT00M28.80S,2022-01-15T00:36:44.6Z,1,REGULAR,foul,technical,['inpenalty'],1629684,,,1610612755,29,12,2022-01-15T00:36:53Z,1420000,,,0,,G. Williams double technical FOUL (1 Tech),[1629684],1610612738.0,BOS,double,,,Williams,G. Williams,,,,,,,,1830.0,,,,,,,,,,,1.0,1.0,,,,,
143,PT00M28.80S,2022-01-15T00:37:12.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629680,,,1610612755,29,12,2022-01-15T00:38:44Z,1430000,,,0,,MISS M. Thybulle flagrant Free Throw 1 of 2,[1629680],1610612755.0,PHI,flagrant,,,Thybulle,M. Thybulle,,,,,,,,,,Missed,,,,,,,,,,,,,,,
144,PT00M28.80S,2022-01-15T00:37:12.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,29,12,2022-01-15T00:38:44Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,
145,PT00M28.80S,2022-01-15T00:37:12.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629680,,,1610612755,30,12,2022-01-15T00:38:44Z,1450000,,,0,,M. Thybulle flagrant Free Throw 2 of 2 (3 PTS),[1629680],1610612755.0,PHI,flagrant,,,Thybulle,M. Thybulle,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
146,PT00M06.50S,2022-01-15T00:38:01.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,5.305519053876466,49.754901960784316,1610612755,32,12,2022-01-15T00:38:06Z,1460000,1.0,-3.0,1,left,T. Maxey driving reverse Layup (8 PTS) (J. Embiid 4 AST),"[1630178, 203954]",1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,,,,,0.29,Made,8.0,J. Embiid,203954.0,4.0,,,,,,,,,,,
148,PT00M02.10S,2022-01-15T00:38:10.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630202,93.61038107752957,52.69607843137255,1610612738,32,14,2022-01-15T00:38:22Z,1480000,13.0,8.0,1,right,P. Pritchard driving floating Jump Shot (2 PTS),[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,,,,,1.55,Made,2.0,,,,,,,,,,,,,,
149,PT00M01.00S,2022-01-15T00:38:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,39.99671484888305,90.19607843137254,1610612755,32,14,2022-01-15T00:40:09Z,1490000,-201.0,323.0,1,left,MISS T. Maxey 38' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,,38.09,Missed,,,,,,,,,,,,,,,
150,PT00M01.00S,2022-01-15T00:38:15.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,32,14,2022-01-15T00:38:39Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,
151,PT00M00.00S,2022-01-15T00:38:22.5Z,1,REGULAR,period,end,[],0,,,1610612755,32,14,2022-01-15T00:38:22Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-01-15T00:40:20.2Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,32,14,2022-01-15T00:40:49Z,1520000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-15T00:40:20.2Z,2,REGULAR,substitution,out,['startperiod'],1629680,,,1610612755,32,14,2022-01-15T00:40:49Z,1530000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-15T00:40:20.2Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,32,14,2022-01-15T00:40:49Z,1540000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-15T00:40:20.2Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612755,32,14,2022-01-15T00:40:49Z,1550000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-15T00:40:52.3Z,2,REGULAR,period,start,[],0,,,1610612755,32,14,2022-01-15T00:40:52Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M48.00S,2022-01-15T00:41:03.7Z,2,REGULAR,2pt,Jump Shot,[],1630178,12.532851511169525,29.90196078431373,1610612755,32,14,2022-01-15T00:41:08Z,1570000,100.0,65.0,1,left,MISS T. Maxey 11' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,,11.99,Missed,,,,,,,,,,,,,,,
158,PT11M44.00S,2022-01-15T00:41:07.7Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612738,32,14,2022-01-15T00:41:08Z,1580000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,
159,PT11M38.00S,2022-01-15T00:41:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,87.17148488830486,55.88235294117647,1610612738,32,14,2022-01-15T00:41:19Z,1590000,29.0,68.0,1,right,MISS J. Richardson 7' turnaround Shot,[1626196],1610612738.0,BOS,turnaround,,,Richardson,J. Richardson,,,,,,,,,7.42,Missed,,,,,,,,,,,,,,,
160,PT11M36.00S,2022-01-15T00:41:16.4Z,2,REGULAR,rebound,offensive,[],1626196,,,1610612738,32,14,2022-01-15T00:41:16Z,1600000,,,0,,J. Richardson REBOUND (Off:1 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,159.0,3.0,2.0,1.0,,,,,,,
161,PT11M36.00S,2022-01-15T00:41:18.7Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612738,32,14,2022-01-15T00:41:28Z,1610000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Richardson 2 FT),"[203083, 1626196]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,1626300.0,,,,,,,,,,,1.0,0.0,Richardson,1626196.0,,,
163,PT11M36.00S,2022-01-15T00:41:49.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626196,,,1610612738,32,15,2022-01-15T00:41:49Z,1630000,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
164,PT11M36.00S,2022-01-15T00:42:07.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626196,,,1610612738,32,16,2022-01-15T00:42:07Z,1640000,,,0,,J. Richardson Free Throw 2 of 2 (2 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
165,PT11M10.00S,2022-01-15T00:42:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.568331143232584,50.0,1610612755,34,16,2022-01-15T00:42:42Z,1650000,0.0,0.0,1,left,T. Maxey driving finger roll Layup (10 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,,,,,0.02,Made,10.0,T. Harris,202699.0,1.0,,,,,,,,,,,
167,PT10M52.00S,2022-01-15T00:42:55.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.32917214191853,71.32352941176471,1610612738,34,16,2022-01-15T00:42:59Z,1670000,107.0,255.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,27.6,Missed,,,,,,,,,,,,,,,
168,PT10M50.00S,2022-01-15T00:42:57.3Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,34,16,2022-01-15T00:42:59Z,1680000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,167.0,4.0,3.0,1.0,,,,,,,
169,PT10M42.00S,2022-01-15T00:43:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.276609724047319,47.05882352941176,1610612755,36,16,2022-01-15T00:43:11Z,1690000,15.0,16.0,1,left,T. Harris finger roll Layup (7 PTS),[202699],1610612755.0,PHI,finger roll,,,Harris,T. Harris,,,,,,,,,2.17,Made,7.0,,,,,,,,,,,,,,
170,PT10M24.00S,2022-01-15T00:43:23.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,68.24901445466492,73.0392156862745,1610612738,36,19,2022-01-15T00:43:28Z,1700000,115.0,246.0,1,right,P. Pritchard 27' 3PT pullup (5 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,27.16,Made,5.0,,,,,,,,,,,,,,
171,PT10M07.00S,2022-01-15T00:43:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,6.356767411300922,51.96078431372549,1610612755,38,19,2022-01-15T00:43:50Z,1710000,-10.0,7.0,1,left,G. Niang cutting Layup (2 PTS) (A. Drummond 1 AST),"[1627777, 203083]",1610612755.0,PHI,cutting,,,Niang,G. Niang,,,,,,,,,1.22,Made,2.0,A. Drummond,203083.0,1.0,,,,,,,,,,,
173,PT09M55.00S,2022-01-15T00:43:55.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,38,19,2022-01-15T00:43:55Z,1730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M55.00S,2022-01-15T00:44:01.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,38,19,2022-01-15T00:44:05Z,1740000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M55.00S,2022-01-15T00:44:01.9Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,38,19,2022-01-15T00:44:05Z,1750000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M48.00S,2022-01-15T00:44:23.6Z,2,REGULAR,3pt,Jump Shot,[],1626196,66.40932982917215,59.31372549019608,1610612738,38,22,2022-01-15T00:44:28Z,1760000,47.0,263.0,1,right,J. Richardson 26' 3PT  (5 PTS) (P. Pritchard 1 AST),"[1626196, 1630202]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,26.74,Made,5.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,
178,PT09M22.00S,2022-01-15T00:44:49.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.18988173455979,57.35294117647059,1610612755,40,22,2022-01-15T00:44:54Z,1780000,-37.0,71.0,1,left,T. Harris 8' turnaround Jump Shot (9 PTS) (A. Drummond 2 AST),"[202699, 203083]",1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,,,8.04,Made,9.0,A. Drummond,203083.0,2.0,,,,,,,,,,,
180,PT09M09.00S,2022-01-15T00:45:01.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,89.53679369250986,42.892156862745104,1610612738,40,22,2022-01-15T00:45:09Z,1800000,-36.0,46.0,1,right,MISS J. Richardson fadeaway Shot,[1626196],1610612738.0,BOS,fadeaway,,,Richardson,J. Richardson,,,,,,,,,5.8,Missed,,,,,,,,,,,,,,,
