actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
19,PT10M32.00S,2022-03-21T00:42:01.1Z,1,REGULAR,2pt,Jump Shot,[],1629018,22.519710906701704,64.70588235294117,1610612761,5,2,2022-03-21T00:42:08Z,190000,-74.0,159.0,1,left,MISS G. Trent Jr. 17' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,17.53,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-03-21T00:42:06.1Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,5,2,2022-03-21T00:42:08Z,200000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,
21,PT10M27.00S,2022-03-21T00:42:05.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.590000152587891,50.0,1610612761,5,4,2022-03-21T00:42:05Z,210000,0.0,0.0,1,left,P. Achiuwa putback Layup (2 PTS),[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2022-03-21T00:42:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.61038107752957,52.450980392156865,1610612755,7,4,2022-03-21T00:42:19Z,220000,12.0,8.0,1,right,J. Harden driving finger roll Layup (2 PTS),[201935],1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,1.45,Made,2.0,,,,,,,,,,,,,,,,,,
23,PT10M03.00S,2022-03-21T00:42:30.2Z,1,REGULAR,3pt,Jump Shot,[],1627783,25.936268068331145,84.06862745098039,1610612761,7,4,2022-03-21T00:42:35Z,230000,-170.0,191.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2022-03-21T00:42:34.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,7,4,2022-03-21T00:42:35Z,240000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT09M52.00S,2022-03-21T00:42:41.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630178,90.5880420499343,49.26470588235294,1610612755,9,4,2022-03-21T00:42:46Z,250000,-4.0,36.0,1,right,T. Maxey driving Hook (2 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,3.62,Made,2.0,,,,,,,,,,,,,,,,,,
26,PT09M37.00S,2022-03-21T00:42:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,12.401445466491452,49.754901960784316,1610612761,9,6,2022-03-21T00:43:02Z,260000,1.0,64.0,1,left,S. Barnes 6' pullup Jump Shot (2 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,6.41,Made,2.0,,,,,,,,,,,,,,,,,,
27,PT09M20.00S,2022-03-21T00:43:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,81.25821287779237,46.07843137254902,1610612755,9,6,2022-03-21T00:43:20Z,270000,-20.0,124.0,1,right,MISS T. Maxey 12' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,12.52,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M17.00S,2022-03-21T00:43:16.5Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,9,6,2022-03-21T00:43:20Z,280000,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,
29,PT09M14.00S,2022-03-21T00:43:19.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629680,74.68791064388962,15.931372549019613,1610612755,12,6,2022-03-21T00:43:25Z,290000,-170.0,185.0,1,right,M. Thybulle 25' 3PT  (8 PTS) (T. Harris 1 AST),"[1629680, 202699]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,25.17,Made,8.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,,
31,PT08M48.00S,2022-03-21T00:43:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,6.4881734559789805,46.32352941176471,1610612761,12,8,2022-03-21T00:43:50Z,310000,18.0,8.0,1,left,G. Trent Jr. driving Layup (4 PTS) (P. Achiuwa 1 AST),"[1629018, 1630173]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,2.03,Made,4.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,,,,
33,PT08M31.00S,2022-03-21T00:44:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.95335085413929,55.63725490196079,1610612755,14,8,2022-03-21T00:44:06Z,330000,28.0,14.0,1,right,J. Embiid Layup (2 PTS) (T. Harris 2 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,3.14,Made,2.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,,,
35,PT08M09.00S,2022-03-21T00:44:23.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,9.116294349540084,4.901960784313729,1610612761,14,8,2022-03-21T00:44:28Z,350000,225.0,33.0,1,left,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M07.00S,2022-03-21T00:44:25.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,14,8,2022-03-21T00:44:28Z,360000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,
37,PT07M53.00S,2022-03-21T00:44:42.1Z,1,REGULAR,foul,personal,['2freethrow'],203920,,,1610612755,14,8,2022-03-21T00:44:52Z,370000,,,0,,K. Birch shooting personal FOUL (1 PF) (Harden 2 FT),"[203920, 201935]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Harden,201935.0,,,
39,PT07M53.00S,2022-03-21T00:45:13.9Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,15,8,2022-03-21T00:45:14Z,390000,,,0,,J. Harden Free Throw 1 of 2 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
40,PT07M53.00S,2022-03-21T00:45:32.3Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,16,8,2022-03-21T00:45:32Z,400000,,,0,,J. Harden Free Throw 2 of 2 (4 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
41,PT07M38.00S,2022-03-21T00:45:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,7.539421813403408,51.96078431372549,1610612761,16,8,2022-03-21T00:45:55Z,410000,-10.0,18.0,1,left,MISS G. Trent Jr. driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M35.00S,2022-03-21T00:45:53.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,16,8,2022-03-21T00:45:55Z,420000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
43,PT07M22.00S,2022-03-21T00:46:05.7Z,1,REGULAR,3pt,Jump Shot,[],202699,90.06241787122208,3.1862745098039227,1610612755,16,8,2022-03-21T00:46:12Z,430000,-234.0,41.0,1,right,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,23.76,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M19.00S,2022-03-21T00:46:08.7Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,16,8,2022-03-21T00:46:12Z,440000,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,
45,PT07M12.00S,2022-03-21T00:46:17.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,16,8,2022-03-21T00:46:17Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M07.00S,2022-03-21T00:46:38.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203954,78.89290407358739,34.31372549019608,1610612755,18,8,2022-03-21T00:46:44Z,460000,-78.0,146.0,1,right,J. Embiid 16' Jump Shot (4 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,16.56,Made,4.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,,
48,PT06M55.00S,2022-03-21T00:46:52.8Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612761,18,8,2022-03-21T00:47:02Z,480000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Birch 2 FT),"[203954, 203920]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Birch,203920.0,,,
50,PT06M55.00S,2022-03-21T00:47:00.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,18,8,2022-03-21T00:47:00Z,500000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M55.00S,2022-03-21T00:50:02.4Z,1,REGULAR,freethrow,1 of 2,[],203920,,,1610612761,18,9,2022-03-21T00:50:02Z,510000,,,0,,K. Birch Free Throw 1 of 2 (1 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
52,PT06M55.00S,2022-03-21T00:50:14.0Z,1,REGULAR,freethrow,2 of 2,[],203920,,,1610612761,18,10,2022-03-21T00:50:14Z,520000,,,0,,K. Birch Free Throw 2 of 2 (2 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
53,PT06M38.00S,2022-03-21T00:50:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612755,18,10,2022-03-21T00:50:43Z,530000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627783, 203954]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Embiid,203954.0,,,
55,PT06M38.00S,2022-03-21T00:51:02.3Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,18,10,2022-03-21T00:51:02Z,550000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M38.00S,2022-03-21T00:51:02.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,18,10,2022-03-21T00:51:02Z,560000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,
57,PT06M38.00S,2022-03-21T00:51:15.0Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,19,10,2022-03-21T00:51:15Z,570000,,,0,,J. Embiid Free Throw 2 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
58,PT06M25.00S,2022-03-21T00:51:29.4Z,1,REGULAR,2pt,Jump Shot,[],1630567,20.02299605781866,72.30392156862744,1610612761,19,10,2022-03-21T00:51:35Z,580000,-112.0,136.0,1,left,MISS S. Barnes 17' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,17.56,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M24.00S,2022-03-21T00:51:30.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,19,10,2022-03-21T00:51:35Z,590000,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,58.0,2.0,0.0,2.0,,,,,,,,
60,PT06M18.00S,2022-03-21T00:51:36.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,20.41721419185282,67.64705882352942,1610612761,19,10,2022-03-21T00:51:44Z,600000,-88.0,139.0,1,left,MISS P. Siakam 16' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,16.5,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M13.00S,2022-03-21T00:51:41.8Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,19,10,2022-03-21T00:51:44Z,610000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,60.0,1.0,0.0,1.0,,,,,,,,
62,PT06M13.00S,2022-03-21T00:51:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203920,5.590000152587891,50.0,1610612761,19,10,2022-03-21T00:51:41Z,620000,0.0,0.0,1,left,MISS K. Birch tip Layup,[203920],1610612761.0,TOR,tip,,,Birch,K. Birch,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M13.00S,2022-03-21T00:51:42.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,19,10,2022-03-21T00:51:42Z,630000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,
64,PT05M54.00S,2022-03-21T00:52:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,83.09789750328515,64.70588235294117,1610612755,19,10,2022-03-21T00:52:08Z,640000,74.0,106.0,1,right,MISS J. Embiid 12' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,12.93,Missed,,,,,,,,,,,,,,,,,,,
65,PT05M49.00S,2022-03-21T00:52:06.5Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,19,10,2022-03-21T00:52:08Z,650000,,,0,,T. Harris REBOUND (Off:2 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,64.0,2.0,0.0,2.0,,,,,,,,
66,PT05M49.00S,2022-03-21T00:52:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,94.40999984741211,50.0,1610612755,21,10,2022-03-21T00:52:05Z,660000,0.0,0.0,1,right,T. Harris tip Layup (2 PTS),[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
67,PT05M37.00S,2022-03-21T00:52:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.4881734559789805,53.92156862745098,1610612761,21,10,2022-03-21T00:52:28Z,670000,-20.0,8.0,1,left,MISS S. Barnes driving reverse Layup,[1630567],1610612761.0,TOR,driving reverse,,,Barnes,S. Barnes,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M35.00S,2022-03-21T00:52:20.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,21,10,2022-03-21T00:52:28Z,680000,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,
69,PT05M30.00S,2022-03-21T00:52:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,94.13600525624179,47.05882352941176,1610612755,23,10,2022-03-21T00:52:34Z,690000,-15.0,3.0,1,right,J. Harden running finger roll Layup (6 PTS),[201935],1610612755.0,PHI,running finger roll,,,Harden,J. Harden,,,,,1.49,Made,6.0,,,,,,,,,,,,,,,,,,
70,PT05M16.00S,2022-03-21T00:52:38.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,30.404073587385014,30.882352941176478,1610612761,23,10,2022-03-21T00:52:43Z,700000,96.0,233.0,1,left,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
71,PT05M14.00S,2022-03-21T00:52:40.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,23,10,2022-03-21T00:52:43Z,710000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,70.0,4.0,4.0,0.0,,,,,,,,
72,PT05M02.00S,2022-03-21T00:52:52.4Z,1,REGULAR,3pt,Jump Shot,[],202699,92.0335085413929,3.67647058823529,1610612755,23,10,2022-03-21T00:52:58Z,720000,-232.0,22.0,1,right,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M00.00S,2022-03-21T00:52:54.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,23,10,2022-03-21T00:52:58Z,730000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,
74,PT04M57.00S,2022-03-21T00:52:58.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630173,5.699737187910642,52.94117647058824,1610612761,23,12,2022-03-21T00:53:04Z,740000,-15.0,1.0,1,left,P. Achiuwa running DUNK (4 PTS) (P. Siakam 1 AST),"[1630173, 1627783]",1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,1.47,Made,4.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,,
76,PT04M31.00S,2022-03-21T00:53:24.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,92.42772667542707,2.941176470588232,1610612755,26,12,2022-03-21T00:53:29Z,760000,-235.0,19.0,1,right,T. Maxey 3PT  (5 PTS) (T. Harris 3 AST),"[1630178, 202699]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,23.6,Made,5.0,T. Harris,202699.0,3.0,,,,,,,,,,,,,,,
78,PT04M28.00S,2022-03-21T00:53:36.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,26,12,2022-03-21T00:53:36Z,780000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M28.00S,2022-03-21T00:55:50.0Z,1,REGULAR,substitution,out,[],201935,,,1610612761,26,12,2022-03-21T00:56:09Z,790000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M28.00S,2022-03-21T00:55:50.0Z,1,REGULAR,substitution,out,[],202699,,,1610612761,26,12,2022-03-21T00:56:09Z,800000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M28.00S,2022-03-21T00:55:50.0Z,1,REGULAR,substitution,out,[],203920,,,1610612761,26,12,2022-03-21T00:56:09Z,810000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M28.00S,2022-03-21T00:55:50.0Z,1,REGULAR,substitution,in,[],1627777,,,1610612761,26,12,2022-03-21T00:56:09Z,820000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M28.00S,2022-03-21T00:55:50.0Z,1,REGULAR,substitution,in,[],1629003,,,1610612761,26,12,2022-03-21T00:56:09Z,830000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M28.00S,2022-03-21T00:55:50.0Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,26,12,2022-03-21T00:56:09Z,840000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M22.00S,2022-03-21T00:56:31.0Z,1,REGULAR,turnover,lost ball,[],1630567,,,1610612761,26,12,2022-03-21T00:56:35Z,850000,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 1629680]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,,
86,PT04M22.00S,2022-03-21T00:56:31.0Z,1,REGULAR,steal,,[],1629680,,,1610612755,26,12,2022-03-21T00:56:32Z,860000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M19.00S,2022-03-21T00:56:33.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,94.79303547963207,48.774509803921575,1610612755,28,12,2022-03-21T00:56:40Z,870000,-6.0,-4.0,1,right,T. Maxey running DUNK (7 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,0.71,Made,7.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,,
89,PT04M00.00S,2022-03-21T00:56:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,21.337056504599218,91.17647058823529,1610612761,28,15,2022-03-21T00:56:57Z,890000,-206.0,148.0,1,left,S. Barnes 25' 3PT  (5 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.36,Made,5.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,,
